,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50,Latent_51,Latent_52,Latent_53,Latent_54,Latent_55,Latent_56,Latent_57,Latent_58,Latent_59,Latent_60,Latent_61,Latent_62,Latent_63,Latent_64,Latent_65,Latent_66,Latent_67,Latent_68,Latent_69,Latent_70,Latent_71,Latent_72,Latent_73,Latent_74,Latent_75,Latent_76,Latent_77,Latent_78,Latent_79,Latent_80,Latent_81,Latent_82,Latent_83,Latent_84,Latent_85,Latent_86,Latent_87,Latent_88,Latent_89,Latent_90,Latent_91,Latent_92,Latent_93,Latent_94,Latent_95,Latent_96,Latent_97,Latent_98,Latent_99,Latent_100
CopyNumberAttenuation,-0.022668841184252074,0.05818781190681237,-0.026242936396400386,0.04906873526203596,-0.06889066683261537,-0.039810635503488914,-0.0014265829830996776,-0.014567780558811439,0.07726022829956941,0.13335638372076303,-0.06582169807164558,-0.06000398860125317,-0.012454967149776985,0.12463902547151438,-0.031482556180711004,-0.008424116356111259,0.1255451989281227,-0.08996700933812436,0.06175888434144071,-0.07737653314327356,-0.05588012980469589,-0.14509413738690874,-0.031719521721918484,0.1441025740488582,-0.0477594937426517,-0.008684293845469966,-0.03479021631309842,0.01730904426017733,-0.04731556657584868,-0.05398003347769575,-0.2473460525514777,0.05049663420809296,0.11536132618447509,-0.08703170575348095,-0.0037769008152075635,0.06990014238253668,-0.016570560936988735,0.0057392488252036725,0.08353662129024612,-0.04229155416114183,0.2103141555295493,0.14031573444262888,0.11224221989827125,-0.007294239574230266,0.024974110959371704,0.029653515122320832,0.005159472335464434,0.02482871946608629,0.12570834079344173,0.011803680099220604,-0.0380000123707814,0.007909080429217548,0.09598842191930057,0.021814581614939505,0.09261555245219703,0.16702013261533016,-0.03503501467058419,-0.15709712674761458,-0.013193492722282058,-0.03490715942039642,-0.01467386677889358,0.10870657370424057,-0.01849050645185515,0.13469534067401523,0.06582878649457398,-0.0789295763123831,0.07226330794724455,0.04057590992150627,0.05490017245787487,0.05154298551127027,0.05317342184037031,-0.03172809556033063,0.13869271031886837,0.10082820270588573,0.18202085142272298,-0.029124277445115358,0.00460643853834168,0.02857204080292853,-0.051280917581600756,-0.058107433881182655,-0.11934630653591359,-0.14774600901597282,-0.008762641427273904,0.0503570119417281,0.21427604817869664,0.0316906702145578,0.1489510418500706,-0.09676389216778863,-0.12571949831725646,0.09945796334186034,0.017278494863804422,-0.1580845202381952,-0.08043537172738523,-0.041571935577006246,-0.09001277157344341,-0.04040138926318216,-0.16330376896137197,0.009344519087477198,0.08628784873628816,-0.04336536992410042
GeneExpressionCorrelation,0.16895653927605586,-0.012335783370382387,-0.06117909430296847,-0.06346756380279477,0.11402837362060074,-0.046637535208602976,-0.0985152383462508,0.024007313168620453,-0.019722134500407315,-0.01939979279343044,-0.09989059606812317,0.07099739498205607,0.17819599122321314,-0.06104322183361012,-0.001397953362766861,-0.1461586539362271,-0.18699948264388083,-0.050175902813925026,0.0293083912031972,0.04532570177473668,0.15252180433413035,0.1704022977505376,0.04417373034452643,-0.1300747983548107,-0.11756233086525665,0.06505938791346734,0.11093882339199156,-0.06518161073312567,0.10996424746928787,0.21439331897363995,-0.018469048068032966,-0.08408329730881924,-0.004642413907327702,0.004671559659488231,0.044913267014259885,-0.10622574018255718,-0.03256297754288989,0.06913884122202685,-0.09050926450969571,-0.051205557016646475,-0.3194385977677326,-0.3165256173756321,-0.17965034234481309,-0.10551498402186024,0.09884162223551599,-0.09711628357403207,-0.02390201944254607,-0.05912718695498337,-0.17019195538889817,0.05162791794541977,0.1669842872801716,-0.09955191003012175,-0.1941247257407758,-0.11615951697237305,-0.04543569768084681,-0.1670374200949086,0.022612863893152143,0.1462580477950435,0.032718426332932836,0.014116731507832112,0.01049829463706638,-0.24891079776314476,0.10676360828776049,-0.1753765670119716,-0.07644730441056259,-0.04340453471862335,-0.09540929985669296,-0.16881458818520492,-0.0831435075027971,0.17963513118713367,-0.056102447603668754,-0.004191163087736988,-0.16551858940392858,-0.09200064474157885,-0.23683254453720998,-0.028065622967780885,-0.10878668315598293,0.16416148820252907,0.1438002728424892,0.10992592409429881,0.07770017767374145,0.13354146421136268,-0.03319033696548757,0.1234095782285761,-0.12744632898979477,-0.06586636553440209,-0.29883648114589917,0.0698307656664902,0.19301493667325842,-0.04043117375314995,-0.15168538535402543,0.04427908424057119,0.08205427337980738,-0.009122804701025685,0.04351612150402696,0.14970051197005113,0.09770082478600901,-0.2232389895445501,-0.24885570679419833,0.04838503881345856
CopyNumberInstability,-0.04258805677257529,0.1476138677953712,-0.19048638694746295,0.08137204829178335,-0.05291999934682427,-0.19794167529657292,0.1205285991315052,-0.026989610644702247,-0.019552603620416855,0.3311702262202744,-0.16602920526751927,0.004392873658191629,-0.1318981306081651,0.17590579817221383,-0.029193988294798717,0.05191316748265501,0.14546471813976386,-0.13565425824358357,0.034992230836497204,0.15757762682723012,-0.04227979020936193,-0.30698004913682697,-0.10480352573930782,0.04875570948292188,-0.09813594012734765,0.05894932577494602,0.0257366258057056,0.13611230139488403,0.09782144927454864,-0.03545829966336717,-0.14598508041718622,0.05242427756149283,0.08471307759388812,-0.16008460518871642,0.06989163350499636,0.23618327684285284,-0.0775717622521625,-0.05093289344021376,0.12650717222865113,-0.02827563009898969,0.3568650283695607,0.19814092469454075,0.059716092042449334,0.12903915580693862,-0.06804114271622122,0.004706402052279392,0.018815856743463692,0.029857314241558464,0.13424478791891303,-0.06779310225603112,-0.011034204314554012,0.02600491576345064,0.0986014364308502,-0.0926541583011106,0.02172278825772748,0.1624218424062282,-0.025534020108337448,-0.09312295183431858,-0.09385648668470437,0.0037095659342552597,0.08724850280066897,0.04258753641352426,0.00968559493974189,0.12465592711127357,-0.048898150226747435,-0.053496302291305614,0.011396318369297666,0.03896847695210356,-0.00436269888006908,0.01903633673726145,0.28969864898421177,-0.13220302097648848,0.011058956569337983,0.06272837280114511,0.21626124353491757,0.04316164891186746,-0.010776708945898232,0.05835651408754725,-0.20155239714804166,0.11914312536862726,-0.21326681646209072,-0.24436465362945967,0.10247044659004954,-0.11459425436274542,0.19122934931088123,0.029998011874481437,0.14949610130391355,-0.1804885473568801,-0.09927253278170335,0.031475443379225,0.0443577803774821,-0.06484237870260486,-0.05347585130780485,-0.010302333214350784,-0.11220205687602831,0.10344043759459574,-0.14439643080123796,-0.08558648116316765,0.03470595332148201,-0.033958040131423964
ploidy,-0.04406805658046478,0.05128714388280545,-0.0914579811789747,0.05616130886498536,-0.06232483383238395,-0.08913251834877951,0.07350504197774799,0.04432083527203845,-0.07147732722314612,0.11893917685713125,-0.09844205289069637,0.03216637478284761,-0.03789851677020058,0.06811670936744851,0.013345213994702603,0.04989596290341657,-0.0013287812295063159,-0.08663837514977357,0.017020698307032362,0.10065087450859504,-0.022553844541000196,-0.16482918544350855,-0.06588164480865244,-0.024548459637529114,-0.041609582133972936,0.08929689584210637,-0.025172451525091576,0.1299441400415874,0.053972390877497584,-0.0010777613215282068,-0.018036614084838334,0.08948995314793208,0.06493174848866202,-0.028518317807859628,0.020845837767043678,0.14219742775731273,-0.029013131301549533,-0.03317796678121477,-0.0016201636134026,-0.011790446531544431,0.1536588178352031,0.04426965799449271,0.026976323734355295,0.0699687687250736,-0.04906129174084664,-0.026012318273919,0.011431269541409118,0.023125612904220633,0.07852885239755067,-0.08023696312325126,0.013118137764622317,0.04652774563881021,0.06413960362186098,-0.04800798280439349,-0.04318244244195728,0.08465756190028331,-0.007825187287681478,-0.06433927227463672,-0.13903470961962308,-0.02770260669639826,0.01905632376511246,-0.02163405808387165,0.0570223765759803,0.05526668762153422,0.01939917556584976,-0.04866175560686977,-0.030043596648700835,-0.012031726382742148,-0.007635592321082713,-0.0015379853025586996,0.1107809793900504,-0.011787474113687947,0.018217063314731156,0.017348150863194644,0.11371356856623482,0.055335783498855776,0.0001089315817859396,0.03092129486244752,-0.12980719023885098,0.09744394860076806,-0.06392310488532833,-0.06003921597793967,0.05195166527618472,-0.08140079343869575,-0.015510771303327666,0.0026498698894572258,0.06357823626173911,-0.08158046542988807,-0.0008995568476378721,-0.01203442204007759,0.02854362213166363,0.020030292344682676,-0.012021478727315833,-0.005884079572312795,-0.049013055932842345,0.0523458900121617,-0.04142912567872945,-0.005047608357257141,-0.10379000202866139,-0.007235634352813447
mutational_burden,-0.06175428173812521,-0.05542608607514894,0.03683563220086599,0.010466736772257122,0.07733298397264268,0.13180267811100177,-0.00771269898076801,-0.02249262089625052,0.012065083068333043,-0.04692861621426935,0.047384452806683144,-0.11894948834826828,-0.04300876433949939,-0.012696341926322146,-0.004115392123024999,0.06924757832508367,0.1136104930223917,0.11090513502921322,0.07225765920530719,-0.11811364644741679,0.014072479029683825,0.05962331001901331,0.07185298658014498,0.06063474431402644,0.023126820173333323,-0.016850820335099256,0.06217568604543639,-0.1459604531987846,-0.08699910014617543,0.017893113100948682,0.03352996063129936,-0.14338841247732054,-0.01404285169312227,-0.11242774746718771,-0.08761212671557085,0.01576779592297994,0.04534756494247184,-0.07220202015141108,-0.024024548926551724,-0.015656372696541077,0.003909413693372211,-0.04121310922218728,-0.1648973036364085,-0.03155855839537009,0.042265325280257095,-0.0006410577894660542,-0.021285278714017624,0.045135345329928835,-0.0684529951690699,0.10865974313940312,-0.05405797640819492,-0.10304402907743232,0.0046438010022265995,-0.034533791492830423,-0.14844279970820914,-0.06460227449115429,-0.059404750772539,0.035479746336402204,-0.03711861633012941,0.06495386512849079,-0.06268140178177774,-0.13082866444644076,-0.07644291942198685,0.031993378918272745,0.037692095563888854,0.020332313838589147,0.06302128467100257,-0.010653807342752272,0.02036523265899543,0.011092010852100065,-0.04345658040517316,0.1428381586801012,0.018743299203610602,-0.03792070076534416,0.05385655473221428,0.000601468655122385,-0.0003756582750295083,0.029209561217401144,0.018436095830542714,0.11902577389813668,-0.02409589551502657,-0.027960370570727824,0.004052116477910477,0.0016860956102235554,-0.13027948995609742,-0.04966559057529404,-0.04651750872909329,0.023307051976499533,0.058611375927701034,0.031731547846572616,-0.008242695115586462,0.03162972916730814,0.09332885093276552,-0.07428197479227887,-0.07358399166647557,0.027937450228147257,0.03708508840336136,0.023049547234446834,-0.005972764120698002,0.10445255324566673
growth,0.10606118352819845,-0.049643125763292106,0.01072314111572449,0.07045245203824058,0.09975755771706736,0.07742860520075859,-0.05078536002192965,0.06930203461963266,0.16457600622040414,-0.10950178335660382,0.09760415396613743,-0.23880578070655017,0.26396305072413245,0.05588448380984972,-0.013116585454572914,-0.12390970878601049,-0.2053663682256861,-0.09571942295101989,0.12198064599112335,-0.15209089665119402,0.032122854168232726,0.06811502720698857,0.03449065283631597,0.08524038983779883,0.07084789014483425,0.11422639191071159,-0.10646737811280407,-0.08151295108164104,-0.06609402951012527,0.19493841269423728,-0.22978285974998608,0.08461795904688678,0.09479084664968297,-0.016128362104757692,-0.06435322480791196,-0.1433312412905766,0.10241770203617385,0.22496913166642366,-0.19706673513146292,0.11079944276038091,-0.17077029442402036,-0.27738290478225985,-0.03267233078580581,-0.04885890148341911,0.010895400084646867,0.04441526054111989,-0.03642246494562559,0.11921640383574286,-0.16060051674351178,0.016906877683625053,0.07360009046051481,0.012936020863052134,-0.13059333989049532,0.0670250710968892,0.08492399985186978,-0.22584114577601294,-0.0771322936347622,0.09075125066877335,0.0707443002808781,-0.15103993550716538,-0.010473648779728307,-0.08783652406761915,0.15347997498033364,-0.13521419682813732,-0.022273641092103887,-0.17076456322177,0.03367686353336607,-0.16742892756754546,0.07858291983346619,0.04655673188629897,-0.21256447432605527,0.014146197708880521,0.11546778653240428,-0.10354320638422249,-0.038477759021340395,0.07578015317752815,-0.0226402949179282,-0.012106359316602883,0.06776241502635115,0.041742850482317885,0.1605373030690403,0.11736822393598335,-0.032864163066904005,0.03945041603646678,-0.20386029262520958,-0.2512877691898431,-0.16941397850963075,0.07304432274007013,0.1470657084940341,-0.013615346153226392,-0.2909754699692692,0.11007970225706847,0.07492848230345843,-0.10144315933782347,-0.019483576668245888,-0.1147994028037691,-0.07081315179245103,-0.057155509030729974,-0.09449918637857868,-0.15445356907961627
size,-0.08288763453464133,0.2535022375828199,-0.1277097792471828,-0.05165778343863638,-0.05465768812869111,-0.2766517994680428,0.007429173234454794,-0.02940618326886534,0.008801364975909096,0.3121391055705097,-0.05845959958155012,-0.022120689636943434,-0.17343226198216372,0.117830618319273,0.02734013035357427,0.10776990406577429,0.014230084442022799,-0.03647240530626086,-0.04393482537097053,0.17535744367512515,0.06868869973967645,-0.11172331250248466,-0.12048104722515464,0.12542117123654176,-0.3095306174982479,0.17330512109805712,-0.03583718348741821,0.21410614344979775,0.08111390042938842,0.12300324320864729,-0.12036625296151697,0.06924345494989918,0.11217142957293762,-0.0727016668094278,0.16776304843884585,0.13994518659148883,0.09810286399811873,-0.017365753581281288,0.09327929412646858,-0.07681935786885959,0.3333367318750435,0.0696198067149788,0.05358926326146903,0.17754509651507458,-0.026867093120958828,-0.10663780055853032,0.04666921894915325,0.001428721258286715,0.10693888738571017,0.004630019066706608,-0.04864268290289185,0.02158284819029553,0.0925656368076663,-0.17745339572239388,-0.05834368218359994,0.13785252564871636,0.14142850527494327,-0.18768945323528777,-0.1270957844243483,-0.08659260763074991,0.09665508366004742,0.0914909550922247,-0.0769813048648394,0.0802210252019499,-0.01739457872596585,-0.09436164028434325,0.05635374635724176,-0.12540110730870627,-0.14203564972536906,0.037545564311893535,0.2786159444624933,-0.07374829290411324,-0.10521995435823818,0.0889736509230059,0.1863371996432364,0.05151960551636706,0.0720011860525507,0.029739492035034534,-0.1976712790947428,0.03294685473144972,-0.14676165936632507,-0.05409118234492571,0.11905229133251512,-0.03472971075937999,0.20734829961933393,0.0233633476112386,-0.019323455401523693,-0.1797074204328054,-0.017534303360121094,-0.10399946265790884,0.005995839366174387,0.09390660217767849,-0.12222880242281335,0.060292820861543854,0.07968190542392616,0.08463325586299264,-0.13860217011433026,0.10730585727127048,0.07281482803111385,-0.04991969778000661
RepsCorrelation,0.1098550991256808,0.000162625879723855,-0.06771219259343121,0.018829780718232957,0.06343818030614362,0.09814858268097416,-0.02715688040442491,0.06592294626856726,0.07300631462823545,-0.03921222062946148,-0.07888477427589544,0.04965994717894156,0.066988429414243,-0.004428054049740945,0.0035859090781932244,-0.0925292290471485,-0.05719589021319197,-0.0309776716197844,-0.018803195121324202,-0.041430360017176655,-0.050209360378662735,0.08809663155213256,0.04179375550806709,-0.11992049666240957,0.16923973413719964,-0.014563513801526595,0.09210474565445621,-0.15705391810076227,0.03369895397356585,0.11103462446152261,0.15661812632888542,-0.14684126636535133,-0.047144835329542466,-0.02472540314788464,0.0868499947831772,-0.04610364931324201,-0.184027682414433,-0.044746136628893866,-0.12204656842468509,0.0010893725073405024,-0.18529776232195222,-0.0430765823330359,-0.11737942437368482,-0.023531002729970826,-0.0246111780653718,0.17334824645985952,0.10853190585206039,0.11110917941763852,-0.010102955754705625,-0.06998473872202521,0.07735579937538763,0.027495194683079704,-0.17420476752210087,-0.07184803620184765,0.01539508230373209,-0.06914313388042288,-0.03548359596445355,0.20962266947623284,-0.026774420269292935,0.05346463529756178,-0.1314282730369668,-0.13473847974397457,0.04519130734714513,-0.19958381763724298,-0.17284837532898006,-0.06880370883945676,0.050718022299039274,0.0894643451974874,0.01513718528600743,-0.021837558408871277,-0.0022395380321909653,0.023998183146711424,0.045519601344569546,-0.18437596779420032,-0.14677919636421918,-0.021166240251567645,-0.05775169858241669,-0.014046990170751303,0.07658548136348571,0.09620280838329626,-0.035591015385984796,-0.017570026137273664,-0.020024845764626525,-0.005837404894410749,-0.13456629957809818,0.028489157776475895,-0.03625894890159012,0.06340618316283254,0.05162637843060872,-0.061401033622635506,-0.04611939219429463,-0.033905379007703816,0.19862542583567672,0.009819525808023874,-0.06545331552264438,0.09188251860992838,0.04715414350929899,-0.013248585114262228,-0.07065967842723525,0.02533798131858282
CDH1_prot,-0.1331871945203877,0.17303226973323294,0.15614171015342265,0.03114307564283652,-0.01453880303874835,-0.09955587940567036,0.013209015337039448,0.11160294422523809,0.08900091555773,-0.011152933865445427,-0.08904728502977328,-0.11902042754633457,-0.10217904505737394,-0.09641323826502536,0.10222845036843727,-0.006595224682028353,-0.17287770982600542,-0.15173439565547872,0.08403094485380605,0.06736138033882721,-0.029220378016553063,-0.17920324830551274,-0.05843719076159121,0.09876500920568285,-0.1401328109752461,0.17428190226509702,-0.06779787755457628,0.09460481296365839,-0.18207691493000305,0.13458776482488108,-0.19568860022493492,-0.015731927637613708,0.1649360322429764,-0.013439408326650804,0.07276077907917673,-0.19831149775809395,0.14798763087546105,-0.07547927204742422,0.0314947737414427,-0.10069458151048401,0.14890069604297101,-0.014328760579188866,-0.030978266878520823,0.023903994747614954,-0.004218073194488586,-0.01987317696038828,-0.04194593928695883,0.0745716269991461,0.08369021929313347,0.11879590928491819,-0.061456628110977546,-0.13654622975185188,0.21836813823344237,0.19146998006573163,-0.12880852801059084,-0.039843522015992776,0.13006142099434578,-0.2527832705076475,-0.08203067805551283,-0.10575704855801121,0.04839592529046482,-0.07101946635423884,-0.2604029984657746,0.09945676301037114,0.19755624494817234,0.02054949764524726,-0.10587150450323186,-0.08051322056832277,0.04382458663191851,0.047410785783837395,0.23595527530498342,0.2567384040683782,0.0011704565452369598,0.06820730675252165,0.23857533324199898,0.0682238204515588,0.1387412502703633,0.18300648997022112,-0.23099145023785447,0.05592010857882911,-0.2050659890977044,0.08051189006888038,0.04341159018990705,-0.004861481051413333,-0.04693201182419459,-0.27803813342528766,0.14720554164339747,-0.11104830660189666,0.2607625132329675,0.09137848892208493,-0.14224554172466705,-0.14014868739797381,-0.05776506418718035,0.025683286319607247,-0.012769684143430457,0.05377832116672916,-0.17182522999063082,-0.014661530632807966,-0.08242124180053842,-0.3254180337586028
VIM_prot,0.1392495087326525,0.12031342362077713,-0.05895385957446031,-0.23120868209822906,-0.05632196888643138,-0.2373007759234696,-0.06728448424542519,0.014284252041263793,0.02222618130186466,0.14932185026498118,0.0826037364974139,0.1360386893092903,-0.003987984262275709,-0.0021906213703737445,0.03107451382351347,0.1275065043396017,-0.17016200890764308,0.12095414734030738,-0.11868461435258991,0.22145619158853072,0.2543191557866877,0.10146910448863351,-0.013498942714216615,0.19509370403232104,-0.31086965890490914,0.0479586536150334,-0.04490991930174016,0.21680494599133085,0.13839253529487885,0.2453559146866911,-0.00161350683187543,0.10679523333840865,0.046725476802987866,-0.021386605983992762,0.07728086875270293,-0.03874793152374547,0.04983634296946627,0.05149909739366206,0.016383514867555866,-0.07554840593335269,-0.023452957128951103,-0.3425119774664952,-0.00811280612539391,0.08772581603141728,0.02938558370925551,-0.1557811253003587,0.08803902947044454,-0.0641720772952764,0.046559972972204725,0.006495019127209669,0.019231434640183873,0.15864676368027522,-0.012087463074183513,-0.2520560458689986,0.1032660042860058,-0.016908279299537362,0.012735066626534864,-0.014433935615106617,-0.0146166426730559,-0.08266709671381542,0.009328531263568042,0.14164619583907292,0.031190104990074873,-0.03751784455080081,-0.174908914627119,-0.06726503136683719,0.03370964025901558,-0.3013067146359902,-0.14717436754582877,0.014112820011458832,-0.011994269366222738,-0.11484964483757301,-0.1644862485604082,0.05184019386325626,-0.10268647622773223,0.04346160282221737,0.037068704307440005,-0.10048079563830549,0.029839235962299634,-0.08406117159794407,0.12195362369459137,0.22417524996541563,0.07941414088193836,0.12365449542725783,0.03918419910242353,0.03460404657790982,-0.36808664032101773,-0.09145784578823062,-0.015816024690314005,-0.2766407758356485,-0.03040972404245579,0.23770186955692113,-0.11086846051207129,-0.04829098699069221,0.24371022317471974,-0.05585236386586928,-0.05573163951052295,0.17293030580795143,-0.12455965556842548,0.0466229809238139
