,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50
CopyNumberAttenuation,-0.21807272657190888,0.2491706784127632,-0.08054315624053457,-0.03649053649029866,-0.03332380702590307,0.10618517816928004,-0.019213485311899703,-0.10473160490302204,-0.2023340352239977,-0.2353341563443098,-0.3356793885955256,-0.2664589001763485,-0.025717258740867333,0.22687353259873627,0.08442536304355862,0.2659229888876272,0.009270688023805021,0.002964550095916244,0.18824143963542006,-0.15629584947098643,0.12340692261158476,0.16777745063595675,0.23112263664349203,-0.185871637433432,0.10140632362965936,0.25241709106727045,-0.06308516646472162,0.25630517785709467,-0.23927963801283386,0.2568567309502072,0.10604105651444701,-0.05318777461585381,0.2690382590026646,0.18960435098467537,0.09878618736551116,-0.14004892883681738,0.09971660940799508,0.02035444109819603,0.1714728351891768,-0.15054146875171417,-0.2691415737270892,-0.08922527763428129,-0.10340148512647374,-0.07785820541379894,-0.18168538618196473,0.22311270859618737,0.03943340494643328,0.03319763364731582,-0.2164136191401941,0.023344685388839888
GeneExpressionCorrelation,0.21219903268427984,-0.1880494733303875,0.02189791402187862,0.0953786222087705,0.012156920867870707,-0.06099129274291602,0.0347248497753179,0.10403763143410502,0.21287027805812378,0.13629691540212382,0.25388503808448715,0.3658297018715429,0.06065828579289824,-0.40685712418015224,-0.17565070076110667,-0.16984632927238294,-0.13742745960629313,0.3113716142491744,-0.2175493031839422,0.03259359545367067,0.05689705560139049,-0.01870529609123166,-0.2887477897508072,0.06175211008402498,-0.12433638373994038,-0.17758044046738933,0.13132246554548963,-0.26662324059450826,0.2346723735738061,-0.3354235295945297,-0.11694292172043416,0.18832749905556453,-0.2799732402597695,-0.27369137576677266,0.037336744232611796,0.1396161541483701,-0.11667917656419774,-0.0793870188663378,-0.03851129047532396,0.10731770900509764,0.22560797769759505,0.02290591321385906,0.09296342633985964,0.048704608799919884,-0.016815695471352067,-0.19113727079939496,-0.25510776352801645,0.13527028621747195,0.28004690316562086,-0.10332300630276985
CopyNumberInstability,-0.20258342207459176,0.2477064596892674,-0.13010237416849438,-0.10101818423274564,-0.13935883298445398,0.0022769665235867235,0.11702165032602038,-0.09089674352604162,-0.4368958334739115,-0.27486339427235407,-0.45126097982396873,-0.39810131540172056,0.06323057337070388,0.27021565447567486,-0.06556944563668593,0.37378715551727776,0.06387437320640077,0.06680207880293004,0.31425307042152617,-0.13206464015060043,0.10629750072028653,0.27221775491471084,0.4421222592736951,-0.040265586158049885,0.16788801081250346,0.3192832343075265,-0.049965263890163536,0.21246356621610293,-0.3875798276219046,0.32458454977035983,0.0010395544095031068,0.03914554797266674,0.3575984134686624,0.3289520588925335,0.275864493320302,-0.2167972295398243,-0.02184990484237439,0.009863766574952804,0.3454565939144584,-0.23326201313860884,-0.3230409641366921,-0.16947556380380935,-0.2520346143277521,-0.31072359413645895,-0.2543205610582997,0.3712468951010725,0.002834466408892802,0.034654324756737555,-0.42964215985591653,0.09144029255774828
ploidy,-0.029081553177954723,0.09676898093700322,-0.0682537804252659,-0.022945214280819845,-0.045942304066970197,-0.006916693635173946,0.049694531242754046,0.010021572314018356,-0.19016971449762318,-0.09843119687778984,-0.15038531975285338,-0.14992899541604807,0.05129675377128384,0.07045607829880898,-0.03951425100127957,0.154671110834514,-0.03204828850135109,0.010339709144238896,0.07767676625286583,-0.046534687037545756,0.009442794852592997,0.08696320612919227,0.18209902297884883,0.056567198379443726,0.09984647284025906,0.09902049714188481,0.01733572646171701,0.07393131241379568,-0.17156857609191267,0.14252566915255277,-0.046340845374236356,0.0813776296429055,0.09389099170973084,0.1448291168883302,0.12724811080386944,-0.04422171308785873,0.005937588015466494,-0.0187348032092567,0.1239518332357367,-0.0830936281885576,-0.10192187628406063,-0.07178219238179612,-0.11821608459323522,-0.13190805543644663,-0.08989831616583445,0.1389737185531348,-0.014313242673264705,0.0381814126587599,-0.1839702262948297,0.017811404906912527
mutational_burden,-0.04120501355692502,-0.030619131269696932,0.09706816474406295,0.24267774864997133,-0.021818073898662124,0.21761364211462128,-0.0054445649422839824,0.10266051728931924,0.13351526315354362,0.03212641825692499,0.118217259765756,0.08726486898617652,0.19782343408204137,0.04725739686597624,0.07896021272037938,-0.07967727337246919,-0.0619673596151183,0.09940518100173902,-0.1390012653890486,-0.07922618052486309,0.20675852405560105,-0.06892869567041272,-0.09248364798023768,0.08684149513570615,-0.05880423089748257,-0.13250244395813007,-0.08574909390962075,-0.10345566984257101,0.001999748271305372,-0.09578164740517807,0.21462828705402162,-0.18102814751875643,-0.029678319881053964,-0.0347895519595034,-0.10438125835436696,-0.10634384426573326,0.07374469727309253,-0.11104669617742172,-0.12097208096405086,-0.06917822509889865,0.13846555998283552,0.04807269865723516,0.13753300389134188,0.08901012642631173,-0.13328247678088767,0.007093831774510946,-0.061143853328147806,0.10038663407774664,0.09303138140738736,-0.17424642720750086
growth,0.2280226805480054,0.13120515369485328,-0.23105835295986682,0.11649973105044413,0.27318961808267955,0.12339721919854277,-0.10316282189902538,0.0703871357938925,0.3246758939923344,0.048325652846146254,0.21533776788287856,0.21695291040990103,-0.04968448692960665,-0.3264491949338723,0.050396891646669384,-0.0088299296623537,-0.27735292014639445,0.17062024779314863,-0.2907030730006258,-0.3424084508907789,0.04259540784891975,-0.04907843727711478,-0.32773942133240636,-0.14794145711818024,0.09254405862344416,-0.1446501312390048,0.19967894284305582,0.1774786061425174,0.17403647579978046,-0.11195045141135447,-0.02855293647766155,0.0636563764514185,-0.25089027461674807,-0.18114728514526302,0.07929756690848976,0.35742410584968026,0.0005768354722510639,-0.1491568503479262,-0.038138261469194745,0.0892940556876359,-0.06064013359360117,-0.05839626758765421,0.02791324576488773,0.21684938512241672,0.1350863625994149,-0.12448819416854288,-0.20806240165035436,0.22643810209433365,0.3274741060929588,-0.33388618659936337
size,-0.024746451200033926,0.29717960463096904,-0.3614995251710167,-0.011604706026593643,-0.15348965473543819,-0.09007496572752481,0.1744179322094017,0.05557506838806374,-0.4433821091532269,-0.2620705353635485,-0.28056326734900167,-0.3362600844993015,0.06906948311880007,-0.08455699088822334,-0.2819392946462484,0.45833173249372566,-0.09943831025316313,0.12497243986658095,0.19724290699757066,-0.05531379385215928,0.09615629744894993,0.3141259874438477,0.3730674296838921,-0.10274043922745123,0.3545094726986923,0.33880880012977005,0.24337986175074175,0.18447965495621071,-0.40870663414825265,0.40181656461612364,-0.28057388520031895,0.22295127937644646,0.1795228463204636,0.39947719480385985,0.37744736846166527,-0.023980872243634137,-0.08842419878281495,-0.12943194840125846,0.21351709775493272,-0.23640842686869765,-0.2268471722975372,-0.07302054745964065,-0.36552705014652753,-0.3148310075283238,-0.27836391732520926,0.3681919903241145,-0.21978818777580125,0.28552563018067073,-0.3614191617172103,-0.08681744065333696
RepsCorrelation,0.07598131021793159,-0.1956290426290849,0.14817681678789754,-0.0676635313303046,-0.04265251040725227,-0.00869017253433532,-0.010893934416668706,0.0006625901446561558,0.14824192374285583,0.14994311405858035,0.13453338948355542,0.1419659938380757,-0.0012302687082599909,-8.64708392324039e-05,0.013734539455787332,-0.22428949673578621,0.06842251258334787,0.04619256072731168,-0.05428848209180338,-0.02308486796228151,-0.052188014847168424,-0.10303608659460185,-0.13789409277977396,0.06570533091915409,-0.21292498054838463,-0.1656648719838318,-0.061445053625455916,-0.18378833483377882,0.1970249035592487,-0.24332087958799167,0.11916742503480038,-0.1260493219172487,-0.08480106681432815,-0.1827922468533103,-0.10462111066311251,-0.024864534832373823,-0.09629125477747186,0.1297215064504548,-0.06747247925035686,0.07637107877073791,0.15420532933832823,-0.009251328215391272,0.10787892759288575,-0.011214436354100025,0.06676787874531352,-0.18199903272731607,0.061734760905745034,-0.09962720958625434,0.16209275740574147,0.0517357520221583
CDH1_prot,0.13685807772345968,0.350161003457232,-0.259279377007409,0.3691906365857576,0.35173244219685157,0.5233862288602433,0.18104448695718353,0.07977658800164539,-0.0829137391381448,-0.33615767744625485,-0.2033918996917363,-0.2014122802764073,0.31654036084996096,-0.01840973496934672,0.38414019981029013,0.4344717148558138,-0.382289573103346,-0.0504962691723878,-0.39488000331341466,-0.3536016381694639,0.2958807784318808,0.07210777613357118,0.14772390366039112,-0.08349074452564603,0.3220337300053428,0.04704602120713096,0.03087001260391549,0.23429674669860567,-0.4737791852795906,0.3040218128701693,0.0541900183533619,0.19673753011692535,-0.16163771469538832,-0.03766295963929765,0.2874334937071146,0.048786907040139445,0.5120446916289435,-0.39713406172601595,-0.0972533179943368,-0.08146063210569651,-0.21417107633363172,-0.1213625871936307,-0.05193191273040033,0.18208901908529113,-0.16668513910627933,0.38186606936558554,-0.1714042685591806,0.3737889312605496,-0.1791458938218315,-0.388467840095461
VIM_prot,0.24722872119037353,0.0563861199478071,-0.4038341639358143,-0.17250880793752055,-0.17435432575348062,-0.44867036051002,0.00274694984565322,0.1804050211215294,-0.14847355094924464,0.024833121587930017,0.1685948925087703,0.065108393546127,-0.254763237935853,-0.637480138189282,-0.6096340989421293,0.10974008643370438,-0.1761232395027589,0.1672443594189392,0.07743510977015768,0.21355474280579928,-0.21379020260868395,0.06944836918210867,-0.04948463619440024,-0.13967735825311425,0.27758922246455064,0.15831501805781503,0.5617262297854034,-0.03471900809973394,0.03547347513940568,0.0886069987097474,-0.5778246515066728,0.4436988078290166,-0.21337088149240807,0.22644963293091744,0.21156898413919606,0.4118281966384977,-0.4526928659492526,-0.01057028800597832,0.09459804598891366,-0.0161597661480868,0.08357902221780124,0.12940230640332326,-0.26870120854436036,-0.1252986771494257,-0.00391380738328641,-0.03845993210778175,-0.36489666320997877,0.22534398088050572,0.08574337209492915,-0.10127570534866707
