,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50,Latent_51,Latent_52,Latent_53,Latent_54,Latent_55,Latent_56,Latent_57,Latent_58,Latent_59,Latent_60,Latent_61,Latent_62,Latent_63,Latent_64,Latent_65,Latent_66,Latent_67,Latent_68,Latent_69,Latent_70,Latent_71,Latent_72,Latent_73
CDH1_gexp,-0.03795260779382679,-0.16435133012952122,0.3869390201491999,0.28516909906682003,0.02914353044775283,0.31445770693533825,-0.2080418462972108,-0.18148245727510648,0.10337965306196238,0.16577690803685574,-0.14022247304978708,0.028042802270935495,0.30786614041393034,0.3058275773225769,0.1152769099384803,0.20359976056326484,-0.2921277698313648,0.07521214184743959,-0.05445529536103459,-0.0005674231326252732,0.020702346594508515,-0.17105083467084586,-0.1393001030978089,0.2543110267872663,-0.22532709367781922,-0.016376456395801948,0.2269049917277099,-0.02805107375504941,-0.2320682676212998,0.1642801004827136,-0.21431235961520487,0.15678214145431668,0.22613825699629478,-0.10107419881142185,0.028421440471156904,-0.22727557687802516,0.08204244634984559,0.006177299956164646,-0.008499220942391538,0.15171116864108042,-0.4255029507898652,0.03816675572446127,-0.08232595094355057,-0.19444401829899102,-0.1791433304631894,0.21568100406142598,0.09435099091636498,-0.20811193648094656,-0.21244767401442144,-0.20829888461767537,0.09371504595720095,-0.041431135363223556,0.31783555045491707,0.40911127672427994,0.0011337789586493723,0.10241115272755727,-0.11214041958746351,-0.3767184015545998,-0.05837856235096847,0.17745603414911182,-0.20299141809253624,0.20454716722828387,-0.15701797626616731,0.026505538816843414,0.24352811631653606,0.004294352046621291,-0.0461502571104658,0.11528919285811912,0.059194786286912965,0.16851679115919704,0.1360650756463381,0.029870495339780444,0.1271142317970025
VIM_gexp,-0.017406411522527178,0.008569302261749635,-0.4270136184812433,-0.17916603247339713,0.07502938687784395,-0.25965545201428963,0.08347773123435948,0.06846267387447597,-0.02143574153898014,-0.00041913385705458217,0.04995786584113898,0.04536327021958021,-0.22685833670078384,-0.1959023991880322,0.032032253023548896,-0.04432133570242379,0.4523287464280258,-0.05186570332422024,0.045134092283168684,-0.11279512380178391,0.03969826124680326,0.026934001177923016,0.17483620811419276,-0.36879354098724587,0.10436585966389818,0.14641973445996612,-0.28289604093700765,0.13734444676414787,0.22671908052751794,-0.08834538062781416,0.17570461193991183,-0.011188600962818325,-0.09021727829660713,-0.05117256350660493,-0.012519820648865747,0.1274989305746025,-0.006553947387129646,0.14839985707705916,-0.08458587071418523,0.0362162673190828,0.147566260754591,-0.14594857866764438,0.09115333043460536,0.24285210655820422,0.29942687603681706,-0.15592364762964406,-0.17484319380084296,0.2276305578787694,0.17713609594645321,0.19959715333572567,-0.017295763253631132,-0.12272924882625774,-0.29261473248885894,-0.27433538053434614,-0.1658594440437579,0.05960695701936991,0.027111874659784343,0.1653945524342689,0.026272732442755194,-0.22933775904232861,0.33110901224350237,-0.06850337093427714,0.21688077073387674,-0.15155172816864665,-0.20166156077755237,-0.07119318509400767,-0.19413807634424335,-0.0987109372282868,0.09317248963880187,-0.14758680165822413,-0.0101960011579241,0.05871310734986464,-0.1744704750637026
D/F12,-0.01775614478958171,-0.09000013113992056,-0.03174851839064801,0.02779387346020596,0.1810058197216531,0.039936933533835955,0.08696442397652142,-0.166002521874715,-0.0070458248545760445,-0.039437993318670254,0.0005505559951025465,0.12867201961159752,0.09575782692702314,0.06995611643704619,0.02668782895977601,0.03624241436964135,0.04022067018987126,0.14841365588213556,0.10903894682727079,-0.03491729427459817,-0.07088589238749445,-0.03866675539456438,0.038461496442946476,0.006395815445937993,0.02298561491462956,-0.0008996426007489475,0.04020053472871832,0.00696656143106729,-0.0011525758213400813,0.16399164490523954,-0.0441913390609236,0.09832090090696394,0.02609505226837073,-0.06266022984152965,-0.06338250362528484,-0.016982606318898495,-0.030930206179901696,0.11593690212618389,-0.023401362339446292,0.14463271541756942,0.06511669703758544,-0.20717436088736954,0.065959178232446,-0.12227573200051693,0.023220960025556445,0.12421490119869387,0.10748582940900059,-0.08970627499654757,0.15024030158202273,-0.09690449327806046,0.03135478113924977,-0.15092414817771863,0.21701318664813038,0.1160804397604502,-0.10591255441240423,-0.11042223312851392,-0.0609280877192018,0.10473970235373671,-0.10954219068841041,-0.0035555224579649886,0.14715308030387664,0.01957217269689114,0.11970176967668468,-0.18250448046364182,-0.03743763737403349,0.009860827746265647,-0.22374953254325006,-0.14497138971807025,0.20681548338981398,0.11142007085816193,0.12636869074656396,0.016017477536677076,-0.16299355111091954
R,0.01775614478958171,0.09000013113992056,0.03174851839064801,-0.02779387346020596,-0.1810058197216531,-0.039936933533835955,-0.08696442397652142,0.166002521874715,0.0070458248545760445,0.039437993318670254,-0.0005505559951025465,-0.12867201961159752,-0.09575782692702314,-0.06995611643704619,-0.02668782895977601,-0.03624241436964135,-0.04022067018987126,-0.14841365588213556,-0.10903894682727079,0.03491729427459817,0.07088589238749445,0.03866675539456438,-0.038461496442946476,-0.006395815445937993,-0.02298561491462956,0.0008996426007489475,-0.04020053472871832,-0.00696656143106729,0.0011525758213400813,-0.16399164490523954,0.0441913390609236,-0.09832090090696394,-0.02609505226837073,0.06266022984152965,0.06338250362528484,0.016982606318898495,0.030930206179901696,-0.11593690212618389,0.023401362339446292,-0.14463271541756942,-0.06511669703758544,0.20717436088736954,-0.065959178232446,0.12227573200051693,-0.023220960025556445,-0.12421490119869387,-0.10748582940900059,0.08970627499654757,-0.15024030158202273,0.09690449327806046,-0.03135478113924977,0.15092414817771863,-0.21701318664813038,-0.1160804397604502,0.10591255441240423,0.11042223312851392,0.0609280877192018,-0.10473970235373671,0.10954219068841041,0.0035555224579649886,-0.14715308030387664,-0.01957217269689114,-0.11970176967668468,0.18250448046364182,0.03743763737403349,-0.009860827746265647,0.22374953254325006,0.14497138971807025,-0.20681548338981398,-0.11142007085816193,-0.12636869074656396,-0.016017477536677076,0.16299355111091954
sanger_Adherent,-0.09811737321818637,-0.16379535248477844,0.11289194975856118,0.10415876762843643,0.2204802503224991,0.16692933347522368,-0.0012178339009220201,-0.15708016842866246,0.01814074699600762,0.005905846624183172,-0.07128724439864556,0.15528082145045538,0.13064857169170443,0.05149029971838667,0.12509650091991906,0.18830073080310655,0.05923952901401,0.24259492047220235,-0.039431607949866256,-0.11445272288201004,0.01957921220412092,-0.041801428861351415,0.05898823552632186,0.03595007061123642,-0.10834490992146849,0.11660088120233034,-0.07052653015557542,0.013081070193786026,-0.0650247796159242,0.13034897239828303,-0.0175759264666486,0.15470531141683622,0.14896151927140366,-0.20839644725194725,0.03016676392057117,-0.12283462786925414,0.013935089295964877,0.08934689230546496,-0.051703241055304015,0.1961747935925447,-0.25843578489221797,-0.1549628889868571,0.030322982606289954,-0.08731580319530502,0.0639651959487656,-0.011416053173464736,-0.09593229557095878,-0.05312714287978494,0.03169300450380079,-0.16860947126012157,0.164157780680188,-0.197464023118132,0.11482013773613173,0.16789120650898523,-0.0697732305134887,0.12463360743253646,0.014337486265531146,-0.13046492127533077,-0.01050856230415269,-0.04919148356466174,0.12545659028168007,0.14783916226488616,0.07469515145215301,-0.17911057696308172,0.10198887578750851,-0.0917136527860353,-0.21605224476736004,-0.09892358085004588,0.08438679142930258,0.19097679110742927,0.2571305227994091,0.11910350619911401,-0.011942971711956055
sanger_Semi-Adherent,-0.012970101517854493,-0.015651411808297145,-0.001577442696366528,-0.0030658271409755265,0.06167388641412003,0.07004325822308576,-0.07649698294958279,0.01739241000480744,0.05868539085742921,-0.038111327958676694,-0.030088998686992136,-0.04257537299295087,-0.006049605807222918,0.04196530249521985,0.09480462804710435,-0.04216184623008727,0.004966866352529972,-0.005074325327692065,-0.01220299800139455,0.024090099260506502,-0.013050876662621723,0.03127364097801793,-0.022742868544748832,-0.011667219684859157,-0.016961191910803544,-0.00982064994510094,0.08633669762468713,-0.02067083475456181,-0.020653272790245578,-0.021172952764794917,-0.02981668678928206,0.03152110681731973,0.011436525225024712,0.08131926561669764,-0.0634383521227787,0.05309605981490826,-0.03446645020740888,-0.044886640590799554,-0.022903983964065885,-0.00047456692481425214,0.02391412594905275,0.018648480435890957,-0.029595275107044947,0.04372949034824894,-0.062248239047020565,0.041753195859159646,0.10278436698424066,-0.02134491798655696,-0.1163389073732427,-0.007242990518339409,-0.0211491976360952,0.04976950337235485,0.02266022353371853,0.001394552754203029,-0.033960976205434645,-0.039828668602536935,0.05736731752746242,0.018554851314866845,0.048679466126792116,0.06738116390877859,-0.0432336125884122,-0.07031163659465622,-0.005896141740204921,-0.01034025688464441,-0.07125640188998536,-0.04383343363569306,0.021831943345297096,0.04911791497484174,0.016299054802179753,0.01728792616783362,-0.03888530772761124,-0.06014626992993621,0.05007486488073538
sanger_Suspension,0.16001362718608167,0.19691881830430488,-0.09639213652218598,-0.15623401969199963,-0.26049703626133963,-0.19587611079457698,0.10110979539961468,0.184767767119712,0.09586721246692884,0.02216902545270431,0.05232435645392865,-0.19891449689198182,-0.05243732095966245,-0.09241169515061182,-0.29353192902083775,-0.2225069712286983,-0.1278271491989974,-0.3636347210051336,0.06363732022379791,0.22051455234268194,0.028240549451841377,-0.014524976016113442,-0.12578272533695026,-0.04240757993569972,0.02605011812346346,-0.1387397286074364,0.049098054661819795,-0.012239623907520977,-0.0316990457208596,-0.12984394513482103,-0.03264428379991027,-0.1952642851083794,-0.15224921012741988,0.24220898318141984,0.011712966624819722,0.0653483585850678,0.025310459413537708,-0.24251813587210572,0.041416911714880246,-0.2514329307668187,0.3357084854183287,0.2192642836631226,-0.07089895962675058,0.07889331156771033,-0.13091022022624302,0.009358942598080075,0.05920942520724531,0.07291521079851421,-0.09135572443324004,0.2921404567578244,-0.1653142079969278,0.3024912563160536,-0.1519762582816862,-0.22386392179634343,0.1458958603235868,-0.1587026696536601,-0.05163748064595735,0.1945972157277024,-0.018154978198486417,0.15364465310785783,-0.2973218066955737,-0.12210157170992651,-0.07694801712419658,0.271394510225327,-0.08472683611795473,0.13532077676939694,0.37757179218814096,0.14838752549240405,-0.15381588635516316,-0.2913244601457602,-0.3287230746834439,-0.09784993199327255,0.09622825623927433
sanger_Unknown,-0.028577516340810443,0.01543461245371441,-0.0422898983596418,0.024551448727424714,-0.041826661308823294,-0.042578326871528446,-0.06146259348145459,0.005224249839573672,-0.13523588235052497,-0.011933020269141354,0.04753551320415169,0.020525345922309993,-0.10245237395697986,0.00835693753933388,0.08776797573463736,0.003493451211916987,0.04761617880907282,0.05609682256851414,-0.007970579305939467,-0.08119129850528355,-0.04407724872146569,0.049915476626149584,0.057451596377816744,0.002093570695253935,0.11034091120375933,-0.003672004093542794,0.0015452810231300575,0.0045663662401291836,0.11479344806084932,-0.023497676396971107,0.06354634856333667,-0.012826429386560563,-0.03796459717590124,-0.014407409732503457,-0.020284863378969495,0.06173532940534605,-0.025837703555542074,0.13993820624383277,0.03168257728348827,0.004025327719268191,-0.019110998456555395,-0.030034005269015177,0.0427641962422042,0.011087321523159319,0.07270348356066778,-0.012547601156221154,0.015237601342943535,0.003274748704629196,0.09611488479594212,-0.07137075838108396,-0.03019597566746679,-0.07060012212464066,-0.002622934588589234,0.010815480027344672,-0.040110489675110654,0.01792102372986596,0.007664188890120757,-0.03580903966538718,0.009238276275561211,-0.11348489787121457,0.14792616059108102,-0.031041129675859237,-0.013666004992202508,-0.038324311785605907,-0.011551832156505671,-0.0002902489938966709,-0.1073282387235032,-0.04241643984952226,0.037589966961775315,0.04009802761059637,0.020306301315955257,-0.02404563791829468,-0.09656250731934839
broad_Adherent,-0.11497307530390127,-0.16637886480278632,0.046704946622897335,0.11607558447517767,0.22888980335977416,0.18551974155841983,0.008194768888746746,-0.16211204095461712,-0.006472122577541739,-6.168873946474703e-05,-0.09157959533819242,0.19017442015982353,0.11084038914450035,0.03433984485372598,0.15930390781681886,0.21297319674792126,0.16902301603800055,0.31906954954655525,-0.09651056174858626,-0.12815416156302006,0.00031247498036492154,-0.015527906814816474,0.091187077471285,0.06473104782896166,-0.0868577193770882,0.1075917350660054,-0.092673692285916,0.06427517387431825,0.013261955472721229,0.14822240812487336,0.019692498219321404,0.16403570239678605,0.16557026462937977,-0.2881306271314051,0.04128605758500777,-0.1425187547228092,0.04194925516428494,0.13552490690665492,-0.056987244820384995,0.25837362058043006,-0.2666380474106032,-0.13824248098063566,0.03306453005586461,-0.07678817100885149,0.07578517424393393,0.01641615269017274,-0.09819814190213048,-0.016550611070328566,0.09956235552185044,-0.21318668502907206,0.21257819089080704,-0.2976844250671711,0.1249298272224605,0.18450886342274514,-0.0995522392372874,0.172847813617573,0.07116782479127101,-0.14951855140341425,0.050933304670391526,-0.12397762992266943,0.21036243397126042,0.16624596356030197,0.09743037261089192,-0.2353369579285129,0.06569096753395652,-0.0982205622215272,-0.32349555076594444,-0.15949226184150983,0.0952650531283412,0.232445487810286,0.29456466555660477,0.1355530002116507,-0.032002138067380885
broad_Mixed,-0.07207059526539615,0.01867631959119788,0.03939380076746792,-0.030121520726333485,0.021027129038587708,0.027872534707228464,-0.0569575297557176,0.0006079730832521425,0.029244724321335368,-0.03755889381523526,-0.020860834229663398,-0.022081810841665394,0.02724503183940435,0.06068678934026293,0.028754721367589657,-0.05461844377637943,-0.12387386894252192,0.04448916879840969,-0.06917947531519036,-0.01369359653847788,0.04392080198620878,0.02467942115936068,-0.018215689918733485,0.04878738175537344,-0.009806519255125443,-0.011527152410411759,0.06632558508689258,-0.06795191470979989,-0.07271285363932163,-0.0031407548797327193,-0.10374421516169816,0.08099709657211857,-0.061176512460608005,0.07895472193464008,-0.07830898399030219,0.10341571993909923,-0.07739957165243172,-0.012642429525214641,-0.021730074905604264,-0.050345755236645175,0.019292114654090534,-0.029392068830260895,-0.009264188852049063,0.008790570699737531,-0.024359383082943598,-0.03126692442144456,0.14642360036966592,-0.05123212427529744,-0.12033973289840108,-0.005853337263926049,-0.047734691040352474,0.08906038274683906,0.010153485781253276,-0.02321714488254641,0.04505582394397519,-0.06504895447118748,0.009865876824800219,0.018161615048458805,-0.0017931050773938063,0.10815224772943004,-0.01625280800968247,-0.059316342107308774,-0.07511087827696147,0.05489702946171249,-0.033106735778260336,-0.03811861747415465,0.1065049865585191,0.07423686183922916,-0.008015615720212926,0.01884642355942053,0.011179655642723127,-0.08669953682695056,0.0704415136647182
broad_Suspension,0.1787080871417599,0.21748018415947348,-0.09459732273897865,-0.16357627713330625,-0.27141771672230863,-0.19350511209472346,0.12599501896921614,0.19109454281256075,0.0780353454160167,0.019388154738582186,0.03814400898723045,-0.19946093023019276,-0.06227175127910785,-0.0982566670118341,-0.28089202954286985,-0.2227748629097634,-0.10228199466816268,-0.3823192092391844,0.10228083030913691,0.2074178030572874,-0.007937650855604954,-0.010186791902835139,-0.12954452066772193,-0.01772571379841755,0.04942212410134506,-0.1030028157387497,0.042148214629135566,0.009738919251543394,-0.02855708851714198,-0.1372445183508842,-0.018367404914024013,-0.21142609109659075,-0.16344673094365425,0.2531303341869037,0.006202293096073456,0.08231507313202424,0.024909653533823704,-0.24551994151194062,0.04340211349440959,-0.24687956172711747,0.34965939014775915,0.22112329012796622,-0.09562923346690214,0.10706448923142314,-0.12543408270063763,0.028254588069122965,0.03498608449528254,0.10652480905212809,-0.04280051366313829,0.2516080229790261,-0.1634112848449062,0.27770490445205936,-0.1633464154817122,-0.23182643915758727,0.14880475867085324,-0.1502748008718722,-0.0621850558509189,0.1859396677140688,-0.009312325551893368,0.14547516158883508,-0.29753655613047414,-0.1156394788512592,-0.06285859127854776,0.26273708961041353,-0.05859405780956935,0.14423739607170422,0.3718652752578728,0.1473308742555329,-0.16146589274322964,-0.3056205281536598,-0.3289428487128198,-0.07780039894842426,0.08926165949774192
broad_Unknown,-0.0020778690084955627,-0.045032682207874125,0.02439741609737772,0.06274383843438196,-0.016979407818848498,-0.061142112605390306,-0.14977351675969658,0.0008577107514138867,-0.1262772695636275,0.003039154333120593,0.11929917017694176,-0.019187953828290485,-0.12267540845037028,0.03334726662280946,0.10996399812952086,0.0023628114363643134,-0.03964246166128074,-0.03046683934278855,0.07468322553686653,-0.06935592468610967,-0.025344017888297085,0.021054838533013154,0.04629683884742557,-0.12587647569527688,0.08567981713427152,-0.025934291945847714,0.043265926879774416,-0.06839418478630616,0.07877356341173397,-0.053018754661993676,0.0786021899033667,-0.0421548333622669,0.0031782618858144985,0.06263472180933305,-0.015189205050891323,0.03998013929609917,-0.044221864602235816,0.1337478546910335,0.05293988034489522,-0.044223611665151374,-0.06500550454323757,-0.0589195828913185,0.08957737389625565,-0.03063356639900112,0.07188365866162674,-0.0433463379453414,-0.0030909945004362637,-0.0837340692767782,-0.009487934425016463,0.006183550812725568,-0.08877650160355273,0.03504316006689032,0.01388574012522803,0.03844385614624275,-0.08206068992653903,-0.025236174793644758,-0.04024802012253035,-0.02782351409756199,-0.07253953731366447,-0.08743462475671786,0.08358571991247214,-0.06888055671479316,-0.014128310496892291,-0.022136895092962124,-0.0005066084075328036,-0.008936666335481732,-0.07163401615013398,-0.0010438164723039834,0.07716475330236619,0.028335088496773797,-0.03824482938316734,-0.0483833567439031,-0.1327594123116141
MeanProteomics,-0.15130009753928508,-0.08507533432694747,0.05261270092746902,0.14409353932863544,0.1350294283622581,-0.16236851610184372,-0.09703102310322317,0.03478004485587937,0.17841793939646536,-0.14868598997758237,0.10029398049164163,-0.16939001828171055,0.08539867725657248,0.11318754004561733,0.21741623123008902,0.21609890693967454,0.15865314022118,-0.2725829170335857,0.17848027257211807,-0.1457161468217191,-0.045670149794759064,-0.04503207142582725,0.0398487712650147,-0.053143318983119456,-0.026117244868829725,0.06407869038942327,-0.068719302124671,-0.07805969272029495,0.11263702383104383,0.0682907684218085,0.03712036427163979,0.01093071501874612,0.015203423919896163,-0.12988511768224575,-0.07319517107479868,-0.15452363519735834,0.1665085648302877,0.16262923167850343,-0.10155643695808755,-0.08812033390026662,-0.24337091668736488,-0.06654334688175802,0.11874569331835114,0.1852344475873296,-0.07705170369071186,-0.24088456587806123,0.25748912621003955,0.06261043553406444,0.041062473817853246,-0.24260442396233806,-0.04587636402084261,-0.24375537150122878,0.07854415525816569,-0.055439692162033136,-0.021654198590163286,0.0717024998950781,-0.13066616170277698,-0.13275587599269253,0.005077679290376445,-0.0278344070007891,0.11575237555066197,-0.025228079091572975,0.18797085455228937,-0.1785406659123168,-0.004278323466172403,0.16316852727691888,-0.033681884281582496,-0.1688266320277867,0.10720154564986795,0.14547878814072746,0.19300273638432913,-0.17150837689944382,0.021158810212899067
MeanMethylation,0.1219558296284611,0.20118513284289863,-0.1517473898906183,-0.22861516026581818,-0.28952393429915046,-0.12255223073689443,0.0738842569615519,0.28070538712810833,0.11130261074342752,0.031062991713208376,0.049818216895632796,-0.1976932920302559,0.25239232670679923,-0.16895570460812184,-0.28958277453223935,-0.29932058703423603,-0.15403918495355357,-0.19185041548972961,0.1295260390495853,0.21697222167496022,0.04463624388859719,-0.11231600265484327,-0.07478656537230176,0.0537233996640497,0.3366122924163206,0.019323481609793244,-0.05210273616091774,0.18596753406775862,0.115912044076595,0.22611874371223029,0.12032355683260886,-0.05302152942211333,-0.05993992665945101,0.15394425995703148,0.10214483483981851,-0.13896171515352423,0.004549090620475147,-0.3289117991854046,-0.029126667919261363,-0.15783343039926667,0.12466295733550896,0.16923922503585978,0.05896378809575803,0.031891879442210024,-0.2945932313290201,-0.2067790705905695,-0.05670647906395527,0.17219594507171218,0.20131676481932997,0.10550707993699011,0.045658694849890887,0.26431949432866353,-0.26587222004300876,-0.49323524397831964,0.10382950413126933,-0.0966809301316899,-0.15366314057714608,-0.21815799575863323,-0.23464702080329974,0.12972728039736875,0.06560823236693364,0.1934149626412692,-0.05443243751250866,0.3120114511462811,-0.11674889935495862,-0.023163986287378042,0.15608058899661073,0.04819197816533366,-0.47449746135238124,-0.09729465685918089,-0.2689002681044401,0.2806065061278246,0.017973670590663918
MeanDrugResponse,-0.18310922553564984,-0.056466307181945286,0.0009622789421632914,0.22886788051801624,0.24603594634809497,0.05658594892914746,-0.30198365856852905,-0.22638748245381038,0.03234944226939693,-0.13455829009092263,0.0755098778431148,0.066262457524738,0.1419491241513203,0.16879903308525257,0.3737319243503218,0.318376980435907,0.16436466060385643,0.24451733976370174,0.11928663375614966,-0.13674913879424702,-0.3121312666602162,-0.07148499029479585,0.09950429416237462,0.11017566914345776,-0.1278957758278227,-0.07511561841135177,-0.247859240516797,0.0924009068776683,-0.22312712092281717,0.10667717879904168,-0.14747836424407718,0.25314437516602467,0.181999977665639,-0.0555108342181543,-0.33420094881411844,-0.07466106851778744,-0.3174951559319532,0.045533322475620995,-0.3789195740317068,0.40890512519697414,-0.30704810990933995,-0.25735061065785414,-0.05112241824891696,-0.23474089981744004,-0.12862764384409012,0.1212499453197951,0.057738447422641934,-0.00813920565866088,-0.16027372766255438,-0.3765293073263139,0.03369743449201961,-0.19715306801489044,0.2099035532593839,0.33174032518394625,-0.05222412845683209,0.19161182444070843,-0.061592146407208635,-0.19803382401639988,0.2579261964880788,0.16796339556642245,0.19664617630073802,0.0014559662022216246,0.09346991244446838,-0.2051444961249155,0.0256348203597509,0.056491500439430936,-0.14294481283800578,-0.15566694812468965,0.24352718488128514,0.13642298595825503,0.4112779318636812,-0.1399405177291826,-0.04248604403053619
drug_responses,0.1603226670922831,-0.01818992173930622,0.000524953724073636,-0.25493221552978157,-0.1607000892617962,-0.048719835917302334,0.3153087087686673,0.19603019122802645,-0.11464935232433437,0.08439047059075956,-0.1239646537487602,0.0012531831537851536,-0.13341936752360609,-0.1628465812401938,-0.27306113280054656,-0.22492302933070685,-0.1184060079242127,-0.15422223531002793,-0.054284688895073645,0.14927328187900823,0.3001447650501387,0.08326412591658432,-0.09589245163511004,-0.048473243834916024,0.17764741423187208,0.1654829994192748,0.1655328924856292,-0.11004112897308688,0.1924586304906985,-0.04441679314843668,0.1304981980672203,-0.17659144425768758,-0.17328659273696315,-0.03256674468840212,0.35440025097984373,0.03177397759022849,0.23978754415377718,0.07332448012489039,0.3197550867482696,-0.3064928521208006,0.2080959643266428,0.20439330785841534,0.04492445598846054,0.2149564185396543,0.13149912215210646,-0.13810952469234172,-0.11575445026608362,-0.011851121669144734,0.19563346392146103,0.28043919878581003,0.05083087429737852,0.0953097490071082,-0.2046505423712527,-0.26287564105979017,0.0012097830703937905,-0.1152091713260477,0.03694476450469947,0.09205815209002269,-0.18921163252626944,-0.1933008288372837,-0.06391201517331246,0.056525043249032944,-0.03907860310056163,0.1700255684564549,-0.006903716717272424,-0.011456766292250528,0.0600100499815529,0.07606319635527115,-0.1688952809914541,-0.11593430703614424,-0.3223132955003924,0.2007721373900429,0.06452585208719618
