,corr,pval,len,factor,latent
0,-0.1933745354428742,4.908597429828166e-14,1492,F1,Latent_1
1,-0.09325578770224383,0.0003097810819699039,1492,F1,Latent_2
2,-0.08368293056330316,0.0012149855119564644,1492,F1,Latent_3
3,-0.01503946189215089,0.5616001035941293,1492,F1,Latent_4
4,-0.7445478903971255,8.759472208177337e-264,1492,F1,Latent_5
5,-0.038784279173968664,0.13428778113315232,1492,F1,Latent_6
6,0.2336109166601613,6.086596880355406e-20,1492,F1,Latent_7
7,0.05002304541855143,0.05338407763274222,1492,F1,Latent_8
8,0.08721947417663921,0.0007446725764910128,1492,F1,Latent_9
9,-0.06822351883409883,0.008386671942421368,1492,F1,Latent_10
10,0.15015893977915115,5.598989247352845e-09,1492,F1,Latent_11
11,-0.012948990607138493,0.6172336279663737,1492,F1,Latent_12
12,-0.04576626461169069,0.07718952511604389,1492,F1,Latent_13
13,0.06816495305599414,0.00844290194999077,1492,F1,Latent_14
14,-0.05785578681478189,0.025433062962839252,1492,F1,Latent_15
15,-0.03319268320722505,0.20005570003068904,1492,F1,Latent_16
16,-0.018165129542603187,0.48322587063785194,1492,F1,Latent_17
17,-0.1160651384322342,6.969413452837473e-06,1492,F1,Latent_18
18,-0.024653150479081332,0.34129513664081756,1492,F1,Latent_19
19,-0.06985332741953444,0.006950224675384852,1492,F1,Latent_20
20,0.1666637761878551,9.32035523359896e-11,1492,F1,Latent_21
21,-0.020379538669737914,0.43150993285469513,1492,F1,Latent_22
22,0.052897759327630856,0.04105553246888477,1492,F1,Latent_23
23,0.016675651130783887,0.5198182897399067,1492,F1,Latent_24
24,0.042196685668025286,0.10325665029814275,1492,F1,Latent_25
25,-0.0242935243908992,0.3483864263645019,1492,F1,Latent_26
26,0.025547519581827202,0.32406294868666974,1492,F1,Latent_27
27,0.10286844065522144,6.872043206866696e-05,1492,F1,Latent_28
28,0.17941827236845376,2.9267115575565653e-12,1492,F1,Latent_29
29,0.21165754937981215,1.4264983584178022e-16,1492,F1,Latent_30
30,0.16045922303752566,4.5700329333517837e-10,1492,F1,Latent_31
31,0.10290050618280308,6.836066147448227e-05,1492,F1,Latent_32
32,0.0569886395220321,0.027721092155402118,1492,F1,Latent_33
33,-0.016382378811776545,0.5271878271265218,1492,F1,Latent_34
34,0.0637626662122922,0.013763935233758738,1492,F1,Latent_35
35,-0.010088500713890189,0.6970054719966315,1492,F1,Latent_36
36,0.2544111014234241,1.8006269874502708e-23,1492,F1,Latent_37
37,-0.013770350570348885,0.5950871065293197,1492,F1,Latent_38
38,-0.0918058382228228,0.0003842682472031794,1492,F1,Latent_39
39,0.019159218199793656,0.4596037143932399,1492,F1,Latent_40
40,-0.07432400030354207,0.004073191494831146,1492,F1,Latent_41
41,0.012665498594819625,0.624960363555783,1492,F1,Latent_42
42,0.19698668277497683,1.617682217171622e-14,1492,F1,Latent_43
43,0.15156168395311803,4.019329523033891e-09,1492,F1,Latent_44
44,-0.24498894043171224,7.855858338985696e-22,1492,F1,Latent_45
45,0.3626886017469524,1.3222984338966749e-47,1492,F1,Latent_46
46,-0.20210463384321206,3.2346842299767396e-15,1492,F1,Latent_47
47,-0.04280574655824305,0.09837068793117712,1492,F1,Latent_48
48,-0.05264518991984138,0.04203225478460989,1492,F1,Latent_49
49,0.07669570359395601,0.00303309054526612,1492,F1,Latent_50
50,-0.011162208673608204,0.6666078573897833,1492,F2,Latent_1
51,0.02402281019789314,0.35378576498619324,1492,F2,Latent_2
52,0.00929685700249988,0.7197364500867417,1492,F2,Latent_3
53,0.07991483126906887,0.002007111315483354,1492,F2,Latent_4
54,-0.15819620472157592,8.038851526444073e-10,1492,F2,Latent_5
55,-0.03413161541993733,0.18761718516155992,1492,F2,Latent_6
56,0.036968177105290066,0.15351094822923037,1492,F2,Latent_7
57,0.04350535149250132,0.09298792166164178,1492,F2,Latent_8
58,0.15118164412824803,4.398317273933327e-09,1492,F2,Latent_9
59,0.05922725519875464,0.022147557185496717,1492,F2,Latent_10
60,0.06570326873087778,0.011132945455083374,1492,F2,Latent_11
61,-0.2478664230242912,2.5217939963697397e-22,1492,F2,Latent_12
62,-0.07175490322265106,0.005556148471886757,1492,F2,Latent_13
63,0.023341156144077165,0.36761368159515406,1492,F2,Latent_14
64,-0.06111667299708108,0.01822835226630534,1492,F2,Latent_15
65,0.08914226787356325,0.0005663767430178684,1492,F2,Latent_16
66,0.007377660214422987,0.7758451791133558,1492,F2,Latent_17
67,0.04764608235973394,0.06578293913122649,1492,F2,Latent_18
68,-0.237755999428965,1.281028853588818e-20,1492,F2,Latent_19
69,0.7410158750064958,5.391811764602308e-260,1492,F2,Latent_20
70,0.1821660248313673,1.341846790183157e-12,1492,F2,Latent_21
71,-0.07522230671894889,0.0036461874487187704,1492,F2,Latent_22
72,-0.027470140289445204,0.28897000680100726,1492,F2,Latent_23
73,0.022666876677291455,0.381618091217957,1492,F2,Latent_24
74,0.11872590436299604,4.2577839956772475e-06,1492,F2,Latent_25
75,-0.01852874949183498,0.47450973244876515,1492,F2,Latent_26
76,-0.1541482137611128,2.1637964431589157e-09,1492,F2,Latent_27
77,-0.0011925822999172375,0.9632890583368278,1492,F2,Latent_28
78,-0.005418000382194747,0.8343669980242964,1492,F2,Latent_29
79,0.0697885893252332,0.007002777224894688,1492,F2,Latent_30
80,0.15032551784863493,5.383742557536079e-09,1492,F2,Latent_31
81,-0.011620267430639495,0.6538008776173239,1492,F2,Latent_32
82,0.003751907353696811,0.8848673768823351,1492,F2,Latent_33
83,0.023737426175271525,0.35953456846697135,1492,F2,Latent_34
84,0.058214264878477175,0.024535990192823293,1492,F2,Latent_35
85,0.08226051748548785,0.0014719543422225265,1492,F2,Latent_36
86,0.014813605228545005,0.56749252500954,1492,F2,Latent_37
87,0.17577182500683836,8.084563645983858e-12,1492,F2,Latent_38
88,-0.023934901363659406,0.3555503918372408,1492,F2,Latent_39
89,0.11852221462529396,4.423128814441567e-06,1492,F2,Latent_40
90,0.03769625232545586,0.14556740658142617,1492,F2,Latent_41
91,0.16945406422328954,4.469552493944057e-11,1492,F2,Latent_42
92,0.03004606258815393,0.2461054612877706,1492,F2,Latent_43
93,0.12920128023236485,5.517003143884469e-07,1492,F2,Latent_44
94,0.15988092318534064,5.283610851123757e-10,1492,F2,Latent_45
95,-0.2506016196210814,8.44683026801316e-23,1492,F2,Latent_46
96,-0.13555267400161838,1.4738170481603366e-07,1492,F2,Latent_47
97,-0.05337635516072815,0.039257373690103195,1492,F2,Latent_48
98,0.10954963073084699,2.2279203994853776e-05,1492,F2,Latent_49
99,-0.029262162427262327,0.2586502867174394,1492,F2,Latent_50
100,-0.11220846837426571,1.3971781057194172e-05,1492,F3,Latent_1
101,-0.08126165724882128,0.0016813522480042108,1492,F3,Latent_2
102,-0.03846452571080626,0.1375302929170664,1492,F3,Latent_3
103,-0.015352541939481613,0.5534812983469057,1492,F3,Latent_4
104,-0.09568367110118584,0.00021448538151074825,1492,F3,Latent_5
105,-0.03008140466403557,0.24555009457982205,1492,F3,Latent_6
106,0.16580042776300252,1.1670730520890293e-10,1492,F3,Latent_7
107,0.0032839778391145344,0.8991443488873418,1492,F3,Latent_8
108,0.002344610235339935,0.9278993416835774,1492,F3,Latent_9
109,0.10484686273165954,4.956852817901074e-05,1492,F3,Latent_10
110,0.21211202176511956,1.224965447824299e-16,1492,F3,Latent_11
111,0.239526457687098,6.523732561646193e-21,1492,F3,Latent_12
112,-0.07309176647787748,0.00473270484600683,1492,F3,Latent_13
113,0.14536017611211216,1.700334335453459e-08,1492,F3,Latent_14
114,-0.0030984832037227188,0.9048132667389737,1492,F3,Latent_15
115,0.22646087657261077,8.343739670335858e-19,1492,F3,Latent_16
116,-0.00014266823794925284,0.9956067549063504,1492,F3,Latent_17
117,0.0012601580181148858,0.9612104870931091,1492,F3,Latent_18
118,-0.06235749579616854,0.015997507477735047,1492,F3,Latent_19
119,-0.3558432208789925,9.053506253396383e-46,1492,F3,Latent_20
120,0.3987346913825227,4.8997758498301045e-58,1492,F3,Latent_21
121,-0.16558524676349926,1.2341280517865364e-10,1492,F3,Latent_22
122,-0.1282797663279517,6.647567590890839e-07,1492,F3,Latent_23
123,0.005299415132420709,0.8379414709551504,1492,F3,Latent_24
124,-0.012357570305009294,0.633400006015238,1492,F3,Latent_25
125,-0.024535771250159127,0.3435994637176931,1492,F3,Latent_26
126,0.009555166720840436,0.7122910239539643,1492,F3,Latent_27
127,0.08684674978162457,0.0007847638848112858,1492,F3,Latent_28
128,0.007632615576120077,0.7683164403833942,1492,F3,Latent_29
129,-0.3360375032908207,1.0434385062494777e-40,1492,F3,Latent_30
130,0.3446497587371554,7.283347554673702e-43,1492,F3,Latent_31
131,0.06597929923213407,0.010797473920765972,1492,F3,Latent_32
132,0.01861265394873351,0.4725108234060765,1492,F3,Latent_33
133,0.06069861367616054,0.019038972487472983,1492,F3,Latent_34
134,-0.07330242648482796,0.004613524230044315,1492,F3,Latent_35
