,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50
CopyNumberAttenuation,0.18699789694740993,0.042706437101782416,0.026825562085810637,-0.1162619769877711,-0.016028071792082155,-0.18791735391133485,0.16601698217106425,-0.14877708271041098,0.09939336636757888,0.14698307668849137,-0.17415824941163652,-0.05440375006165031,0.008100493050537116,0.025057861837891056,-0.16184001275469495,0.2465333150999202,0.20748118911184152,0.10866888469754385,-0.004052438627219266,-0.024354066300868216,-0.12821414852681867,-0.07543817007478372,0.19570356515673648,0.01677169536922099,-0.07226637431730676,0.08877979427620723,0.11158144075168658,0.1697143936383317,-0.08214810746395997,0.036693785094204776,-0.26898532714844575,-0.14165198465630038,0.21616800604473943,-0.0475736086924735,-0.05857355152366719,0.08089573718248738,0.11200436801272276,-0.0338029160448614,0.18742631020291012,-0.13391593030890653,-0.14542086338660642,0.1289993895472127,0.032897193199968,-0.055526927011856686,0.09847570078273928,0.017549177518868943,-0.015822335197583828,-0.09052675848189133,-0.05535889352416983,0.0835749646887646
GeneExpressionCorrelation,-0.1985660545041748,-0.020986967594951045,-0.055797321294317144,0.10875680686071477,-0.0839537909590903,0.05446988659523578,-0.12372383650072709,0.2943775133934709,-0.03722448805711229,-0.3336370250811909,-0.02539480969014367,0.10228977436216814,-0.03583482575071804,-0.07093967260132762,-0.02684808869431306,-0.19361580871604459,-0.3303402820800602,-0.031488319082804715,-0.037059473610380554,0.036243194858083916,0.15175729177986122,-0.021309618869915416,-0.15168507434706913,-0.04314940813178098,0.004243066676851911,-0.09174076076346377,-0.025149974412019348,-0.10201088288103036,0.006754742467591163,0.022815598362859627,0.1876652430326183,0.43888952952781735,-0.3056724699678456,0.04829707650520708,-0.07867949387766385,-0.1265159587727298,-0.04234453438513778,0.026086918118215622,0.030906577120692075,-0.00756927832290865,0.05206172117531655,-0.05109723775236188,0.0911543066942228,0.04136882902605132,0.01546659797084218,-0.14626701139043483,-0.00989968547763176,0.11003825166674781,-0.00863650652602494,-0.00029642764698153593
CopyNumberInstability,0.2839876072946424,-0.2647424813449674,0.05637977321437412,-0.1095023802333748,-0.1395079161652833,-0.2735133840791872,0.27355852646680917,-0.1079852876238686,-0.009688963598137352,0.28481116542449797,-0.11347887166762913,-0.13096421268571926,0.08423043549483164,0.038723371663543504,-0.11446300597087398,0.28909872446918516,0.1824992135019388,0.21491916811423326,0.036929259308427054,-0.05056309003867402,-0.21531186918289086,-0.15531918210744494,0.18198557014489836,0.12812848493999934,-0.06724569198582521,0.28569558605825873,0.1281774109786761,0.22957548136771347,0.10564210048991826,-0.0554862718296252,-0.3561968680135296,-0.028273493381517828,0.2605544361321284,-0.17847789213350782,-0.3035131568798655,0.06992548194609842,0.20243617014498327,-0.2015816830600895,0.11632939238621187,-0.1997951560832009,-0.2745689558577966,0.06263170632891865,-0.09371870970925478,-0.0866815495613772,0.19054935228080339,0.042424634646601476,-0.1318583391434231,-0.1516896653391828,-0.009795276040225558,0.13576997676243788
ploidy,0.09051237412425378,-0.15183301748412562,0.048705652545431806,-0.03283668823438142,-0.06020501426776067,-0.1410381226310791,0.1026194797571597,-0.04037325712376787,-0.04786133404123565,0.14822107636171644,-0.012022220613120228,-0.04409203873448247,0.11421421672310544,-0.028271656984424503,-0.034601240325483486,0.12052619144818971,0.02374220097551265,0.10983713073513636,0.03350617028681354,-0.08149077957198886,-0.03808748226433405,-0.06864857742588235,0.01472568082447362,0.04145222179280314,-0.03775725787439218,0.09149646831892216,0.013369695739673412,0.00320558817903525,0.06620450171197824,-0.048063271129815316,-0.09935915520080049,-0.0034441062656272313,0.08859928756846683,-0.06654594014167851,-0.09980425495145397,0.05216869486052766,0.03956543657982039,-0.09579961305836156,0.04145284380165833,-0.03456939830064651,-0.1462691696112757,0.023261063996223658,-0.027886972663751026,-0.04613382812933695,0.08558991967706893,0.046767470780634056,-0.10288507222398886,-0.08823324734088256,-0.008194942292569674,0.11469382304706967
mutational_burden,0.033573668333032484,-0.0013391377743855286,0.1121427845794395,0.039532075237816246,0.03856817440638489,-0.018691676699270868,-0.06945779906771286,-0.15135619676956844,-0.03768789122008366,-0.12858862732911894,0.10543423173937462,-0.017831699512116973,-0.1316661638983541,0.042767980196714704,0.02012207440310576,0.060578587023051286,0.006840380602920035,0.039433292045939095,-0.0183442493523244,0.15666201992173606,0.13129891395639953,-0.017690613293733573,-0.0585479275425313,0.07283665022475107,-0.06210126410524927,0.019577204192800655,0.015677038961702753,-0.06031498965353084,-0.06878436589170235,-0.05648528075561579,0.03090263956532633,0.029533226785312963,-0.020951313211196455,0.012262892559001742,0.08436992603164348,-0.14204244671998964,0.1300858636875675,-0.02711340288132182,-0.07148763585220057,0.15899931921740912,0.12919761470807856,-0.005254063388465379,0.030996747429236842,-0.12572252021680125,0.05590051637082655,0.15672578734282802,-0.013188225750684849,-0.03662863733100652,0.051239662957259666,0.13646453392293015
growth,-0.1294076720517865,0.11814236774047132,0.018843079963159037,0.224887449686728,0.10291620877882227,-0.03934853274041438,-0.1381809701353978,-0.2201925253868138,0.2610737185318246,-0.21488370379543412,-0.18461403671647125,0.21000687805289128,-0.08138451825671067,-0.23873273794853717,0.01121960801780848,-0.09684431766167312,-0.18211847613114984,0.22507847977497522,-0.050091090820333875,-0.17499380637386883,0.12046564517580642,-0.06255653780766958,-0.20861800723703045,-0.22149641640802475,-0.10614170779671711,-0.1228827143826881,0.05959146808055841,-0.0510566060907542,-0.22211015819509017,0.061343528284658076,0.2940598761223648,0.09946576806226946,-0.4837448241055694,0.27257194952722,0.19904675466170157,-0.005913962739084952,-0.08676464001620304,0.24075975436155955,0.10260474870013978,0.12716449908473926,0.17998839022075055,-0.03677049169760789,0.21973998041930584,0.0403450904716768,0.13949122883772544,-0.10401468681157344,0.05794497187617041,0.07284992223709662,0.016651585525851477,0.11669959552676848
size,0.022929819104949126,-0.3007842297092969,-0.05525229881029659,-0.14924671729934735,-0.12010698137357999,-0.25140231244507694,0.15004425125062323,0.09800035182880334,-0.029831860995695077,0.28714625735354454,-0.011372670005353889,-0.02445250719730714,0.03199071263524477,-0.20570371866745338,-0.1251924252039177,0.2084397981377991,0.18126314489396878,0.08833220470808792,0.0548055913434553,-0.17005564745118676,-0.16175138258105878,-0.05525611948738065,-0.006901465605037769,0.03765208250414663,-0.07240603182912797,0.28784166039467485,0.06717131109609399,0.18497725573839388,0.01438366746469387,-0.10625772085930262,-0.30346363372529495,-0.02510594945468823,-0.004037777095971729,-0.11290160948940473,-0.31809710744812775,0.24327724036551984,0.19979489012722224,-0.2810514804435689,0.27821376763005673,-0.2592365427574619,-0.2520992675994976,0.13748141878862907,-0.22628152311713345,-0.15813282708700707,0.1794499921058287,0.05294428301242234,-0.12910130871947473,0.11680633022934002,0.21723126261034434,0.11592443202798249
RepsCorrelation,-0.06967667657998941,0.06997177937724587,0.025534789603559746,0.15101705990782543,-0.004296242484276622,0.06531305436288222,-0.07194723322060739,0.010757749728148384,-0.052995112163871455,-0.26564107958032296,-0.001437088744010005,-0.03916877815756889,-0.008254533063015608,0.08880847124936771,0.06769415704757165,-0.09028071501835082,-0.2167330678632453,0.047526034515857116,0.05910492079420096,0.03187188209396695,0.06968009324434844,0.06343272820332317,-0.019886135697114556,0.10734472060571948,0.06107506891016764,-0.02055756061107198,-0.009629601022093395,0.013620617441710342,0.08489194423578607,0.0655887109771163,0.18716330790106733,0.15844905629685688,-0.03792069433948711,-0.035045290405673904,-0.009186555987257974,-0.027429823881002974,0.009441175672451932,0.04489916560817952,-0.25071900263339125,0.05225936267046089,0.05916860982168823,-0.1585639405860937,0.03467754340845824,0.07965922134589747,-0.13149192249057548,0.0019040079304505112,0.0006740178004444799,-0.06625619595582109,-0.09445217256468214,-0.045358101242661604
CDH1_prot,0.039363785312194345,-0.2106519421446846,0.17685063040371762,-0.1278938727905716,0.07315540818076324,-0.3581133457435224,0.004594727028416299,-0.0029114686048080786,0.15875431515456856,0.14526285718925752,-0.10347016985253173,0.1638440114078553,0.09913012781221298,-0.007156478619878105,0.16007051441449452,0.34547557995085804,0.12001636644785643,0.07213044785835061,-0.313479906181583,-0.1540986322526434,0.29814855171182175,0.009318549490487634,-0.026058390682069648,-0.3131929888278432,-0.1747050191807429,0.17396902999711267,0.14458201678495858,-0.16021817431916233,-0.1403695967279872,-0.13773852256431024,-0.0719498641086746,-0.11573028310858269,-0.08058210430353308,0.12252217785419596,0.1640408831060136,0.04962708043709967,0.03182132033893872,0.06603950674878505,0.015986430006490276,0.17231594198055586,-0.23735623533809208,0.3151223685521125,0.3061478382263772,-0.30894972000545806,0.16443772508797722,0.1776180500086676,-0.22671393843331952,0.15950942541122054,0.10458687052762843,0.3175474662121153
VIM_prot,-0.252776822352174,-0.06858152742785607,-0.3045878836870941,-0.05195345374214702,0.00884795627139669,-0.0076314267773325405,-0.17191515033583082,0.20888183732379167,0.11353951915680055,0.12262125872787719,0.15645320794446058,0.23026089249483322,0.03494119912435265,-0.38046433622694475,-0.16992069010036434,-0.28232542724858695,-0.08622089807080446,-0.09388171743987841,0.2369748871850973,-0.2808325189111425,-0.11310264538083221,0.1747569836069337,-0.1933155060213598,0.032783685466059156,-0.0654828018427383,-0.011576192849487079,-0.18896698002119713,0.0002173006718859901,-0.035245174502388864,-0.12998735138411002,0.03575979711615658,0.20310342100901344,-0.29009073746936914,-0.03450728656441783,-0.20183646698302005,0.25580100229389185,-0.08977008845927607,-0.20200835344125587,0.2087733477979362,-0.32920817027214117,-0.04349947202339781,0.08419867855878185,-0.3747443689354282,0.07569348617292704,0.03622755794531882,-0.14838572293257837,0.08971909762661907,0.4072459479504892,0.34503801838321196,-0.0741286563271838
