,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50
CopyNumberAttenuation,0.01556224464800731,0.07479568110252444,0.05545030106282442,-0.06338254764341796,-0.09655048553199592,-0.042858305719694206,-0.10336939783364049,0.19416046452637611,-0.052246817266074164,-0.02683898051202122,-0.018323641553703945,-0.1760120659564469,-0.17544586621784602,0.025445827429811656,-0.009726790826568254,0.07038795459763902,-0.14233675845868263,0.008284350859548616,-0.06637924917911181,-0.05135553023578556,-0.05861111770771334,-0.05094191871564071,-0.007798747548428444,-0.018297890677811443,0.0380498164372603,-0.07426531161280936,0.0389523798026772,0.1895265702155051,0.07311479681288041,0.09453691291890683,-0.05588030736798424,0.0525865741534071,0.025695591183172238,-0.004991593821853962,-0.06305224177264315,-0.11659116671291353,0.0795540612259578,0.04169209897297369,-0.14143896343995344,-0.0023809892421379035,0.00046999992291483296,0.2161190426518389,-0.05398346087874477,0.047425875178472146,-0.03286295605198055,-0.07597093793529106,-0.0378317961837094,0.024473585626733695,0.025733685400999858,0.08958232384235414
GeneExpressionCorrelation,-0.14529046508731866,-0.0925623432647675,-0.3075318297225794,-0.05301681694686721,0.03573458965685897,0.009308894684392019,-0.06117927340097224,-0.17119093115507739,0.09427215771847916,0.16387271604805678,0.07279634142645006,0.1351299444246179,0.4490106080797744,0.029947389113264212,-0.07634599237158919,0.06749967870235368,0.07464962388469583,-0.003871544847526705,0.0016480242440847584,0.002515498688184469,0.10088818630128521,-0.13997840904031825,0.1569107357285276,-0.01633009222912728,-0.045964214527384,-0.05367077701915361,-0.27166722706414986,-0.2385518567369898,-0.1046898288077809,0.0056987827471686224,0.112822833838534,-0.32310682798487533,-0.02624695000499605,-0.020771090347224075,0.008467089878991163,-0.02822864751880065,-0.060711906189779695,0.013827169428256006,0.07057287588488048,0.10180918015352533,-0.11120203011380145,-0.2215346980343293,0.02391452442282797,-0.04724148407683429,0.06038243321320601,0.05359838761002816,0.043614304928753504,-0.05039840460543174,0.07069612149320034,-0.1454718890840141
CopyNumberInstability,0.16896400893600924,0.08255977125623963,0.06810499276945779,0.017080362356885814,-0.04954875313700773,-0.007949066620489982,-0.02844291291568464,0.14416567969872246,-0.09184210617707979,-0.04473703349513704,0.026562266741702246,-0.1588643873495123,-0.12256305710944991,-0.07613956827464245,0.04978743624681969,-0.01983263556632357,-0.23821806001583265,0.046550568584323646,-0.006771447504910848,-0.12102193268609256,-0.02171851633581988,-0.3430246251541366,0.04451641594185824,-0.10904610787805614,0.00959597897318924,-0.016567865946830598,0.025061955193861247,0.19589692305637993,-0.0017694995202821224,0.09157041427023878,-0.07627331744622563,0.05154016494105581,-0.017135872447091933,0.08072138391119875,0.006688870747187279,-0.24816898047384978,0.13127628361459637,0.004531788151929706,-0.0015350024836000694,-0.10513030973418738,0.13927203191457796,0.36425586109269104,-0.04961397235160819,-0.03641537236187059,0.0416778031878761,0.052311550092934755,-0.058482653748172846,-0.007858703097150942,0.10391460346335014,0.11778098260408744
ploidy,0.07719722495792475,-0.011267211038245243,0.05897489756114376,-0.018202511305150656,0.02059506530548111,0.023107442989755537,-0.0356746010129654,0.05953648005209011,-0.07596068392552698,-0.005638149034854493,0.06050263011371391,0.0026309622498363406,-0.02418161061122031,-0.08781603696673271,0.020284193239534246,-0.031664522004310816,-0.06890161339095095,0.013891284070398548,-0.03753867033881821,-0.07980092783246513,0.0017403506046058635,-0.11772315915872052,0.04969560982353145,0.02291790599418889,-0.03254564602128287,0.015288436015451693,0.030574764501969977,0.0625129148824024,-0.017598605701198564,0.05854380845112107,-0.0158769812119101,-0.0024806216578836895,-0.06338107643027693,0.05037539733152448,0.008149575482983054,-0.1488422336445717,0.0011008628462818245,-0.03316831431103681,0.021849025429012254,-0.039475622053463125,0.11208444288506857,0.17875723005008176,-0.01248243608048321,-0.032918546131348134,-0.0043752747610295625,0.08470390338215263,-0.05705054312301096,0.002143906820872653,0.02940911020902623,0.027066176446398367
mutational_burden,0.026634400999511632,-0.025373770009505078,-3.705796754448683e-05,-0.0817674143046384,0.16726125035383282,0.0027093209665391,0.1113579194928168,-0.02467813173692297,-0.07060656172121899,0.01714247243287079,-0.020209217224293998,0.12784469976983615,0.08098610435823508,-0.006059216271310599,0.027030557367189387,0.06708990158880408,-0.14575338952131342,-0.040072465283821905,0.04322690594423619,-0.001515058958937036,-0.03963124134486799,0.05675239176086516,-0.14762292141567881,0.02315725811456843,0.07448581862164394,0.04935770424332743,0.03892358652117372,0.015108635458431082,-0.06529292859057574,-0.025663041869430157,-0.01737362089799719,-0.05316101952218584,0.04091574433650192,-0.08905392769842965,0.034479252551281855,0.18355721559106017,0.23659386178964678,0.053380693503312066,-0.12008227482723824,0.04888216145795193,-0.057641364800155616,-0.01680584452944935,-0.0005011378614020669,0.001861490624429205,0.05489231842766306,0.04585276307944645,-0.009024391990811929,0.050005274523802455,-0.07977851241195875,-0.08341932128480424
growth,-0.10466753453812744,-0.14698109581677438,0.03229234694714947,0.029777277339658546,-0.14078970537405197,-0.047437592499701205,-0.16347769445208468,-0.05958274374653735,-0.0981030365507103,0.07451121228073643,-0.16344450315586528,0.27863675197561455,0.2686977960659854,-0.11135473202881277,-0.07099790134286617,0.14142371226350012,0.10691957246533501,0.01641324241218585,0.0936131002603291,-0.06754334240693408,-0.057104444389429146,0.14395041755045185,-0.03722222614267442,0.1776571310273841,-0.09508091091167373,-0.21444484950818132,-0.05697364242456684,0.07743325269263708,0.12061958074529838,0.10954779392451143,0.15438357792122567,-0.4566961550914807,-0.07312171377211205,-0.1355154683635354,-0.186681205147374,0.05710555129759674,-0.02405551730245756,0.02731095365506556,-0.08333800212920647,0.22677641241461943,-0.2763373231613767,-0.24489726876154358,0.23104485235495967,-0.026136330703328256,-0.0014788497965210028,-0.18964077516580533,-0.2603391390442459,-0.003627951110284399,-0.1739118039890944,-0.02661157552173958
size,0.018378557739230132,0.06561092110335494,0.015449461903082048,-0.03439033459118759,-0.013014335757108567,-0.0030389863006324803,-0.013189226140011891,-0.01737247522504616,0.005913118923083356,-0.0430640801726472,0.025130005161506402,-0.08146148263434634,-0.20994010113832326,-0.04177165119006261,0.07500514718288404,-0.019111530671652346,-0.1793843815303647,0.0813944531083149,0.12569237350263152,-0.08121815200938942,-0.02980593128475845,-0.33803628607637237,-0.017322554586239186,-0.05631786708373401,-0.19081644820161817,-0.019072826808214576,0.04906895761393864,0.05489653377227217,0.050530839806876275,-0.020326998356380493,-0.10103526120659943,0.008208309688111431,0.008337074911518489,0.26346508661104434,0.005823343166731611,-0.3656970740819936,0.09000795137734095,-0.008777191754003263,-0.006100049472807109,-0.09154029181346059,0.04574073957466269,0.17535546889524475,0.000878944435673071,-0.01958789020639301,-0.21774196681284744,-0.015661719650465117,0.0015352303498620801,0.03407633400673238,-0.031395622269932755,0.08277118557368573
RepsCorrelation,0.028859659331491146,-0.11533901771127644,-0.04988856236666415,0.007955597849860517,0.03260028789521046,-0.056517617600618554,0.032032787961990376,-0.011942248876772513,-0.1932772268236172,0.05961252867884479,-0.05441945528988294,0.10135287784466987,0.26186645913115825,-0.07207309191506285,-0.20233154357503147,-0.02212957109844998,0.06990495879217223,-0.03207632421145807,-0.03622185848540564,-0.07710626421209268,0.09348924213313216,-0.07506253781554797,0.02276605732248021,0.02117578072885816,0.0442920042386313,0.08403802360622652,-0.10131165223766919,-0.12233493168724761,-0.03546320861437694,0.045511918440508115,0.13010364775275182,0.021263766984873693,0.037238128927407264,-0.040220413964950213,0.09744232915272172,0.14892810299789733,-0.01379218640510252,0.07417972559184968,0.09445652769287834,-0.020578252178522858,-0.0056198221752706435,-0.07881070269270711,-0.007667913970945678,0.006830953480322142,0.18047888747709273,0.1309898674530179,-0.03300512514929114,0.013682119347456192,-0.027606152870303605,-0.07715773347444498
CDH1_prot,-0.0005336370607768018,-0.08431056592903856,0.06002298064264976,0.05822167257179945,0.1292443749739458,-5.1693214602482535e-05,-0.11417973435975477,0.1431399023052629,0.07929997920902375,0.11674541586385045,-0.019744092239232337,0.22106875077630952,-0.08494614935810132,-0.05834481811196979,0.049873948330294626,0.026529995524036558,-0.3086366375422375,0.15199020378936393,-0.14522642070139963,-0.021262965967108024,-0.06675884513900998,0.05246348752688318,-0.01831598456707676,-0.03360294547017117,0.17951449945659717,-0.07856850682190447,0.23093548036477354,0.04017122237981526,0.01079533107247714,0.21263474974335045,0.060843755048425215,-0.2561790242930704,0.008690172364463542,-0.02234315362504941,0.030458051338577215,-0.2742389801831606,0.11524437026690254,0.10769833842183073,-0.19137928149435007,-0.03360113533600013,0.12264010149452763,-0.007163179180340881,0.052001362205264925,-0.010896265951631278,-0.2765399297726161,0.032042462687422425,0.10520471736872652,-0.01985229777615751,-0.0463603585417926,0.2170470689808783
VIM_prot,-0.16352767370152774,0.05514162810404788,-0.14193504127768963,-0.060803506820041826,-0.20351740357682366,0.04684934187943451,0.03023111107637248,-0.1718501893602458,0.1297315296472836,0.04488018182699584,0.09898694586689934,0.012763174542412591,0.04616036288333637,0.026294046414307454,0.13467111197174134,-0.011537176826099555,0.1640033695112937,0.008972342564430354,0.2783218273723954,-0.007750795798415726,0.02397760611483912,-0.21277956487248478,-0.018795760483088862,-0.03494752743750569,-0.5118959206618491,-0.060062053188150354,-0.01842692973793759,-0.0033364023545407024,0.058248936127266525,-0.11861005502495786,-0.013599089619494326,0.007095889148093839,-0.07471437903992995,0.4201144355472755,-0.11232841536517886,-0.14866384009609754,-0.24259948762721134,0.005830607139872664,0.05821676128770871,0.022111022027344975,-0.1365267168056346,-0.05517156372198753,-0.013809032996495593,-0.056924670729733826,-0.22470694491126303,-0.027750565988026468,0.05637172707083701,0.025598044213550147,-0.09250581728657936,-0.2511924927740832
