,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50,Latent_51,Latent_52,Latent_53,Latent_54,Latent_55,Latent_56,Latent_57,Latent_58,Latent_59,Latent_60,Latent_61,Latent_62,Latent_63,Latent_64,Latent_65,Latent_66,Latent_67,Latent_68,Latent_69,Latent_70,Latent_71,Latent_72,Latent_73,Latent_74,Latent_75,Latent_76,Latent_77,Latent_78,Latent_79,Latent_80,Latent_81,Latent_82,Latent_83,Latent_84,Latent_85,Latent_86,Latent_87,Latent_88,Latent_89,Latent_90,Latent_91,Latent_92
CopyNumberAttenuation,-0.08168338459571707,0.023825409690706446,0.03420861863326059,-0.13703466961657723,0.023435478815998972,0.16697160335946465,0.06150558844132898,0.10504975692830829,0.0892423287085421,-0.11081810554036596,-0.024168709988805662,0.01745942237637358,-0.1128987559630287,0.04819598541713545,0.07539833285451347,0.05658471793648856,0.0873613752077298,-0.035768133698008915,0.044058836492501585,-0.03736749743893475,0.0756965736180064,0.01413718385898026,0.15740213620033855,0.06848660432043953,0.1326053340911408,0.0694489653440514,-0.14149276940702724,-0.022609128491989757,0.09860928232369648,0.13907706999692532,0.09888005635614847,0.08831416719969291,-0.10233608957816294,-0.14413649396679673,0.08706226983747477,0.056137406689071065,0.01835797597872126,-0.002681543556608366,-0.0034941565136241276,0.07188048333432644,0.053460623838579566,0.14812604774052585,-0.0160839288547158,0.00817339097725488,-0.08836621468265977,-0.018183209419767303,0.08075352853656913,0.08435857707554537,0.11432326947727506,-0.004757388345782534,-0.2023053761284559,0.00838132656599546,0.048442842737370914,0.08914456633619741,-0.057340125724804014,0.04330837061858333,-0.025713323020949877,0.0661626061337153,-0.026053758727627257,0.1509251621606337,0.11284349385262657,-0.0514077330585371,-0.06809721321988148,0.02964439048239447,0.05648926419003787,-0.08588233875149884,0.06220312278222868,0.013048093219268277,0.06663558320705575,0.014906671581675975,-0.013814556399673439,0.06276714704669424,0.0350054296391526,0.14474567276912478,0.06206595369288997,-0.02080821744569319,-0.04903148883516294,-0.049831447388709676,0.11679375492067193,-0.029131787046783958,-0.06414797608247122,0.0776432289733622,-0.10928839173233637,-0.07164855670614631,-0.0026214553450699778,-0.05045357996689895,0.004496287368872717,0.048064183040596384,-0.13961487068853662,0.04889548233583697,0.01244474287898985,-0.13645846466631556
GeneExpressionCorrelation,0.16986172219812923,0.05658842235632959,-0.10950518886552421,0.10206718251215643,0.0515013111481784,-0.14864324849425692,-0.0923919594550716,0.03328299115894581,0.02815605510948538,0.10020007342241297,0.03039457926018976,0.025384559401410725,0.22219627379856138,-0.008016274948214296,-0.011847018218697918,-0.16413732031709785,0.07371608558700422,-0.13583581597645786,0.09141005769432048,0.08157216361690642,-0.24935602925970934,-0.03950159854541967,-0.19382005299875402,-0.1755023091499377,-0.09884632614529547,0.020570318048591437,0.053268584665044125,-0.12845179908557994,0.08299197168692884,-0.2122950591540666,0.0955895873139345,0.054918207927554225,-0.0010174200448017745,0.09631437789718128,-0.08635310788250189,-0.16999145481374156,-0.1635104966690289,0.10715856632188556,-0.04864896570243311,-0.038086075813074285,-0.05065247622717008,-0.13999317121982824,0.05829342685013116,0.1022106686316116,-0.08038964312662775,0.019777256281360105,-0.011825108340903017,-0.02294797009242261,-0.23361184099224894,0.05130427391119562,0.07613369384260762,0.030769291532835672,-0.09877881534683278,-0.10526693265491611,-0.0155497660988652,-0.1125890063711994,0.15404925487366047,-0.11208036106197222,0.014835519126829963,0.004161358467344202,-0.1134579538352376,0.002360889738449741,0.0869326649184447,-0.08268124820833679,-0.11344411108894106,0.06639975090479101,-0.16274870687491771,-0.03196960884122505,0.07237057544869355,-0.07266601120960953,-0.007228849002186706,-0.0891778915059847,-0.12717303817210213,-0.10556502477965832,-0.16237015072183988,0.10176994577931985,-0.005828469832957791,0.08392271056332663,0.084922587660443,0.17130332881794785,-0.052553133680005276,0.026813115488199327,-0.15938322490886453,0.1595683568430244,0.2064364497309272,0.05237518562490788,0.004018211550177372,-0.09468471528260675,-0.03660222163686902,0.0646733643878113,0.02568916809551577,0.19096779644915446
CopyNumberInstability,-0.035396284318333526,0.061527464574141086,-0.04290554787001253,-0.19751792006133323,0.11020507160133286,0.12132870490803999,0.1810806611889123,0.09807782810960236,0.11879154664831923,-0.06671157492714194,-0.10582970536007,0.005415919354081367,-0.1725323224843391,0.16716079784714244,-0.0723902025759242,0.025468674920129705,-0.028564723298955305,0.027200704146271928,0.16888575460263064,0.04793624578274424,-0.009122411244212916,-0.05842963629389994,0.16368503594893496,0.044876969128194534,0.03160924446454135,-0.07550088632396827,-0.16461815988721937,0.011496252924029511,0.03371321498357501,0.16246736781476995,0.08265042989165876,0.10543852297366574,-0.10383926890146973,0.0730195830831218,0.0045857142256599745,0.053894585163303865,0.08678754759936229,-0.10755404871333907,-0.03609497501126523,-0.02609836463337231,-0.03399533837881322,-0.03702325833126969,-0.18642001171393993,0.059550527152988295,-0.06230191787046515,-0.20119621036607685,0.019869499512271026,0.03848816735543792,-0.04471658476222725,0.03955829836174454,-0.18493302150007046,0.00823008228045671,0.12804865526027098,0.05211573703848284,-0.06660128999074703,0.048356079007776456,0.03984685514587186,0.14947545242421728,-0.043834868299453336,-0.030539668934816355,0.19145976316721514,0.017226308576724858,-0.016912724700705376,-0.003918631732044271,0.023625406017807136,-0.09926891523896715,0.051402377352810676,0.02043715010825384,-0.15197177957382596,-0.11636392043993275,-0.10943294096092471,-0.042755352101344235,-0.05249863404546089,0.009531703340231165,0.0657254182054455,0.016171015527836792,-0.15618043837448956,-0.04861849679154247,0.034362071086809026,0.007075065859059682,-0.04281565031624443,0.015856996206050297,-0.02452546623636848,0.014585919754153888,0.016732970611256625,-0.16998364214290013,0.09570503538543754,-0.007912714969773152,-0.04575104327364947,0.07443780459540918,-0.040149267350166086,-0.2646133433386227
ploidy,0.059006126940927404,0.054730788797847194,-0.05667003511869054,-0.03050713545791634,0.013516347087631199,-0.009856972986149277,0.03883096419903657,0.062025755971475624,0.01631757377980054,-0.08430244871880081,-0.05009197022782492,0.013378351940934702,-0.08548292797740867,0.10858394357661294,-0.10101972674131296,-0.014734657946961298,0.023606169454331874,0.036114988730095214,0.10980026831062514,0.08787333592417083,-0.000905088966671061,-0.05628962645444532,0.03322968869472299,-0.02300274437684872,0.03203941664266234,-0.05243030540563341,-0.08943382127041742,0.00980298975446085,-0.0786767053602369,0.09400648336255779,0.05398054012349644,0.06915440552755803,0.012097929044984482,0.021816076668535165,-0.019265141089840187,0.009731386660009292,0.08226812668387262,-0.07490421064475339,-0.017000679789282297,-0.061281315537400606,-0.1011426238151342,-0.03811577499012805,-0.08098226370464265,0.036651690278698204,0.02387171799496933,-0.09787561337130751,0.018774708659279007,0.0043942825185302285,-0.0009580289994284112,0.03063827007321176,-0.013475398103992021,-0.0010209215052770018,0.03506419869106319,0.0018175523224021294,-0.006805761470142128,0.03801757469736838,-0.03574171312355551,0.05517872584219275,-0.009089291525385733,-0.051450063509772145,0.1319706973616282,0.022400376480328416,0.013753640121432204,-0.06857870312347746,0.05094207299356348,-0.07624618176827981,0.020561894111554756,-0.017349082183216603,-0.13743911531372582,-0.04112169414056063,-0.02957094574079039,-0.03730312161621478,-0.013165818411488199,0.039452873644570924,0.031051815703051093,-0.03223894567574127,-0.10087344299455343,-0.010769303212805,-0.02923955552104265,0.00972659906561816,0.004855807387522105,-0.023610273304593855,-0.01529787598924242,0.01645139564175492,0.03890859878564552,-0.14211122916492167,0.030173076182946512,-0.04812590538919403,-0.051481255343472615,0.0073633915631014695,0.0019923758963989683,-0.0925353781202532
mutational_burden,-0.023763174916469402,-0.05033705076962861,-0.06093895559139126,0.08204190999900605,0.02660606278325469,-0.00037045435615015574,0.013394308176013503,0.09152852014336721,0.054504460550231,-0.1117669209692756,-0.08591681436013562,-0.06384341598452899,-0.028237473655581147,0.01789742957407217,0.004577933097862277,-0.07525987094782592,-0.0014972618608310266,-0.005043680835251373,-0.07915439692656091,-0.10023369128596313,-0.033937872859970394,0.008051345396524122,-0.034400884341503304,-0.06164970546928813,0.0023695853826497743,-0.09800123729393055,-0.05551592981459632,-0.005301682025652697,-0.018749407351617633,-0.0499923075817746,-0.11550762162165044,0.0021254479095046005,0.10822905446186896,0.013019730480824866,0.04028871318133361,0.06404507715751888,0.13447378536359864,-0.05704346629126084,-0.05316004924861414,0.13326128760570308,0.017162438764849346,0.017011088574242113,0.030786881269926944,-0.00912300197690877,-0.013468521331115995,0.05514648882498762,-0.024112468045732006,-0.0009810285619054947,-0.06252800172922734,-0.049503190626049236,0.047166858857512164,-0.011442809962222323,-0.05432382742321251,0.01573574447572246,-0.01377538068731396,0.07638965347853989,0.10707755498114921,-0.07032847659390544,-0.15276694644286815,-0.026593829582495326,-0.07869843212302981,-0.08146487851811168,-0.015754815555761303,0.006797657528064973,0.03513496656461848,0.02576912255250472,-0.1406829574987014,0.03937595720059962,0.11766528410560458,-0.003907081753664639,0.1268611613199424,0.09013451849495678,-0.020055063455951386,-0.04331722121729548,0.013125620512619984,0.12316024524443957,0.09663524846802275,0.004856925095128618,0.05768831211434536,-0.025712826244843914,0.04439270695437183,0.04556937868842079,0.029711107514100152,-0.06550718065219652,-0.04854472698528886,-0.025959995873001036,-0.08215476693485446,-0.1079397197324021,0.10115583529676753,0.023261173756811474,0.002498688783944166,0.030006833509214303
growth,0.1162668933349922,0.02298559123212801,-0.11255475884388944,0.053525837993290276,-0.03318111439248345,-0.048009218621729625,0.01659671811687278,0.06384138073442813,0.10180489291835562,-0.17257569506143347,-0.14782215127538506,-0.07254126847795436,0.1416032358849797,0.16147080177219614,0.2365266518614162,-0.03582003632059328,0.15622519170232751,0.04942284489710761,0.018172886927618252,-0.012312830987184276,0.013370103929759609,0.15601967100006522,-0.09643527987413293,-0.06412947487651359,0.03502259223056207,0.1133840777218669,0.10020927488453615,-0.03924527449294542,0.11387182144092757,-0.12402842391102091,0.03308412836138508,-0.009010636946255328,0.12141362730290299,-0.11952018281082696,-0.16997907143225321,-0.1614606220105641,-0.02511143620603166,0.048879359404638965,-0.04950534608060005,0.04274044719030713,-0.10892178406387375,-0.09975628739666641,0.061142149293118606,0.033706370381282165,0.042104855492034146,0.013689675241210413,-0.016328527120872703,0.0001721505370281413,-0.0600314738366278,0.07119597303789196,-0.04766444333137827,-0.051704997827670074,-0.11868179241425592,-0.2241264400394029,-0.018364148201522105,-0.06351983724646815,-0.028410593245141873,-0.08990735000920254,0.015683484362925798,5.262685567790348e-05,-0.04918518401989319,0.024188228819111774,-0.09667750526522342,-0.15940077989750556,0.07665345477131853,-0.06689410871254718,-0.14438373521723455,-0.10095080191005684,0.09327384745243085,0.06773280912713008,0.021282999854780278,-0.001162637401813436,-0.02592125855061889,-0.07928436155575812,-0.05769565147925221,-0.07449516982942886,0.07726526000974888,-0.01563228230763066,0.17828279852405907,0.005922259265107592,-0.04450176372398019,-0.01047693181339021,0.013629558591207338,0.06136870435887409,0.02435325797121159,0.05294589932406496,-0.0668139746110164,0.025642351836155566,-0.08758680854911985,0.010428602043121528,0.04314242136537955,0.2397904488628476
size,0.07503905277084265,0.09204581821894753,0.07090634328238296,-0.05097153370221293,0.20333889188066046,0.01317795863179981,0.13016241661955177,0.1132992293570105,-0.0313869765734165,0.02319321278309863,-0.02552690050265278,0.07717093763801647,-0.1917167605848392,0.15773755932574407,0.040644599498477756,-0.03791296734849699,-0.08931031773293892,0.07919829509428213,0.24936835252782935,-0.023826337524991744,-0.053223924061000856,-0.053579025114288206,-0.033085899158468005,0.030940433342523117,-0.0732290727092219,-0.0004812641797842977,0.0027146025815979998,0.011158968333864313,0.035617446530742614,0.05423740966586902,0.014895830618129133,0.040539702870145966,-0.1795592328036206,0.06027249497070496,-0.07189275145222067,-0.050019620815357026,0.06983760287348154,-0.009312775083767063,-0.021370163465092816,-0.018455355891936927,-0.02385688716834232,-0.06919088337073334,-0.06219792774186108,-0.032954560038569274,-0.00707564386175479,-0.11063750689680293,-0.04898697969662512,-0.14623821039034232,-0.046218547564872016,0.027620379251666514,-0.051076882657888366,0.018544271320773666,0.16087971679710647,0.18227188437792047,-0.12302469205371239,-0.04396949423353324,-0.0903152299065344,0.12740627099652913,0.14145497708540805,-0.020006193864678366,0.16772319513914624,-0.01898418671305179,-0.009218058736673569,-0.033071504911777176,0.056106662090316256,-0.10225119678037241,0.1472875153678405,-0.049834810311374385,-0.09222240499212585,-0.1805870748859842,-0.08447626417536079,0.07768912762708229,0.013446315331375984,0.10168847350242315,0.044945475464531065,0.057566787440855596,-0.12679425782406423,-0.12174712642589779,-0.07072022367465323,0.06236115860615947,-0.0696324207888302,-0.040041981685203856,-0.008592346402772167,0.0515910503060994,-0.043550949797067015,-0.16633048103730236,-0.06607645401646606,-0.017491069750254027,-0.014164178867330866,0.06679765535765612,-0.05484525558446768,-0.12911882161484434
RepsCorrelation,0.04169782621208388,-0.0052718290300177995,-0.16369838067886477,0.050610532032731234,-0.02801121754625872,-0.02683803597455622,-0.09115259367613629,-0.05810913628266056,0.05274710401393673,0.044995095645687475,-0.105565866779848,-0.10486810026269,0.1574630714887455,-0.05867732846149122,-0.18556043575964798,-0.10519259697112182,-0.028277681093106116,-0.09889964920225733,-0.042383712335278045,0.03374823816079371,-0.14319267091570004,-0.05067221699118342,-0.03807764337496239,-0.0029004005690185172,-0.05135543153423808,-0.02002639024091106,-0.019176978200889178,-0.0415039509860531,0.03474482873239173,-0.04916444841459894,-0.039414383380765666,-0.086090088661946,0.10575786802032103,0.10194093893727924,-0.13129795883437295,-0.07311767119893828,-0.1353815261537047,0.000741750544946497,-0.029876344368389464,0.002826046320058175,0.0031681652329772006,0.04200475349794704,-0.03488684537498145,0.050306996206120176,-0.01140548967906842,0.04163345929154125,0.031004608019881256,0.01717972805537276,-0.12188636379876913,-0.06395785656050393,0.04932496490536756,-0.0254354786005129,-0.05608383547644783,-0.16860893561008566,0.06452769744880767,0.04736401827039081,-0.0056049803782933436,-0.004618786249167022,0.014851598109355182,-0.029518323315914724,-0.06464794351224915,0.027271412096509014,-0.058374293160324345,0.08980178659047547,-0.13993604530520626,0.10365418564122303,-0.1886730061387491,-0.016929354606994223,-0.01965587604661795,-0.05144800005830072,0.04204278757964236,-0.10046453078005119,-0.03532373464586893,-0.17546812003185672,-0.055590452761565934,-0.024424801591579438,-0.021415999988926616,-0.015799566462928755,0.14545401483099715,-0.1373037134838157,0.022848801850109637,-0.08007218580156049,0.1061980096644035,0.014798001172303768,0.11399532387845292,0.03625358152708222,0.08235448510687932,-0.004285523355291261,0.13544937456532952,0.0393143154759316,0.09186413522088976,0.02976246699239978
CDH1_prot,-0.02836652795736726,0.09511686354155759,0.19794371548829784,0.13869656192766802,-0.029394157487265725,0.06687879092464304,0.23571636855009262,0.1789652011190069,0.025248411371620462,-0.16848029033162573,-0.20873101973011093,0.02996359203520128,-0.015083911473413947,0.07495531389476853,-0.03434115193267598,-0.10447781540230515,0.03852584906790314,0.19198919617643467,0.06623717229938259,0.08238037469775508,0.1380793142490499,-0.13371517187706938,0.15022236872507302,-0.08289707440812503,0.16937995735580347,0.0722554940780102,-0.014494163220325897,-0.04336785310605374,0.04182327034296156,-0.12410563767606705,0.19561555875852502,0.05170307987878009,-0.08340850730399026,-0.20077440100927216,-0.04951509823494569,-0.06076999354395756,-0.059416225019767066,-0.15038627573744326,-0.05442326978865651,0.03686541613201011,0.12569140850477759,-0.13621582812856634,0.0913695758241296,0.1054302914893664,0.13652252496660963,-0.015134544653163254,0.04237160027783169,-0.14441125215486794,-0.0723690306754457,-0.04932423475906715,-0.14823595639320847,-0.00921744649715435,-0.12648071125398935,0.05017206650491363,-0.18445981865459038,-0.10663202881988894,-0.011589141347293868,0.0483163339888124,0.0559935103665745,0.10797549866664564,0.03849312828486355,-0.09968071270689896,-0.024776523856061165,-0.056057564726091275,0.16665695486369833,-0.20753114730880257,-0.1294731211677193,0.04655206123720802,0.040964294446608845,-0.10451607675340222,0.11342102016480503,0.12858880211099372,0.13437915349735438,0.037531999173200825,0.049589878377593856,0.004124897384486228,0.007732472764145159,0.011795430819647765,-0.17968930514154813,0.05132636150182839,0.1493972142438076,0.03376930811148472,-0.25871632629285085,-0.14525052814547817,-0.05811838432212815,-0.1661167073652056,-0.15358775556980345,-0.1784169876370322,-0.07249544533481402,-0.09656158874784297,0.10743451935288244,-0.06418216684698869
VIM_prot,0.22655611115403612,0.0804986669710535,-0.017114791963259567,-0.00010459990754196312,0.21349958865151486,-0.30698499962034126,-0.16305512255278723,0.021466266847585614,-0.062352784020898215,0.102074889091715,0.12439157997849826,0.2175653741158384,-0.08012635391835704,0.008732627817304113,0.21398717431374523,-0.07138867070808418,0.05981681902057457,-0.019367999377833837,0.20195905864344194,-0.007252705469337318,-0.0396967691641727,0.007576979207805783,-0.1680584429638502,-0.019262032117798852,-0.24208028758936656,-0.013015561830467662,0.2322808512076053,0.08040259180688947,0.004432342522631687,-0.02198891533529188,-0.20908219555499832,-0.04670017533564501,-0.1724804972164068,0.09439474650406228,-0.19899950346285852,-0.06584402190258573,-0.06678856362585325,0.14040291566416416,0.043055981217347924,-0.04287187838799137,-0.1603144889729631,-0.07757933469756861,0.01529217635543691,-0.26596350934050733,0.10474767749471907,0.05378721729972419,-0.018431600155497063,-0.17398638337749117,0.005670467222265749,0.053399261431555316,0.07686370314844415,-0.04734108570225758,0.03482103158006408,0.07911883156511844,-0.0380874894968468,-0.10837703924846531,-0.20941304417569312,-0.0008660452077376157,0.16867080740917867,-0.07597656052952964,0.03241772160722411,0.1628654165892401,0.08310509040007197,-0.14571801976175122,-0.014439854639839907,0.030667350256141743,0.22949882826342066,-0.14703616536392772,0.05903757817764566,-0.11589500855579352,-0.07829454620386593,0.08746535530717155,-0.02330605754744679,0.11625361342141556,-0.05812995831906515,0.11307297679355527,-0.17519699839566757,-0.04771013583931228,-0.007371154060292994,0.0017277585776301987,-0.03242841719615692,0.0012589502341366714,-0.0599501732664057,0.2475495155333684,0.03761257539275901,0.07920342504016857,-0.017631926823652843,0.07801128285470732,-0.11493746038090391,0.04182573557820697,-0.12423397292756143,0.09711555374966348
