,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50
CopyNumberAttenuation,0.08550262369448086,-0.1354577913979232,0.009446835442239544,-0.06396596825325294,0.11491898032439528,-0.058300414263328285,-0.05422328174682861,0.03073442418336698,0.018986932453589785,-0.08541244013964805,0.09822263610224749,0.06380314240829611,0.06022120135225977,0.014992538703616477,0.06933728633637679,-0.026706789330893432,-0.07415060546827584,0.1686487839721153,0.09210126594043466,0.07576141216058407,-0.045201436352525444,-0.12102006001473034,0.11314720517814669,0.03662587356125316,-0.10161678367232115,0.024246188871796897,0.08216652426520629,-0.042036867161765294,0.034861322260935704,0.08948792453916299,0.061186080770021384,0.04728089203784151,-0.08573642975029522,-0.09995389492190611,0.04369397357855925,0.0219762267174762,-0.0059031622695929166,0.005448198414296161,-0.07210982681472185,-0.06742110905646483,-0.08605537643185154,-0.019370148115800463,-0.004959006637758414,-0.0636857132385294,0.012131585869343561,-0.016531316842248005,-0.0864257679540937,-0.04211731630562304,0.03512038445227715,-0.030747583588021432
GeneExpressionCorrelation,-0.001994095595679873,0.12948698078013407,-0.027896488188912695,0.05602947290635397,-0.10052237372025816,0.00507439659384178,0.05602609509599286,-0.05854119002089412,-0.041645984394689056,-0.0210923436203817,-0.05538180648667347,-0.05011058000158819,-0.03753364026499953,0.015461034805742242,-0.031073235979963303,0.021016742649314933,0.037561016984405386,-0.16004728437026794,-0.10453517192228982,-0.10051862190854775,0.05408387063398381,0.15383196763819817,-0.08103282712358893,-0.013589692285899183,0.0981556717773211,-0.03860665873174878,-0.13239075936405004,0.048736770308421704,-0.04815559694746799,-0.14578968458815506,-0.12446554484756146,-0.05043815066197939,0.08862330101530581,0.067598353863536,-0.07044504300257601,0.033831770777620375,0.056201504129400476,-0.008983872001181836,0.06616867520897875,0.05685361592087672,0.1388696992865282,-0.01957468302053177,0.0003287081783287654,0.023520234526182494,0.02635781104905189,0.003549639972777867,0.07717810239390281,-0.04669020371389865,-0.05020114318595484,-0.000440841894556631
CopyNumberInstability,0.016272895337374627,-0.15512243535304354,-0.011976135178521344,-0.11564306860009207,0.13635010917368592,-0.0393880342279028,0.013861775994132686,-0.025235195306695827,0.027523709431787165,-0.08347942086974625,0.07035819262480596,0.025266124680709545,-0.019506264326298445,0.031594316521715286,0.051123725408752915,0.0021622305859558596,-0.10788835841690851,0.13564598196996774,0.05798990583689776,0.06401819727793956,-0.05143446337877216,-0.1415396417216403,0.11363236777723476,0.06746465142904304,-0.12723126395141743,0.07015044462920215,0.10699042175726547,-0.02797075085152617,0.06173670107102047,0.1151623324734698,0.10086099509309795,0.03855906622748101,-0.030681048091555307,-0.140252025382522,0.06067654753391584,0.016114121351103093,-0.015227283525691838,-0.02114156703848258,-0.08227950544989235,-0.06331368053680003,-0.11300187184090524,-0.04033135705151345,0.048946179869625114,-0.05571158774936007,0.003942724777033738,-0.04788707446509974,-0.06859464187293961,-0.03803655427623833,0.10938979327608234,-0.0567217068977972
ploidy,0.035450546054970694,0.0001772563442312032,0.010090904646284975,-0.027475612969102614,0.09391664074286385,0.022640220508971808,0.03104145222261841,-0.004669843757878395,-0.005068758113502889,-0.05376725348337989,0.0006184176682311581,0.0197943422569042,-0.0244854088099005,0.06201581550180034,0.03533200208269992,-0.05418092029223785,-0.0897147731315758,0.02554025799518343,-0.03469523175519343,-0.0041832415677410355,-0.03176847863666955,-0.08178929117562941,0.042746824566117204,0.07866500760720259,-0.0489870410756662,0.02106480123791374,0.025443959322558815,-0.024296474869249365,0.07261234025647437,0.07898323842696266,0.028522923678577106,0.03370851502881725,-0.015202791287901482,-0.02906262404732954,0.013684951746314903,0.0009518096517696084,-0.017547228012694843,-0.033440183185554875,-0.004903894782849345,-0.008995841419766042,-0.0916354816689095,0.01576673453794566,0.008370193387853853,-0.04660985281228694,-0.009824510016855425,-0.023674702522302443,-0.052382118497403915,0.009559750166587402,0.05118367102849071,-0.026316534483183746
mutational_burden,0.01312756465493542,0.08157171490430486,0.012965611216770652,0.05149995934962448,0.0002980294428259772,0.053687870804183455,0.041811234522753274,0.01568949545784861,0.02760124533766548,-0.010966419250359278,-0.0030653026281975914,-0.008791403086257185,-0.01471020673206404,-0.023383545027957496,0.030941229533067514,-0.03766286258710091,0.015216440835045988,-0.007218876758355147,-0.03164473092861733,0.01856259417775601,-0.015828014047900362,0.03959357222402392,-0.015540310224246146,-0.013827145943416079,-0.022288474700774608,-0.020037975278765732,-0.01706896783394083,-0.01539182885598722,-0.005348631153903921,-0.01257371175091721,-0.0090258998569691,0.01974548991621084,0.009649059218197422,0.007998873842990169,-0.012946092019946677,0.029778696398338207,-0.02893202452534541,0.02936325349717473,0.056142400574300276,0.010442344173212917,-0.019223984986347167,0.01855088767376294,0.016718608731727418,0.0073368410866773166,-0.003736737979922772,-0.02368688501642916,0.025551415938030068,0.06750017500424049,0.020618737490191497,-0.019623539694902853
growth,0.018269104661237025,0.0602139789019062,-0.022747884827321267,0.10530033577718774,-0.1537173062290948,-0.025807664789259683,-0.015230059913980153,0.07066860500893588,0.02198181280207337,0.017587602282630274,0.003202681967564789,0.03434560536933055,0.03407176895760748,-0.00985254484920775,-0.013543607978673444,0.000481417321289791,-0.006132633086284068,-0.09743556463250011,-0.03356105134339065,0.0024280119168224607,-0.06317075402540867,0.037736416916424695,0.07364863947872267,-0.020838525847958533,0.048963596814595084,-0.0007377785154144113,0.15307707401174236,0.10941984417756828,-0.008287292225791503,-0.04364493046862303,-0.08026876003992527,-0.09556648946895535,0.03210947324481888,0.07133011234014067,-0.05315149450976805,0.032920809244730544,0.0035102243683940103,-0.04369273293893946,0.022768004752914774,0.0057240973471359945,0.07093702376832693,-0.019160048583234734,-0.048391561211991764,-0.03151850176508474,0.02500427409907812,0.05648150780114408,-0.05946688108732809,0.008801984421420194,0.007500582308099992,-0.03765133396074538
size,0.06936267046734117,-0.13119893230732713,0.029007735622930794,-0.10292419501994667,0.07665028901615684,-0.05466960465663522,0.007946048696139388,0.042562968091132455,0.029481764826655144,-0.03399744398225307,0.0015818605064989043,0.019806021004392608,-0.009245203540068187,-0.054462292453816695,0.07347791775652704,-0.013199796174255431,-0.0031915543054170693,0.10888345776291138,0.046856261087182105,0.03582538649733506,-0.036097362511901876,-0.12375489034296158,0.07997972996976649,0.05078081099122333,-0.09939304257688919,0.0923838903612342,0.09887170730738408,-0.040919813704564593,0.08002969721850903,0.12185816890649584,0.05808772822041206,0.0704908124534524,-0.014501674312430976,-0.1160657299436846,0.10620566107757154,0.05362550078162559,0.012410173840674959,0.013654900952329343,-0.10195267024262591,-0.008872465227245914,-0.12215578908675642,0.03257265344682628,0.0476484508748332,-0.029490125461387424,-0.03997972410503567,-0.08601427017342707,-0.01511298589324915,-0.03757530687661011,0.1377340549732589,-0.0844316282982791
RepsCorrelation,0.010387669650625467,0.09262361999893168,-0.022417369566465235,-0.009592369694362269,-0.07086451712698147,0.0038678030066802115,0.004989212829970408,-0.08673643646945854,-0.09544524526870898,0.03967750852469889,-0.017566413111055806,0.008137716654017052,-0.04694169712615252,-0.03399238504244279,-0.00035672019834599375,0.010279892037973113,-0.03856406491869106,-0.1153117829842105,-0.018036603102356254,-0.015571045214167807,0.04590931614838432,0.1360200090206924,-0.059751741575384404,-0.0024808489283138953,0.10665635442077634,-0.019357587202945812,-0.1041370024313553,0.06349265111779243,-0.024296580628416185,-0.05689864455485617,-0.03038150336172528,-0.06685656975701953,-0.017925799622363563,0.034816405167941655,-0.07279297691101268,0.009745614321916877,-0.07463685375144481,0.06364095698097726,0.06940487220009935,0.031845279786278546,0.08246525375927322,0.01871658380784475,-0.006715944018966966,-0.009482102500313738,-0.07616369332401075,0.011341545343094,0.050488789155994564,-0.014756309142681816,-0.02751825055402493,0.03813835956110103
CDH1_prot,0.04993542842770357,-0.03397807319850259,0.033372513430748506,0.01857113626646271,0.08652388003996923,-0.10818653010003614,-0.0772442313845539,-0.017598102757342655,0.01089075418410479,-0.07235041067335103,-0.020591908110965704,-0.01619740574691081,0.025904402076680932,-0.08588612295255403,0.07308990859484672,-0.00020706178467229334,0.012900307516026397,0.043758628341204635,0.18985355377067262,-0.0504192186777022,-0.009923118394017024,-0.11243736282509756,0.09732031761640976,0.04791204260438375,-0.05176805043175763,0.08524797906179547,0.13136696733874303,0.010935766472329099,0.03988327024784623,0.18198372136446062,0.0018676753843681713,-0.013278114545456271,0.004380263787737898,-0.030762328497429225,0.05468107395899085,0.028061048722634718,-0.022222458982759964,0.039781999273272625,-0.11295327002261475,-0.08935876358795987,-0.10031028830347155,-0.03133567618932369,-0.016453064792115085,0.010516912929288323,0.05036558248031207,0.013406802948692214,-0.10703293128264049,0.10059290633088283,0.07928605710865433,-0.040627158081587705
VIM_prot,0.007830455471678677,-0.052287642899318226,-0.007650319241129964,0.006742882070880422,-0.06312871285998178,-0.010180025167882198,0.034291669732195156,-0.02750920983070535,0.020857736700946122,-0.005988972548863019,-0.06837783673171026,-0.057677394017345285,-0.049621695508092645,-0.010560097774057569,-0.029104050483503827,-0.04036101787223071,0.07891464856480225,-0.017602003939716854,-0.033275612665800855,-0.03623176915152057,0.0010798489256065788,0.015177999452730219,0.0037524087298919273,0.030255161071364008,0.019170833761272106,-0.016664837060544217,0.02058827230689829,0.01164734770081352,-0.04639833996308335,-0.06119615585297231,-0.048272891220731355,0.01810087478372789,0.05643979548279237,-0.005020743013858743,-0.023866903391511332,-0.006937703636073946,-0.028459192579221165,-0.01221724020326874,0.01996564453009182,0.05814566892547665,-0.0012363323147199807,0.05639015670207465,0.04496018475482278,0.026075607672206024,0.00348419173256417,-0.04020564437379981,0.032100281929271675,0.004348646233174334,-0.05858697691275838,-0.04556488489188713
