,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Latent_13,Latent_14,Latent_15,Latent_16,Latent_17,Latent_18,Latent_19,Latent_20,Latent_21,Latent_22,Latent_23,Latent_24,Latent_25,Latent_26,Latent_27,Latent_28,Latent_29,Latent_30,Latent_31,Latent_32,Latent_33,Latent_34,Latent_35,Latent_36,Latent_37,Latent_38,Latent_39,Latent_40,Latent_41,Latent_42,Latent_43,Latent_44,Latent_45,Latent_46,Latent_47,Latent_48,Latent_49,Latent_50,Latent_51,Latent_52,Latent_53,Latent_54,Latent_55,Latent_56,Latent_57,Latent_58,Latent_59,Latent_60,Latent_61,Latent_62,Latent_63,Latent_64,Latent_65,Latent_66,Latent_67,Latent_68,Latent_69,Latent_70,Latent_71,Latent_72,Latent_73,Latent_74,Latent_75,Latent_76,Latent_77,Latent_78,Latent_79,Latent_80,Latent_81,Latent_82,Latent_83,Latent_84,Latent_85,Latent_86,Latent_87,Latent_88,Latent_89,Latent_90,Latent_91,Latent_92
CopyNumberAttenuation,0.11903622147183145,-0.094944990872026,-0.055351916438948226,-0.026056443503834036,0.08640877413433083,0.11241813308043046,0.1600438833287001,-0.13663022306067787,-0.015822017526380638,0.059074429151178914,-0.15910845469446774,0.022299133878923412,-0.16515495305607503,-0.05590702520914897,0.06471861963096824,-0.0011130507031128518,-0.1253974913912902,-0.12945476633721223,0.035962223695558036,0.12603268055090178,-0.06533355115175096,0.06840692391616782,-0.002695549196034032,0.02117579198217592,-0.08563369447630675,0.08469608301137008,-0.08182528508256984,-0.18111190450353074,0.039390787191689536,-0.10447355472308385,0.028213394360538897,0.06617023528275115,-0.04768528969655209,-0.10491725864292083,0.1267156793638023,-0.02682364570766468,-0.06046243648739447,-0.11874832434771607,-0.0956989171282712,0.03776875775086033,0.05581504723167742,0.044758593607176406,0.12805536761161068,-0.06885794846395729,0.019329121142404735,0.13797738899888506,-0.004219525491001928,-0.07516527787982061,-0.056518748118225236,0.12189761136174253,0.015201466631097421,0.0577798851978836,-0.03534354995274896,0.19480899479481573,-0.04814732210736687,0.25467373283900957,-0.04786461958924743,-4.3197467530158265e-05,0.04244178070978776,-0.018894839223055855,0.21807510840164537,-0.04042085084077599,-0.11336491023066794,0.11394051232836769,-0.02622902715856269,-0.04875792843282626,-0.03444915023104387,0.04970360649050178,0.05415616917214123,0.1195579385070532,-0.09058352524808164,0.11527070680690278,0.06586061125621843,0.09297711340202976,0.020785293774816027,0.09582815763817186,0.03495254355577829,-0.040906851616955224,0.08255088721066757,0.013908848662169855,-0.057538861644012305,-0.2614705861808281,0.0022317133424953678,-0.09784539359702196,-0.13303962604908623,-0.051411948681316245,0.09623462907044045,-0.019650680614861527,0.016603851079787093,0.08337635108613556,-0.08041478031257164,0.0029223419568090835
GeneExpressionCorrelation,-0.11954279684713734,-0.05936734738750264,0.2662950155521506,-0.015377189582167243,0.01328437759615531,-0.08538881037855794,-0.1374925107493316,-0.006711542851362256,-0.10850106579414427,-0.16352721084089186,0.23793513260662544,-0.04166962715028435,0.1430392650908951,0.07538943389151455,-0.006263703918285239,0.0503509483798808,0.1497882429642363,0.0800502249636322,-0.011973389111933776,-0.07808118140848418,0.15330234794288794,-0.2078851997415187,-0.10631227767714374,0.029266227212817117,0.010633674451119684,-0.016350153902620568,0.004212204506764869,0.134720698226051,-0.00509306958280027,0.13324497772017502,-0.07111138308534376,-0.14972464357240972,-0.20507513436981642,0.111803937636763,-0.057818369559286514,0.061970711574575905,0.06284421261934418,0.17041127180726778,-0.14330211416276267,0.0008219767223474134,-0.08554384931965348,-0.13059661907806355,-0.09278279282096243,0.12320487471518993,-0.07681480693546817,-0.09174837791763141,-0.0036700105193253818,0.06453301251844866,-0.04920454852928009,-0.16153872604771222,-0.029392511799563627,-0.11222073341493354,0.062094947835761555,-0.22639013829099833,-0.1373415137757406,-0.18458576018161116,-0.1149464602896004,0.0013379608346463215,-0.13201567214647494,0.1137971221255831,-0.04122029247358799,0.0019784301445069457,0.22952804757620798,0.1051427271155428,-0.05149981738779099,-0.10227745220556683,0.03507355321413591,-0.06494852313572057,0.14094843198035809,-0.06366079963948391,-0.03114282293256605,0.07410924860254849,0.19588638834984193,-0.17173568148070953,-0.010541807853960328,-0.14863436671525257,-0.0815627544810646,0.10069385216054534,-0.11428151333913358,-0.05330122028021635,-0.05087168510579006,0.29496881719055285,-0.03332975391115872,0.20812991739690015,0.04333002023695067,0.021200176966892754,-0.08581802969080306,0.008204328872878763,-0.1695798258443441,-0.13551990736914393,0.13521638753402404,-0.07877457425235446
CopyNumberInstability,0.24111705908872344,-0.07709072563157884,-0.0441828785106035,-0.14780751031784256,0.13613569700913117,0.07914079939352499,0.08304571860799355,-0.007067998473485111,-0.1373543581750753,0.09900694360467667,-0.2465314699139641,-0.07754330005571287,-0.23754014712474708,-0.05603788283891901,0.1061100858075889,0.027109753927800545,0.024701595645185946,-0.11130592994704777,-0.12628977728045584,0.12189188359904168,0.0020016257733179743,0.2987412190518209,-0.11385873188956055,-0.009576285953266605,-0.11942791142272355,0.03412508607330054,-0.049333863294614436,-0.19950421682721037,0.03902257761676158,-0.21660756619042348,0.06218743726564738,-0.04533671205553576,-0.11673020737159416,-0.20657150039827138,-0.03349986206733863,-0.024333672008005968,-0.03817695340048952,0.017098952318553542,-0.10480316642083674,-0.018618842679911277,0.16135655962472562,-0.014250227324672697,0.0720403849775566,0.010898386079839058,0.02076251167891093,0.2108486740285397,0.024184623271024365,-0.15268522720319855,-0.0348075420365332,0.14624675001456675,0.038342787218029355,0.003051898503172357,-0.05596006104522251,0.09109032833633236,-0.040513410900096074,0.17595866730300555,-0.12082918846376871,0.02243039489219184,-0.09582478726356779,-0.06457807331044904,0.15131289430675343,0.06899826746575667,-0.21225396056168966,0.1469442540351179,0.04061435273925668,-0.1061769737047021,-0.03309414822814002,0.04261538298407104,0.1029007632665166,0.006529353823469264,-0.25585939245572104,0.005949562026946508,-0.06861555114384713,0.06328043334753154,0.1640911190955002,-0.08283627736170367,0.2036507901718116,0.11318373386177402,0.1716551083651849,-0.07111189135108391,-0.15199179106240915,-0.22173819929233177,0.005511065465630128,0.003937869059122626,-0.1320759956618184,-0.1744441702414771,-0.01598778828831617,-0.04236242402367209,0.0887374164577064,-0.08722511639310317,-0.1203281535924578,0.01873559572487277
ploidy,0.1227761728818897,-0.014940325047843674,-0.01953248996581621,-0.042653248635121654,0.007522756500902785,0.015920152789712472,-0.004209027002994854,0.05846789130625286,-0.08844468767865828,0.0018658932708433013,-0.13904916867584743,-0.0145762104120605,-0.06814027302818458,-0.06478145318154195,-0.0071964052122208515,-0.023749018405168326,0.07548109322021425,-0.011053551177276124,-0.052303452149541185,0.08052345492377268,0.038401312384445815,0.17370336078780516,-0.02977782512122018,-0.027648104865264,-0.03290670890861631,-0.003799861701934028,0.0030937642954389174,-0.07226527040083647,0.01702541936058927,-0.0658813157342944,0.020041332906374786,-0.05073445823488374,-0.06447314033438793,-0.0534912924050544,-0.016149252124096833,-0.03216141509011463,-0.0681965783412424,0.023305348377390345,-0.0416933061706624,-0.002923715185755317,0.051983422337537034,-0.00044826012625073233,0.02290698373607065,0.030482661576913237,-0.03600273809144694,0.08710099606574889,0.005449810585136843,-0.10307282008568205,0.01653860934976351,0.020297372236958416,0.03815811134655449,0.060011529145291405,0.0014171447405441585,0.008249034784066732,0.01746832255416386,0.03359800684241399,-0.019622875352353922,-0.013021930366897772,-0.004990410402568123,0.007428030400365284,0.006589230648750438,0.03617131917127278,-0.09690520652844348,0.033624857228019146,0.015393717208777602,-0.07980193033260301,0.026596441858137945,-0.02067856033053763,0.08154446060930651,-0.02275113126587747,-0.1037220511283445,-0.03219294691156779,-0.042837793262948336,0.0408770529633619,0.08164593127699199,-0.04250008182843773,0.06847578206650753,0.06671804922397483,0.08610844219452791,-0.024452588650223605,-0.09867355788133059,-0.04976105049120325,0.013649802035468101,-0.03277344345160623,-0.045815877705500184,-0.0677763521911016,0.01976511730006931,-0.037776644467252464,0.02968906902204698,-0.03312880590886685,-0.012666248149958823,0.03409340532474945
mutational_burden,-0.0918452596840101,0.1233711233771994,-0.0004504684856210416,-0.011738496192456408,-0.12049682288408521,-0.03348268270838425,0.039134336913528564,-0.028360699471754142,0.03087132365994669,0.014613795455299691,-0.05647535188325646,-0.02969113818291066,0.0899194691134025,0.0039033575832085055,0.12277133922339696,-0.1019269369474975,-0.05245959355964582,0.008218421718436342,-0.04138610043910702,0.03052494090870407,0.07210535869637023,-0.13015208813540496,-0.07868643601542528,0.018229499976604537,0.019881794513914735,-0.027351419671547864,0.11572575674681297,0.07230915076013471,0.08778485837272103,-0.03196399346877293,-0.030796110903307947,-0.022615626574289064,0.10322813513045866,-0.083813983051467,-0.01932745163580283,-0.08258342363697956,0.030741474190574266,-0.027411830632576562,0.02385159375342818,0.010648628651000578,0.06995865392186626,0.13125118100511907,-0.0647805444435843,0.07396351417427119,-0.1568153993703292,0.010672628605596762,0.057293275300847143,-0.04402984589938291,-0.0035918298167187507,0.02836689499040154,0.009745815233754005,0.02431743367552638,-0.026494142205596625,-0.02372882590600961,-0.08756992723232271,-0.023713395257435616,0.12095309971406643,-0.06695289847241495,0.0784565236403683,-0.05684639465708643,0.08010274594182706,-0.10978435403741006,0.12878252292297165,-0.1427181415628344,-0.05850417917042384,0.015929084238714617,0.029790412712824687,0.024655506308990976,0.12409782354654786,-0.05247142684130339,0.02772459229453579,-0.1195671264877741,0.10557778156777076,0.051512749080907784,0.02213888272818132,-0.020534307677339214,-0.12311240422107445,-0.0186835884852799,-0.014495920522603298,-0.03944921311456992,-0.037532464790185203,-0.03443869147770532,0.1033584417271763,0.06748887659322464,-0.02868554652256966,-0.01919100142999081,-0.02017134057264046,0.15195780502578649,0.052306142565994605,0.011353556019509109,0.004338833470844113,-0.07232245147359673
growth,-0.028771535675245936,0.020772054817463432,0.08611093739389222,0.07743651229519435,0.07594350498450092,0.027244108102797752,0.10365069745960992,-0.04912749351110152,-0.17769223774604645,-0.05454181610869041,0.19200707264404865,0.0035379796716812264,0.19366114990199165,0.007504860717654458,-0.015544926653084596,0.009995866139575585,0.07182600998968981,-0.0998796898408189,0.06841012065872132,-0.02570126165300695,0.08921905340358194,-0.15636014852054306,0.01769938205541112,-0.08246789355613615,0.21610507692508774,0.0008821067223339466,-0.07193690097603782,0.1199353318972917,0.051489231894533916,0.22076751396405114,-0.17787280209484238,0.01229532416466223,-0.18251724734574534,0.002759411202192871,-0.008408671357116402,0.09643325641566554,0.15271060037763387,-0.012377538989942026,-0.04008647086855371,0.08745703265469293,-0.08903032624683406,-0.07682434694182248,0.020363748303446123,-0.01210268947356112,-0.1104355491637732,-0.003536401549941017,-0.003939194365830014,0.05292879806482437,-0.0657122203668466,0.03566274105090878,-0.0010673050500421197,0.059486755785731336,-0.017871212330827287,-0.15129076512925002,0.028402683544758826,0.16104230387561247,0.1509923354358064,-0.04836305768692382,-0.007107386447702083,0.07688149689950632,0.009215651872393827,-0.15720555678989667,0.12984489744431554,0.018185908167965777,-0.06663261703508633,0.04135327993443423,0.06843877136324596,-0.01162556086177973,0.13533654899205122,-0.18877765090653661,0.09036520194314064,-0.003409260944327113,0.20618515349472621,-0.18928589698146728,-0.08164880916925607,0.09790426676386509,-0.05545439319565833,-0.07733963460632406,-0.0178303573521002,-0.08718168793077499,-0.010947708473299948,0.1410957392575786,-0.03168159595599135,-0.12053155850873426,-0.052379103817763686,0.08515480647460619,0.15325693236253418,0.08477158529865736,-0.07685678390949892,0.0004728865321045862,-0.009905249519431336,0.012147902501040331
size,0.17321405838312573,-0.024291880585835236,0.019463482302079758,-0.07039536432117126,-0.06548114656404777,-0.05648052045114162,0.03603533365791788,0.054543399605200514,-0.03860854265952817,0.0022392410145446423,-0.18405239660448092,-0.008697540029015497,-0.26796861561791807,-0.10505522282860556,0.05538443805225702,0.012897880109595958,-0.07480079850343617,-0.12134911913543343,0.0074677124505358366,-0.01639669613597225,0.19332893030986795,0.32711488443752423,-0.012139489985833961,0.04541507419706882,0.05198659813855131,0.044834515836665326,-0.05668818792553372,-0.0026102435791280215,-0.07937226811946244,-0.18264118027348905,0.1436608497063956,0.02856210274227618,-0.2661475899124533,-0.16328344660959743,-0.027755267231876716,0.02874880029964058,-0.041753102109977853,-0.006401959493792825,-0.03562125072319016,0.03229343101930328,0.0019334587197084527,-0.001316108499676584,0.08793048057594549,0.08516508464673234,0.09270802091839091,0.1428045162880616,-0.0894001489094292,-0.07711755328708916,0.10245995871424622,0.07432971339820686,0.03968957754808892,-0.0011698882717697987,0.01052210494977984,0.11275027829437648,-0.1265399128169718,-0.00869462684342426,-0.12371847755605017,-0.046436337552876294,-0.03102758113416645,-0.01641218729035241,0.07161985301346498,0.03387485286102374,-0.19709204919830312,0.11937372717147345,0.00768250601086094,-0.19590871590684575,-0.011123786545019778,0.05100133275379001,0.03421617711569718,-0.0944554533305606,-0.14046459586088345,-0.013998681305507401,0.018060210947250143,-0.007513122989785097,0.08502790748004918,0.01223172002538798,0.17177147990148128,0.10439526039067458,0.17179254418130543,-0.10528110172543333,-0.1102205360601611,-0.14771751058266072,0.020932345683405604,-0.011301219901555613,0.026575859545795017,-0.23570366923680985,0.005115952814550092,-0.22183816863418018,-0.034944251093567955,-0.1855162467903554,-0.09374409982455463,-0.019995100347855708
RepsCorrelation,-0.13338585371112158,-0.002709481027299045,0.1129103899917433,-0.10173684226978132,0.06616697029288482,-0.0008988135198093551,-0.07991321723989936,-0.010337748029911688,0.01810225522428537,-0.0028777758150459395,0.12804407692116246,-0.11737941288047009,0.1633163898145322,0.07761207208598105,0.050793016400720994,0.10953747155180425,0.11988333000500043,0.04377470396205641,-0.015103622077244038,0.008587252164608105,-0.05573390515715484,-0.19923968030260236,-0.04659169223816886,-0.03235258904912952,0.05556339839612923,-0.04348116964671649,0.07329630660187565,0.06031446492067025,-0.07079609106674922,0.10752839482875383,-0.005034622572401216,-0.13620712549764377,-0.002535930955259431,0.010304315861678836,0.008303885862601524,-0.046380264137154646,0.037735940166555335,0.0414068212983835,0.04931838116259171,-0.21295708739065036,-0.020692774351630906,0.0481596867122339,-0.18389022466747623,-0.036542283611539175,-0.05741619783449999,0.03286395084350444,0.13233547148703506,0.005032555126590118,-0.10972183220061409,0.021853291637129464,0.009727562806244991,-0.010338202955421783,0.12941794391007716,-0.10860714994725999,-0.022183162047633688,-0.09716599951933208,-0.015733118474363608,0.07422232193759652,-0.07786784022933244,0.041875658027128,-0.049718209871907316,0.02875028811079858,0.05487958095837222,-0.0745388724075983,0.05591680590661008,0.030745693584214445,0.0877849445025248,-0.11687435274018372,-0.01331303249426879,-0.07761663621311041,0.014869587432863375,-0.02552088100718588,-0.00882894465614744,-0.037854000424273705,0.015116509205868104,-0.2133570118605596,-0.028863988230033208,0.06578704628601567,-0.10947784233868522,-0.047555373574799074,-0.03690516407675455,0.13540237208368738,-0.003501461432572252,0.03400750027989627,-0.025828970563747968,0.0858615867935098,-0.009402649753712692,0.06211004573208475,0.06617789999799056,-0.00449657269470679,-0.014868046440387962,0.03372099870707288
CDH1_prot,0.06359348267050877,0.1159378063894974,0.12661412624427057,-0.08490170004106033,-0.045997000013023114,0.06174115783381508,0.12820905766133472,-0.20296893444334788,-0.10025966940684737,-0.04338100230926564,-0.18394061631760636,0.15580506359280338,0.023551471476997855,-0.09286394154071452,-0.018144711292861358,-0.10239428997578785,-0.018158962572895322,-0.023359140495014023,0.19061242172576698,0.06074575630474893,0.2284576306135503,0.016502878798892052,-0.04734840345569366,-0.05850565550644243,-0.09810313039583266,0.09683898461165477,0.07839587497097951,0.13647600001193289,0.12703430870646734,-0.01962162013131421,0.16691979150531422,0.08727285119666632,-0.1361621432755159,-0.07915389470796978,0.010646232388714967,-0.15550373191415826,0.12657437395949353,0.059061886399681775,-0.29714921460495847,-0.0799560685002779,0.12651218018142504,-0.05864614262022363,0.07062664706196516,0.08041586365461588,0.003308512766424195,0.01729275652426695,0.11155881753935201,-0.037443312214069054,0.11038055737842975,0.16434466650774204,0.042749210265606234,0.14928756051743383,-0.12398722405762527,0.07090648678545451,0.09524978283767059,0.23332587468702917,0.004660686672135038,-0.01128995855263549,0.16329510990848445,0.06016775728328274,0.2981493026362079,-0.23344128346887252,0.1805424694254824,-0.12592647333168458,-0.06813364252224516,-0.19259742721353956,-0.18161730713492702,0.06640260388565437,0.2826981346575854,-0.08495635790803571,-0.1322859274583293,-0.10310875889936504,0.0402845004181483,0.065928566997983,0.09463395630751904,0.07491792915862183,-0.035105021947820905,-0.040150570104716496,0.01674900052402112,-0.17550667700454495,-0.29573321071834724,-0.34918290272246116,0.10231453795408824,-0.10325605192710018,-0.2141267722075418,-0.2138647169299295,0.17878039793130832,-0.02360822498353879,-0.022136005682554718,-0.037572407211474125,0.04785664749993505,-0.10782776182158071
VIM_prot,0.11264854216121555,-0.09388928938763061,0.07820712216782469,0.14932992864405825,-0.12710047841043365,-0.15868313736585365,-0.09261392011838798,0.2337713581880256,0.11284865277999054,-0.14862017853265436,0.1465805377308059,0.08663805541188517,-0.10185549605107945,-0.0183441529704984,-0.06557363203778838,0.10660674809896839,-0.0916003439212946,-0.10133327695972356,0.047979113417199945,-0.21953151444962027,0.25648963166890915,0.25639964806295884,0.10177223844589346,0.12412539830821591,0.17844486367157655,-0.021169837356851597,-0.2075043345296934,0.2752770050874453,-0.13703857486246046,0.08608919729999419,0.02106240752593441,-0.05908325146868089,-0.291025017239934,0.08514360076392204,-0.05624419257374346,0.17563448251244232,-0.06797072155795364,0.013868107272881004,0.16064039319896922,0.05355201586148014,-0.20733306351536265,0.011971479884466356,0.058578220953978515,0.1175316476108278,0.10792881085188798,-0.031368579389591804,-0.21127934952501415,0.15399277765557468,0.04167649407184058,-0.07096595303999775,0.016951567801441313,-0.089517317607241,0.26199187661941087,0.037300094881974256,-0.18701842609964922,-0.24385663456639683,-0.08238031946157802,-0.13107762542497917,-0.0690779792146756,0.023757523839549717,-0.14927427979933008,0.11488631190868563,-0.2036189727311325,0.1542115048310571,0.02413176766774318,-0.05528637663125543,0.11850195992681778,-0.0964640794578421,-0.037491276074501735,-0.12453833265275928,0.08155066491592823,0.1070820461305092,0.08640163199830703,-0.17010588935497462,-0.006978603185562572,0.11249502472829609,0.14352447151148368,0.06560766552647525,-0.02602430799422469,0.07678433589750924,0.16207028230927417,0.2905763510236927,-0.1705840796153062,0.0800831716326406,0.23145007074017024,-0.03172634537427768,-0.027266993459124967,-0.23675266108868465,-0.18639849871743888,-0.21826425312349812,-0.11688730664815822,0.04146372186188304
