total,reconstruction,gaussian,categorical,cv,epoch,type
6.363142967224121,6.386035442352295,0.12618327140808105,-2.301891326904297,1,1,train
6.119720935821533,6.142449378967285,0.2905068099498749,-2.3018970489501953,1,1,train
6.196222305297852,6.218932151794434,0.30863723158836365,-2.30181884765625,1,1,train
6.006407737731934,6.0290985107421875,0.32771217823028564,-2.301818370819092,1,1,train
5.879456996917725,5.901948928833008,0.5243320465087891,-2.301642417907715,1,1,train
5.811228275299072,5.833500385284424,0.7404865622520447,-2.3012843132019043,1,1,train
5.894074440002441,5.915824890136719,1.266827940940857,-2.3017396926879883,1,1,val
5.850462913513184,5.871615409851074,1.8557008504867554,-2.3008460998535156,1,2,train
5.638804912567139,5.659134864807129,2.675626754760742,-2.300558090209961,1,2,train
6.033431529998779,6.05119514465332,5.22833251953125,-2.299227714538574,1,2,train
5.536694526672363,5.550197124481201,9.48958969116211,-2.2992358207702637,1,2,train
5.545040130615234,5.550612926483154,17.406980514526367,-2.2979941368103027,1,2,train
5.790874481201172,5.771061897277832,42.762821197509766,-2.2950072288513184,1,2,train
5.586996078491211,5.552061080932617,57.935638427734375,-2.300083637237549,1,2,val
5.4797563552856445,5.436882495880127,65.81889343261719,-2.294485092163086,1,3,train
5.372130393981934,5.291281700134277,103.77818298339844,-2.2929530143737793,1,3,train
5.724701881408691,5.621392726898193,126.20825958251953,-2.289895534515381,1,3,train
5.502599239349365,5.41160249710083,113.91968536376953,-2.2923178672790527,1,3,train
5.413033485412598,5.318354606628418,117.57758331298828,-2.289844512939453,1,3,train
5.607464790344238,5.5220160484313965,108.35285949707031,-2.290396213531494,1,3,train
5.476945877075195,5.439210891723633,60.71294403076172,-2.2977795600891113,1,3,val
5.509714126586914,5.452495098114014,80.13672637939453,-2.2917704582214355,1,4,train
5.459506988525391,5.4237518310546875,58.69194030761719,-2.293663501739502,1,4,train
5.483448505401611,5.460948944091797,45.43971252441406,-2.2940292358398438,1,4,train
5.178872108459473,5.1680073738098145,33.823848724365234,-2.295905590057373,1,4,train
5.445600986480713,5.430074691772461,38.479270935058594,-2.295287609100342,1,4,train
5.349084377288818,5.33884859085083,33.19769287109375,-2.296207904815674,1,4,train
5.421309471130371,5.413712978363037,30.589008331298828,-2.2992682456970215,1,4,val
5.502478122711182,5.4872283935546875,38.20682144165039,-2.2957305908203125,1,5,train
5.34792947769165,5.328557968139648,42.3355598449707,-2.296393871307373,1,5,train
5.573074817657471,5.540179252624512,55.842430114746094,-2.294663429260254,1,5,train
5.146928787231445,5.116175651550293,53.718475341796875,-2.296523094177246,1,5,train
5.334493160247803,5.276473522186279,80.9664535522461,-2.294670581817627,1,5,train
5.146446704864502,5.107612133026123,61.8004150390625,-2.296609878540039,1,5,train
5.357402324676514,5.316815376281738,63.58129119873047,-2.299449920654297,1,5,val
5.319020748138428,5.2725725173950195,69.4135513305664,-2.2965478897094727,1,6,train
5.3385210037231445,5.283747673034668,77.72502899169922,-2.295180320739746,1,6,train
5.268942832946777,5.220932960510254,70.96965026855469,-2.295952796936035,1,6,train
5.204737663269043,5.154423713684082,73.26969146728516,-2.295581817626953,1,6,train
5.165197849273682,5.125678062438965,62.485530853271484,-2.2966041564941406,1,6,train
5.442758083343506,5.407414436340332,58.311439514160156,-2.296767234802246,1,6,train
5.318937301635742,5.299165725708008,42.77286148071289,-2.300095558166504,1,6,val
5.25769567489624,5.233397483825684,47.27595138549805,-2.2977938652038574,1,7,train
5.415764808654785,5.385817527770996,52.91455078125,-2.2967209815979004,1,7,train
5.17103385925293,5.1414947509765625,52.50544357299805,-2.296614646911621,1,7,train
5.259947299957275,5.220856189727783,62.057899475097656,-2.2966718673706055,1,7,train
5.170475006103516,5.135112762451172,58.32734298706055,-2.2965188026428223,1,7,train
5.169808864593506,5.136407852172852,56.374855041503906,-2.297386646270752,1,7,train
5.275370121002197,5.244576930999756,53.78874206542969,-2.2995657920837402,1,7,val
5.1935906410217285,5.14810037612915,68.45280456542969,-2.296278476715088,1,8,train
5.0076375007629395,4.969024658203125,61.58320999145508,-2.2970023155212402,1,8,train
5.0691351890563965,5.026151180267334,65.95470428466797,-2.297088623046875,1,8,train
5.4546709060668945,5.391516208648682,86.11687469482422,-2.2961883544921875,1,8,train
5.312892436981201,5.252123832702637,83.72181701660156,-2.295307159423828,1,8,train
5.142053604125977,5.090444087982178,74.57073211669922,-2.2961177825927734,1,8,train
