feature,importance
cis/trans-hydroxyproline,2.2643134569547936
1-methylnicotinamide,1.9187552436227788
niacinamide,1.8908595543058784
C16:0 LPC,1.874342165760804
threonine,1.8620335421050231
C18:0 LPC,1.8613318510796488
ornithine,1.861263465866415
C54:3 TAG,1.8365365938903804
C52:3 TAG,1.835763993405738
C50:1 TAG,1.746399843880038
C16:0 CE,1.7429507964610105
asparagine,1.7326855596579618
C54:4 TAG,1.7284003306773317
C48:1 TAG,1.722357185835455
SDMA/ADMA,1.6857216725312267
C18:1 LPC,1.672837750242083
C52:2 TAG,1.6711176779662729
valine,1.662209870093653
butyrobetaine,1.6332671675248485
C18:0 LPE,1.62859096127769
adenosine,1.6188897224718024
C50:2 TAG,1.5913537337898338
C34:2 PC,1.5861756491984893
acetylcarnitine,1.5789209431943407
C24:1 SM,1.5750806574074514
C36:2 PC,1.5351745214631582
F1P/F6P/G1P/G6P,1.5085642022621697
UDP-galactose/UDP-glucose,1.5055927843002903
C18:1 CE,1.4941743288902816
C36:3 PC,1.4884267073916246
NAD,1.4734022396841338
C54:6 TAG,1.472818477388809
arginine,1.4712721063053151
C48:2 TAG,1.470211410828315
C54:2 TAG,1.4668889296246177
glycine,1.4650040814012577
C48:0 TAG,1.4622915574062545
AMP,1.442935257251568
C52:1 TAG,1.4422589807994546
oxalate,1.4383503657070895
C20:4 CE,1.4283590668771262
inosine,1.418582827975184
C18:2 CE,1.4019106036895197
C56:3 TAG,1.3942596364424158
cystathionine,1.3880613874277574
C22:0 SM,1.3779526205425854
citrulline,1.3656819333023926
C32:1 PC,1.365391140620046
C16:1 SM,1.3615063848837332
allantoin,1.3601625177634051
carnitine,1.3500529595346171
C18:0 CE,1.3497290421432209
serine,1.3439580115293246
C50:0 TAG,1.3429871962036986
alpha-glycerophosphate,1.3372109808085986
taurine,1.3344687377258997
CMP,1.3332503464566243
C16:0 LPE,1.3238816838697252
C58:6 TAG,1.3203321095935854
C50:3 TAG,1.301467312390005
glutamate,1.300628848573012
C22:6 CE,1.2958354323988257
alanine,1.2883144808948346
C38:5 PC,1.281447331870066
proline,1.2752307070721016
C20:4 LPC,1.2737517074379217
C38:6 PC,1.2665254771395884
C58:7 TAG,1.264173835355068
pyroglutamic acid,1.2626990637212143
C18:1 LPE,1.248607172706332
stearoylcarnitine,1.2410755837844538
C52:4 TAG,1.239249624572387
C38:4 PC,1.2340107130877604
hexoses (HILIC neg),1.2332041359448425
uracil,1.230789627707602
C16:0 SM,1.2292251900518176
phenylalanine,1.2278691871902792
C20:3 LPC,1.216614596805481
malonylcarnitine,1.2146468721082344
C16:1 CE,1.200052242479778
lysine,1.199192030288819
N-carbamoyl-beta-alanine,1.1834372954759833
oleylcarnitine,1.1814577928693224
fumarate/maleate/alpha-ketoisovalerate,1.1678724159257954
glutathione reduced,1.1677616457877933
tyrosine,1.1641341200498418
palmitoylcarnitine,1.158557819194219
betaine,1.1542257267846472
creatinine,1.1519588147614848
C32:2 PC,1.1502582874871097
C14:0 SM,1.149635045408959
C18:1 SM,1.1486992116948775
succinate/methylmalonate,1.1445860490276727
tryptophan,1.1444174427296068
C22:6 LPC,1.1403918309475536
C24:0 SM,1.1287065742433544
C36:1 PC,1.115227343983486
5-adenosylhomocysteine,1.1141912805627177
C22:6 LPE,1.1062644895295777
pantothenate,1.105800041059284
C20:3 CE,1.1056720188189044
C34:1 DAG,1.1041342170190172
C34:1 PC,1.103597485532507
malate,1.0978238451537314
carnosine,1.084832507332502
C18:3 CE,1.0788922204129414
C22:1 SM,1.073508862290372
C54:5 TAG,1.0712098626250626
C36:4 PC-B,1.0685788778091851
C34:4 PC,1.0519969147141932
C34:2 DAG,1.0494632465414189
GMP,1.048694594394494
hexanoylcarnitine,1.048216232442967
hypoxanthine,1.043406261374647
thiamine,1.0336248245056971
GABA,1.0308184260091058
ribose-5-P/ribulose5-P,1.0283821984301609
urate,1.0162821593374796
valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,1.0151587067551695
C56:4 TAG,1.010119617282411
sorbitol,1.0015916530404745
3-phosphoglycerate,0.9883797414023556
C36:1 DAG,0.9793874288590168
choline,0.9765954992787896
2-aminoadipate,0.9739576199163792
isoleucine,0.9509425102161384
cotinine,0.9462307603209796
dimethylglycine,0.9418369040111512
C38:2 PC,0.9417423574199224
glutamine,0.934527987203195
C16:1 LPC,0.9326971606881492
C52:5 TAG,0.93046679561417
C34:3 PC,0.9223877210887972
C58:8 TAG,0.9219966630069388
inositol,0.9174110462003566
taurodeoxycholate/taurochenodeoxycholate,0.9143905722947632
2-deoxycytidine,0.9132886162722949
trimethylamine-N-oxide,0.9126307135909222
xanthine,0.9042449183816684
C46:1 TAG,0.8890743478342658
phosphocreatine,0.8852127581415881
C54:7 TAG,0.8764736271109057
adipate,0.8753765704518116
2-hydroxyglutarate,0.8649143429422496
acetylglycine,0.8631810922698926
kynurenic acid,0.8604376812179673
aspartate,0.8526702347193554
lactose,0.849714540753139
alpha-glycerophosphocholine,0.8491669510261091
aconitate,0.847165777823771
lauroylcarnitine,0.8470903040945938
isocitrate,0.846450347854479
uridine,0.843661451528066
glycodeoxycholate/glycochenodeoxycholate,0.8398855562929597
citrate,0.8372499943648604
thymidine,0.836693385738947
kynurenine,0.8343887564056058
creatine,0.8342672376867462
heptanoylcarnitine,0.8316043142049917
xanthosine,0.8316034599814088
malondialdehyde,0.8299784298856432
glucuronate,0.8275749257140044
leucine,0.8221776268480556
C46:0 TAG,0.8165039225297862
C48:3 TAG,0.8140995515720381
myristoylcarnitine,0.8087998942380157
C56:7 TAG,0.79994603199482
methionine,0.7986177209804909
alpha-hydroxybutyrate,0.7900970291683089
C20:5 CE,0.7848917934817485
glutathione oxidized,0.7816883982025649
C36:2 DAG,0.7797267891295294
C20:4 LPE,0.7668301367825053
cytidine,0.7656707968838954
C18:0 SM,0.7654530604289663
C56:6 TAG,0.7635951978384541
dCMP,0.7600396378848255
lactate,0.7564721566296075
sucrose,0.7553551727679224
propionylcarnitine,0.7509003189269228
C56:2 TAG,0.7474676011450105
C32:0 PC,0.7466058744469116
putrescine,0.7383656373543328
anthranilic acid,0.7274622034578452
DHAP/glyceraldehyde 3P,0.7261924323703294
C14:0 LPC,0.713321234758308
C18:2 LPC,0.7074166401663887
C40:6 PC,0.706767911009186
C56:5 TAG,0.7035723864541913
UMP,0.6937373563420595
hippurate,0.6910913046051506
C56:8 TAG,0.6906279394519329
erythrose-4-phosphate,0.6902700982769558
5-HIAA,0.6624574688015079
6-phosphogluconate,0.6552088946044391
4-pyridoxate,0.6477497706622776
NMMA,0.6476396744950543
2-deoxyadenosine,0.6456542281196634
adenine,0.6446393629916287
NADP,0.605802611369876
butyrylcarnitine/isobutyrylcarnitine,0.5970622038548189
PEP,0.5955627505568775
C36:4 PC-A,0.594609197822533
alpha-ketoglutarate,0.5917994757517236
C18:2 SM,0.5865819459845392
guanosine,0.5827314374569528
C14:0 CE,0.5814296577478406
methionine sulfoxide,0.5794046627873795
arachidonyl,0.5627596274057429
sarcosine,0.5487491977019313
acetylcholine,0.5430264894738495
serotonin,0.530507602531015
beta-alanine,0.5141782316147879
histidine,0.5035044737835165
C54:1 TAG,0.4955594002542265
hexoses (HILIC pos),0.4911968786766208
thymine,0.4862009328912741
anserine,0.422643460741078
3-methyladipate/pimelate,0.4148216223049574
C46:2 TAG,0.3879684812876797
thyroxine,0.386462609113134
pipecolic acid,0.3700764891857668
homocysteine,0.3088732032935876
taurocholate,0.3081479257775112
cAMP,0.30207690292801
