total,reconstruction,kl,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type,lr
8.233538627624512,6.23405647277832,1.9994819164276123,0.9930204749107361,1.0581897497177124,0.9970260858535767,1.0501354932785034,1.0755200386047363,1.060164451599121,1,1,train,0.000777
361.989990234375,84.11436462402344,277.8756103515625,41.3345832824707,26.699174880981445,5.936480522155762,1.9480621814727783,3.474905252456665,4.721161842346191,1,1,train,0.000777
7.130819320678711,6.078706741333008,1.0521124601364136,1.0034509897232056,1.124220848083496,1.0456408262252808,0.9208292961120605,0.9718953967094421,1.0126694440841675,1,1,train,0.000777
8.410844802856445,6.503963470458984,1.9068808555603027,1.3003751039505005,1.1871570348739624,1.0153932571411133,0.9867081642150879,0.9788150191307068,1.0355148315429688,1,1,train,0.000777
9.232542991638184,7.137810707092285,2.0947322845458984,1.5234936475753784,1.3582682609558105,1.1194443702697754,1.043007254600525,1.0361977815628052,1.0573991537094116,1,1,train,0.000777
8.637541770935059,6.7787885665893555,1.8587535619735718,1.2463465929031372,1.1721270084381104,1.104637861251831,1.0412859916687012,1.0657073259353638,1.1486836671829224,1,1,train,0.000777
8.107884407043457,6.286328315734863,1.8215563297271729,1.0893311500549316,1.148362398147583,0.9922754764556885,1.0229694843292236,0.9822031855583191,1.0511870384216309,1,1,train,0.000777
7.915030479431152,6.167355537414551,1.7476751804351807,0.9727590084075928,1.1304829120635986,1.0119788646697998,1.0234256982803345,0.9869500398635864,1.0417591333389282,1,1,train,0.000777
8.016090393066406,6.302014350891113,1.7140758037567139,1.0328936576843262,1.1780095100402832,1.0905519723892212,0.977104663848877,1.0388482809066772,0.9846062660217285,1,1,train,0.000777
7.95445442199707,6.432650566101074,1.521803855895996,1.0804330110549927,1.2027411460876465,1.0456535816192627,1.0588438510894775,1.042826533317566,1.0021525621414185,1,1,train,0.000777
7.379998683929443,5.893662929534912,1.4863357543945312,1.0049501657485962,1.0192192792892456,0.966624915599823,0.9742599725723267,0.9551286697387695,0.9734799265861511,1,1,train,0.000777
7.405493259429932,6.017721652984619,1.387771725654602,1.0620917081832886,0.9503918886184692,0.9582025408744812,1.020935297012329,0.9902462959289551,1.0358538627624512,1,1,val,0.000777
7.523622512817383,6.171135425567627,1.3524869680404663,0.9169034957885742,1.0274065732955933,0.9498942494392395,1.1128284931182861,1.1439166069030762,1.020185947418213,1,1,val,0.000777
7.116017818450928,5.758867263793945,1.357150673866272,0.9234620332717896,0.965696394443512,0.9799788594245911,0.9836826920509338,0.9124715328216553,0.9935758709907532,1,1,val,0.000777
