total,reconstruction,kl,cv,epoch,type
8.20822811126709,4.965609550476074,32.426185607910156,1,1,train
7.788239479064941,4.828361511230469,29.59877586364746,1,1,train
7.56501579284668,4.711560249328613,28.5345516204834,1,1,train
6.873804092407227,4.496435165405273,23.7736873626709,1,1,train
6.804793834686279,4.572616100311279,22.32177734375,1,1,train
6.9064836502075195,4.7609663009643555,21.455169677734375,1,1,train
5.9631452560424805,4.149166584014893,18.13978385925293,1,1,train
5.423203945159912,3.781571865081787,16.416318893432617,1,1,train
5.8433332443237305,4.153697967529297,16.89635467529297,1,1,train
5.675997734069824,4.283058166503906,13.929397583007812,1,1,train
5.568715572357178,4.136643409729004,14.320721626281738,1,1,train
5.790876388549805,4.532269477844238,12.58607006072998,1,1,train
5.454059600830078,4.273962497711182,11.800970077514648,1,1,train
5.176863193511963,4.062236785888672,11.146262168884277,1,1,train
5.2673773765563965,4.153033256530762,11.143439292907715,1,1,train
5.2547502517700195,4.226024150848389,10.287262916564941,1,1,train
4.762587070465088,3.7876181602478027,9.749687194824219,1,1,train
5.202944278717041,4.257831573486328,9.451128005981445,1,1,train
4.775250434875488,3.852015495300293,9.232351303100586,1,1,train
5.402624130249023,4.523180961608887,8.794432640075684,1,1,train
4.830404758453369,4.0144171714782715,8.159876823425293,1,1,train
5.000375747680664,4.236896514892578,7.634792327880859,1,1,train
4.95065450668335,4.178199768066406,7.724547386169434,1,1,train
4.771811008453369,4.063541889190674,7.082691192626953,1,1,train
4.355730056762695,3.6941800117492676,6.615500450134277,1,1,train
4.97771692276001,4.327296257019043,6.504207134246826,1,1,train
4.857730865478516,4.244796276092529,6.129343509674072,1,1,train
4.37948751449585,3.7639079093933105,6.155796051025391,1,1,train
4.686005592346191,4.1419243812561035,5.4408111572265625,1,1,val
4.442188739776611,3.8482229709625244,5.9396586418151855,1,2,train
4.69634485244751,4.159355163574219,5.369895935058594,1,2,train
4.477238178253174,3.956071615219116,5.211667537689209,1,2,train
4.703935623168945,4.169958591461182,5.339767932891846,1,2,train
4.571793079376221,4.0744853019714355,4.973077297210693,1,2,train
4.828032493591309,4.335504531860352,4.9252777099609375,1,2,train
4.523075580596924,4.085409164428711,4.376662731170654,1,2,train
4.144285678863525,3.7094359397888184,4.3484978675842285,1,2,train
4.407278537750244,3.958683967590332,4.4859442710876465,1,2,train
4.701345443725586,4.274961471557617,4.263837814331055,1,2,train
4.062269687652588,3.6294424533843994,4.328272342681885,1,2,train
4.451079845428467,4.039100646972656,4.119790077209473,1,2,train
4.466318130493164,4.06039571762085,4.059226036071777,1,2,train
4.289200782775879,3.8666579723358154,4.225427150726318,1,2,train
4.4244489669799805,4.023380756378174,4.010680198669434,1,2,train
3.8728582859039307,3.4899444580078125,3.8291385173797607,1,2,train
4.224644184112549,3.851613759994507,3.7303059101104736,1,2,train
4.259058475494385,3.895108938217163,3.639495849609375,1,2,train
3.9799258708953857,3.6461808681488037,3.3374509811401367,1,2,train
4.02596378326416,3.683485984802246,3.4247758388519287,1,2,train
4.45859956741333,4.145378112792969,3.132215738296509,1,2,train
4.871744155883789,4.550227642059326,3.2151665687561035,1,2,train
4.472994804382324,4.133490562438965,3.3950419425964355,1,2,train
3.9146108627319336,3.5829336643218994,3.3167731761932373,1,2,train
3.8978335857391357,3.5928876399993896,3.04945969581604,1,2,train
4.315077781677246,4.009593486785889,3.054842233657837,1,2,train
4.145380973815918,3.818270206451416,3.2711079120635986,1,2,train
4.025373935699463,3.710869312286377,3.1450469493865967,1,2,train
4.215154647827148,3.987452507019043,2.277019500732422,1,2,val
4.372159004211426,4.081884384155273,2.9027445316314697,1,3,train
4.296594142913818,3.999814510345459,2.96779727935791,1,3,train
3.770230531692505,3.499621868133545,2.706087350845337,1,3,train
3.9645419120788574,3.668029546737671,2.9651238918304443,1,3,train
4.314434051513672,4.055017471313477,2.5941648483276367,1,3,train
3.7569854259490967,3.4943180084228516,2.626673936843872,1,3,train
4.320204257965088,4.04069709777832,2.795069932937622,1,3,train
4.296695709228516,4.035497665405273,2.611980438232422,1,3,train
4.246038913726807,4.009819507598877,2.3621954917907715,1,3,train
3.8001387119293213,3.5554399490356445,2.4469876289367676,1,3,train
4.213170528411865,3.9479057788848877,2.6526474952697754,1,3,train
4.340389251708984,4.076631546020508,2.6375794410705566,1,3,train
3.995072364807129,3.7457103729248047,2.493618965148926,1,3,train
3.824650287628174,3.596266746520996,2.2838358879089355,1,3,train
4.046042442321777,3.8142433166503906,2.3179898262023926,1,3,train
3.8966376781463623,3.6581900119781494,2.384477376937866,1,3,train
4.027405738830566,3.7862329483032227,2.411728620529175,1,3,train
4.187530040740967,3.9630990028381348,2.244312047958374,1,3,train
4.513474941253662,4.260488986968994,2.5298609733581543,1,3,train
3.8726348876953125,3.6354963779449463,2.3713839054107666,1,3,train
3.902513265609741,3.661973476409912,2.405397653579712,1,3,train
4.052752494812012,3.825315475463867,2.2743725776672363,1,3,train
3.8725194931030273,3.6705713272094727,2.0194807052612305,1,3,train
3.9696044921875,3.751882791519165,2.177217483520508,1,3,train
4.1172566413879395,3.88157320022583,2.356834888458252,1,3,train
3.9287283420562744,3.7166950702667236,2.120333433151245,1,3,train
4.36347770690918,4.155210018157959,2.0826759338378906,1,3,train
4.437772750854492,4.22055721282959,2.1721551418304443,1,3,train
4.053781032562256,3.916757106781006,1.3702409267425537,1,3,val
