total,reconstruction,gaussian,categorical,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,cv,epoch,type,lr
6.061456203460693,6.0824480056762695,0.2024787962436676,-2.3016557693481445,1.0335724353790283,1.0011886358261108,1.0231471061706543,0.9979080557823181,0.9885163307189941,1.0381155014038086,1,1,train,0.0004
6.241779327392578,6.256450176239014,0.831045925617218,-2.2981133460998535,1.069017767906189,1.0359572172164917,0.9709267020225525,1.0185208320617676,1.1214128732681274,1.0406149625778198,1,1,train,0.0004
6.167238235473633,6.182985305786133,0.720613420009613,-2.295283317565918,1.0594017505645752,1.079003095626831,1.0388062000274658,1.0048884153366089,1.0259881019592285,0.9748978614807129,1,1,train,0.0004
5.916921615600586,5.9329962730407715,0.6864945888519287,-2.293964385986328,1.0158653259277344,0.983505129814148,1.0199499130249023,0.9725531935691833,0.9467750787734985,0.9943476915359497,1,1,train,0.0004
6.007994174957275,6.025582313537598,0.5349587798118591,-2.2938003540039062,1.0380758047103882,0.9852434396743774,0.9818781018257141,1.042431354522705,0.9988775849342346,0.979076623916626,1,1,train,0.0004
6.088533401489258,6.105615615844727,0.5859138369560242,-2.2941365242004395,1.043209195137024,1.0652369260787964,1.0281075239181519,0.9518855810165405,1.0344218015670776,0.982754111289978,1,1,train,0.0004
5.848388195037842,5.863386631011963,0.7961932420730591,-2.2960219383239746,0.9472941756248474,0.957249641418457,0.9643537402153015,1.0139168500900269,0.995512068271637,0.9850600957870483,1,1,train,0.0004
5.923039436340332,5.940426826477051,0.5581477284431458,-2.2968950271606445,0.9853954315185547,0.9681921005249023,1.0738829374313354,0.9935904145240784,0.9542028903961182,0.9651630520820618,1,1,train,0.0004
6.174765586853027,6.191601276397705,0.6143075823783875,-2.2978639602661133,0.9932466745376587,1.0661370754241943,1.1398755311965942,1.0820491313934326,0.9017876982688904,1.0085054636001587,1,1,train,0.0004
5.76551628112793,5.780981540679932,0.7512658834457397,-2.2977805137634277,0.9882102012634277,0.9818747639656067,0.9758011102676392,0.9664713740348816,0.8687846660614014,0.9998394250869751,1,1,train,0.0004
