total,mse,kl,covariate,label,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,kl_proteomics,kl_metabolomics,kl_drugresponse,kl_crisprcas9,cv,epoch,type
4.990004062652588,4.987900733947754,0.00210314872674644,0.0,0.0,1.2674366235733032,1.2035346031188965,1.2592196464538574,1.2577102184295654,0.37453770637512207,0.42558062076568604,0.4095253050327301,0.3677178919315338,1,1,train
5.264163494110107,5.2618489265441895,0.002314362209290266,0.0,0.0,1.3523766994476318,1.2971761226654053,1.2572364807128906,1.3550596237182617,0.4650169014930725,0.4540367126464844,0.41072967648506165,0.40598827600479126,1,1,train
5.065406799316406,5.063199520111084,0.0022071886342018843,0.0,0.0,1.245668888092041,1.3993157148361206,1.228713035583496,1.1895016431808472,0.37028342485427856,0.39265692234039307,0.5293784141540527,0.36307254433631897,1,1,train
4.7920732498168945,4.789737701416016,0.0023354580625891685,0.0,0.0,1.1990491151809692,1.1703249216079712,1.148445963859558,1.2719180583953857,0.4987180829048157,0.41064298152923584,0.4309571385383606,0.4112754464149475,1,1,train
5.074407577514648,5.072383403778076,0.0020240561570972204,0.0,0.0,1.2231967449188232,1.2779912948608398,1.3316360712051392,1.2395590543746948,0.36589592695236206,0.3637380301952362,0.4174313247203827,0.3709768056869507,1,1,train
5.0193257331848145,5.0171356201171875,0.0021899589337408543,0.0,0.0,1.2618837356567383,1.330641746520996,1.1942591667175293,1.230351209640503,0.41951367259025574,0.4543904960155487,0.3974623382091522,0.3711027503013611,1,1,train
5.246090888977051,5.243767261505127,0.002323480788618326,0.0,0.0,1.1921573877334595,1.3755297660827637,1.2773758172988892,1.3987044095993042,0.4644269049167633,0.3831101357936859,0.39878082275390625,0.4962925612926483,1,1,train
5.20322847366333,5.200971603393555,0.0022568919230252504,0.0,0.0,1.3048046827316284,1.3757623434066772,1.3259559869766235,1.1944483518600464,0.37342628836631775,0.5661407709121704,0.38485294580459595,0.36824890971183777,1,1,train
5.002811431884766,5.000512599945068,0.0022988507989794016,0.0,0.0,1.2255744934082031,1.2245737314224243,1.255869746208191,1.2944947481155396,0.4031178951263428,0.4689120948314667,0.3646810054779053,0.4874269366264343,1,1,train
4.705381393432617,4.703310489654541,0.002070859307423234,0.0,0.0,1.2059237957000732,1.2158129215240479,1.1647199392318726,1.1168538331985474,0.40426257252693176,0.3585954010486603,0.3498692810535431,0.4404171407222748,1,1,train
5.131147384643555,5.128881454467773,0.002266008174046874,0.0,0.0,1.2414687871932983,1.2448861598968506,1.4806004762649536,1.161926507949829,0.4004698097705841,0.44215670228004456,0.46591392159461975,0.3909657299518585,1,1,train
4.9888811111450195,4.986793518066406,0.002087768167257309,0.0,0.0,1.2045986652374268,1.3263994455337524,1.1919959783554077,1.2637993097305298,0.3610917627811432,0.3898443579673767,0.47819095849990845,0.3366989493370056,1,1,train
4.703810691833496,4.7017364501953125,0.0020741464104503393,0.0,0.0,1.2906769514083862,1.2240145206451416,1.1162140369415283,1.0708309412002563,0.3857997953891754,0.3944131135940552,0.39737677574157715,0.3780200183391571,1,1,train
4.023709774017334,4.02192497253418,0.0017847548006102443,0.0,0.0,0.9871068596839905,1.0216306447982788,1.037178874015808,0.9760085344314575,0.32939770817756653,0.3483085334300995,0.3356263041496277,0.32523342967033386,1,1,val
4.674696922302246,4.6722869873046875,0.0024099485017359257,0.0,0.0,1.2124359607696533,1.1980615854263306,1.1455919742584229,1.1161974668502808,0.39104312658309937,0.4224650263786316,0.5796682834625244,0.4142847955226898,1,2,train
5.1462554931640625,5.14391565322876,0.0023397791665047407,0.0,0.0,1.1899027824401855,1.4154975414276123,1.2266403436660767,1.3118749856948853,0.44099125266075134,0.5777906179428101,0.35837844014167786,0.3776741325855255,1,2,train
5.267231464385986,5.265028476715088,0.0022030980326235294,0.0,0.0,1.222965121269226,1.38123619556427,1.3073939085006714,1.3534331321716309,0.4878014028072357,0.3673027455806732,0.3986697793006897,0.3985495865345001,1,2,train
4.917390823364258,4.915233612060547,0.0021569745149463415,0.0,0.0,1.267472743988037,1.226180076599121,1.2475863695144653,1.1739944219589233,0.37797996401786804,0.4266110360622406,0.42254942655563354,0.3905903995037079,1,2,train
