total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type,lr
4.284983158111572,4.104474067687988,0.18050910532474518,1.0562397241592407,1.051894187927246,0.9895700812339783,1.0067700147628784,1,1,train,0.001
4.196322917938232,3.9934284687042236,0.20289430022239685,1.0050547122955322,1.019097924232483,0.9614301323890686,1.0078456401824951,1,1,train,0.001
4.143712043762207,3.9638938903808594,0.17981810867786407,1.014856219291687,1.066587209701538,0.9248886704444885,0.9575620889663696,1,1,train,0.001
4.378660678863525,4.221153736114502,0.15750709176063538,0.9923433661460876,1.1472400426864624,1.0507683753967285,1.0308020114898682,1,1,train,0.001
4.21083927154541,4.093446254730225,0.11739322543144226,1.0482375621795654,0.9239629507064819,1.0489834547042847,1.0722622871398926,1,1,train,0.001
4.320318698883057,4.152792930603027,0.16752590239048004,0.9091705083847046,1.165901780128479,0.9266052842140198,1.1511155366897583,1,1,train,0.001
4.127768039703369,3.9916470050811768,0.13612113893032074,0.9312905669212341,1.0401818752288818,1.0397151708602905,0.9804593920707703,1,1,train,0.001
4.327954292297363,4.185292720794678,0.1426616758108139,0.8633133769035339,1.1898093223571777,1.0556131601333618,1.0765565633773804,1,1,train,0.001
3.8410422801971436,3.746398448944092,0.09464383870363235,0.8925908207893372,1.0472135543823242,0.9217057228088379,0.8848885297775269,1,1,train,0.001
3.725848436355591,3.6130478382110596,0.11280067265033722,0.9907470345497131,0.7911823391914368,0.9233365654945374,0.9077818393707275,1,1,train,0.001
3.870166301727295,3.7859933376312256,0.08417292684316635,0.9771915078163147,0.8062276244163513,1.0036691427230835,0.9989048838615417,1,1,train,0.001
3.8718862533569336,3.7729787826538086,0.09890756756067276,0.8852669596672058,0.9049603343009949,0.9001812934875488,1.082570195198059,1,1,train,0.001
4.077723503112793,3.8903067111968994,0.1874166876077652,0.8585076332092285,1.0280297994613647,0.9003730416297913,1.1033961772918701,1,1,train,0.001
3.9673776626586914,3.8666610717773438,0.10071662813425064,0.8408716917037964,1.0753942728042603,0.9647014141082764,0.9856937527656555,1,1,train,0.001
3.426389217376709,3.2793946266174316,0.14699459075927734,0.7238650321960449,0.9053409099578857,0.7591843605041504,0.8910044431686401,1,1,train,0.001
3.4871842861175537,3.3718795776367188,0.1153046265244484,0.7962689399719238,0.7965966463088989,0.9188590049743652,0.8601552248001099,1,1,train,0.001
3.716801166534424,3.5627522468566895,0.1540488600730896,0.8326777219772339,0.8976105451583862,0.8801255822181702,0.9523385167121887,1,1,train,0.001
4.090814113616943,3.9919161796569824,0.09889773279428482,0.7856727242469788,1.2424430847167969,0.9633587002754211,1.0004416704177856,1,1,train,0.001
3.5951766967773438,3.478808641433716,0.1163681373000145,0.8043586611747742,0.9650046229362488,0.7844060659408569,0.9250392317771912,1,1,train,0.001
3.459867238998413,3.345329523086548,0.11453768610954285,0.7408620715141296,0.9145118594169617,0.7838273048400879,0.9061282277107239,1,1,train,0.001
3.932901382446289,3.7993884086608887,0.13351285457611084,0.7908517718315125,1.3478403091430664,0.7920093536376953,0.8686869144439697,1,1,train,0.001
3.395571708679199,3.2707431316375732,0.12482858449220657,0.7654847502708435,0.8472961187362671,0.7044259905815125,0.953536331653595,1,1,train,0.001
3.7293310165405273,3.628312349319458,0.10101858526468277,0.7607260942459106,1.07424795627594,0.8411527872085571,0.9521853923797607,1,1,train,0.001
3.683769941329956,3.522716522216797,0.1610533893108368,0.8162500262260437,0.983465313911438,0.8115516901016235,0.9114493727684021,1,1,train,0.001
3.694329261779785,3.562574863433838,0.13175442814826965,0.7742900848388672,0.9821484684944153,0.7978370189666748,1.008299469947815,1,1,val,0.001
3.495692491531372,3.3737778663635254,0.12191472947597504,0.7402310371398926,0.903741717338562,0.7470611333847046,0.9827440977096558,1,1,val,0.001
3.482792377471924,3.2632710933685303,0.21952135860919952,0.729340136051178,0.9041235446929932,0.733031690120697,0.8967757821083069,1,1,val,0.001
3.712067127227783,3.5792078971862793,0.13285931944847107,0.8363552689552307,1.0209630727767944,0.7775425314903259,0.9443470239639282,1,1,val,0.001
3.3630425930023193,3.2440147399902344,0.11902783811092377,0.7239338159561157,0.9512062072753906,0.7374018430709839,0.8314728736877441,1,1,val,0.001
3.4923512935638428,3.3844504356384277,0.10790088772773743,0.6853984594345093,1.0199718475341797,0.7760195136070251,0.9030607342720032,1,1,val,0.001
3.512693166732788,3.393672466278076,0.11902061104774475,0.7509758472442627,0.9631815552711487,0.7306757569313049,0.948839545249939,1,1,val,0.001
3.4586617946624756,3.3399391174316406,0.11872265487909317,0.7323715090751648,0.8747091889381409,0.7657373547554016,0.9671210646629333,1,1,val,0.001
4.305130481719971,3.367227077484131,0.9379034042358398,0.8508664965629578,0.8880585432052612,0.7103185057640076,0.9179835915565491,1,1,val,0.001
3.411313533782959,3.284191131591797,0.12712229788303375,0.802247941493988,0.8120055794715881,0.786616861820221,0.8833207488059998,1,1,val,0.001
3.6234130859375,3.486274242401123,0.1371389478445053,0.7416109442710876,1.0786511898040771,0.747035801410675,0.9189764261245728,1,1,val,0.001
3.534485340118408,3.4123992919921875,0.12208613753318787,0.7635065317153931,0.8143236637115479,0.779497504234314,1.055071473121643,1,1,val,0.001
,,0.11768315732479095,0.8097389936447144,,0.5832852721214294,,1,1,val,0.001
3.440281867980957,3.335635185241699,0.10464673489332199,0.70728999376297,0.9591163396835327,0.745778501033783,0.9234502911567688,1,2,train,0.001
3.4137372970581055,3.3297128677368164,0.08402446657419205,0.7431962490081787,0.9075083136558533,0.834320604801178,0.8446875810623169,1,2,train,0.001
3.450692892074585,3.3650383949279785,0.08565446734428406,0.6690163612365723,0.988139808177948,0.797702431678772,0.910179615020752,1,2,train,0.001
3.2940866947174072,3.2007737159729004,0.09331296384334564,0.6895320415496826,0.8985843658447266,0.7642195820808411,0.8484378457069397,1,2,train,0.001
2.972984790802002,2.8769445419311523,0.09604029357433319,0.6786475777626038,0.7178822159767151,0.6824219822883606,0.7979926466941833,1,2,train,0.001
2.9693455696105957,2.8949687480926514,0.07437670975923538,0.675110936164856,0.7283936142921448,0.7063159942626953,0.7851480841636658,1,2,train,0.001
2.9925403594970703,2.9207303524017334,0.07181011140346527,0.6267591118812561,0.7861523032188416,0.7401058077812195,0.7677131295204163,1,2,train,0.001
3.3704397678375244,3.3054165840148926,0.06502322852611542,0.6938647627830505,0.9800384044647217,0.7788957953453064,0.8526174426078796,1,2,train,0.001
3.3927016258239746,3.299900531768799,0.09280120581388474,0.7051980495452881,0.9221531748771667,0.7942289113998413,0.8783201575279236,1,2,train,0.001
3.0414931774139404,2.9490199089050293,0.09247330576181412,0.6635053157806396,0.8363533616065979,0.7008164525032043,0.7483450174331665,1,2,train,0.001
3.3612115383148193,3.281947135925293,0.079264335334301,0.7116607427597046,1.0175175666809082,0.7194393873214722,0.8333294987678528,1,2,train,0.001
3.478167772293091,3.3759450912475586,0.10222258418798447,0.7696008682250977,0.9136202931404114,0.7967426776885986,0.8959813117980957,1,2,train,0.001
3.0585391521453857,2.974079132080078,0.08446002006530762,0.6791666150093079,0.8802900910377502,0.6107189655303955,0.8039036989212036,1,2,train,0.001
3.238199234008789,3.154611587524414,0.08358757197856903,0.6605083346366882,0.9458352327346802,0.6823422908782959,0.8659257292747498,1,2,train,0.001
3.6701648235321045,3.5942206382751465,0.07594428211450577,0.7149190902709961,1.182584524154663,0.7624666094779968,0.9342504143714905,1,2,train,0.001
3.138188600540161,3.0665760040283203,0.07161267846822739,0.7239410877227783,0.8682578802108765,0.6709177494049072,0.8034590482711792,1,2,train,0.001
3.288910150527954,3.202069044113159,0.08684105426073074,0.6875571012496948,0.8491424322128296,0.7270033955574036,0.9383662343025208,1,2,train,0.001
3.316206693649292,3.2297754287719727,0.08643119037151337,0.722224235534668,0.9727908968925476,0.7830079197883606,0.7517523169517517,1,2,train,0.001
3.1073992252349854,3.0174946784973145,0.0899045541882515,0.697182834148407,0.8216379284858704,0.6820741295814514,0.8165998458862305,1,2,train,0.001
3.065704584121704,2.9535021781921387,0.11220234632492065,0.6841151118278503,0.7963064908981323,0.6554250121116638,0.817655622959137,1,2,train,0.001
3.285569190979004,3.171518325805664,0.114050954580307,0.6921173930168152,0.865135669708252,0.7190514802932739,0.8952136635780334,1,2,train,0.001
3.230727434158325,3.113450527191162,0.11727691441774368,0.740832507610321,0.841215968132019,0.7268258929252625,0.8045762777328491,1,2,train,0.001
3.2778656482696533,3.162041187286377,0.11582444608211517,0.6826741695404053,0.9190697073936462,0.7071355581283569,0.8531618118286133,1,2,train,0.001
3.339653491973877,3.243342161178589,0.09631143510341644,0.7295258045196533,0.8303543925285339,0.6700489521026611,1.0134129524230957,1,2,train,0.001
3.4346578121185303,3.331122875213623,0.1035350114107132,0.7374759912490845,0.8740348815917969,0.7378847002983093,0.9817274808883667,1,2,val,0.001
3.270728349685669,3.183154821395874,0.08757360279560089,0.7051853537559509,0.8472473621368408,0.6658546924591064,0.9648674130439758,1,2,val,0.001
3.228529691696167,3.1437225341796875,0.08480717241764069,0.7020224332809448,0.874613881111145,0.6917768716812134,0.875309407711029,1,2,val,0.001
3.5255892276763916,3.4353575706481934,0.09023156762123108,0.7858036756515503,1.0021072626113892,0.7239567041397095,0.923490047454834,1,2,val,0.001
3.1781580448150635,3.085259437561035,0.09289851039648056,0.677824079990387,0.9260867834091187,0.6786113977432251,0.8027371764183044,1,2,val,0.001
3.2965312004089355,3.212252378463745,0.08427875488996506,0.655613899230957,0.9048308730125427,0.7507896423339844,0.9010179042816162,1,2,val,0.001
3.331611156463623,3.2383978366851807,0.09321332722902298,0.7366892099380493,0.8727688789367676,0.6965512633323669,0.9323885440826416,1,2,val,0.001
3.2645528316497803,3.163208484649658,0.10134430974721909,0.6958877444267273,0.8066315054893494,0.7259443998336792,0.9347448945045471,1,2,val,0.001
3.646864891052246,3.180544137954712,0.46632087230682373,0.8426163792610168,0.8137619495391846,0.6351886987686157,0.8889773488044739,1,2,val,0.001
3.171661376953125,3.067690849304199,0.10397063940763474,0.7667044401168823,0.7475558519363403,0.6931495666503906,0.8602809906005859,1,2,val,0.001
3.3730146884918213,3.250685930252075,0.12232866138219833,0.7020090818405151,0.96259605884552,0.6822114586830139,0.9038693904876709,1,2,val,0.001
3.3434269428253174,3.2421092987060547,0.10131768137216568,0.7232507467269897,0.7616643905639648,0.729032576084137,1.028161644935608,1,2,val,0.001
,,0.08124778419733047,0.9456600546836853,,0.6372960805892944,,1,2,val,0.001
3.028244972229004,2.948516845703125,0.07972811907529831,0.67573481798172,0.8258867859840393,0.7394523024559021,0.7074429392814636,1,3,train,0.001
2.965683937072754,2.873142957687378,0.09254108369350433,0.6709524989128113,0.7877870798110962,0.6643133759498596,0.7500901222229004,1,3,train,0.001
3.1143271923065186,3.023024320602417,0.09130288660526276,0.6489661335945129,0.8126888871192932,0.7285772562026978,0.8327919840812683,1,3,train,0.001
2.963228702545166,2.8785219192504883,0.08470682799816132,0.6120762825012207,0.7435572147369385,0.6833375096321106,0.8395509719848633,1,3,train,0.001
2.751339912414551,2.6701250076293945,0.0812150239944458,0.6762452125549316,0.7839502692222595,0.6022208333015442,0.6077085733413696,1,3,train,0.001
3.0101125240325928,2.9298532009124756,0.08025939017534256,0.632200300693512,0.853198766708374,0.6548547148704529,0.7895993590354919,1,3,train,0.001
2.847341299057007,2.757298469543457,0.09004291146993637,0.5941572785377502,0.7172674536705017,0.62160325050354,0.8242704272270203,1,3,train,0.001
