total,mse,kl,covariate,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
4.434636116027832,4.21490478515625,0.03208295255899429,0.18764835596084595,1.0139354467391968,1.1737520694732666,1.1281774044036865,0.8990398645401001,1,1,train
4.579777717590332,4.3821821212768555,0.031870629638433456,0.1657249927520752,1.1325000524520874,1.0852209329605103,0.9767079949378967,1.187753438949585,1,1,train
4.166710376739502,3.971543788909912,0.03175776079297066,0.163408562541008,1.0543880462646484,0.9000498056411743,1.0708118677139282,0.9462940692901611,1,1,train
4.280137538909912,4.049461364746094,0.03140132129192352,0.1992749273777008,0.9718825817108154,0.9714893698692322,1.0055800676345825,1.1005092859268188,1,1,train
4.109493255615234,3.86781907081604,0.030872350558638573,0.21080178022384644,1.0222135782241821,0.9408899545669556,1.0100593566894531,0.8946561813354492,1,1,train
4.250222206115723,4.064862251281738,0.030946120619773865,0.15441349148750305,1.014800786972046,1.1540802717208862,0.9900035858154297,0.9059774875640869,1,1,train
4.249985218048096,4.072582721710205,0.030474353581666946,0.14692848920822144,1.0283994674682617,1.001596450805664,0.9778519868850708,1.0647350549697876,1,1,train
4.038628578186035,3.856898307800293,0.029710492119193077,0.15201960504055023,1.0750317573547363,0.9578750133514404,0.8356723785400391,0.9883191585540771,1,1,train
3.8247807025909424,3.6183412075042725,0.028907734900712967,0.17753171920776367,0.9156836867332458,0.8387206196784973,1.0753099918365479,0.7886269092559814,1,1,train
4.177967071533203,3.8764641284942627,0.028616664931178093,0.2728865146636963,0.9429245591163635,1.0537415742874146,1.009521484375,0.8702765107154846,1,1,train
4.08215856552124,3.9346442222595215,0.027978751808404922,0.11953568458557129,1.0497515201568604,1.0077216625213623,0.8443368673324585,1.0328340530395508,1,1,train
4.2761335372924805,4.051231861114502,0.027754858136177063,0.1971466839313507,0.9197825193405151,1.1565743684768677,0.9759954214096069,0.9988794326782227,1,1,train
4.380717754364014,4.127987861633301,0.02634494937956333,0.22638529539108276,1.0446410179138184,1.0327121019363403,1.024835228919983,1.0257996320724487,1,1,train
4.177586078643799,3.9272775650024414,0.02629489079117775,0.2240137755870819,0.9985748529434204,0.9828024506568909,0.9789005517959595,0.9669994711875916,1,1,train
4.473918914794922,4.308942794799805,0.02618812583386898,0.13878801465034485,1.0198885202407837,1.0303305387496948,1.145232081413269,1.113491415977478,1,1,train
4.285756587982178,4.074702739715576,0.025385800749063492,0.18566778302192688,0.9780482649803162,1.0405274629592896,1.1083745956420898,0.9477522969245911,1,1,train
4.438347816467285,4.220174312591553,0.025683090090751648,0.19249051809310913,1.0211224555969238,1.0169473886489868,1.0917837619781494,1.0903209447860718,1,1,train
3.9668524265289307,3.776675224304199,0.025872040539979935,0.16430526971817017,1.0059669017791748,0.8957902789115906,0.9278746247291565,0.9470433592796326,1,1,train
4.13292932510376,3.9230611324310303,0.02505856566131115,0.18480965495109558,1.0699682235717773,0.9948832988739014,1.0125385522842407,0.8456708788871765,1,1,train
4.045823574066162,3.7903664112091064,0.02597348392009735,0.2294837087392807,0.9883203506469727,0.9941940903663635,0.9265310168266296,0.8813208937644958,1,1,train
3.991098642349243,3.898796558380127,0.024852005764842033,0.06745003163814545,1.030297875404358,0.8436881899833679,1.0137357711791992,1.0110749006271362,1,1,train
4.6515398025512695,4.423876762390137,0.02552487887442112,0.20213791728019714,0.9907399415969849,1.2579784393310547,0.9536502957344055,1.2215081453323364,1,1,train
4.139716148376465,3.9149718284606934,0.023618796840310097,0.20112547278404236,1.0089229345321655,0.8879468441009521,0.9615373015403748,1.0565648078918457,1,1,train
4.292912006378174,4.151303291320801,0.024420272558927536,0.11718852072954178,1.0084725618362427,1.0571643114089966,1.0048785209655762,1.0807878971099854,1,1,train
4.396719932556152,4.048553466796875,0.006370301824063063,0.34179651737213135,0.9277734756469727,1.176692247390747,1.0275063514709473,0.916581392288208,1,1,train
4.536848545074463,4.3560333251953125,0.02330683171749115,0.15750816464424133,0.9768545627593994,1.0345913171768188,1.195342779159546,1.1492445468902588,1,1,val
4.3329176902771,4.137031555175781,0.02278473973274231,0.17310139536857605,1.0076823234558105,0.9588094353675842,0.9912011027336121,1.1793384552001953,1,1,val
3.996126413345337,3.8126888275146484,0.024929480627179146,0.15850800275802612,0.9448603987693787,0.9738726615905762,0.8661560416221619,1.0277997255325317,1,1,val
4.226409435272217,4.101586818695068,0.02396239899098873,0.10086002945899963,0.921089768409729,1.1439405679702759,1.05225670337677,0.9842997193336487,1,1,val
4.119364261627197,3.950556755065918,0.025391092523932457,0.14341649413108826,1.0008870363235474,0.8730702996253967,1.1051911115646362,0.9714082479476929,1,1,val
4.111442565917969,3.819099187850952,0.023786311969161034,0.26855719089508057,0.9981924295425415,0.9910833239555359,0.8941337466239929,0.9356896281242371,1,1,val
,,0.0017473486950621009,0.0,,0.7479161620140076,1.1253504753112793,1.143856167793274,1,1,val
4.500827789306641,4.3645710945129395,0.024325286969542503,0.11193118244409561,1.1031047105789185,1.064197063446045,1.0392853021621704,1.1579841375350952,1,2,train
4.299394130706787,4.138744354248047,0.023535987362265587,0.13711340725421906,0.9892560839653015,1.100516438484192,0.9925758838653564,1.0563957691192627,1,2,train
4.27063512802124,4.078649520874023,0.023675644770264626,0.16831019520759583,1.0289080142974854,1.028709888458252,0.8784074187278748,1.1426241397857666,1,2,train
4.304251670837402,4.022569179534912,0.02249368652701378,0.25918880105018616,0.9057227969169617,0.9553720355033875,1.0827373266220093,1.0787371397018433,1,2,train
4.089975833892822,3.9719932079315186,0.02403305098414421,0.09394936263561249,1.006714940071106,0.9366722702980042,1.0632177591323853,0.9653881192207336,1,2,train
3.8684067726135254,3.694000720977783,0.024197055026888847,0.15020890533924103,1.00990891456604,0.9379950761795044,0.8941285014152527,0.8519683480262756,1,2,train
4.041503429412842,3.8825061321258545,0.024927835911512375,0.13406947255134583,0.9944016933441162,1.0511479377746582,0.8583047986030579,0.978651762008667,1,2,train
4.282408237457275,4.010284423828125,0.024489914998412132,0.24763375520706177,0.9338858723640442,1.0980530977249146,1.144484043121338,0.8338611125946045,1,2,train
3.864870548248291,3.630244493484497,0.024254826828837395,0.2103712260723114,1.0128612518310547,0.8131375312805176,0.9444199800491333,0.8598259091377258,1,2,train
4.3708038330078125,4.116739749908447,0.023247970268130302,0.23081567883491516,1.0652345418930054,0.8995398283004761,0.9603358507156372,1.1916295289993286,1,2,train
4.0621867179870605,3.8777265548706055,0.023298125714063644,0.16116221249103546,1.004130244255066,1.016660213470459,0.9285655617713928,0.928370475769043,1,2,train
4.292980670928955,4.1246843338012695,0.023509705439209938,0.14478668570518494,1.0217746496200562,1.010568618774414,1.092979073524475,0.9993619322776794,1,2,train
4.365930080413818,4.155184745788574,0.02517343871295452,0.185571551322937,1.1166514158248901,1.0355936288833618,0.999670684337616,1.0032687187194824,1,2,train
3.894317626953125,3.7409286499023438,0.02480948530137539,0.12857934832572937,0.994217038154602,0.7855314016342163,1.020153284072876,0.9410269856452942,1,2,train
4.159022331237793,3.9881486892700195,0.02597385086119175,0.14489994943141937,1.0028091669082642,0.9669455289840698,0.9252331256866455,1.0931609869003296,1,2,train
3.8047971725463867,3.6100263595581055,0.027889708057045937,0.16688108444213867,1.0271635055541992,0.9594379663467407,0.8790984153747559,0.7443267107009888,1,2,train
4.039800643920898,3.888678550720215,0.026983056217432022,0.12413916736841202,0.9428087472915649,1.0415130853652954,1.005845308303833,0.8985113501548767,1,2,train
4.098388195037842,4.0066070556640625,0.02732333540916443,0.06445802003145218,0.9179697036743164,1.1061475276947021,1.0009558200836182,0.9815338253974915,1,2,train
4.375078201293945,4.148247241973877,0.035476114600896835,0.1913546770811081,0.9490469098091125,1.0866756439208984,1.1000220775604248,1.0125027894973755,1,2,train
3.9027175903320312,3.6686859130859375,0.03311267867684364,0.2009190022945404,0.9304099678993225,1.0063872337341309,0.8784953951835632,0.8533934354782104,1,2,train
4.151976108551025,3.9261016845703125,0.03342357277870178,0.19245094060897827,0.8719804883003235,1.0267200469970703,0.9585612416267395,1.0688401460647583,1,2,train
3.9800925254821777,3.844242811203003,0.05130262300372124,0.08454716205596924,0.9605723023414612,0.9406506419181824,0.9948762655258179,0.948143720626831,1,2,train
4.449334621429443,4.221698760986328,0.04887602478265762,0.1787601113319397,0.8858684301376343,1.2074038982391357,1.1557332277297974,0.9726932644844055,1,2,train
4.401369571685791,4.126060962677002,0.03789090737700462,0.23741763830184937,0.9089822769165039,1.1377155780792236,1.004037857055664,1.0753252506256104,1,2,train
5.087966442108154,4.7157793045043945,0.017429783940315247,0.3547571003437042,0.9030978083610535,1.1805498600006104,1.541712999343872,1.0904184579849243,1,2,train
4.425631523132324,4.207721710205078,0.04900745674967766,0.16890224814414978,0.8483410477638245,1.0318456888198853,1.1798338890075684,1.1477011442184448,1,2,val
4.219624042510986,3.99485445022583,0.04888669773936272,0.1758829653263092,0.8742603063583374,0.958109438419342,0.9835423231124878,1.1789422035217285,1,2,val
3.9384806156158447,3.7080440521240234,0.03914939984679222,0.19128724932670593,0.8477314114570618,0.9727418422698975,0.859725296497345,1.0278456211090088,1,2,val
4.1233038902282715,3.9712231159210205,0.04443001374602318,0.10765073448419571,0.8036376237869263,1.1419281959533691,1.041407823562622,0.9842493534088135,1,2,val
4.043920993804932,3.8462963104248047,0.0425340011715889,0.15509063005447388,0.9020650386810303,0.8713854551315308,1.1004788875579834,0.9723667502403259,1,2,val
3.979663610458374,3.6598753929138184,0.04527261480689049,0.2745155394077301,0.8450286388397217,0.9907707571983337,0.8885394930839539,0.9355364441871643,1,2,val
,,0.0016808720538392663,0.0,,0.7478178143501282,1.1244678497314453,1.1440062522888184,1,2,val
3.972374439239502,3.777993679046631,0.0648975595831871,0.12948329746723175,0.8411307334899902,1.029313325881958,0.991840124130249,0.9157094955444336,1,3,train
4.156570911407471,3.846966028213501,0.040021490305662155,0.26958346366882324,0.816339373588562,0.9951755404472351,0.8959063291549683,1.1395447254180908,1,3,train
3.706355571746826,3.4604382514953613,0.048360150307416916,0.19755715131759644,0.851742148399353,0.8815799951553345,0.8835289478302002,0.8435871005058289,1,3,train
4.0610504150390625,3.830265522003174,0.044935207813978195,0.1858498752117157,0.8649879693984985,1.0437755584716797,0.9600757956504822,0.961426317691803,1,3,train
3.9673542976379395,3.722010850906372,0.046273790299892426,0.19906963407993317,0.8825446367263794,0.9771521687507629,0.9614499807357788,0.9008639454841614,1,3,train
4.0950541496276855,3.9290997982025146,0.037807647138834,0.12814682722091675,0.8451560735702515,1.1079214811325073,0.9900721907615662,0.9859499335289001,1,3,train
