total,reconstruction,gaussian,categorical,cv,epoch,type,lr
4.588831901550293,4.330016613006592,28.16757583618164,-2.2860708236694336,1,10,train,0.0004
4.589165687561035,4.363325595855713,24.871000289916992,-2.2870025634765625,1,10,train,0.0004
4.638490676879883,4.380611896514893,28.073759078979492,-2.285841464996338,1,10,train,0.0004
4.591783046722412,4.3152995109558105,29.933021545410156,-2.2846851348876953,1,10,train,0.0004
4.690507411956787,4.429966926574707,28.339962005615234,-2.2859244346618652,1,10,train,0.0004
4.757452487945557,4.476728916168213,30.355356216430664,-2.283005714416504,1,10,train,0.0004
4.573704242706299,4.281562328338623,31.4992618560791,-2.2850375175476074,1,10,train,0.0004
4.712993621826172,4.470229148864746,26.564666748046875,-2.2881970405578613,1,10,train,0.0004
4.613951206207275,4.321568489074707,31.5230712890625,-2.2848129272460938,1,10,train,0.0004
4.693222522735596,4.447907447814941,26.820768356323242,-2.289236068725586,1,10,train,0.0004
4.790506362915039,4.473057746887207,34.036190032958984,-2.291337013244629,1,10,val,0.0004
4.826987266540527,4.501115322113037,34.87928009033203,-2.2920479774475098,1,10,val,0.0004
4.762182235717773,4.419103145599365,36.59751510620117,-2.2895798683166504,1,10,val,0.0004
4.698085308074951,4.306920051574707,41.405330657958984,-2.2888145446777344,1,10,val,0.0004
4.787021636962891,4.431405544281006,37.85133361816406,-2.2897286415100098,1,10,val,0.0004
4.702548980712891,4.429948806762695,29.546377182006836,-2.286318778991699,1,11,train,0.0004
4.626933574676514,4.365909576416016,28.389833450317383,-2.28745698928833,1,11,train,0.0004
4.591412544250488,4.325284004211426,28.90145492553711,-2.2885689735412598,1,11,train,0.0004
4.668665885925293,4.379094123840332,31.244516372680664,-2.287346363067627,1,11,train,0.0004
4.578676700592041,4.314525604248047,28.703407287597656,-2.2882909774780273,1,11,train,0.0004
4.5751471519470215,4.304584503173828,29.345712661743164,-2.2894153594970703,1,11,train,0.0004
4.707683563232422,4.435584545135498,29.499263763427734,-2.289341449737549,1,11,train,0.0004
4.5410661697387695,4.291356563568115,27.261274337768555,-2.290278911590576,1,11,train,0.0004
4.529549598693848,4.267345905303955,28.510831832885742,-2.290447235107422,1,11,train,0.0004
4.603847980499268,4.358030796051025,26.870027542114258,-2.288294792175293,1,11,train,0.0004
4.754756450653076,4.417428016662598,36.02359390258789,-2.2907967567443848,1,11,val,0.0004
4.7817463874816895,4.434443473815918,37.02153396606445,-2.2912378311157227,1,11,val,0.0004
4.734738826751709,4.385251045227051,37.23816680908203,-2.289398193359375,1,11,val,0.0004
4.652093410491943,4.258472442626953,41.65056610107422,-2.288482666015625,1,11,val,0.0004
4.768893241882324,4.392976760864258,39.88056182861328,-2.2888903617858887,1,11,val,0.0004
4.617374420166016,4.354038238525391,28.622920989990234,-2.289294719696045,1,12,train,0.0004
4.499129295349121,4.213788032531738,30.82053565979004,-2.2864089012145996,1,12,train,0.0004
4.475498676300049,4.206475257873535,29.190431594848633,-2.2881174087524414,1,12,train,0.0004
4.54266357421875,4.277828693389893,28.770709991455078,-2.287184238433838,1,12,train,0.0004
4.577004909515381,4.308459758758545,29.143022537231445,-2.2884812355041504,1,12,train,0.0004
4.502640247344971,4.218092441558838,30.741586685180664,-2.2868237495422363,1,12,train,0.0004
4.421060085296631,4.1512322425842285,29.27115249633789,-2.288404941558838,1,12,train,0.0004
4.7374138832092285,4.466115951538086,29.41733741760254,-2.2875165939331055,1,12,train,0.0004
4.662219524383545,4.41915225982666,26.59684181213379,-2.290121078491211,1,12,train,0.0004
4.594818592071533,4.308473587036133,30.922788619995117,-2.2882890701293945,1,12,train,0.0004
4.708730220794678,4.373286724090576,35.83558654785156,-2.2912659645080566,1,12,val,0.0004
4.74843692779541,4.401628017425537,36.9728889465332,-2.292013645172119,1,12,val,0.0004
4.707091331481934,4.34400749206543,38.59837341308594,-2.289989471435547,1,12,val,0.0004
4.622829914093018,4.214787006378174,43.09361267089844,-2.28932523727417,1,12,val,0.0004
4.734956741333008,4.351648330688477,40.620784759521484,-2.2899794578552246,1,12,val,0.0004
4.472018718719482,4.221390724182129,27.353002548217773,-2.2901883125305176,1,13,train,0.0004
4.436956405639648,4.171694278717041,28.816715240478516,-2.290508270263672,1,13,train,0.0004
4.654430866241455,4.355249881744385,32.20550537109375,-2.287405490875244,1,13,train,0.0004
4.516925811767578,4.247256755828857,29.2570743560791,-2.290175437927246,1,13,train,0.0004
4.6383056640625,4.374546527862549,28.66779899597168,-2.2918901443481445,1,13,train,0.0004
4.500113487243652,4.209131240844727,31.387680053710938,-2.289428234100342,1,13,train,0.0004
4.512636184692383,4.241854667663574,29.36833381652832,-2.290182113647461,1,13,train,0.0004
4.630124568939209,4.298046112060547,35.4950065612793,-2.287151336669922,1,13,train,0.0004
4.532302379608154,4.251623153686523,30.358421325683594,-2.290480136871338,1,13,train,0.0004
4.411505699157715,4.14775276184082,28.667705535888672,-2.292391777038574,1,13,train,0.0004
4.714564800262451,4.382992744445801,35.45056915283203,-2.293346881866455,1,13,val,0.0004
4.729331970214844,4.381302356719971,37.09693145751953,-2.293961524963379,1,13,val,0.0004
4.704629421234131,4.360226631164551,36.73280715942383,-2.2925448417663574,1,13,val,0.0004
4.620183944702148,4.231371879577637,41.17302322387695,-2.2918262481689453,1,13,val,0.0004
4.732629299163818,4.3623762130737305,39.31676483154297,-2.2914276123046875,1,13,val,0.0004
4.4054718017578125,4.170810222625732,25.757841110229492,-2.2916760444641113,1,14,train,0.0004
4.484026908874512,4.199008941650391,30.79275894165039,-2.2909417152404785,1,14,train,0.0004
4.5323357582092285,4.242469787597656,31.276628494262695,-2.29002046585083,1,14,train,0.0004
4.559911251068115,4.2783660888671875,30.444467544555664,-2.2899422645568848,1,14,train,0.0004
4.498583793640137,4.223868370056152,29.761329650878906,-2.2897567749023438,1,14,train,0.0004
4.552774429321289,4.262166976928711,31.35005760192871,-2.289318561553955,1,14,train,0.0004
4.431192874908447,4.159223556518555,29.487218856811523,-2.290282726287842,1,14,train,0.0004
4.441967010498047,4.176486492156982,28.839330673217773,-2.2912802696228027,1,14,train,0.0004
4.596498489379883,4.331229209899902,28.81881332397461,-2.2918896675109863,1,14,train,0.0004
4.4811692237854,4.175497055053711,32.857704162597656,-2.2905097007751465,1,14,train,0.0004
4.691163539886475,4.338442802429199,37.56477737426758,-2.2926712036132812,1,14,val,0.0004
4.720003128051758,4.354454517364502,38.84809494018555,-2.2932515144348145,1,14,val,0.0004
4.6824870109558105,4.307878017425537,39.75226974487305,-2.291358470916748,1,14,val,0.0004
4.5885491371154785,4.166247367858887,44.52158737182617,-2.2913923263549805,1,14,val,0.0004
4.704644680023193,4.316575050354004,41.0987548828125,-2.2917819023132324,1,14,val,0.0004
4.375560283660889,4.1099700927734375,28.85018539428711,-2.2911500930786133,1,15,train,0.0004
4.55341100692749,4.262977600097656,31.33528709411621,-2.2919745445251465,1,15,train,0.0004
4.455960750579834,4.1538238525390625,32.50537109375,-2.291663646697998,1,15,train,0.0004
4.453567028045654,4.149643421173096,32.681640625,-2.2892746925354004,1,15,train,0.0004
4.6471381187438965,4.353811740875244,31.62393569946289,-2.2913150787353516,1,15,train,0.0004
4.340092658996582,4.065035343170166,29.798118591308594,-2.292412757873535,1,15,train,0.0004
4.616410255432129,4.312434673309326,32.6868782043457,-2.289292335510254,1,15,train,0.0004
4.46140193939209,4.1825971603393555,30.17246437072754,-2.2919774055480957,1,15,train,0.0004
4.492541313171387,4.2166242599487305,29.883567810058594,-2.2918829917907715,1,15,train,0.0004
4.395824909210205,4.111947059631348,30.678247451782227,-2.290449619293213,1,15,train,0.0004
4.660566806793213,4.313045501708984,37.04579162597656,-2.2936854362487793,1,15,val,0.0004
4.678819179534912,4.319998741149902,38.17627716064453,-2.2942728996276855,1,15,val,0.0004
4.6538472175598145,4.2903313636779785,38.64405059814453,-2.2924342155456543,1,15,val,0.0004
4.558373928070068,4.156604766845703,42.46949005126953,-2.2926025390625,1,15,val,0.0004
4.67678165435791,4.294799327850342,40.49048614501953,-2.292252540588379,1,15,val,0.0004
4.460912227630615,4.176938056945801,30.688547134399414,-2.2911267280578613,1,16,train,0.0004
4.441192150115967,4.12013053894043,34.39805221557617,-2.2918577194213867,1,16,train,0.0004
4.577914714813232,4.289457321166992,31.137453079223633,-2.2917275428771973,1,16,train,0.0004
4.46943473815918,4.164866924285889,32.74697494506836,-2.290210247039795,1,16,train,0.0004
4.458937644958496,4.147729396820068,33.4127082824707,-2.2918620109558105,1,16,train,0.0004
4.466969013214111,4.196839332580566,29.30494499206543,-2.2919440269470215,1,16,train,0.0004
4.334698677062988,4.050370216369629,30.726442337036133,-2.2935829162597656,1,16,train,0.0004
4.615787029266357,4.340607166290283,29.80935287475586,-2.2913432121276855,1,16,train,0.0004
4.36176061630249,4.105253219604492,27.945995330810547,-2.2952351570129395,1,16,train,0.0004
4.362033843994141,4.114206314086914,27.07634735107422,-2.293579578399658,1,16,train,0.0004
4.664073944091797,4.296028137207031,39.09784698486328,-2.293234348297119,1,16,val,0.0004
4.688207626342773,4.310134410858154,40.101356506347656,-2.2940378189086914,1,16,val,0.0004
4.67511510848999,4.287194728851318,41.083984375,-2.291959285736084,1,16,val,0.0004
4.577443599700928,4.142451286315918,45.79124069213867,-2.292011260986328,1,16,val,0.0004
4.698904991149902,4.28589391708374,43.592464447021484,-2.2913594245910645,1,16,val,0.0004
4.2731428146362305,4.003622055053711,29.245790481567383,-2.2937097549438477,1,17,train,0.0004
4.661365032196045,4.328636646270752,35.562461853027344,-2.2896366119384766,1,17,train,0.0004
4.495757579803467,4.181528568267822,33.71223831176758,-2.2893214225769043,1,17,train,0.0004
4.303503513336182,3.9845130443573,34.1912727355957,-2.2921857833862305,1,17,train,0.0004
4.5379767417907715,4.248833179473877,31.205589294433594,-2.291238784790039,1,17,train,0.0004
4.374483108520508,4.065164566040039,33.22442626953125,-2.292586326599121,1,17,train,0.0004
4.43135404586792,4.1830878257751465,27.120380401611328,-2.2937541007995605,1,17,train,0.0004
4.497922420501709,4.231929779052734,28.89165687561035,-2.292374610900879,1,17,train,0.0004
4.475107192993164,4.210236549377441,28.78030776977539,-2.2932658195495605,1,17,train,0.0004
4.377172470092773,4.111789703369141,28.830537796020508,-2.2922582626342773,1,17,train,0.0004
4.663222312927246,4.279315948486328,40.68312072753906,-2.292494297027588,1,17,val,0.0004
4.6741719245910645,4.273961067199707,42.3143196105957,-2.2932543754577637,1,17,val,0.0004
4.669121265411377,4.26547384262085,42.65525436401367,-2.2904882431030273,1,17,val,0.0004
4.562118053436279,4.1151275634765625,46.990047454833984,-2.2910261154174805,1,17,val,0.0004
4.6800336837768555,4.258579254150391,44.43653106689453,-2.2910966873168945,1,17,val,0.0004
4.235744476318359,3.9333739280700684,32.52875900268555,-2.291667938232422,1,18,train,0.0004
4.4552903175354,4.148378849029541,32.98115158081055,-2.2900218963623047,1,18,train,0.0004
4.433943748474121,4.0893473625183105,36.749141693115234,-2.2894678115844727,1,18,train,0.0004
4.46419095993042,4.163285255432129,32.383880615234375,-2.293311595916748,1,18,train,0.0004
4.512155055999756,4.2066240310668945,32.84446334838867,-2.2913265228271484,1,18,train,0.0004
4.437973499298096,4.152040481567383,30.884828567504883,-2.2915425300598145,1,18,train,0.0004
4.336060523986816,4.043618679046631,31.534076690673828,-2.289881706237793,1,18,train,0.0004
4.4146294593811035,4.143758296966553,29.38108253479004,-2.2939558029174805,1,18,train,0.0004
4.5973663330078125,4.302608013153076,31.766124725341797,-2.29030179977417,1,18,train,0.0004
4.255755424499512,3.986459732055664,29.222064971923828,-2.2924957275390625,1,18,train,0.0004
4.633775234222412,4.263871669769287,39.28424072265625,-2.293863296508789,1,18,val,0.0004
4.65325403213501,4.264004230499268,41.21935272216797,-2.2943592071533203,1,18,val,0.0004
4.639716148376465,4.248709678649902,41.3928108215332,-2.292147636413574,1,18,val,0.0004
4.54097843170166,4.112631320953369,45.12746810913086,-2.292762279510498,1,18,val,0.0004
4.663969993591309,4.257497787475586,42.93965148925781,-2.2924304008483887,1,18,val,0.0004
4.292200088500977,4.0329909324646,28.213857650756836,-2.292924404144287,1,19,train,0.0004
4.43971586227417,4.110780239105225,35.184513092041016,-2.2909865379333496,1,19,train,0.0004
4.371645450592041,4.03359317779541,36.0956916809082,-2.290499687194824,1,19,train,0.0004
4.424166202545166,4.081471920013428,36.56062316894531,-2.2912259101867676,1,19,train,0.0004
4.440980434417725,4.16516637802124,29.876155853271484,-2.294715404510498,1,19,train,0.0004
4.404687404632568,4.11245059967041,31.515625,-2.29194974899292,1,19,train,0.0004
4.440883636474609,4.135593414306641,32.82058334350586,-2.2915797233581543,1,19,train,0.0004
4.242376327514648,3.9719719886779785,29.334701538085938,-2.29427433013916,1,19,train,0.0004
4.3993377685546875,4.128351211547852,29.39010238647461,-2.291431427001953,1,19,train,0.0004
4.592799663543701,4.326393127441406,28.935077667236328,-2.2944536209106445,1,19,train,0.0004
4.624424457550049,4.2623820304870605,38.49816131591797,-2.2939438819885254,1,19,val,0.0004
4.640886306762695,4.2661261558532715,39.77084732055664,-2.2948250770568848,1,19,val,0.0004
4.634105682373047,4.253051280975342,40.39796447753906,-2.2925515174865723,1,19,val,0.0004
4.536712646484375,4.114439010620117,44.520198822021484,-2.2928199768066406,1,19,val,0.0004
4.663975715637207,4.257818698883057,42.90890884399414,-2.2932286262512207,1,19,val,0.0004
4.330436706542969,4.0233988761901855,32.99658203125,-2.292786121368408,1,20,train,0.0004
4.270541667938232,3.961705207824707,33.176387786865234,-2.2927513122558594,1,20,train,0.0004
4.4424543380737305,4.134739875793457,33.06308364868164,-2.2916154861450195,1,20,train,0.0004
4.362392902374268,4.068290710449219,31.703861236572266,-2.2936172485351562,1,20,train,0.0004
4.338966369628906,4.0641374588012695,29.77691650390625,-2.2940101623535156,1,20,train,0.0004
4.474647521972656,4.166506767272949,33.10728073120117,-2.293212413787842,1,20,train,0.0004
4.350040435791016,4.072218418121338,30.076778411865234,-2.294593334197998,1,20,train,0.0004
4.460986137390137,4.158655643463135,32.52537155151367,-2.2922863960266113,1,20,train,0.0004
4.448312282562256,4.166990280151367,30.42438316345215,-2.292205333709717,1,20,train,0.0004
4.4113616943359375,4.0871806144714355,34.71168518066406,-2.2936015129089355,1,20,train,0.0004
4.622869968414307,4.240167140960693,40.56452941894531,-2.2942633628845215,1,20,val,0.0004
4.636083602905273,4.2406325340271,41.84019470214844,-2.2950758934020996,1,20,val,0.0004
4.632600784301758,4.230541229248047,42.49883270263672,-2.2928662300109863,1,20,val,0.0004
4.528396129608154,4.084196090698242,46.713279724121094,-2.293254852294922,1,20,val,0.0004
4.654656410217285,4.227393627166748,45.01862716674805,-2.292351245880127,1,20,val,0.0004
4.338303565979004,4.0400567054748535,32.11788558959961,-2.2932138442993164,1,21,train,0.0004
4.3125901222229,3.991079568862915,34.44334030151367,-2.29229736328125,1,21,train,0.0004
4.2138671875,3.9208381175994873,31.59648323059082,-2.2935867309570312,1,21,train,0.0004
4.33604621887207,4.0223388671875,33.662147521972656,-2.291386127471924,1,21,train,0.0004
4.64807653427124,4.337073802947998,33.39412307739258,-2.293837070465088,1,21,train,0.0004
4.381377696990967,4.094779968261719,30.95151710510254,-2.2917089462280273,1,21,train,0.0004
4.282901763916016,3.9841244220733643,32.171634674072266,-2.2939248085021973,1,21,train,0.0004
4.428155422210693,4.132274627685547,31.880956649780273,-2.292874813079834,1,21,train,0.0004
4.280113220214844,3.9680447578430176,33.500667572021484,-2.293839454650879,1,21,train,0.0004
4.533270835876465,4.234297275543213,32.190494537353516,-2.293180465698242,1,21,train,0.0004
4.5928826332092285,4.232090473175049,38.373573303222656,-2.294358730316162,1,21,val,0.0004
