total,reconstruction,gaussian,categorical,cv,epoch,type,lr
6.501186847686768,6.521285057067871,0.29167768359184265,-2.3015074729919434,1,1,train,0.0004
6.4327545166015625,6.44580078125,0.9909053444862366,-2.295551300048828,1,1,train,0.0004
6.607685565948486,6.600825309753418,2.972200870513916,-2.2861781120300293,1,1,train,0.0004
6.428231716156006,6.390308380126953,6.06265115737915,-2.2702975273132324,1,1,train,0.0004
5.935273170471191,5.868090629577637,8.982900619506836,-2.264641284942627,1,1,train,0.0004
6.457211494445801,6.272585391998291,20.713953018188477,-2.2513437271118164,1,1,train,0.0004
6.231947898864746,6.065331935882568,18.930126190185547,-2.268526554107666,1,1,train,0.0004
5.950851917266846,5.824006080627441,14.965620040893555,-2.281035900115967,1,1,train,0.0004
5.983369827270508,5.850506782531738,15.566375732421875,-2.2800989151000977,1,1,train,0.0004
5.621172904968262,5.463315963745117,18.06489372253418,-2.279193878173828,1,1,train,0.0004
5.719600200653076,5.446811199188232,29.562156677246094,-2.2832374572753906,1,1,val,0.0004
5.716216564178467,5.451339244842529,28.77195167541504,-2.2842483520507812,1,1,val,0.0004
5.693227767944336,5.4154157638549805,30.064159393310547,-2.28294038772583,1,1,val,0.0004
5.668917179107666,5.371368408203125,32.03704833984375,-2.282195568084717,1,1,val,0.0004
5.857747554779053,5.590265274047852,29.031082153320312,-2.282848358154297,1,1,val,0.0004
5.808631896972656,5.672469615936279,15.9000244140625,-2.2838239669799805,1,2,train,0.0004
5.817902088165283,5.678556442260742,16.217721939086914,-2.2831454277038574,1,2,train,0.0004
5.73222541809082,5.602148532867432,15.290888786315918,-2.2831931114196777,1,2,train,0.0004
5.707191467285156,5.57980489730835,15.024267196655273,-2.2856311798095703,1,2,train,0.0004
5.879629135131836,5.732736110687256,16.97018814086914,-2.280925750732422,1,2,train,0.0004
5.435198783874512,5.326390266418457,13.169151306152344,-2.2882699966430664,1,2,train,0.0004
5.621635913848877,5.508426189422607,13.608531951904297,-2.2875900268554688,1,2,train,0.0004
5.531894207000732,5.412034511566162,14.272273063659668,-2.2862744331359863,1,2,train,0.0004
5.686814785003662,5.5516581535339355,15.801199913024902,-2.2855210304260254,1,2,train,0.0004
5.620420455932617,5.4637603759765625,17.9500789642334,-2.2840280532836914,1,2,train,0.0004
5.428947448730469,5.155864238739014,29.596702575683594,-2.2883691787719727,1,2,val,0.0004
5.440160751342773,5.169220447540283,29.383134841918945,-2.2891268730163574,1,2,val,0.0004
5.43798828125,5.160874366760254,29.99810218811035,-2.286719799041748,1,2,val,0.0004
5.404252052307129,5.094893455505371,33.22220230102539,-2.286332130432129,1,2,val,0.0004
5.5579071044921875,5.281350612640381,29.942602157592773,-2.286940574645996,1,2,val,0.0004
5.424057483673096,5.2625908851623535,18.432533264160156,-2.2858810424804688,1,3,train,0.0004
5.425812721252441,5.2710394859313965,17.76506233215332,-2.2877163887023926,1,3,train,0.0004
5.791818618774414,5.638147354125977,17.65666389465332,-2.289539337158203,1,3,train,0.0004
5.306853771209717,5.1740288734436035,15.573750495910645,-2.2912497520446777,1,3,train,0.0004
5.3372368812561035,5.168121337890625,19.20209503173828,-2.2905116081237793,1,3,train,0.0004
5.3063740730285645,5.14608907699585,18.318273544311523,-2.289755344390869,1,3,train,0.0004
5.448619365692139,5.27689266204834,19.462604522705078,-2.2899117469787598,1,3,train,0.0004
5.411193370819092,5.232676029205322,20.1402587890625,-2.2885379791259766,1,3,train,0.0004
5.327746868133545,5.154230117797852,19.641361236572266,-2.289675712585449,1,3,train,0.0004
5.3313679695129395,5.164294242858887,18.997119903564453,-2.28971529006958,1,3,train,0.0004
5.288292407989502,4.988932132720947,32.22589111328125,-2.2898898124694824,1,3,val,0.0004
5.312253952026367,5.0104146003723145,32.47429656982422,-2.290353775024414,1,3,val,0.0004
5.305500507354736,5.002424716949463,32.596370697021484,-2.288759231567383,1,3,val,0.0004
5.249863147735596,4.915816307067871,35.69395065307617,-2.2892308235168457,1,3,val,0.0004
5.372469902038574,5.055736541748047,33.962345123291016,-2.2890210151672363,1,3,val,0.0004
5.026378154754639,4.870609760284424,17.868515014648438,-2.2916736602783203,1,4,train,0.0004
5.556212902069092,5.354157447814941,22.49382209777832,-2.2883124351501465,1,4,train,0.0004
5.162271022796631,4.996858596801758,18.831890106201172,-2.290621757507324,1,4,train,0.0004
5.19839334487915,5.0336785316467285,18.761821746826172,-2.290339469909668,1,4,train,0.0004
5.1494140625,4.957099914550781,21.521440505981445,-2.2899885177612305,1,4,train,0.0004
5.0984954833984375,4.879544734954834,24.18222999572754,-2.287125587463379,1,4,train,0.0004
5.016796588897705,4.822214126586914,21.74649429321289,-2.2882375717163086,1,4,train,0.0004
5.366034507751465,5.121099948883057,26.780195236206055,-2.286698341369629,1,4,train,0.0004
5.102396488189697,4.897128582000732,22.81622314453125,-2.289433002471924,1,4,train,0.0004
5.138321399688721,4.936913967132568,22.42877769470215,-2.2880730628967285,1,4,train,0.0004
5.097443580627441,4.81727409362793,30.30756187438965,-2.2906246185302734,1,4,val,0.0004
5.10930871963501,4.825742244720459,30.648344039916992,-2.2916603088378906,1,4,val,0.0004
5.093287944793701,4.801538944244385,31.463796615600586,-2.2888922691345215,1,4,val,0.0004
5.020151138305664,4.688355445861816,35.46928787231445,-2.2897067070007324,1,4,val,0.0004
5.143425941467285,4.8299055099487305,33.6411247253418,-2.2891159057617188,1,4,val,0.0004
5.130475044250488,4.942105293273926,21.124486923217773,-2.287515640258789,1,5,train,0.0004
5.178077220916748,4.993080139160156,20.787580490112305,-2.2878851890563965,1,5,train,0.0004
4.85158109664917,4.6338019371032715,24.06441879272461,-2.286475658416748,1,5,train,0.0004
5.205643653869629,4.9630961418151855,26.5401554107666,-2.2853827476501465,1,5,train,0.0004
4.842949390411377,4.672514915466309,19.333459854125977,-2.290024757385254,1,5,train,0.0004
4.977879047393799,4.75299072265625,24.77422332763672,-2.2853989601135254,1,5,train,0.0004
5.070188522338867,4.864889144897461,22.81550407409668,-2.2855582237243652,1,5,train,0.0004
4.859198570251465,4.68869686126709,19.338123321533203,-2.287977695465088,1,5,train,0.0004
4.99506139755249,4.833003997802734,18.493764877319336,-2.287997245788574,1,5,train,0.0004
4.892971038818359,4.6915740966796875,22.427011489868164,-2.2873125076293945,1,5,train,0.0004
5.012106418609619,4.697141647338867,33.78156280517578,-2.2851028442382812,1,5,val,0.0004
5.025669097900391,4.699444770812988,34.90874099731445,-2.2863035202026367,1,5,val,0.0004
4.9993462562561035,4.6663923263549805,35.577598571777344,-2.2821974754333496,1,5,val,0.0004
4.907052516937256,4.527572154998779,40.23113250732422,-2.2831177711486816,1,5,val,0.0004
5.037362575531006,4.674388408660889,38.57971954345703,-2.282304286956787,1,5,val,0.0004
4.901113986968994,4.6717448234558105,25.22119140625,-2.2842674255371094,1,6,train,0.0004
4.946169376373291,4.699618339538574,26.93678092956543,-2.2816834449768066,1,6,train,0.0004
4.77384090423584,4.536896228790283,25.975751876831055,-2.2812795639038086,1,6,train,0.0004
4.8934760093688965,4.643888473510742,27.240541458129883,-2.28179931640625,1,6,train,0.0004
4.830771446228027,4.623872756958008,22.974609375,-2.284733295440674,1,6,train,0.0004
4.813077926635742,4.604990482330322,23.094135284423828,-2.2853732109069824,1,6,train,0.0004
4.985039234161377,4.768180847167969,23.970468521118164,-2.284608840942383,1,6,train,0.0004
4.916505336761475,4.698148250579834,24.120834350585938,-2.285139560699463,1,6,train,0.0004
5.0104475021362305,4.799760341644287,23.355131149291992,-2.286449909210205,1,6,train,0.0004
4.822816371917725,4.590382099151611,25.527729034423828,-2.284285068511963,1,6,train,0.0004
4.94119119644165,4.613125801086426,35.09272384643555,-2.2862067222595215,1,6,val,0.0004
4.953561305999756,4.619207859039307,35.72246170043945,-2.287090301513672,1,6,val,0.0004
4.921063423156738,4.5801920890808105,36.3720703125,-2.284942150115967,1,6,val,0.0004
4.840294361114502,4.452967166900635,41.01655197143555,-2.2838258743286133,1,6,val,0.0004
4.942906856536865,4.580918788909912,38.482330322265625,-2.283520221710205,1,6,val,0.0004
4.77571964263916,4.549370765686035,24.918485641479492,-2.2835679054260254,1,7,train,0.0004
4.585258483886719,4.3277153968811035,28.037242889404297,-2.282935619354248,1,7,train,0.0004
4.61372184753418,4.395604133605957,24.09712791442871,-2.285325050354004,1,7,train,0.0004
4.894346237182617,4.67636775970459,24.085582733154297,-2.287712574005127,1,7,train,0.0004
4.814061164855957,4.575094223022461,26.182315826416016,-2.2856063842773438,1,7,train,0.0004
4.948960781097412,4.717686176300049,25.4129581451416,-2.2854809761047363,1,7,train,0.0004
4.870037078857422,4.635986804962158,25.68877410888672,-2.2837605476379395,1,7,train,0.0004
4.924369812011719,4.6566009521484375,29.06178855895996,-2.2849044799804688,1,7,train,0.0004
4.83519983291626,4.593530654907227,26.452184677124023,-2.285257339477539,1,7,train,0.0004
4.756316661834717,4.530038356781006,24.915729522705078,-2.2879185676574707,1,7,train,0.0004
4.873759746551514,4.558353900909424,33.829830169677734,-2.2892379760742188,1,7,val,0.0004
4.9027419090271,4.579642295837402,34.600276947021484,-2.2902770042419434,1,7,val,0.0004
4.847371578216553,4.515252113342285,35.4999885559082,-2.2880682945251465,1,7,val,0.0004
4.780268669128418,4.40111780166626,40.2018928527832,-2.2868027687072754,1,7,val,0.0004
4.894536972045898,4.5327467918396,38.466243743896484,-2.287243366241455,1,7,val,0.0004
4.6743574142456055,4.436676502227783,26.055858612060547,-2.2877931594848633,1,8,train,0.0004
4.681097507476807,4.467489719390869,23.650741577148438,-2.2899508476257324,1,8,train,0.0004
4.776291370391846,4.515827655792236,28.330711364746094,-2.284343719482422,1,8,train,0.0004
4.73367977142334,4.524753570556641,23.18263816833496,-2.290025234222412,1,8,train,0.0004
4.754065036773682,4.532181739807129,24.47791862487793,-2.2895822525024414,1,8,train,0.0004
4.871262073516846,4.585935592651367,30.817323684692383,-2.284672260284424,1,8,train,0.0004
4.895109176635742,4.655984401702881,26.201263427734375,-2.2887816429138184,1,8,train,0.0004
4.626893997192383,4.397919654846191,25.18718719482422,-2.2897491455078125,1,8,train,0.0004
4.573380470275879,4.329580307006836,26.668256759643555,-2.2882375717163086,1,8,train,0.0004
4.788829803466797,4.5031280517578125,30.854665756225586,-2.284471035003662,1,8,train,0.0004
4.87627649307251,4.516578674316406,38.258060455322266,-2.288271903991699,1,8,val,0.0004
4.889830112457275,4.527917385101318,38.48032760620117,-2.289066791534424,1,8,val,0.0004
4.8422346115112305,4.464053153991699,40.10558319091797,-2.287447929382324,1,8,val,0.0004
4.771245002746582,4.351303577423096,44.280723571777344,-2.286573886871338,1,8,val,0.0004
4.860043525695801,4.471385478973389,41.1534309387207,-2.287637233734131,1,8,val,0.0004
4.741879463195801,4.483529090881348,28.12224578857422,-2.2871780395507812,1,9,train,0.0004
4.473842620849609,4.231296062469482,26.541751861572266,-2.287116527557373,1,9,train,0.0004
4.660362720489502,4.386064052581787,29.71516990661621,-2.285308361053467,1,9,train,0.0004
4.63222074508667,4.409814834594727,24.530155181884766,-2.2895631790161133,1,9,train,0.0004
4.766485214233398,4.511728286743164,27.762224197387695,-2.286536693572998,1,9,train,0.0004
4.64501428604126,4.391026496887207,27.686569213867188,-2.2877798080444336,1,9,train,0.0004
4.722599506378174,4.4889092445373535,25.656333923339844,-2.2872910499572754,1,9,train,0.0004
4.756010055541992,4.489794731140137,28.90500831604004,-2.283496856689453,1,9,train,0.0004
4.6820549964904785,4.413477897644043,29.142372131347656,-2.2846693992614746,1,9,train,0.0004
4.786642074584961,4.535976409912109,27.35167121887207,-2.285104274749756,1,9,train,0.0004
4.812426567077637,4.479066848754883,35.6231689453125,-2.2871932983398438,1,9,val,0.0004
4.836303234100342,4.49990177154541,35.9285774230957,-2.2884345054626465,1,9,val,0.0004
4.778014183044434,4.43536901473999,36.55108642578125,-2.286576747894287,1,9,val,0.0004
4.70650577545166,4.323366641998291,40.59992599487305,-2.2859983444213867,1,9,val,0.0004
4.810213088989258,4.431780815124512,40.127925872802734,-2.2847366333007812,1,9,val,0.0004
