total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
8.435553550720215,8.43235969543457,0.003194145392626524,1.0865076780319214,1.0950084924697876,1.0535495281219482,1.0165399312973022,1.0391889810562134,1.0819860696792603,2.0595791339874268,1,1,train,0.0003
8.517088890075684,8.51404857635498,0.003039859700948,1.0466139316558838,1.0458015203475952,1.1039330959320068,1.150269627571106,1.1310267448425293,1.0753251314163208,1.9610790014266968,1,1,train,0.0003
8.271710395812988,8.268916130065918,0.0027943626046180725,1.0536247491836548,1.0505578517913818,1.018385887145996,1.0592447519302368,1.0544065237045288,1.0346781015396118,1.9980180263519287,1,1,train,0.0003
7.74940299987793,7.739193916320801,0.010208990424871445,1.0126045942306519,1.0153497457504272,0.9921374320983887,1.0851664543151855,1.003685474395752,1.0050642490386963,1.6251859664916992,1,1,val,0.0003
8.048639297485352,8.039690971374512,0.008948550559580326,1.073526382446289,1.0607178211212158,1.074464201927185,1.078842282295227,1.0555243492126465,1.053483247756958,1.643133521080017,1,2,train,0.0003
7.588318824768066,7.579320430755615,0.00899841170758009,1.054634690284729,0.9872499704360962,1.0971615314483643,1.0099226236343384,0.8818231821060181,0.9730915427207947,1.5754371881484985,1,2,train,0.0003
7.423874855041504,7.415628433227539,0.00824647955596447,0.9691094756126404,0.9932175874710083,0.9850614666938782,1.0910553932189941,0.8608859181404114,0.917102575302124,1.5991963148117065,1,2,train,0.0003
7.118964195251465,7.111999034881592,0.006965365260839462,0.9163346886634827,0.9806972146034241,0.9518642425537109,1.0403656959533691,0.7418980598449707,0.8528679609298706,1.6279710531234741,1,2,val,0.0003
7.1092939376831055,7.102505207061768,0.00678874971345067,0.973342776298523,0.9470394849777222,0.9997258186340332,1.024361491203308,0.7625299096107483,0.8710803389549255,1.5244255065917969,1,3,train,0.0003
7.047056198120117,7.039204120635986,0.007852073758840561,0.9106325507164001,1.0258383750915527,1.0205986499786377,1.0128850936889648,0.7380639910697937,0.8512306809425354,1.4799546003341675,1,3,train,0.0003
6.948431491851807,6.937281608581543,0.01114995963871479,0.9123749136924744,1.0302237272262573,1.0426175594329834,1.024609923362732,0.7388439178466797,0.8595038652420044,1.3291075229644775,1,3,train,0.0003
6.739192962646484,6.730700492858887,0.008492546156048775,0.8567357063293457,0.9740025997161865,0.9314036965370178,1.0294369459152222,0.7098288536071777,0.8265718817710876,1.4027211666107178,1,3,val,0.0003
7.405574798583984,7.401198387145996,0.004376231227070093,0.9021680355072021,0.9941462278366089,1.0258268117904663,1.0527132749557495,0.7345616817474365,0.9938704967498779,1.697911262512207,1,4,train,0.0003
7.1026716232299805,7.095699310302734,0.0069724484346807,0.9757333397865295,0.9994969367980957,1.0002249479293823,1.0157145261764526,0.8860292434692383,0.8685289025306702,1.349971055984497,1,4,train,0.0003
6.967753887176514,6.952786445617676,0.014967449940741062,0.9658937454223633,0.9964638352394104,0.9548763036727905,0.9868806600570679,0.8985872864723206,0.9509291052818298,1.1991552114486694,1,4,train,0.0003
6.500495910644531,6.490080833435059,0.010414926335215569,0.8239135146141052,0.9687831401824951,0.908075213432312,1.0230622291564941,0.6995224952697754,0.7998385429382324,1.2668856382369995,1,4,val,0.0003
7.022432804107666,7.017590522766113,0.004842134192585945,0.8379305005073547,1.106848955154419,0.945500910282135,0.9832245111465454,0.7101003527641296,0.9415239095687866,1.4924615621566772,1,5,train,0.0003
