total,mse,kl,covariate,label,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,kl_methylation,kl_transcriptomics,kl_proteomics,kl_metabolomics,kl_drugresponse,kl_crisprcas9,cv,epoch,type
11.666171073913574,8.065871238708496,0.006817755755037069,0.13990579545497894,3.453575849533081,1.4297033548355103,1.2977207899093628,1.2596042156219482,1.5631704330444336,1.2178479433059692,1.2978248596191406,0.5723167657852173,0.5856741666793823,0.5213802456855774,0.6301838159561157,0.5406497716903687,0.5586729049682617,1,1,train
11.136560440063477,7.517804145812988,0.007274805102497339,0.13619333505630493,3.475288152694702,1.0632150173187256,1.2351340055465698,1.2945164442062378,1.3854490518569946,1.328726887702942,1.210762858390808,0.5984354019165039,0.5710176229476929,0.6593688726425171,0.6414302587509155,0.5540293455123901,0.613120973110199,1,1,train
11.001741409301758,7.3401336669921875,0.007325807120651007,0.13146892189979553,3.522813081741333,1.0785359144210815,1.202195405960083,1.168679118156433,1.321840524673462,1.307679295539856,1.2612035274505615,0.72481369972229,0.5846661925315857,0.6033820509910583,0.5588588714599609,0.6149415969848633,0.5762413144111633,1,1,train
11.646185874938965,8.037712097167969,0.007157729472965002,0.13252457976341248,3.4687917232513428,1.2442649602890015,1.4752802848815918,1.3127844333648682,1.3755385875701904,1.3853486776351929,1.2444947957992554,0.5357872247695923,0.738434910774231,0.5317928194999695,0.6065842509269714,0.5602863430976868,0.6059792637825012,1,1,train
11.089801788330078,7.4183549880981445,0.008675181306898594,0.18042317032814026,3.482348680496216,1.1227569580078125,1.2976977825164795,1.2732213735580444,1.2862896919250488,1.2916779518127441,1.1467113494873047,0.6114623546600342,0.5575057864189148,0.7013956308364868,0.763200044631958,0.5207563042640686,1.1832704544067383,1,1,train
11.106319427490234,7.484611511230469,0.012341265566647053,0.14723917841911316,3.462127685546875,1.1121046543121338,1.1960670948028564,1.2013440132141113,1.421129584312439,1.2352818250656128,1.3186838626861572,0.6097114086151123,3.0207571983337402,0.681019127368927,0.7991313338279724,0.5831617116928101,0.476852148771286,1,1,train
10.92320442199707,7.40040397644043,0.008882544003427029,0.09248297661542892,3.4214344024658203,1.2467272281646729,1.1916438341140747,1.2565951347351074,1.20871901512146,1.3219492435455322,1.1747692823410034,0.6671026349067688,0.7511751055717468,0.6543099284172058,0.7323747873306274,0.8795128464698792,0.7567970156669617,1,1,train
10.622349739074707,6.989514350891113,0.019230354577302933,0.17025600373744965,3.4433488845825195,0.9922319054603577,1.0904192924499512,1.3678829669952393,1.1466377973556519,1.2221828699111938,1.1701600551605225,1.5967532396316528,0.8347518444061279,3.3408098220825195,2.03330659866333,0.6455211639404297,1.1640342473983765,1,1,train
10.058610916137695,6.450140953063965,0.010618618689477444,0.1568346619606018,3.44101619720459,0.8573265671730042,1.0729947090148926,1.1114217042922974,1.0366617441177368,1.1475086212158203,1.2242281436920166,0.6983225345611572,1.6269527673721313,1.0909048318862915,0.657132625579834,0.5413083434104919,0.6946879029273987,1,1,train
10.044196128845215,6.561315536499023,0.010711059905588627,0.161407470703125,3.3107619285583496,0.8957008719444275,1.030820369720459,1.1257838010787964,1.23002290725708,1.1698507070541382,1.1091365814208984,0.5501566529273987,2.234100103378296,0.8284967541694641,0.5330408215522766,0.6150794625282288,0.594656229019165,1,1,train
10.624345779418945,7.1406731605529785,0.009420118294656277,0.12662048637866974,3.3476319313049316,1.1266292333602905,1.0680402517318726,1.2737984657287598,1.2474443912506104,1.1884678602218628,1.2362927198410034,0.7221081256866455,0.5981934070587158,0.5386242866516113,0.6740046739578247,0.5181126594543457,1.6590155363082886,1,1,train
10.024703979492188,6.496660232543945,0.014156492426991463,0.14385055005550385,3.3700366020202637,0.9793014526367188,1.0504271984100342,0.9546332955360413,1.1916918754577637,1.1612000465393066,1.1594064235687256,0.6711869239807129,0.7878064513206482,0.665225625038147,0.6626322269439697,1.0800788402557373,3.2113161087036133,1,1,train
10.129447937011719,6.638911724090576,0.035996515303850174,0.1378408670425415,3.3166985511779785,0.9171788692474365,0.9990146160125732,1.16603422164917,1.1421059370040894,1.2660328149795532,1.1485451459884644,1.1607121229171753,1.0745339393615723,5.845529079437256,0.5674846768379211,6.876185894012451,2.4738099575042725,1,1,train
9.886043548583984,6.457165718078613,0.029628677293658257,0.11685358732938766,3.282395601272583,0.9041519165039062,1.0150657892227173,1.1928173303604126,1.0207923650741577,1.1485016345977783,1.1758363246917725,3.482736825942993,3.990557909011841,0.5618399977684021,5.485838413238525,0.7291911244392395,0.5641738772392273,1,1,train
10.228291511535645,6.831511497497559,0.013467565178871155,0.13871820271015167,3.2445943355560303,1.1648331880569458,0.9659236073493958,1.1917368173599243,1.1857411861419678,1.1783419847488403,1.1449347734451294,0.8053702712059021,0.8616573810577393,0.7954195141792297,2.800591468811035,0.6907011270523071,0.7800428867340088,1,1,train
10.187353134155273,6.721943378448486,0.022242916747927666,0.11870644241571426,3.324460029602051,0.8614094257354736,0.986012876033783,1.0625876188278198,1.3454670906066895,1.2495404481887817,1.216926097869873,4.521883010864258,1.7262637615203857,1.113886833190918,1.466616153717041,1.010941743850708,1.2818669080734253,1,1,train
10.00223159790039,6.639499187469482,0.030504170805215836,0.21227553486824036,3.11995267868042,0.9871821403503418,0.9568755030632019,1.1495471000671387,1.1263068914413452,1.2785344123840332,1.1410531997680664,0.8885664343833923,0.7264053821563721,0.7682331204414368,0.7148592472076416,10.176429748535156,1.9775900840759277,1,1,train
10.11629581451416,6.603589057922363,0.05012509971857071,0.16924245655536652,3.293339252471924,0.906261682510376,0.8863855004310608,1.0805583000183105,1.2037283182144165,1.3073244094848633,1.219330906867981,7.725888729095459,10.993941307067871,2.659733533859253,1.9389523267745972,0.9307109713554382,0.813323974609375,1,1,train
9.780741691589355,6.303664207458496,0.08801697939634323,0.1023729145526886,3.2866876125335693,0.7961875200271606,0.9017518758773804,1.1351858377456665,1.1604100465774536,1.0764821767807007,1.233647108078003,5.338927745819092,7.086865425109863,1.9380549192428589,2.2327253818511963,26.404050827026367,1.0078673362731934,1,1,train
9.844839096069336,6.398087501525879,0.04374631866812706,0.17768628895282745,3.2253189086914062,0.8477761149406433,0.923984706401825,1.3435312509536743,1.0807809829711914,1.1378926038742065,1.064121961593628,1.3278803825378418,0.7858501672744751,5.057201385498047,1.1681324243545532,1.486958622932434,12.047135353088379,1,1,train
9.54783821105957,6.045047283172607,0.012296400964260101,0.17568837106227875,3.3148064613342285,0.8311061263084412,0.861534595489502,1.0704296827316284,0.9846131205558777,1.2385433912277222,1.0588202476501465,1.9625368118286133,0.7056069374084473,0.5984085202217102,0.7637954950332642,1.5076630115509033,0.6101900339126587,1,1,train
9.865829467773438,6.442276954650879,0.05252009257674217,0.1664775162935257,3.204555034637451,0.86292964220047,0.9033820033073425,1.0970370769500732,1.1564826965332031,1.3008756637573242,1.1215698719024658,0.8692076206207275,0.80460524559021,6.4246344566345215,11.894342422485352,5.168498516082764,1.0987565517425537,1,1,train
9.4966402053833,6.120450019836426,0.03208811953663826,0.16596749424934387,3.1781342029571533,0.8061692118644714,0.8830347061157227,1.071965217590332,1.1596975326538086,1.0089142322540283,1.1906688213348389,0.6573185920715332,2.887953519821167,7.31796407699585,3.171959638595581,0.869475781917572,1.139387607574463,1,1,train
9.632158279418945,6.305790901184082,0.030101895332336426,0.1713947057723999,3.124871253967285,1.0421135425567627,0.9063848853111267,1.0150648355484009,1.134883165359497,1.063351035118103,1.1439927816390991,2.816295862197876,0.8956874012947083,3.9264121055603027,5.464559555053711,0.8893772959709167,1.0586148500442505,1,1,train
8.926939010620117,5.718545913696289,0.04152187332510948,0.02367323264479637,3.143197774887085,0.8115666508674622,0.8367568850517273,0.9411845207214355,1.0303359031677246,1.024656057357788,1.0740458965301514,10.032295227050781,0.5529822707176208,1.0904256105422974,0.9856404066085815,5.640219211578369,2.4593732357025146,1,1,val
9.41578483581543,6.104255199432373,0.03448620066046715,0.15971603989601135,3.1173269748687744,0.8353620171546936,0.8445540070533752,1.0823780298233032,1.1651018857955933,1.1646193265914917,1.0122398138046265,6.983782768249512,1.1002227067947388,0.973351240158081,1.0158324241638184,1.1179274320602417,6.051984786987305,1,2,train
9.678350448608398,6.403189659118652,0.03843848407268524,0.1380486786365509,3.0986738204956055,0.7907170653343201,0.8891074061393738,1.068083643913269,1.3030130863189697,1.1989121437072754,1.1533558368682861,1.2294440269470215,1.2363348007202148,4.320540904998779,8.014192581176758,1.9092248678207397,2.509505033493042,1,2,train
9.132978439331055,5.763555526733398,0.02926504611968994,0.1642976552248001,3.17586088180542,0.7938264012336731,0.8080990314483643,1.041845679283142,1.0225011110305786,1.0195635557174683,1.0777194499969482,2.5818207263946533,6.453451633453369,2.855327844619751,0.8764312863349915,0.9721077084541321,0.8933835029602051,1,2,train
9.212215423583984,5.947962760925293,0.019387809559702873,0.17123858630657196,3.0736265182495117,0.7702019810676575,0.8577110171318054,1.0891754627227783,1.0657680034637451,1.0692951679229736,1.0958106517791748,4.325229167938232,1.0037877559661865,1.0247092247009277,1.1899209022521973,0.7604352831840515,1.3898229598999023,1,2,train
9.586331367492676,6.301133632659912,0.03060293011367321,0.14641983807086945,3.108175039291382,0.8042911887168884,0.855112612247467,1.1026123762130737,1.1753300428390503,1.071598768234253,1.292188286781311,2.932931423187256,4.414117813110352,1.750617265701294,0.8612894415855408,1.180004596710205,4.162504196166992,1,2,train
9.459352493286133,6.007854461669922,0.052964579313993454,0.17766986787319183,3.220863103866577,0.7869994044303894,0.8844525218009949,0.9831048250198364,1.0529680252075195,1.1369155645370483,1.1634142398834229,1.933763027191162,1.0805450677871704,0.8470684885978699,17.970849990844727,3.4963653087615967,1.153699278831482,1,2,train
9.24439811706543,5.9038472175598145,0.03753265365958214,0.1217900961637497,3.181227684020996,0.7141630053520203,0.8316105008125305,0.9940534830093384,1.0726916790008545,1.1441633701324463,1.1471654176712036,1.956712007522583,6.82620096206665,3.6852779388427734,1.504686713218689,2.8938403129577637,1.8996062278747559,1,2,train
