total,mse,kl,covariate,label,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,kl_proteomics,kl_metabolomics,kl_drugresponse,kl_crisprcas9,cv,epoch,type
5.086033821105957,5.083763122558594,0.0022708105389028788,0.0,0.0,1.2518799304962158,1.2670471668243408,1.2976120710372925,1.267223834991455,0.4479003846645355,0.4320642948150635,0.3812716603279114,0.48728761076927185,1,1,train
5.159250736236572,5.157088279724121,0.0021625070367008448,0.0,0.0,1.2549256086349487,1.299980878829956,1.2651968002319336,1.3369852304458618,0.4052577614784241,0.4272063970565796,0.36648863554000854,0.46617764234542847,1,1,train
5.278669357299805,5.276681900024414,0.0019873010460287333,0.0,0.0,1.3194044828414917,1.2763872146606445,1.4047789573669434,1.2761108875274658,0.3942504823207855,0.3571302890777588,0.41193756461143494,0.3669034242630005,1,1,train
5.153181076049805,5.150605201721191,0.0025760415010154247,0.0,0.0,1.2692980766296387,1.2729077339172363,1.3673598766326904,1.2410396337509155,0.5079612135887146,0.645193874835968,0.4607139527797699,0.36968275904655457,1,1,train
4.976568222045898,4.974593162536621,0.0019748311024159193,0.0,0.0,1.257913589477539,1.2392717599868774,1.2901217937469482,1.187286138534546,0.3777726888656616,0.4180598556995392,0.3740914463996887,0.3506958782672882,1,1,train
5.242764472961426,5.240510940551758,0.002253411803394556,0.0,0.0,1.2350431680679321,1.3833423852920532,1.3325978517532349,1.2895276546478271,0.4262215495109558,0.48272305727005005,0.4364544749259949,0.3897278904914856,1,1,train
5.0738205909729,5.071599006652832,0.0022217791993170977,0.0,0.0,1.207587718963623,1.3475955724716187,1.2562021017074585,1.2602136135101318,0.4218921661376953,0.4694920480251312,0.3825024664402008,0.43688327074050903,1,1,train
5.0603814125061035,5.058309555053711,0.0020716318394988775,0.0,0.0,1.2020260095596313,1.3252604007720947,1.2775064706802368,1.253516435623169,0.4453006684780121,0.4005969166755676,0.3950573801994324,0.35420170426368713,1,1,train
4.832612037658691,4.830460548400879,0.0021516336128115654,0.0,0.0,1.2195816040039062,1.2448692321777344,1.1525084972381592,1.2135013341903687,0.4048806130886078,0.437114417552948,0.41231003403663635,0.4024527668952942,1,1,train
4.852126121520996,4.850155830383301,0.001970239682123065,0.0,0.0,1.207496166229248,1.2286962270736694,1.198844313621521,1.2151188850402832,0.4051426947116852,0.4267062842845917,0.3339463770389557,0.35128918290138245,1,1,train
4.8581767082214355,4.856103897094727,0.0020729030948132277,0.0,0.0,1.1647241115570068,1.2777587175369263,1.185415506362915,1.2282053232192993,0.3592124283313751,0.4592626094818115,0.38529473543167114,0.39236557483673096,1,1,train
4.829897403717041,4.827682971954346,0.0022142359521239996,0.0,0.0,1.2044129371643066,1.2028448581695557,1.2027232646942139,1.217702031135559,0.516359806060791,0.4024825990200043,0.37171217799186707,0.414406955242157,1,1,train
3.9473650455474854,3.94566011428833,0.0017049998277798295,0.0,0.0,1.0269731283187866,0.9747553467750549,0.986151933670044,0.9577796459197998,0.3274742066860199,0.3202137351036072,0.33658722043037415,0.3285747766494751,1,1,val
4.880074501037598,4.878073692321777,0.0020006101112812757,0.0,0.0,1.1900389194488525,1.2864340543746948,1.2219995260238647,1.1796013116836548,0.3783814311027527,0.41912513971328735,0.34918293356895447,0.3937801420688629,1,2,train
4.8770318031311035,4.874793529510498,0.0022384850308299065,0.0,0.0,1.2149065732955933,1.2179334163665771,1.1762429475784302,1.2657108306884766,0.6139965653419495,0.3893428146839142,0.3573255240917206,0.3629685938358307,1,2,train
5.0435895919799805,5.041378974914551,0.0022107770200818777,0.0,0.0,1.1773802042007446,1.302191138267517,1.2730062007904053,1.2888013124465942,0.42359301447868347,0.39590904116630554,0.4924365282058716,0.3903597891330719,1,2,train
4.992173194885254,4.990048408508301,0.0021245868410915136,0.0,0.0,1.1962796449661255,1.2918574810028076,1.2593508958816528,1.2425602674484253,0.45046353340148926,0.37332260608673096,0.4026930630207062,0.4094528555870056,1,2,train
4.77725887298584,4.774909019470215,0.002349803689867258,0.0,0.0,1.1666319370269775,1.1706901788711548,1.1744983196258545,1.2630884647369385,0.5218421816825867,0.3723483681678772,0.46180155873298645,0.45335671305656433,1,2,train
4.834787368774414,4.832700729370117,0.0020864892285317183,0.0,0.0,1.1704137325286865,1.2110061645507812,1.2986245155334473,1.1526564359664917,0.36855751276016235,0.4087858200073242,0.4487437307834625,0.38050946593284607,1,2,train
4.888529300689697,4.886051177978516,0.0024782787077128887,0.0,0.0,1.197493553161621,1.3212534189224243,1.2095190286636353,1.157785177230835,0.36440908908843994,0.38856878876686096,0.36802005767822266,0.7872766256332397,1,2,train
