feature,importance
ZBED6,0.410992599159186
UHRF1,0.3209400380223421
SDF2L1,0.3208480772341068
MYBL2,0.3186460915356069
GPR75,0.3108649315674228
KLHL24,0.3083857764758967
ANTKMT,0.306468028707267
RPL22L1,0.3003340818668147
MFSD3,0.293679693667854
MAGEA12,0.288658468927118
TSSK4,0.2884629346402458
DDIT3,0.2871829334431648
CCDC39,0.28539423371939
CCNE2,0.2840174232982354
CSAG1,0.2815237466488063
TMEM160,0.2812053641056827
REL,0.2807512232401051
PKD1,0.2805212520179638
ABHD2,0.2804399492544224
MAGEA3,0.2769954120932641
SAPCD2,0.2754769748673167
CSNK2A3,0.2736740319980255
MAGEA6,0.2715583454095785
SERP2,0.2702986754487504
HAGHL,0.2690292041503312
CCDC85B,0.267744514209384
HMGCS1,0.2672336435861651
YPEL2,0.2662093045009427
ADAT3,0.2651369466660118
BSCL2,0.2633558965875993
ACAT2,0.2633208796858832
CD160,0.263160155704924
MGAT2,0.2629755995179018
SLC7A11,0.2606805653153275
TCP11L2,0.2586736768642714
PRR7,0.257068698989621
LTB4R2,0.2566700014149434
H6PD,0.2566316660160457
TREX2,0.2558151569114704
PIK3IP1,0.2553115745819823
CLIC6,0.25511053831718
LMF1,0.2550942303248026
MROH1,0.254203401068193
MT1G,0.2534413571769335
EBLN2,0.25258498414538
ZNF117,0.2496090896985907
PYCARD,0.2493743787439918
CEBPB,0.2493740542090375
C21orf58,0.2487312491971712
LHFPL5,0.2486657912111584
NME3,0.2478720396477171
ANKRD36C,0.2476533369047305
BBC3,0.2472273794188137
MAGEC2,0.2471024623859169
E2F8,0.2456415901239894
EVC2,0.2450582924341529
SSX1,0.2447118104939564
ARL10,0.2444620909223624
KIFC2,0.2441825306878711
WDR90,0.2439242358679476
SPDYE2,0.2436673689566355
COMTD1,0.2435033284899036
EIF5AL1,0.2433785806823646
ANKRD13B,0.2426308197310993
SMKR1,0.2425836129325642
LHX4,0.2418544768574029
PBXIP1,0.2417833042403813
TOM1L2,0.2417306446051823
TPGS1,0.241268911437909
PPP1R14A,0.2401588691830085
ANLN,0.2401449959010008
SSX2B,0.2398686828926755
