total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
6.587831974029541,6.579687118530273,0.008145032450556755,1.0120631456375122,1.0919663906097412,0.9895020723342896,1.0817170143127441,1.0172308683395386,1.0286355018615723,0.3585720658302307,1,1,train,0.0004
6.387813568115234,6.380911827087402,0.0069017959758639336,1.001111626625061,1.0006705522537231,1.002672791481018,0.9502572417259216,1.021959900856018,1.012534260749817,0.3917056620121002,1,1,train,0.0004
6.27678918838501,6.271417140960693,0.005372083280235529,0.9601289629936218,0.9494785070419312,0.8713017702102661,1.0424467325210571,1.0205732583999634,1.0815573930740356,0.34593096375465393,1,1,train,0.0004
6.394489288330078,6.389497756958008,0.004991595633327961,1.0214694738388062,1.0463422536849976,0.9799511432647705,0.986480176448822,0.9894685745239258,1.019128441810608,0.3466579020023346,1,1,train,0.0004
6.4796247482299805,6.4724650382995605,0.0071597620844841,1.039055585861206,1.0075709819793701,1.0089836120605469,1.0634880065917969,1.0312691926956177,0.9668287634849548,0.35526877641677856,1,1,train,0.0004
6.284650802612305,6.27085018157959,0.013800623826682568,0.9270205497741699,1.0239638090133667,1.0541203022003174,1.00722074508667,0.9494876861572266,0.940195620059967,0.3688414394855499,1,1,train,0.0004
6.146243572235107,6.115639686584473,0.03060409054160118,0.8923081755638123,1.0277806520462036,1.0337018966674805,1.0250036716461182,0.9345960021018982,0.8990009427070618,0.3032483458518982,1,1,train,0.0004
6.051363468170166,6.011381149291992,0.03998243808746338,0.9451776742935181,1.0037617683410645,0.9676831364631653,1.0153474807739258,0.8705949783325195,0.8827442526817322,0.32607197761535645,1,1,train,0.0004
5.945318222045898,5.900917053222656,0.04440129175782204,0.9450727105140686,1.0066578388214111,1.0096954107284546,0.9723921418190002,0.8165884613990784,0.8086639642715454,0.3418469727039337,1,1,train,0.0004
5.780884742736816,5.7451300621032715,0.035754501819610596,0.8736004829406738,0.9964205622673035,1.022706151008606,0.966555118560791,0.7645887136459351,0.7841891646385193,0.3370693027973175,1,1,train,0.0004
