total,reconstruction,gaussian,categorical,cv,epoch,type
6.227513313293457,6.265589714050293,0.10305587202310562,-3.9106903076171875,1,1,train
6.269659519195557,6.307420253753662,0.13446636497974396,-3.9105300903320312,1,1,train
6.227896213531494,6.26555061340332,0.1449262946844101,-3.9103307723999023,1,1,train
5.847262859344482,5.884599685668945,0.17642982304096222,-3.910128593444824,1,1,train
5.824583053588867,5.861145973205566,0.2536909878253937,-3.9099745750427246,1,1,train
5.87235164642334,5.910148620605469,0.1298750340938568,-3.9095911979675293,1,1,train
5.891318321228027,5.928802013397217,0.16194669902324677,-3.9102959632873535,1,1,val
5.964008808135986,6.001543998718262,0.15576191246509552,-3.909294605255127,1,2,train
6.068096160888672,6.10490608215332,0.22749847173690796,-3.9084830284118652,1,2,train
5.765759468078613,5.803494453430176,0.13488559424877167,-3.9083852767944336,1,2,train
5.56655216217041,5.601202487945557,0.4431374669075012,-3.9081668853759766,1,2,train
5.4545698165893555,5.489610195159912,0.40385690331459045,-3.9078712463378906,1,2,train
5.799297332763672,5.834737777709961,0.36268150806427,-3.9067320823669434,1,2,train
5.6967997550964355,5.733031749725342,0.28536051511764526,-3.9085497856140137,1,2,val
5.598316669464111,5.633665561676025,0.37093180418014526,-3.905843734741211,1,3,train
5.557269096374512,5.590641498565674,0.5682779550552368,-3.9055237770080566,1,3,train
5.951308250427246,5.978668212890625,1.1675992012023926,-3.9036011695861816,1,3,train
5.554619789123535,5.581258773803711,1.2399744987487793,-3.9038710594177246,1,3,train
5.419022083282471,5.445242881774902,1.2805867195129395,-3.9026947021484375,1,3,train
5.550266742706299,5.567472457885742,2.1810495853424072,-3.9016261100769043,1,3,train
5.575624942779541,5.601165771484375,1.3529863357543945,-3.907072067260742,1,3,val
5.888744354248047,5.902310371398926,2.5429892539978027,-3.899566650390625,1,4,train
5.5765156745910645,5.597431182861328,1.810896873474121,-3.9024343490600586,1,4,train
5.394660949707031,5.413444519042969,2.0242786407470703,-3.9026246070861816,1,4,train
5.434677600860596,5.445138931274414,2.8570711612701416,-3.903188705444336,1,4,train
5.4533772468566895,5.463747024536133,2.866034984588623,-3.9030203819274902,1,4,train
5.237921714782715,5.247416973114014,2.9538023471832275,-3.9033284187316895,1,4,train
5.498775482177734,5.5151286125183105,2.2731175422668457,-3.908451557159424,1,4,val
5.683877944946289,5.69143009185791,3.147434949874878,-3.9026379585266113,1,5,train
5.436835765838623,5.452613353729248,2.3264291286468506,-3.90419340133667,1,5,train
5.27765417098999,5.287534713745117,2.9173827171325684,-3.905454158782959,1,5,train
5.229454517364502,5.240989685058594,2.7519586086273193,-3.9054760932922363,1,5,train
5.463905334472656,5.475037574768066,2.793238401412964,-3.9064383506774902,1,5,train
5.589759826660156,5.595262050628662,3.3559694290161133,-3.9062066078186035,1,5,train
5.447698593139648,5.467024803161621,1.977276086807251,-3.909885883331299,1,5,val
5.3757147789001465,5.3870720863342285,2.771271228790283,-3.9069900512695312,1,6,train
5.355039596557617,5.37227201461792,2.184518337249756,-3.9077939987182617,1,6,train
5.392323017120361,5.405637741088867,2.5760490894317627,-3.907552719116211,1,6,train
5.440451622009277,5.459343910217285,2.018874406814575,-3.908111572265625,1,6,train
5.462294578552246,5.478166580200195,2.3210442066192627,-3.9082393646240234,1,6,train
5.3907389640808105,5.400599479675293,2.922078847885132,-3.908118724822998,1,6,train
5.412649631500244,5.43253231048584,1.922263741493225,-3.9105324745178223,1,6,val
5.5841593742370605,5.59335994720459,2.988323926925659,-3.908411979675293,1,7,train
5.1693572998046875,5.182395935058594,2.605128765106201,-3.908998489379883,1,7,train
5.506520748138428,5.523906707763672,2.170161247253418,-3.9087939262390137,1,7,train
5.235837936401367,5.2500901222229,2.4836533069610596,-3.908867359161377,1,7,train
5.350430965423584,5.362637519836426,2.688443660736084,-3.9091005325317383,1,7,train
5.348455429077148,5.357390880584717,3.015199899673462,-3.9087228775024414,1,7,train
5.384174823760986,5.40235710144043,2.092526912689209,-3.9107370376586914,1,7,val
5.758728981018066,5.769045829772949,2.877138614654541,-3.9088196754455566,1,8,train
5.408925533294678,5.419944763183594,2.80712628364563,-3.909078598022461,1,8,train
5.24695348739624,5.264339447021484,2.1709396839141846,-3.9095335006713867,1,8,train
5.439477443695068,5.458182334899902,2.0388901233673096,-3.909417152404785,1,8,train
5.14053201675415,5.157740592956543,2.188777208328247,-3.90964937210083,1,8,train
5.056370258331299,5.069757461547852,2.5709614753723145,-3.909663200378418,1,8,train
5.35581111907959,5.368483066558838,2.6436734199523926,-3.9108572006225586,1,8,val
5.2605485916137695,5.267577171325684,3.206834554672241,-3.9096717834472656,1,9,train
5.522169589996338,5.524931907653809,3.6329567432403564,-3.909203052520752,1,9,train
5.330465793609619,5.343456268310547,2.6108317375183105,-3.9098572731018066,1,9,train
5.110604763031006,5.117586612701416,3.2115862369537354,-3.909801959991455,1,9,train
5.367250442504883,5.366603851318359,3.974092960357666,-3.9094672203063965,1,9,train
5.306926250457764,5.316192150115967,2.9831647872924805,-3.909748077392578,1,9,train
5.335089206695557,5.34895133972168,2.524744749069214,-3.910970687866211,1,9,val
5.235746383666992,5.242364406585693,3.2479352951049805,-3.9097342491149902,1,10,train
5.130207538604736,5.143645286560059,2.5662190914154053,-3.9100050926208496,1,10,train
5.301644802093506,5.308144569396973,3.2597551345825195,-3.9097132682800293,1,10,train
5.267186641693115,5.274442672729492,3.1843020915985107,-3.909916400909424,1,10,train
5.49779748916626,5.499550819396973,3.7343828678131104,-3.9097084999084473,1,10,train
5.324445724487305,5.337921142578125,2.562241792678833,-3.909764289855957,1,10,train
5.313328266143799,5.324987411499023,2.7450551986694336,-3.910979747772217,1,10,val
5.293028354644775,5.292056083679199,4.007039546966553,-3.909813404083252,1,11,train
5.076045036315918,5.0880303382873535,2.7113659381866455,-3.9098830223083496,1,11,train
5.215041637420654,5.224537372589111,2.9602465629577637,-3.9098119735717773,1,11,train
5.385015487670898,5.378079891204834,4.603298664093018,-3.909730911254883,1,11,train
5.450148582458496,5.452334403991699,3.6914007663726807,-3.9099574089050293,1,11,train
5.213268280029297,5.2213664054870605,3.1002564430236816,-3.9100441932678223,1,11,train
5.293483734130859,5.302394390106201,3.0199570655822754,-3.911022186279297,1,11,val
5.505218029022217,5.5026092529296875,4.17071533203125,-3.9098286628723145,1,12,train
5.125958442687988,5.119595527648926,4.546269416809082,-3.909972667694092,1,12,train
5.145681858062744,5.143249988555908,4.1532769203186035,-3.9100966453552246,1,12,train
5.290136814117432,5.282254695892334,4.6982526779174805,-3.9100112915039062,1,12,train
5.261913776397705,5.261645317077637,3.9369218349456787,-3.9100561141967773,1,12,train
5.1811065673828125,5.188165664672852,3.2040984630584717,-3.910036087036133,1,12,train
5.273289203643799,5.277205944061279,3.5194084644317627,-3.911055088043213,1,12,val
5.3917388916015625,5.376970291137695,5.386868953704834,-3.9100117683410645,1,13,train
5.1970343589782715,5.198681354522705,3.7453298568725586,-3.909996509552002,1,13,train
5.082021236419678,5.078266620635986,4.285575866699219,-3.9101080894470215,1,13,train
5.163815498352051,5.161195755004883,4.172097206115723,-3.9101247787475586,1,13,train
5.245959758758545,5.254461765289307,3.06001877784729,-3.9102272987365723,1,13,train
5.31795072555542,5.316436290740967,4.061611652374268,-3.9101805686950684,1,13,train
5.2549920082092285,5.259554862976074,3.4547770023345947,-3.911062717437744,1,13,val
5.501982688903809,5.48590087890625,5.518210411071777,-3.9100351333618164,1,14,train
5.053385257720947,5.054868698120117,3.761859655380249,-3.91019868850708,1,14,train
5.14002799987793,5.131883144378662,4.724733352661133,-3.910257339477539,1,14,train
5.0903239250183105,5.085063457489014,4.4362592697143555,-3.910184383392334,1,14,train
5.2281646728515625,5.210236072540283,5.703062534332275,-3.910189628601074,1,14,train
5.2529683113098145,5.234855651855469,5.721407413482666,-3.910161018371582,1,14,train
5.237729072570801,5.242515563964844,3.432417631149292,-3.911083221435547,1,14,val
5.116892337799072,5.119994640350342,3.6000137329101562,-3.910264492034912,1,15,train
5.2827887535095215,5.2826433181762695,3.924779176712036,-3.910247802734375,1,15,train
5.2259039878845215,5.21983528137207,4.51691198348999,-3.91005277633667,1,15,train
5.159388065338135,5.155744552612305,4.274631023406982,-3.910301685333252,1,15,train
5.24933385848999,5.24449348449707,4.394242286682129,-3.9102282524108887,1,15,train
5.13953161239624,5.128373622894287,5.02603006362915,-3.910186290740967,1,15,train
5.220261096954346,5.217409610748291,4.196197032928467,-3.9110727310180664,1,15,val
5.1788649559021,5.170280456542969,4.768562316894531,-3.9101204872131348,1,16,train
5.381899833679199,5.368650436401367,5.235070705413818,-3.9101357460021973,1,16,train
5.092029571533203,5.067011833190918,6.412053108215332,-3.9102602005004883,1,16,train
5.118048667907715,5.095620155334473,6.152912616729736,-3.910048007965088,1,16,train
5.28063440322876,5.250463485717773,6.927150249481201,-3.910048007965088,1,16,train
5.010423183441162,5.017080783843994,3.244600772857666,-3.910356044769287,1,16,train
5.205721855163574,5.207940101623535,3.6892635822296143,-3.9110732078552246,1,16,val
5.365485668182373,5.35147762298584,5.311000823974609,-3.9101858139038086,1,17,train
4.997467994689941,4.996243000030518,4.032796859741211,-3.9102888107299805,1,17,train
5.145260334014893,5.138384819030762,4.597771167755127,-3.9101924896240234,1,17,train
5.142736434936523,5.124298095703125,5.754047870635986,-3.9101881980895996,1,17,train
5.071203708648682,5.066709518432617,4.359604358673096,-3.9101920127868652,1,17,train
5.268486499786377,5.2589874267578125,4.86002254486084,-3.9101037979125977,1,17,train
5.191337585449219,5.191622734069824,3.882549524307251,-3.911059856414795,1,17,val
5.069515705108643,5.064190864562988,4.442809581756592,-3.9103188514709473,1,18,train
5.2180914878845215,5.2040510177612305,5.314138889312744,-3.910116195678711,1,18,train
5.156721115112305,5.125034332275391,7.07874870300293,-3.9100842475891113,1,18,train
4.927508354187012,4.928042411804199,3.856851816177368,-3.9102649688720703,1,18,train
5.034224987030029,5.031576633453369,4.175049304962158,-3.9101905822753906,1,18,train
5.4888997077941895,5.474969387054443,5.302988529205322,-3.909964084625244,1,18,train
5.1787028312683105,5.179184436798096,3.862804412841797,-3.91099214553833,1,18,val
4.987414836883545,4.978026866912842,4.848898410797119,-3.9101309776306152,1,19,train
5.071804523468018,5.062578201293945,4.832658767700195,-3.910027027130127,1,19,train
5.305813312530518,5.290884017944336,5.402967929840088,-3.9100255966186523,1,19,train
5.32588529586792,5.305066108703613,5.991744041442871,-3.909811019897461,1,19,train
5.126128196716309,5.10556697845459,5.966108322143555,-3.9099512100219727,1,19,train
4.98613977432251,4.983011245727539,4.222910404205322,-3.910069465637207,1,19,train
5.164306163787842,5.158220291137695,4.5194878578186035,-3.910933017730713,1,19,val
5.138854026794434,5.127259731292725,5.06939697265625,-3.9099502563476562,1,20,train
5.04686975479126,5.029749393463135,5.622012615203857,-3.9099502563476562,1,20,train
5.028295516967773,5.013104438781738,5.429062366485596,-3.9099526405334473,1,20,train
5.2483439445495605,5.230499744415283,5.694257736206055,-3.909839630126953,1,20,train
5.010154724121094,4.99653959274292,5.271536827087402,-3.9100351333618164,1,20,train
5.2854905128479,5.276335716247559,4.8253045082092285,-3.909820079803467,1,20,train
5.15690803527832,5.162197589874268,3.381946325302124,-3.9109249114990234,1,20,val
5.204769134521484,5.193129539489746,5.073952674865723,-3.9099502563476562,1,21,train
