total,reconstruction,kl,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
6.390847682952881,6.311744689941406,0.07910317927598953,1.1374163627624512,1.1490800380706787,1.0324454307556152,1.1501166820526123,0.9220297336578369,0.9206564426422119,1,1,train
5.771990776062012,5.6986260414123535,0.07336461544036865,1.1174116134643555,0.9423834085464478,0.8628045916557312,0.8723402619361877,0.9583045840263367,0.9453816413879395,1,1,train
6.170992851257324,6.103472709655762,0.06752008944749832,1.043419599533081,1.0267242193222046,1.0134292840957642,1.1063116788864136,0.9488866925239563,0.9647011160850525,1,1,train
5.407376289367676,5.342370510101318,0.06500588357448578,0.7678369283676147,0.8916301727294922,0.9461826682090759,0.8798757791519165,0.9199278950691223,0.9369166493415833,1,1,train
5.739521026611328,5.676660060882568,0.06286086142063141,0.9091427326202393,0.925248920917511,0.9454314708709717,0.9827520251274109,0.90543133020401,1.0086536407470703,1,1,train
5.956902503967285,5.892751693725586,0.06415076553821564,0.8888630270957947,1.0180058479309082,1.017913818359375,1.0823156833648682,0.8549423217773438,1.0307111740112305,1,1,train
6.775520324707031,6.716598033905029,0.05892230197787285,1.0907598733901978,1.0510448217391968,0.9073265194892883,1.168793797492981,1.2263245582580566,1.2723485231399536,1,1,train
6.1726202964782715,6.113300323486328,0.05931976065039635,0.817627489566803,0.9867841601371765,1.0604925155639648,1.1417555809020996,1.070078730583191,1.036562204360962,1,1,train
5.737464427947998,5.681448459625244,0.05601608008146286,1.0684164762496948,0.8785231709480286,0.9748232364654541,0.891065239906311,0.9150002002716064,0.9536203742027283,1,1,train
6.072292327880859,6.015257358551025,0.05703497678041458,1.1026043891906738,0.9959285259246826,0.8909371495246887,1.082667350769043,0.9645304679870605,0.9785897135734558,1,1,train
5.809444427490234,5.7542314529418945,0.055212974548339844,0.908570408821106,1.0042437314987183,0.9384459257125854,0.8605905771255493,1.0157078504562378,1.0266727209091187,1,1,train
6.317070960998535,6.260812282562256,0.05625862628221512,0.9128391146659851,1.3570839166641235,0.9131698608398438,1.0635079145431519,0.9429292678833008,1.0712822675704956,1,1,train
6.32053279876709,6.266378879547119,0.054154057055711746,1.1727291345596313,1.0695210695266724,1.1474395990371704,0.9172859191894531,1.0144195556640625,0.9449834227561951,1,1,train
6.199726104736328,6.150577068328857,0.04914924129843712,1.004294514656067,1.0432032346725464,0.9899964928627014,1.0442570447921753,0.9750478267669678,1.0937782526016235,1,1,train
6.365276336669922,6.31843900680542,0.046837300062179565,0.9869036674499512,1.0380001068115234,0.9542703628540039,1.1880736351013184,1.0813120603561401,1.0698790550231934,1,1,train
5.861050605773926,5.8109235763549805,0.05012698099017143,1.0116593837738037,0.9567158818244934,0.8727967143058777,1.0165199041366577,1.079787015914917,0.8734444975852966,1,1,train
6.525970935821533,6.480896472930908,0.045074548572301865,1.379285454750061,1.0525290966033936,1.033172607421875,0.9979080557823181,0.9959131479263306,1.0220881700515747,1,1,train
6.467495918273926,6.420211315155029,0.047284744679927826,1.1635966300964355,0.9779318571090698,1.0153089761734009,0.847137451171875,1.139917254447937,1.2763190269470215,1,1,train
5.8069844245910645,5.757532596588135,0.04945163056254387,0.9324338436126709,0.9896776676177979,1.0513815879821777,1.0602704286575317,0.8118460774421692,0.9119230508804321,1,1,train
5.972497940063477,5.926426887512207,0.04607120528817177,0.8566307425498962,0.9840242266654968,1.0779296159744263,0.9695883989334106,1.013911485671997,1.024342656135559,1,1,train
5.627368450164795,5.588083744049072,0.03928474709391594,0.9213489294052124,0.9611297249794006,0.9615744352340698,1.0739493370056152,0.7894703149795532,0.8806109428405762,1,1,train
6.044105529785156,5.999229431152344,0.04487627372145653,0.9391627311706543,1.1585599184036255,0.9331436157226562,0.9572187066078186,0.9407078623771667,1.0704370737075806,1,1,train
5.686452865600586,5.639895915985107,0.04655716195702553,1.0719475746154785,0.9208837151527405,0.8054370284080505,1.056388258934021,0.85296630859375,0.9322727918624878,1,1,train
