total,mse,kl,covariate,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
6.57142972946167,6.420015335083008,0.04839736223220825,0.10301704704761505,1.075270652770996,1.0299854278564453,1.1232092380523682,1.0378379821777344,1.1777410507202148,0.9759711623191833,1,1,train
6.109995365142822,5.976753234863281,0.04717719182372093,0.08606486022472382,0.9840701222419739,1.0179588794708252,0.9659876227378845,1.0193886756896973,0.9525870084762573,1.0367610454559326,1,1,train
6.256839752197266,6.134906768798828,0.045380767434835434,0.0765523687005043,1.0868093967437744,1.0879948139190674,0.9411625266075134,1.033418893814087,0.9431005716323853,1.042420744895935,1,1,train
6.009681224822998,5.8619489669799805,0.04301387444138527,0.10471837222576141,0.9512942433357239,1.027479887008667,1.0692458152770996,0.9784022569656372,0.977401614189148,0.8581251502037048,1,1,train
6.339303970336914,6.181573390960693,0.042211756110191345,0.11551909148693085,1.042568564414978,0.9915993809700012,1.0091367959976196,1.0023858547210693,1.0937402248382568,1.0421422719955444,1,1,train
5.99690580368042,5.830316066741943,0.042913250625133514,0.12367617338895798,0.8782056570053101,1.00399649143219,1.0171247720718384,0.8940656185150146,1.0063893795013428,1.0305343866348267,1,1,train
6.3979268074035645,6.208015441894531,0.045154135674238205,0.14475718140602112,0.976484477519989,0.9658053517341614,0.9764374494552612,1.0094915628433228,1.170100212097168,1.1096962690353394,1,1,train
6.009209156036377,5.8481597900390625,0.04655316844582558,0.11449624598026276,0.8865664005279541,0.8900043368339539,1.0879933834075928,0.9484620094299316,1.0076115131378174,1.0275222063064575,1,1,train
6.086357116699219,5.905953407287598,0.047332800924777985,0.13307100534439087,1.040318489074707,1.0565178394317627,0.9728089570999146,0.9588032960891724,0.9540939927101135,0.9234111309051514,1,1,train
6.216472148895264,6.075699329376221,0.04980704188346863,0.09096578508615494,0.9092933535575867,1.0832356214523315,0.9972589015960693,1.0189704895019531,1.0456351041793823,1.0213055610656738,1,1,train
6.115386486053467,5.988292217254639,0.04587772861123085,0.08121643215417862,0.8763095736503601,1.0112452507019043,0.990613579750061,1.0357996225357056,1.110840082168579,0.9634842276573181,1,1,train
6.412211894989014,6.204807281494141,0.05508680269122124,0.15231797099113464,0.9047786593437195,1.0588891506195068,1.062524676322937,1.112249493598938,1.0373589992523193,1.0290058851242065,1,1,train
5.652185916900635,5.43778133392334,0.057452499866485596,0.15695199370384216,0.8302099108695984,0.8686075806617737,0.9731595516204834,0.9870946407318115,0.8486741781234741,0.9300357699394226,1,1,train
6.065918445587158,5.9041428565979,0.05744693800806999,0.10432867705821991,0.8516224026679993,0.963770866394043,0.9998870491981506,1.0057538747787476,1.010578989982605,1.0725297927856445,1,1,val
5.958159446716309,5.825453281402588,0.0596776083111763,0.073028564453125,0.8233999013900757,0.9332588911056519,1.0073124170303345,1.0910013914108276,1.0054959058761597,0.9649842381477356,1,1,val
5.93514347076416,5.724738121032715,0.05763367936015129,0.15277162194252014,0.738028883934021,1.0223140716552734,1.0143154859542847,0.9815088510513306,0.9165164828300476,1.052054524421692,1,1,val
6.12535285949707,5.973584175109863,0.07357431203126907,0.0781940147280693,0.8705798387527466,1.0765796899795532,0.9607094526290894,0.9808189272880554,1.0007990598678589,1.0840972661972046,1,1,val
6.008228778839111,5.824429988861084,0.059808820486068726,0.12399022281169891,0.8130624890327454,0.9813157916069031,0.9672061204910278,1.0456472635269165,0.96029132604599,1.0569071769714355,1,1,val
5.6326775550842285,5.4326491355896,0.051092833280563354,0.148935928940773,0.7470985651016235,0.91321861743927,0.9294574856758118,0.9309873580932617,0.9999275207519531,0.911959707736969,1,1,val
