total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,cv,epoch,type,lr
6.003783702850342,5.995877742767334,0.007905840873718262,1.004739761352539,1.008315086364746,0.976159393787384,0.9935893416404724,1.0512555837631226,0.9618186354637146,1,1,train,0.0004
6.104278087615967,6.091933250427246,0.012344839051365852,1.008266568183899,1.0507973432540894,0.9927873015403748,1.020277738571167,1.008413314819336,1.0113904476165771,1,1,train,0.0004
6.281102180480957,6.271111488342285,0.009990565478801727,1.0639245510101318,1.052694320678711,1.0932122468948364,1.0236015319824219,1.02737295627594,1.0103058815002441,1,1,train,0.0004
5.942413806915283,5.933286666870117,0.009126914665102959,0.983031690120697,1.0035088062286377,0.967434287071228,0.9573394656181335,1.0125877857208252,1.0093845129013062,1,1,train,0.0004
5.973639488220215,5.9574971199035645,0.016142135486006737,1.0155160427093506,1.0641965866088867,0.9545120000839233,1.0051664113998413,0.9430438876152039,0.9750622510910034,1,1,train,0.0004
5.946147918701172,5.912496089935303,0.033651795238256454,1.0719128847122192,1.0280709266662598,1.0471440553665161,0.9181879758834839,0.8720020055770874,0.975178062915802,1,1,train,0.0004
5.904229640960693,5.8598785400390625,0.044351231306791306,0.9931424856185913,1.041581392288208,1.064517617225647,1.0756685733795166,0.7004590630531311,0.9845097064971924,1,1,train,0.0004
5.754206657409668,5.6956562995910645,0.05855051055550575,1.040196418762207,0.9054505228996277,1.0254727602005005,1.0961112976074219,0.737167477607727,0.891257643699646,1,1,train,0.0004
5.629077911376953,5.57485818862915,0.05421983450651169,0.9133785963058472,1.0566072463989258,0.97088223695755,1.0158960819244385,0.7776221632957458,0.8404718637466431,1,1,train,0.0004
5.75118350982666,5.6790924072265625,0.07209115475416183,0.9254688620567322,1.0133410692214966,1.0116257667541504,1.0949441194534302,0.7596399784088135,0.8740730881690979,1,1,train,0.0004
5.743990898132324,5.669734001159668,0.0742567628622055,0.9521539211273193,1.0664688348770142,1.0212575197219849,1.0622256994247437,0.7165576815605164,0.8510706424713135,1,1,val,0.0004
5.2115478515625,5.154169082641602,0.0573786199092865,0.8623578548431396,0.9186862111091614,0.8969870805740356,0.9496028423309326,0.7379673719406128,0.7885680794715881,1,1,val,0.0004
5.3038506507873535,5.243088722229004,0.06076207011938095,0.9199230670928955,0.9297422170639038,0.9658315777778625,0.9107321500778198,0.7479067444801331,0.7689527273178101,1,1,val,0.0004
5.657351493835449,5.596465587615967,0.06088577210903168,0.947986900806427,1.0202609300613403,1.0316904783248901,1.0524295568466187,0.7391547560691833,0.8049424886703491,1,1,val,0.0004
5.484915733337402,5.418176651000977,0.06673932075500488,0.8861371874809265,0.9570441842079163,1.0369048118591309,0.9397867321968079,0.7564555406570435,0.841848611831665,1,1,val,0.0004
5.487381935119629,5.406426429748535,0.0809553936123848,0.9670093059539795,1.064158320426941,0.9220904111862183,1.0044916868209839,0.6755701899528503,0.7731067538261414,1,2,train,0.0004
5.342240810394287,5.297342300415039,0.04489845782518387,0.8660508990287781,1.0323580503463745,0.9720372557640076,0.9419801831245422,0.7145256996154785,0.7703906297683716,1,2,train,0.0004
5.51952600479126,5.4596476554870605,0.05987856537103653,0.8757523894309998,1.038962960243225,1.0057722330093384,1.060086965560913,0.7256184816360474,0.753454864025116,1,2,train,0.0004
5.4158616065979,5.33820104598999,0.07766035199165344,0.8817388415336609,0.9707834124565125,1.0018978118896484,0.9446125030517578,0.7375877499580383,0.8015804290771484,1,2,train,0.0004
5.164941310882568,5.1165289878845215,0.04841223731637001,0.8443083763122559,0.9897958636283875,0.8631146550178528,1.0068235397338867,0.6638292074203491,0.7486574053764343,1,2,train,0.0004
5.232253551483154,5.190503120422363,0.0417502261698246,0.829082190990448,1.0319939851760864,0.9024860262870789,1.017368197441101,0.6713770031929016,0.7381953597068787,1,2,train,0.0004
5.310891628265381,5.259245872497559,0.05164555460214615,0.8539004325866699,0.9982088804244995,0.9896409511566162,0.9774104356765747,0.7088388204574585,0.7312464714050293,1,2,train,0.0004
5.06214714050293,5.0115885734558105,0.050558511167764664,0.7998602986335754,0.9394512176513672,0.9863405823707581,0.9481323957443237,0.6621361374855042,0.6756683588027954,1,2,train,0.0004
4.76260232925415,4.7076005935668945,0.055001504719257355,0.8035396337509155,0.8639559149742126,0.8782354593276978,0.9128383994102478,0.5787598490715027,0.6702715754508972,1,2,train,0.0004
