total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,cv,epoch,type,lr
6.16085958480835,6.152853488922119,0.008005991578102112,1.0104724168777466,1.0456311702728271,0.9935218095779419,1.007826805114746,1.047884464263916,1.0475167036056519,1,1,train,0.0004
6.093432903289795,6.079222202301025,0.014210820198059082,1.0273239612579346,0.9883081912994385,0.9641824960708618,1.0003478527069092,1.043430209159851,1.0556297302246094,1,1,train,0.0004
6.328549385070801,6.31850528717041,0.010044025257229805,1.0804169178009033,1.031813144683838,1.0088460445404053,1.0737903118133545,1.1125779151916504,1.0110613107681274,1,1,train,0.0004
5.9078521728515625,5.896156311035156,0.011695953086018562,0.9077790975570679,1.0625942945480347,0.9747791886329651,0.9991494417190552,1.0091958045959473,0.9426583051681519,1,1,train,0.0004
5.944405555725098,5.924882888793945,0.019522616639733315,1.0366783142089844,0.932867169380188,1.0186797380447388,1.0225080251693726,0.9185799360275269,0.9955695867538452,1,1,train,0.0004
6.170768737792969,6.095172882080078,0.07559596002101898,1.031419038772583,1.10553777217865,1.1036624908447266,1.024646282196045,0.8366037607192993,0.9933038949966431,1,1,train,0.0004
5.6075897216796875,5.570072650909424,0.03751710057258606,0.9310827851295471,0.9736322164535522,0.9924942255020142,0.9628759026527405,0.7775742411613464,0.9324134588241577,1,1,train,0.0004
5.453060626983643,5.402843475341797,0.050217337906360626,0.9571779370307922,0.8992471098899841,0.91390061378479,1.018979787826538,0.7314411997795105,0.8820967674255371,1,1,train,0.0004
5.5578718185424805,5.506734371185303,0.051137588918209076,0.9499572515487671,1.0045266151428223,0.9314868450164795,1.004022479057312,0.7601869106292725,0.8565546870231628,1,1,train,0.0004
5.7415595054626465,5.703318119049072,0.03824127838015556,0.9790688753128052,1.0509529113769531,1.091684341430664,0.9602112770080566,0.7947459816932678,0.8266547918319702,1,1,train,0.0004
5.472471237182617,5.4194207191467285,0.05305067449808121,0.8974483013153076,1.0126500129699707,0.9786220788955688,0.9845525622367859,0.7209998965263367,0.8251476883888245,1,1,val,0.0004
5.751489639282227,5.700312614440918,0.05117696896195412,0.8910025358200073,1.083211898803711,1.0226205587387085,1.1237751245498657,0.7311436533927917,0.8485587239265442,1,1,val,0.0004
5.294795989990234,5.25177001953125,0.04302619770169258,0.8795738220214844,0.9231213927268982,0.9981898069381714,0.9243608117103577,0.675894021987915,0.8506296277046204,1,1,val,0.0004
5.429601669311523,5.391430854797363,0.03817083686590195,0.9195740222930908,1.0000240802764893,1.0164872407913208,0.9288600087165833,0.6629889607429504,0.8634965419769287,1,1,val,0.0004
5.5823259353637695,5.54327392578125,0.03905196860432625,0.977843165397644,0.9360615611076355,0.9488891363143921,1.0239917039871216,0.7393877506256104,0.9171009063720703,1,1,val,0.0004
5.471567630767822,5.431309223175049,0.04025845602154732,0.9563000202178955,1.0093175172805786,0.9381625652313232,1.0022729635238647,0.6823161244392395,0.8429399132728577,1,2,train,0.0004
5.628897666931152,5.583889484405518,0.045008335262537,0.8719155788421631,1.0243885517120361,1.0690160989761353,0.968840479850769,0.7924551963806152,0.857273519039154,1,2,train,0.0004
5.117905139923096,5.070319175720215,0.04758618399500847,0.8964318037033081,0.9192106127738953,0.9075341820716858,0.9519096612930298,0.6336640119552612,0.7615692615509033,1,2,train,0.0004
5.181392192840576,5.131414890289307,0.04997744411230087,0.8348493576049805,0.957999050617218,0.9101516008377075,0.9785525798797607,0.6781600713729858,0.7717024683952332,1,2,train,0.0004
5.225865840911865,5.173335075378418,0.05253072455525398,0.8135727047920227,1.0069979429244995,0.9257465600967407,0.9857061505317688,0.6531457304954529,0.7881662845611572,1,2,train,0.0004
5.3956217765808105,5.33703088760376,0.05859110504388809,0.8587092161178589,0.9801335334777832,1.0719244480133057,0.94132399559021,0.698154866695404,0.7867851257324219,1,2,train,0.0004
5.316389560699463,5.240880012512207,0.07550935447216034,0.8316033482551575,0.9845612049102783,0.9142789840698242,1.018895149230957,0.7295697927474976,0.7619715929031372,1,2,train,0.0004
5.034156322479248,4.998208999633789,0.03594741225242615,0.7819033861160278,1.0032174587249756,0.892535388469696,0.9206317663192749,0.628778874874115,0.7711420655250549,1,2,train,0.0004
4.963303089141846,4.926816463470459,0.03648672252893448,0.7798584699630737,0.9695425033569336,0.8524166345596313,0.8725765347480774,0.6977130770683289,0.7547091245651245,1,2,train,0.0004
5.14387845993042,5.105723857879639,0.0381544753909111,0.7938454151153564,0.9688295722007751,0.8832469582557678,0.983747124671936,0.6829017400741577,0.7931528687477112,1,2,train,0.0004
5.115248680114746,5.06057071685791,0.05467788130044937,0.7927895784378052,0.9951311945915222,0.9065227508544922,0.9617261290550232,0.6573520302772522,0.7470486164093018,1,2,val,0.0004
5.391117095947266,5.337862491607666,0.053254444152116776,0.7927305102348328,1.0590143203735352,0.9441636204719543,1.1154669523239136,0.6626579165458679,0.763829231262207,1,2,val,0.0004
4.964741230010986,4.9191575050354,0.04558370262384415,0.7806758880615234,0.9070814251899719,0.9332777261734009,0.9078754186630249,0.6148202419281006,0.7754263877868652,1,2,val,0.0004
5.07784366607666,5.031533241271973,0.04631030187010765,0.8096928000450134,0.984207808971405,0.9324665665626526,0.9111875295639038,0.6144777536392212,0.7795007228851318,1,2,val,0.0004
5.223002910614014,5.179355621337891,0.043647073209285736,0.8592184782028198,0.9206710457801819,0.8904469609260559,1.0011472702026367,0.683718204498291,0.8241540789604187,1,2,val,0.0004
4.979602813720703,4.926287651062012,0.05331506207585335,0.7753605246543884,0.9356666803359985,0.9271805882453918,0.9600546360015869,0.6105751991271973,0.717449963092804,1,3,train,0.0004
4.992242813110352,4.905956745147705,0.08628613501787186,0.793442964553833,0.939169704914093,0.8559392094612122,0.9018586874008179,0.6681506037712097,0.7473961710929871,1,3,train,0.0004
4.948298931121826,4.880128860473633,0.0681702196598053,0.7478376030921936,1.0241590738296509,0.8344505429267883,0.9336318373680115,0.5982063412666321,0.7418432235717773,1,3,train,0.0004
5.045627593994141,4.977636337280273,0.06799103319644928,0.7259618043899536,1.1268582344055176,0.798367440700531,0.9543091654777527,0.6393399238586426,0.732799768447876,1,3,train,0.0004
