total,reconstruction,kl,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
5.527851581573486,5.448901653289795,0.07895001024007797,0.8556559085845947,0.9057503342628479,0.9783198833465576,0.8177417516708374,1.0530588626861572,0.8383747339248657,1,1,train
5.880326747894287,5.771545886993408,0.10878089815378189,0.9539613127708435,0.8902975916862488,1.2541147470474243,0.8173204660415649,0.9252053499221802,0.930646538734436,1,1,train
6.8256425857543945,6.702494144439697,0.12314833700656891,1.4489179849624634,1.102510690689087,0.9032880663871765,1.211724042892456,0.9404130578041077,1.0956401824951172,1,1,train
6.0760321617126465,5.945535659790039,0.13049645721912384,1.1995302438735962,1.0700949430465698,0.9627760648727417,0.9601675271987915,0.9433203339576721,0.8096467852592468,1,1,train
7.104294300079346,6.980942726135254,0.12335154414176941,1.4835411310195923,1.1675654649734497,0.9603837728500366,1.0871137380599976,1.1464483737945557,1.135890007019043,1,1,train
6.791079521179199,6.677781581878662,0.11329811811447144,1.6068265438079834,1.0997099876403809,0.970027506351471,0.9514444470405579,0.9677916765213013,1.0819816589355469,1,1,train
5.969079971313477,5.862612247467041,0.1064678281545639,1.1846017837524414,1.0655282735824585,0.9527249932289124,0.8843389749526978,0.8830609917640686,0.8923571705818176,1,1,train
6.3915557861328125,6.27821683883667,0.11333884298801422,1.0987859964370728,1.0887391567230225,0.8972533941268921,1.0359903573989868,1.0425832271575928,1.114864706993103,1,1,train
6.056475639343262,5.9496331214904785,0.10684263706207275,1.169179916381836,1.0202515125274658,0.8515205979347229,0.9881486892700195,0.9354113936424255,0.9851212501525879,1,1,train
6.098963260650635,5.994136333465576,0.10482701659202576,1.2375441789627075,1.0189772844314575,0.8718703389167786,0.9369480609893799,0.8591868281364441,1.0696096420288086,1,1,train
6.23555326461792,6.127357482910156,0.10819575935602188,1.1104838848114014,1.177318811416626,0.8387295007705688,1.0838253498077393,0.9236779808998108,0.9933218359947205,1,1,train
6.547595977783203,6.435179233551025,0.11241686344146729,1.184490442276001,1.188654899597168,0.9920687079429626,1.1027897596359253,0.9787753224372864,0.9883999228477478,1,1,train
6.487595081329346,6.389805793762207,0.09778951108455658,1.3422422409057617,1.114542841911316,0.8370128273963928,0.9864131808280945,1.0042818784713745,1.1053129434585571,1,1,train
6.269817352294922,6.164745807647705,0.10507135838270187,1.1079336404800415,1.1912426948547363,0.9064054489135742,1.0442122220993042,0.8227787613868713,1.0921729803085327,1,1,train
6.114800453186035,6.009928226470947,0.1048724353313446,1.3362691402435303,1.0930589437484741,0.8722870945930481,0.8614446520805359,0.8579370379447937,0.9889318346977234,1,1,train
6.391576766967773,6.2829718589782715,0.10860501974821091,1.3896089792251587,1.0861676931381226,0.8275081515312195,0.9277921915054321,1.0526776313781738,0.9992170333862305,1,1,train
6.449678421020508,6.323882102966309,0.12579618394374847,1.1092207431793213,1.197070837020874,0.9055113792419434,1.037751317024231,0.8765575289726257,1.1977708339691162,1,1,train
6.438173294067383,6.328445911407471,0.10972733050584793,1.1932835578918457,1.0120835304260254,0.9332345128059387,1.3552058935165405,0.8278668522834778,1.0067716836929321,1,1,train
6.018454551696777,5.917850017547607,0.10060454905033112,1.1041923761367798,1.1156328916549683,0.8919504284858704,1.0014584064483643,0.7830666303634644,1.021549105644226,1,1,train
5.731724739074707,5.641711711883545,0.09001298993825912,1.0403350591659546,1.1126536130905151,0.8723968267440796,0.8304762244224548,0.8571661710739136,0.9286839365959167,1,1,train
5.684022426605225,5.5822038650512695,0.1018185019493103,1.0673134326934814,1.040018081665039,0.8591121435165405,0.8941443562507629,0.7712698578834534,0.9503461122512817,1,1,train
5.689267158508301,5.581066608428955,0.10820077359676361,1.0862274169921875,1.050380825996399,0.8337363004684448,0.8588218092918396,0.7586675882339478,0.9932325482368469,1,1,train
