total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
6.383587837219238,6.3754801750183105,0.008107619360089302,1.002118706703186,0.9641271233558655,1.0144221782684326,1.0142546892166138,0.9953494668006897,1.0287091732025146,0.35649916529655457,1,1,train,0.0004
6.398404598236084,6.3915228843688965,0.006881849840283394,1.0278129577636719,1.0100101232528687,1.051724910736084,0.953012228012085,0.9724477529525757,1.004435658454895,0.3720787763595581,1,1,train,0.0004
6.456563472747803,6.450395107269287,0.006168238818645477,0.9283719658851624,1.0150495767593384,1.0070093870162964,0.9826992154121399,1.0839990377426147,1.0570144653320312,0.376251757144928,1,1,train,0.0004
6.446835517883301,6.439815044403076,0.007020373363047838,1.0140302181243896,1.0187090635299683,1.0548934936523438,1.0219297409057617,0.9783703088760376,0.9881331920623779,0.36374908685684204,1,1,train,0.0004
6.236430644989014,6.221184253692627,0.015246574766933918,0.9870960712432861,0.98128741979599,0.9823395013809204,1.174289584159851,0.8027768135070801,0.9772948026657104,0.3160995841026306,1,1,train,0.0004
6.272900581359863,6.251287937164307,0.02161273919045925,1.015866994857788,0.9815986752510071,0.9548361301422119,1.1315826177597046,0.8014269471168518,0.984542727470398,0.3814338743686676,1,1,train,0.0004
5.938958644866943,5.9078240394592285,0.03113482892513275,0.937592625617981,1.0464873313903809,0.9227703213691711,1.0138198137283325,0.7868141531944275,0.8456814289093018,0.3546586036682129,1,1,train,0.0004
5.995412826538086,5.96599817276001,0.029414601624011993,0.9346869587898254,1.0583399534225464,0.9669474363327026,1.0028979778289795,0.7807415723800659,0.8970344662666321,0.32534998655319214,1,1,train,0.0004
6.11176061630249,6.086066722869873,0.02569369040429592,0.9866292476654053,1.0640016794204712,1.0048762559890747,1.036920428276062,0.7684255242347717,0.8742867112159729,0.35092687606811523,1,1,train,0.0004
5.700616359710693,5.671207427978516,0.02940891869366169,0.8694590926170349,0.9733094573020935,1.0741745233535767,0.863789975643158,0.740216851234436,0.8281406164169312,0.322116881608963,1,1,train,0.0004
6.415583610534668,6.384278297424316,0.031305234879255295,1.0660454034805298,1.0665308237075806,1.1397439241409302,1.3646678924560547,0.7280723452568054,0.7749020457267761,0.24431602656841278,1,1,train,0.0004
5.737161636352539,5.710375785827637,0.026785939931869507,0.8360463380813599,1.012830138206482,0.9954646825790405,0.9642258286476135,0.7402830719947815,0.8289108276367188,0.3326146602630615,1,1,val,0.0004
5.441530227661133,5.4193196296691895,0.022210560739040375,0.8252744674682617,1.0267192125320435,0.9046687483787537,0.8950982093811035,0.606164813041687,0.820747435092926,0.3406468629837036,1,1,val,0.0004
5.9464898109436035,5.916487216949463,0.030002759769558907,0.8428488969802856,0.9856364727020264,1.1029126644134521,1.0489180088043213,0.7547668814659119,0.8735730648040771,0.30783140659332275,1,1,val,0.0004
5.408939361572266,5.385276794433594,0.023662788793444633,0.8221288323402405,0.8670867085456848,0.8344307541847229,1.0186792612075806,0.6925398111343384,0.838591992855072,0.31181973218917847,1,1,val,0.0004
