total,mse,kl,covariate,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
6.510925769805908,6.1989240646362305,0.048318758606910706,0.2636827230453491,1.0971832275390625,1.0677872896194458,0.948454737663269,0.9712609648704529,1.093468189239502,1.0207695960998535,1,1,train
6.86849308013916,6.668681621551514,0.04760099574923515,0.1522103250026703,0.9047392010688782,1.2694505453109741,1.0742875337600708,1.1153154373168945,1.1499468088150024,1.1549420356750488,1,1,train
6.0445709228515625,5.807580947875977,0.04637376591563225,0.19061629474163055,0.9333240985870361,1.0215938091278076,0.972663164138794,1.0303040742874146,0.9298483729362488,0.9198473691940308,1,1,train
5.987213134765625,5.778426647186279,0.044542934745550156,0.16424347460269928,0.9794129133224487,0.9862604141235352,0.9120967388153076,1.0544021129608154,0.9287139773368835,0.9175404906272888,1,1,train
6.7184014320373535,6.420475006103516,0.042644236236810684,0.25528255105018616,1.0543440580368042,1.0481703281402588,1.1248910427093506,1.1994491815567017,0.9789174199104309,1.0147029161453247,1,1,train
6.135344505310059,5.956602096557617,0.041946787387132645,0.1367955356836319,0.9890305399894714,0.9948276877403259,0.9759694933891296,1.0314781665802002,0.9329019784927368,1.032394289970398,1,1,train
6.376846790313721,6.1133503913879395,0.04039200395345688,0.22310441732406616,1.1312838792800903,1.0139245986938477,1.014768123626709,0.966627299785614,1.0615566968917847,0.9251899719238281,1,1,train
6.147069931030273,5.939277172088623,0.03954784572124481,0.16824482381343842,1.0350909233093262,0.935146689414978,0.9251154661178589,0.9735292792320251,1.0052250623703003,1.0651696920394897,1,1,train
7.010247707366943,6.705253601074219,0.0461365282535553,0.2588579058647156,1.0606231689453125,0.9214940071105957,1.0838505029678345,1.114377498626709,1.360634684562683,1.1642738580703735,1,1,train
6.578677654266357,6.414363384246826,0.040079738944768906,0.12423449754714966,1.0312905311584473,1.2331808805465698,1.0487256050109863,1.108700156211853,1.0240533351898193,0.9684129953384399,1,1,train
6.540269374847412,6.329598426818848,0.040016695857048035,0.1706543266773224,0.9717782735824585,1.1367789506912231,0.9892983436584473,1.1726430654525757,0.8891994953155518,1.1698997020721436,1,1,train
6.438114166259766,6.217676639556885,0.043521955609321594,0.17691582441329956,1.063164472579956,0.9168460369110107,1.0412746667861938,1.1258389949798584,1.065195918083191,1.0053561925888062,1,1,train
6.176466464996338,5.940725803375244,0.05278638005256653,0.18295414745807648,0.8023006916046143,0.8744300603866577,1.0514901876449585,1.0530956983566284,1.1625580787658691,0.9968510866165161,1,1,train
6.49017858505249,6.226057052612305,0.07624305039644241,0.18787881731987,1.0226742029190063,0.9621977806091309,1.1012165546417236,1.027613878250122,1.0276402235031128,1.0847141742706299,1,1,train
6.4141669273376465,6.164409637451172,0.0606895387172699,0.1890677958726883,0.8227163553237915,1.0650749206542969,1.081933617591858,0.9442559480667114,1.0114578008651733,1.2389707565307617,1,1,train
6.270125865936279,5.921473979949951,0.04683301970362663,0.30181875824928284,0.8004358410835266,0.9987578392028809,0.9805663228034973,1.0507056713104248,1.11135995388031,0.9796487092971802,1,1,train
6.117980003356934,5.9885759353637695,0.056829579174518585,0.07257460802793503,0.8550544381141663,0.9423398375511169,0.9397437572479248,1.1001304388046265,1.0238585472106934,1.1274489164352417,1,1,train
