total,reconstruction,gaussian,categorical,contrastive,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
10.393507957458496,10.359646797180176,0.00043535736040212214,0.00018981806351803243,0.03323511779308319,1.522429347038269,1.3262336254119873,1.267930269241333,1.4838309288024902,1.271132230758667,1.2515869140625,2.2365036010742188,1,1,train,0.00019808337082978614
10.389196395874023,10.353014945983887,0.0005467883311212063,0.00026495876954868436,0.03537020832300186,1.5893667936325073,1.3115779161453247,1.2343649864196777,1.511419653892517,1.2455281019210815,1.2497016191482544,2.2110559940338135,1,1,train,0.00019808337082978614
9.753460884094238,9.716300964355469,0.0007170880562625825,0.00032623595325276256,0.03611619770526886,1.4501713514328003,1.1634180545806885,1.1398565769195557,1.4553805589675903,1.1677969694137573,1.169082522392273,2.1705946922302246,1,1,train,0.00019808337082978614
9.9111967086792,9.872446060180664,0.0011189098004251719,0.0003971288970205933,0.03723566234111786,1.3931429386138916,1.2040892839431763,1.2099748849868774,1.5068706274032593,1.2035799026489258,1.1883573532104492,2.166431188583374,1,1,train,0.00019808337082978614
9.639388084411621,9.600034713745117,0.0015592847485095263,0.000448638602392748,0.03734596073627472,1.4408631324768066,1.1562604904174805,1.1944642066955566,1.4794045686721802,1.1153005361557007,1.149701476097107,2.064039707183838,1,1,train,0.00019808337082978614
9.691774368286133,9.649242401123047,0.0022959585767239332,0.00047428844845853746,0.039762139320373535,1.4109115600585938,1.1940714120864868,1.2071318626403809,1.4864708185195923,1.1379506587982178,1.158843994140625,2.0538620948791504,1,1,train,0.00019808337082978614
9.786602973937988,9.740592956542969,0.003503861604258418,0.00047514031757600605,0.04203108325600624,1.4407017230987549,1.3059858083724976,1.2702497243881226,1.440635085105896,1.0814924240112305,1.1338231563568115,2.067704677581787,1,1,train,0.00019808337082978614
8.921732902526855,8.886600494384766,0.0037056070286780596,0.0004198963288217783,0.03100701794028282,1.2312067747116089,1.5482808351516724,1.0759354829788208,1.1301145553588867,0.9726030826568604,1.0557104349136353,1.87274968624115,1,1,train,0.00019808337082978614
7.904490947723389,7.852210998535156,0.007111648563295603,0.00045084417797625065,0.04471757262945175,1.0611755847930908,0.9643633961677551,0.9769009947776794,1.1861363649368286,0.8530648946762085,0.8852977156639099,1.9252722263336182,1,1,val,0.00019808337082978614
7.845668315887451,7.791440963745117,0.006485390942543745,0.00044957216596230865,0.04729214310646057,1.0925334692001343,0.9607977271080017,1.0041558742523193,1.076252818107605,0.8336617946624756,0.9092450141906738,1.9147945642471313,1,1,val,0.00019808337082978614
7.948843002319336,7.890244483947754,0.008720600977540016,0.00044982891995459795,0.049428388476371765,1.1539000272750854,0.9257755279541016,1.0662506818771362,1.141667366027832,0.8244779109954834,0.8670133948326111,1.9111592769622803,1,1,val,0.00019808337082978614
8.187262535095215,8.134685516357422,0.008223112672567368,0.0004719895077869296,0.04388115182518959,1.1792124509811401,0.9894710779190063,1.0141196250915527,1.2501060962677002,0.8387530446052551,0.8928886651992798,1.9701344966888428,1,1,val,0.00019808337082978614
9.069783210754395,9.019510269165039,0.006488847080618143,0.0004761672462336719,0.04330817237496376,1.3326133489608765,1.1926662921905518,1.1539306640625,1.3974833488464355,1.0135506391525269,1.0469787120819092,1.8822872638702393,1,2,train,0.00019808337082978614
8.862813949584961,8.808798789978027,0.007763022556900978,0.000470367434900254,0.04578198492527008,1.3203997611999512,1.0998865365982056,1.1850587129592896,1.3980741500854492,0.9547039270401001,1.021430253982544,1.8292452096939087,1,2,train,0.00019808337082978614
8.767375946044922,8.714037895202637,0.008700350299477577,0.000490135804284364,0.044147297739982605,1.3257391452789307,1.1786861419677734,1.1012852191925049,1.3864212036132812,0.9222840070724487,1.0277621746063232,1.7718603610992432,1,2,train,0.00019808337082978614
8.834332466125488,8.777148246765137,0.010217891074717045,0.00048055502702482045,0.046485599130392075,1.2851125001907349,1.2023766040802002,1.1670379638671875,1.4160338640213013,0.9100277423858643,1.0463175773620605,1.7502418756484985,1,2,train,0.00019808337082978614
8.615495681762695,8.55585765838623,0.011804256588220596,0.00046887373900972307,0.047363851219415665,1.1992130279541016,1.1345796585083008,1.1291651725769043,1.4490482807159424,0.9166745543479919,1.0130282640457153,1.7141488790512085,1,2,train,0.00019808337082978614
8.43005084991455,8.372090339660645,0.013027000240981579,0.00045300304191187024,0.04448077455163002,1.2401443719863892,1.18242347240448,1.095383882522583,1.3248871564865112,0.8793094158172607,0.9434685111045837,1.706473708152771,1,2,train,0.00019808337082978614
8.120216369628906,8.058331489562988,0.014588831923902035,0.00042665304499678314,0.04687020182609558,1.1877002716064453,1.1512126922607422,1.0401355028152466,1.3291640281677246,0.779374897480011,0.9278435111045837,1.6429004669189453,1,2,train,0.00019808337082978614
8.76226806640625,8.718025207519531,0.015129039995372295,0.00044287380296736956,0.028671614825725555,1.4214516878128052,1.3140984773635864,1.5104292631149292,1.1715036630630493,0.6188326478004456,0.8748997449874878,1.806809663772583,1,2,train,0.00019808337082978614
7.468193531036377,7.396853446960449,0.025577597320079803,0.0004287652554921806,0.0453338623046875,1.0187830924987793,0.9838297963142395,0.9590607285499573,1.1852980852127075,0.7359198927879333,0.8168433308601379,1.6971184015274048,1,2,val,0.00019808337082978614
7.313621520996094,7.240787029266357,0.023700326681137085,0.00040061812615022063,0.048733681440353394,0.9867061972618103,0.9760979413986206,0.9823775887489319,1.0819816589355469,0.724073052406311,0.83050936460495,1.659041404724121,1,2,val,0.00019808337082978614
