total,mse,kl,covariate,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,cv,epoch,type
6.219504356384277,6.097589492797852,0.048801176249980927,0.07311409711837769,1.1308934688568115,0.9320243000984192,1.0020802021026611,0.9852938055992126,0.9982258081436157,1.0490721464157104,1,1,train
6.228886604309082,6.038910388946533,0.04808922857046127,0.14188718795776367,1.1204394102096558,0.9414297342300415,1.0523048639297485,0.9130756258964539,0.9907068014144897,1.0209540128707886,1,1,train
6.136109352111816,5.8593926429748535,0.04592175781726837,0.2307950258255005,0.9554479718208313,0.9261323809623718,0.9663171172142029,0.9482112526893616,1.0406595468521118,1.0226244926452637,1,1,train
7.358217239379883,7.019495964050293,0.04656149074435234,0.29215970635414124,1.34983491897583,1.2843765020370483,1.110843539237976,0.9860820770263672,1.2155059576034546,1.0728524923324585,1,1,train
6.281600475311279,5.961197376251221,0.04641754552721977,0.2739853858947754,0.8687999248504639,1.148413896560669,1.033261775970459,1.0674773454666138,0.9737839698791504,0.8694605231285095,1,1,train
5.95219087600708,5.661069869995117,0.0424201525747776,0.2487007975578308,0.9322843551635742,0.8210660219192505,0.9349333047866821,0.8567590713500977,0.972066342830658,1.1439608335494995,1,1,train
6.457999229431152,6.296143531799316,0.04427385330200195,0.11758178472518921,1.076154351234436,1.1604971885681152,0.9889522194862366,0.9188278913497925,1.0618220567703247,1.0898900032043457,1,1,train
6.5313029289245605,6.296048164367676,0.05752729997038841,0.17772787809371948,1.072407603263855,0.972876787185669,0.9449163675308228,1.0261672735214233,1.0195268392562866,1.2601534128189087,1,1,train
5.526881217956543,5.3585591316223145,0.054120879620313644,0.11420110613107681,0.7761934399604797,0.879948616027832,0.9823819398880005,0.9328792095184326,1.0303864479064941,0.756769597530365,1,1,train
6.511198997497559,6.259848594665527,0.08999612182378769,0.16135384142398834,0.9319957494735718,1.0188084840774536,1.0353208780288696,1.0638854503631592,1.1145381927490234,1.0952997207641602,1,1,train
6.0761566162109375,5.866265773773193,0.04999132081866264,0.1598997265100479,0.8946307897567749,1.0085304975509644,0.9992563724517822,1.0972257852554321,0.9606643319129944,0.905958354473114,1,1,train
6.603858470916748,6.407536506652832,0.05040941387414932,0.14591243863105774,0.9256595969200134,1.1613430976867676,0.9913313388824463,1.2202186584472656,0.9880427718162537,1.120941400527954,1,1,train
6.430404186248779,6.237523555755615,0.07471439242362976,0.11816643923521042,0.9480502009391785,1.026238203048706,0.9343562126159668,1.1651027202606201,1.170929193496704,0.9928467869758606,1,1,train
5.824274063110352,5.595746040344238,0.05101617053151131,0.17751158773899078,0.772803544998169,1.0676438808441162,0.9255428910255432,1.0368618965148926,0.8097224831581116,0.9831713438034058,1,1,train
5.7066779136657715,5.4427947998046875,0.047896627336740494,0.215986430644989,0.8148667812347412,0.9953044652938843,0.9170063734054565,0.9267416596412659,0.8260704874992371,0.9628050923347473,1,1,train
6.58131742477417,6.4213361740112305,0.057000912725925446,0.10298023372888565,0.8721286654472351,1.0392980575561523,1.1418336629867554,1.0265541076660156,1.2574234008789062,1.0840984582901,1,1,train
6.046115398406982,5.8582282066345215,0.056387096643447876,0.13150015473365784,0.803480863571167,1.0010493993759155,0.9769860506057739,1.1385656595230103,0.8967053294181824,1.0414408445358276,1,1,train
6.180379390716553,5.991454601287842,0.04699922725558281,0.14192548394203186,0.7761478424072266,0.8785751461982727,1.0578182935714722,0.9680585861206055,1.1860262155532837,1.1248286962509155,1,1,train
5.6330976486206055,5.455909729003906,0.04222787544131279,0.13496030867099762,0.7866876125335693,0.9836598038673401,0.9563707113265991,0.8329436779022217,0.9444445371627808,0.9518036246299744,1,1,train
5.8901286125183105,5.667415618896484,0.04277506098151207,0.1799376904964447,0.913628876209259,0.9365015029907227,0.9879991412162781,0.9894198179244995,0.8936378955841064,0.9462282657623291,1,1,train
5.565235614776611,5.292699337005615,0.04243684932589531,0.23009897768497467,0.687776505947113,0.9050713181495667,1.0312442779541016,0.9403104186058044,0.7881606221199036,0.9401358366012573,1,1,train
6.124183654785156,5.777946472167969,0.05250973626971245,0.293727308511734,0.7092160582542419,0.9270837903022766,0.9594080448150635,1.1297612190246582,0.8570672869682312,1.1954104900360107,1,1,train
5.497281551361084,5.321157932281494,0.038038693368434906,0.1380850225687027,0.673555314540863,0.9169219136238098,0.9523574709892273,0.8673746585845947,0.8810036778450012,1.0299450159072876,1,1,train
