total,reconstruction,kl,contrastive,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
8.047492980957031,7.9554033279418945,0.003849080065265298,0.08824051171541214,0.9606660008430481,0.9930452108383179,0.9459286332130432,1.0131319761276245,1.0218595266342163,1.0005728006362915,2.0201990604400635,1,1,train,0.0004034715375812225
9.140656471252441,9.048083305358887,0.004019372630864382,0.08855336904525757,1.10781729221344,1.1393487453460693,1.143837571144104,1.2182008028030396,1.341430425643921,1.0970243215560913,2.0004241466522217,1,1,train,0.0004034715375812225
8.266007423400879,8.177058219909668,0.004576119128614664,0.0843733698129654,1.1512672901153564,1.1256450414657593,0.8832656145095825,1.0559892654418945,0.924679696559906,1.07867431640625,1.957537055015564,1,1,train,0.0004034715375812225
7.920280933380127,7.834505081176758,0.005056395661085844,0.08071933686733246,0.9516953825950623,0.9523555040359497,0.8654965758323669,1.0671162605285645,0.9974981546401978,1.077755331993103,1.9225879907608032,1,1,train,0.0004034715375812225
8.033397674560547,7.951348304748535,0.005277461372315884,0.07677125930786133,0.92989581823349,1.0269050598144531,0.9343618750572205,1.1830660104751587,0.9716631770133972,1.0309314727783203,1.8745248317718506,1,1,train,0.0004034715375812225
8.376384735107422,8.295856475830078,0.011657757684588432,0.06887075304985046,1.0419042110443115,1.0534039735794067,1.1057111024856567,1.2417776584625244,1.0372673273086548,0.9871399402618408,1.828652024269104,1,1,train,0.0004034715375812225
8.090568542480469,8.027926445007324,0.0038208928890526295,0.058821938931941986,1.092878818511963,1.081211805343628,1.0433449745178223,0.9326804280281067,0.9279789924621582,1.0771963596343994,1.8726348876953125,1,1,train,0.0004034715375812225
8.2899751663208,8.189973831176758,0.019759060814976692,0.08024191856384277,1.0352818965911865,0.9909605383872986,1.131055474281311,1.1063039302825928,1.0670877695083618,1.0963531732559204,1.7629306316375732,1,1,train,0.0004034715375812225
7.7758073806762695,7.694179534912109,0.003916386980563402,0.0777115672826767,0.8913694620132446,0.9804266095161438,0.9386268854141235,1.1380878686904907,0.9123548865318298,0.9864857792854309,1.8468278646469116,1,1,train,0.0004034715375812225
8.950789451599121,8.811448097229004,0.07619433104991913,0.06314639747142792,0.9992676377296448,0.9433924555778503,1.0596983432769775,1.4011918306350708,1.0208523273468018,1.6099495887756348,1.7770963907241821,1,1,train,0.0004034715375812225
