total,reconstruction,gaussian,categorical,kl_divergence,cv,epoch,type
22.773353576660156,5.360298156738281,9.061661720275879,1.208583116531372,7.1428093910217285,1,1,train
35.10228729248047,4.619863510131836,21.771818161010742,1.2081655263900757,7.502440929412842,1,1,train
23.906965255737305,4.588822841644287,12.788851737976074,1.2101505994796753,5.319140434265137,1,1,train
22.648853302001953,4.406590938568115,12.37524127960205,1.2139252424240112,4.653096675872803,1,1,train
23.864425659179688,4.496481895446777,13.570075988769531,1.2189600467681885,4.578908443450928,1,1,train
22.824365615844727,4.392068862915039,12.782891273498535,1.2190757989883423,4.430330753326416,1,1,train
22.651132583618164,4.546266078948975,12.76744270324707,1.2217575311660767,4.115664958953857,1,1,train
17.295040130615234,4.422763824462891,8.018658638000488,1.2192842960357666,3.6343324184417725,1,1,train
17.878623962402344,4.047727108001709,9.168993949890137,1.219421625137329,3.4424824714660645,1,1,train
19.3886775970459,4.314276695251465,10.576627731323242,1.2166115045547485,3.2811601161956787,1,1,train
19.53844451904297,4.221542835235596,10.711732864379883,1.2182713747024536,3.3868980407714844,1,1,train
17.219757080078125,4.1781792640686035,8.643035888671875,1.2188918590545654,3.1796512603759766,1,1,train
19.635292053222656,4.1300859451293945,11.195405960083008,1.2185842990875244,3.0912158489227295,1,1,val
23.55707550048828,4.237033843994141,14.568327903747559,1.2201157808303833,3.5315988063812256,1,2,train
21.211435317993164,4.411837577819824,12.178618431091309,1.2193385362625122,3.4016411304473877,1,2,train
20.61870574951172,4.217779159545898,11.712472915649414,1.2209553718566895,3.467499256134033,1,2,train
18.9730281829834,4.209864616394043,9.681087493896484,1.225856065750122,3.856219530105591,1,2,train
20.12440299987793,3.9353671073913574,11.20350456237793,1.2247382402420044,3.760791778564453,1,2,train
19.0355281829834,4.251211643218994,9.995326042175293,1.2237721681594849,3.565218448638916,1,2,train
21.756311416625977,4.024458408355713,12.749650955200195,1.222265601158142,3.7599380016326904,1,2,train
17.205114364624023,4.167544841766357,8.379294395446777,1.2197589874267578,3.438516616821289,1,2,train
21.162687301635742,4.112342357635498,12.074995994567871,1.217562198638916,3.757786273956299,1,2,train
17.213376998901367,4.075137138366699,8.367036819458008,1.21713387966156,3.554068088531494,1,2,train
19.133323669433594,4.267973899841309,10.197912216186523,1.2159894704818726,3.4514472484588623,1,2,train
18.938268661499023,4.413487434387207,9.961953163146973,1.2149912118911743,3.347837209701538,1,2,train
15.682530403137207,3.999181032180786,7.899990081787109,1.2140642404556274,2.5692944526672363,1,2,val
17.071598052978516,4.123406887054443,8.540730476379395,1.2138960361480713,3.1935651302337646,1,3,train
16.358749389648438,3.9321775436401367,8.04873275756836,1.2120826244354248,3.165757656097412,1,3,train
16.436058044433594,4.202147006988525,7.936651706695557,1.2104154825210571,3.086843967437744,1,3,train
17.1776065826416,4.136778831481934,8.573179244995117,1.2081676721572876,3.259481191635132,1,3,train
19.687335968017578,4.162336826324463,10.758673667907715,1.2073607444763184,3.558964490890503,1,3,train
16.312393188476562,4.046981334686279,7.784963607788086,1.206567645072937,3.273881673812866,1,3,train
15.81220817565918,4.039946556091309,7.171270370483398,1.2070205211639404,3.393970251083374,1,3,train
15.894659042358398,4.421428680419922,7.1313910484313965,1.2081183195114136,3.1337203979492188,1,3,train
16.57378387451172,4.182539939880371,7.8786702156066895,1.2093286514282227,3.3032448291778564,1,3,train
16.783153533935547,4.1368513107299805,8.086322784423828,1.2111600637435913,3.3488190174102783,1,3,train
15.795548439025879,3.9887378215789795,7.305809020996094,1.2132478952407837,3.287752866744995,1,3,train
16.710107803344727,4.124554634094238,7.9942731857299805,1.2145874500274658,3.376692295074463,1,3,train
13.602370262145996,3.9572558403015137,5.59911584854126,1.2158857583999634,2.8301117420196533,1,3,val
14.774714469909668,4.0126051902771,6.153013706207275,1.215956687927246,3.393138885498047,1,4,train
15.33299732208252,4.293581008911133,6.500370025634766,1.2161039113998413,3.3229424953460693,1,4,train
