feature,importance
EFR3A,0.5034105020609614
MBTPS1,0.4684585267091485
NFE2L2,0.4582748243276828
TP63,0.4555837440384331
SCAP,0.4541691335599532
ARF4,0.4503477939619805
MCL1,0.4489623682576708
AHCYL1,0.4419525915537242
CCND1,0.4384163650307595
CHMP4B,0.4376312805866116
FAM50A,0.435156185714121
TRPM7,0.433265948273722
GRB2,0.431818427098308
EIF4A1,0.4313138059378152
THAP1,0.4298404260908808
INTS9,0.4251747340801284
TYMS,0.4250166316261578
PSMB5,0.4225047574286366
RAB6A,0.4171906889055578
PDCD6IP,0.4126354367372579
YAP1,0.4113164533171012
RPP25L,0.411170637975574
UBA5,0.4102850045149054
SPTSSA,0.4088078525791403
UFM1,0.4061583439219722
FKBP9,0.4048372099278123
HNRNPH1,0.4036347078670606
GMNN,0.4025920916210269
NXT1,0.4020427778529148
MBTPS2,0.401801852882526
HSPA8,0.4007648736057787
FEN1,0.400003410321021
KLF5,0.3987028315426496
HSPA13,0.398489019590968
THAP11,0.3978827246248095
CUL2,0.3978514409096215
NAA10,0.3977010018693809
GCN1,0.3930141344794956
VPS45,0.3928820614584157
SETD1A,0.3919702613799894
SETD1B,0.3915877151826485
EGFR,0.391170239327208
ITGB1,0.3909989647201971
TUBB,0.3907800354941948
ACTG1,0.390496834005774
ACSL3,0.3904778868871929
TNNT2,0.3901768643156252
SHC1,0.3895239629508756
CDS2,0.3894100410602762
WNK1,0.3864775762638067
BLM,0.3860806895570874
INTS6,0.3856814417271393
DROSHA,0.3852984831632412
LSM8,0.3841296937875733
SCD,0.3830998224023324
ACO2,0.3827853402861431
SON,0.3824140605657389
RICTOR,0.3818729230654001
GPI,0.3807343992371754
IARS2,0.3802977929792142
FURIN,0.380023862918358
SMCHD1,0.3797046204651663
ARHGEF7,0.3797044078393693
RAB10,0.379548354253692
MYBL2,0.3791826973927672
SLC6A8,0.3789022557736923
RANBP1,0.3787320361655707
TFAP4,0.3784599407026013
PGM5,0.3784315166033086
BUB1B,0.3780282906137671
CFLAR,0.377883272930923
SLC7A1,0.3765868141336759
DDX5,0.3765725301832017
SKP2,0.3763695667928698
PDCD2,0.3762822757708749
PDCD6,0.3755729179149905
SLC39A7,0.3755556259817129
FCHO2,0.3751507348144373
MLST8,0.374966891133922
NOL8,0.374714616251266
RBBP8,0.3742627308253218
CDK6,0.3740970916723825
RABIF,0.3739022828009766
PMM2,0.3729887916179273
NDC1,0.3726522649002254
RBSN,0.371827188670653
CCNB1,0.3717326893649373
XPO5,0.3713242899377513
SPACDR,0.3713005279257992
C1QTNF4,0.3707676252760656
URM1,0.3705359740769928
STRIP1,0.3704489613206642
CCDC51,0.3704463166068503
IRS2,0.3703594161770649
CASZ1,0.3703186612846435
PRKRA,0.3696115538116781
JUNB,0.369270447660333
CAP1,0.369263404180378
MAU2,0.3692360426181938
EIF2AK4,0.3691204658046146
NEPRO,0.3691015231161115
RHOA,0.3690143544770564
PPP1R15B,0.3689565388623936
GAB1,0.3688939006565539
SBDS,0.3687826502032165
MYL6,0.3687496000837011
SRSF11,0.3686309196143006
UBIAD1,0.3684674590888001
UBL5,0.3682495970345681
SUDS3,0.3679171825812026
CR1L,0.3674721551174985
TAPT1,0.3672338381420225
MTBP,0.3669068735604269
HSP90AA1,0.3665359465000559
SLC33A1,0.3663100752427842
MGRN1,0.366271228138098
INTS7,0.366055108239637
KRTAP10-9,0.3660142155410779
QARS1,0.365829792151649
DET1,0.3657903290257779
MYH9,0.3657632536406466
CTBP2,0.3656745390461416
ATP13A1,0.365519021956751
BRCA1,0.3654944915146111
NUP43,0.3654547141891001
FAM98C,0.3653605211146319
BRCA2,0.3651427781893188
TBCE,0.3647353244556258
TRA2B,0.3646333256773386
MED1,0.3646153507859435
PPRC1,0.3645194369504942
ACTR1A,0.3643446336130125
SLC3A2,0.364150437655526
H1-1,0.3641168003082928
KMT2A,0.364106601589344
UFL1,0.3638041669295327
CHD8,0.363672154003899
CDC40,0.3635834347988449
PALB2,0.3634697953234602
CUL4B,0.3631576549139444
AXIN1,0.3628337655764316
TRIP13,0.3628086113500893
UFSP2,0.362679852973718
RPL10A,0.3625876465535677
MYO9B,0.3619558015071304
PPP2R1A,0.3615653551348793
SFR1,0.3614915372975786
TPM4,0.3610712639848422
KCNA10,0.3610099353161818
ZNF574,0.3608408788610244
CHMP5,0.3604479789473758
EWSR1,0.3601719641284191
KRAS,0.3601430982841033
NAPG,0.3595922957574154
GRIN3B,0.3593383506646275
PEX5,0.3591636598659847
DNM1L,0.3590826480705672
ZC3H18,0.358897695176758
CEP55,0.3588796298358689
TXN,0.3588709681961539
SULT1A1,0.3586981568106561
CAB39,0.3582743708821614
SAP130,0.358199664797561
RPS21,0.3581825483112297
TMED2,0.3581718122063191
MAD2L2,0.3577921935449502
EEF1B2,0.3575729603932868
GRHL2,0.3574214378589643
PTPRU,0.3573299345693908
MYO15A,0.3572718630645275
RALGAPA1,0.3572651666688112
TMEM41B,0.356826657407455
POLD3,0.3566006548341729
RIF1,0.3565041000568639
TRAF3IP3,0.3563892224366067
CABIN1,0.35623469236953
FOXK1,0.3561114752707661
ATP2B1,0.355763276569123
MATR3,0.3557480063895407
TIAL1,0.3556506175614994
NHLRC2,0.3555536177162842
OTUB1,0.3555205103017557
WDR73,0.3552986012198677
SRSF10,0.3550443699716697
CTNNBL1,0.3548342700615841
KIF4A,0.3545784765115498
STX4,0.3544923512085197
PPP1R12A,0.3543325312837638
PIK3CA,0.3543193785093869
TFDP1,0.354177270669496
ANKRD52,0.3541144415707185
