total,reconstruction,gaussian,categorical,contrastive,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
10.784963607788086,10.512557983398438,1.0749861001968384,0.004544258117675781,26.161041259765625,1.5145666599273682,1.2566020488739014,1.3093067407608032,1.5389037132263184,1.2958042621612549,1.30716872215271,2.290205717086792,1,1,train,0.0005
11.398676872253418,11.108552932739258,3.0243773460388184,0.006499767303466797,25.98153305053711,1.5729608535766602,1.2733906507492065,1.226086139678955,1.9912878274917603,1.4146931171417236,1.5149776935577393,2.11515736579895,1,1,train,0.0005
10.395544052124023,10.09766960144043,3.9461824893951416,0.007630825042724609,25.83357810974121,1.4252763986587524,1.259702205657959,1.2544958591461182,1.617958903312683,1.2621217966079712,1.2481896877288818,2.0299248695373535,1,1,train,0.0005
10.38990592956543,10.018634796142578,11.400189399719238,0.009254932403564453,25.71767807006836,1.5371533632278442,1.2325503826141357,1.2962676286697388,1.695358395576477,1.1803605556488037,1.1388905048370361,1.938054084777832,1,1,train,0.0005
10.381400108337402,9.946964263916016,17.37439727783203,0.01064443588256836,26.05844497680664,1.352114200592041,1.3381932973861694,1.203478455543518,1.7344269752502441,1.2453538179397583,1.2301665544509888,1.843231439590454,1,1,train,0.0005
9.971656799316406,9.529629707336426,18.12862777709961,0.011738777160644531,26.062362670898438,1.3782790899276733,1.292784333229065,1.291631817817688,1.5832315683364868,1.1012883186340332,1.0980815887451172,1.7843334674835205,1,1,train,0.0005
9.718585968017578,9.282041549682617,17.72494125366211,0.01316690444946289,25.916427612304688,1.264302134513855,1.248168706893921,1.1957257986068726,1.5544151067733765,1.1442286968231201,1.1129236221313477,1.7622778415679932,1,1,train,0.0005
8.268592834472656,7.492871284484863,47.12799835205078,0.02428722381591797,30.419837951660156,1.091065526008606,0.9831991791725159,0.9672495126724243,1.1463744640350342,0.7901983261108398,0.785460352897644,1.729323148727417,1,1,val,0.0005
8.264286041259766,7.5283355712890625,43.66328430175781,0.02531147003173828,29.906448364257812,1.0661112070083618,1.0137234926223755,0.9643439054489136,1.1218374967575073,0.8067224621772766,0.7975301146507263,1.7580667734146118,1,1,val,0.0005
8.18963623046875,7.421192169189453,46.84852600097656,0.02501964569091797,29.970844268798828,1.0853779315948486,1.0032488107681274,0.9634767770767212,1.1002171039581299,0.7681132555007935,0.8105912208557129,1.6901671886444092,1,1,val,0.0005
8.413121223449707,7.5974016189575195,53.541465759277344,0.029205799102783203,28.001283645629883,1.1721371412277222,0.9073556065559387,0.9643241167068481,1.2076165676116943,0.8000250458717346,0.813743531703949,1.7321996688842773,1,1,val,0.0005
9.176995277404785,8.698076248168945,21.291109085083008,0.014531612396240234,26.586332321166992,1.269535779953003,1.177437663078308,1.1503602266311646,1.495112419128418,1.0178043842315674,1.0467711687088013,1.5410550832748413,1,2,train,0.0005
9.139870643615723,8.648579597473145,23.152996063232422,0.016414642333984375,25.959674835205078,1.1935844421386719,1.161592960357666,1.1938540935516357,1.479657769203186,1.044784665107727,1.0807968378067017,1.4943087100982666,1,2,train,0.0005
8.961859703063965,8.432376861572266,26.52933692932129,0.018033504486083984,26.40096664428711,1.1937127113342285,1.1629563570022583,1.0946892499923706,1.4582505226135254,1.0357376337051392,1.0254734754562378,1.4615566730499268,1,2,train,0.0005
8.766695022583008,8.232457160949707,27.177459716796875,0.01724386215209961,26.229124069213867,1.1611926555633545,1.1770232915878296,1.1013140678405762,1.459657907485962,0.9603662490844727,0.9896436929702759,1.3832591772079468,1,2,train,0.0005
8.702229499816895,8.124801635742188,30.87797737121582,0.018990039825439453,26.8458251953125,1.0707252025604248,1.281000018119812,1.019892692565918,1.4787425994873047,0.9256818890571594,1.0317245721817017,1.3170347213745117,1,2,train,0.0005
8.578282356262207,8.007216453552246,30.192899703979492,0.01990509033203125,26.89382553100586,1.0929564237594604,1.1602528095245361,1.0490875244140625,1.4510507583618164,0.9004381895065308,0.9819995760917664,1.3714314699172974,1,2,train,0.0005
8.636177062988281,7.992586135864258,37.44256591796875,0.021008968353271484,26.89548683166504,1.0909029245376587,1.232321858406067,1.0179595947265625,1.463319182395935,0.8715002536773682,1.0009523630142212,1.3156306743621826,1,2,train,0.0005
7.890326023101807,6.856990814208984,73.61711120605469,0.032926082611083984,29.683443069458008,0.956878662109375,0.9645494222640991,0.8885721564292908,1.1062628030776978,0.7231916785240173,0.7411498427391052,1.4763858318328857,1,2,val,0.0005
7.913249492645264,6.901482105255127,71.56500244140625,0.0325016975402832,29.5792293548584,0.9383583664894104,0.9884172081947327,0.8975307941436768,1.0761585235595703,0.749079704284668,0.755711555480957,1.4962257146835327,1,2,val,0.0005
7.823792457580566,6.771602630615234,75.7900619506836,0.033185482025146484,29.395702362060547,0.9631263017654419,0.984645426273346,0.9051176905632019,1.0569037199020386,0.7137581706047058,0.7626628279685974,1.3853884935379028,1,2,val,0.0005
8.068979263305664,6.969745635986328,81.70902252197266,0.038451194763183594,28.175949096679688,1.0176422595977783,0.8949856162071228,0.8884738087654114,1.1720247268676758,0.7535299062728882,0.7659514546394348,1.477137565612793,1,2,val,0.0005
8.035236358642578,7.408931732177734,35.75275421142578,0.02117156982421875,26.856531143188477,1.0178425312042236,1.118260383605957,0.942760169506073,1.3925902843475342,0.8333830833435059,0.926565408706665,1.1775295734405518,1,3,train,0.0005
8.012828826904297,7.412360191345215,33.24811553955078,0.021428585052490234,26.777355194091797,1.0220953226089478,1.1633511781692505,0.980369508266449,1.312130093574524,0.8331344723701477,0.9251620173454285,1.1761175394058228,1,3,train,0.0005
8.102952003479004,7.492664337158203,34.492332458496094,0.021085262298583984,26.515338897705078,1.03670334815979,1.1635804176330566,0.9664813280105591,1.3068829774856567,0.8784852623939514,0.9490995407104492,1.1914317607879639,1,3,train,0.0005
7.8740763664245605,7.251840114593506,35.68391799926758,0.02247142791748047,26.517244338989258,0.9932829141616821,1.0398772954940796,0.944932222366333,1.3607136011123657,0.837946355342865,0.8922024369239807,1.1828851699829102,1,3,train,0.0005
7.986298084259033,7.351235866546631,36.31647491455078,0.02200031280517578,27.16776466369629,0.9849127531051636,1.1409382820129395,0.942889928817749,1.3405407667160034,0.8008632063865662,0.9435927271842957,1.1974984407424927,1,3,train,0.0005
7.827640533447266,7.189193248748779,37.06361770629883,0.020804405212402344,26.76033592224121,0.9728251099586487,1.079677939414978,0.9524232745170593,1.3003789186477661,0.8184191584587097,0.8977252244949341,1.1677438020706177,1,3,train,0.0005
7.8722100257873535,7.229106903076172,37.552162170410156,0.021071910858154297,26.737064361572266,0.9995694160461426,1.0744134187698364,0.9083384871482849,1.3909943103790283,0.8359083533287048,0.8726441264152527,1.1472389698028564,1,3,train,0.0005
7.459139823913574,6.464038848876953,70.23176574707031,0.02377176284790039,29.254518508911133,0.9180849194526672,0.940101683139801,0.8105173707008362,1.095690131187439,0.6989544034004211,0.7110279202461243,1.2896616458892822,1,3,val,0.0005
7.495978832244873,6.52059268951416,68.22308349609375,0.02269458770751953,29.292818069458008,0.9157258868217468,0.9612626433372498,0.8106444478034973,1.0664411783218384,0.7342046499252319,0.7296685576438904,1.3026454448699951,1,3,val,0.0005
7.388498783111572,6.402462482452393,69.53594970703125,0.023530006408691406,29.044143676757812,0.925395667552948,0.959598958492279,0.8219602704048157,1.048082947731018,0.6980990767478943,0.7359656691551208,1.2133598327636719,1,3,val,0.0005
