total,reconstruction,kl,contrastive,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
8.349727630615234,8.229623794555664,0.0023860614746809006,0.11771737039089203,1.0245379209518433,1.0183136463165283,1.0197542905807495,1.0743860006332397,1.0537241697311401,1.02190101146698,2.0170063972473145,1,1,train,0.0005
8.334098815917969,8.227551460266113,0.0035238044802099466,0.10302351415157318,1.0488251447677612,1.008682370185852,1.0284868478775024,1.0402717590332031,1.0992939472198486,1.0606709718704224,1.9413200616836548,1,1,train,0.0005
8.009941101074219,7.8958539962768555,0.005051081534475088,0.10903553664684296,1.0182232856750488,1.0656297206878662,1.0230587720870972,1.022443175315857,0.9622563719749451,1.0148876905441284,1.789354681968689,1,1,train,0.0005
7.345923900604248,7.229516983032227,0.010113488882780075,0.10629335045814514,0.9699580669403076,0.9654684066772461,0.9923064112663269,0.9801904559135437,0.8333109617233276,0.8609982132911682,1.6272846460342407,1,1,val,0.0005
8.304985046386719,8.20330810546875,0.0021089750807732344,0.09956874698400497,1.02825129032135,1.0923476219177246,1.0571810007095337,1.024524211883545,1.0555758476257324,1.0290216207504272,1.916406273841858,1,2,train,0.0005
7.940500736236572,7.801359176635742,0.026445208117365837,0.11269635707139969,0.9999594688415527,1.0184077024459839,1.073823094367981,1.1955190896987915,0.9605106115341187,1.0107088088989258,1.5424304008483887,1,2,train,0.0005
7.35419225692749,7.236195087432861,0.009614952839910984,0.10838200151920319,0.9503797888755798,0.9491491317749023,0.9740388989448547,0.9954270720481873,0.9073314070701599,0.9204645156860352,1.539404273033142,1,2,train,0.0005
6.999789714813232,6.8648529052734375,0.014960098080337048,0.11997641623020172,0.9136810302734375,0.9600645303726196,0.9783345460891724,1.008873462677002,0.7920342087745667,0.8293312788009644,1.3825334310531616,1,2,val,0.0005
7.310201644897461,7.17806339263916,0.0130959777161479,0.11904238164424896,0.9561985731124878,1.0282306671142578,1.0131970643997192,1.0078957080841064,0.8594682216644287,0.8833365440368652,1.4297363758087158,1,3,train,0.0005
7.05435037612915,6.910955905914307,0.01216947566717863,0.13122516870498657,0.8966153264045715,0.9942044615745544,0.968200147151947,0.9994202256202698,0.8604477643966675,0.8555872440338135,1.336480736732483,1,3,train,0.0005
7.0088396072387695,6.855925559997559,0.01440452504903078,0.13850975036621094,0.8791317939758301,0.9976732134819031,0.9700323343276978,1.0679152011871338,0.7798740863800049,0.8465803861618042,1.3147180080413818,1,3,train,0.0005
6.608068943023682,6.468878746032715,0.012577048502862453,0.12661311030387878,0.8634688854217529,0.9432606101036072,0.9371157884597778,0.9624421000480652,0.6942875385284424,0.7785078883171082,1.2897956371307373,1,3,val,0.0005
6.734787940979004,6.591951370239258,0.011999411508440971,0.1308368593454361,0.8911466002464294,0.9825242757797241,0.951529324054718,0.9985777139663696,0.7147120237350464,0.798337459564209,1.2551243305206299,1,4,train,0.0005
6.774789810180664,6.627586364746094,0.008831300772726536,0.138372004032135,0.8889439105987549,0.9657225608825684,0.9168314933776855,0.9771337509155273,0.7545661926269531,0.8124891519546509,1.3118999004364014,1,4,train,0.0005
6.627110004425049,6.493932723999023,0.021807314828038216,0.11136989295482635,0.8386159539222717,0.9862104058265686,0.9419888257980347,1.0100634098052979,0.7179372310638428,0.7960126996040344,1.2031041383743286,1,4,train,0.0005
6.226914882659912,6.098026275634766,0.017462247982621193,0.11142638325691223,0.8289587497711182,0.9355145692825317,0.9027713537216187,0.9457020163536072,0.6485870480537415,0.7340160608291626,1.1024763584136963,1,4,val,0.0005
6.643409252166748,6.520773887634277,0.015087174251675606,0.10754835605621338,0.7963486313819885,0.9454139471054077,0.9558519124984741,0.9918870329856873,0.9248186349868774,0.7846406102180481,1.1218125820159912,1,5,train,0.0005
6.359053611755371,6.235544204711914,0.011322010308504105,0.1121874675154686,0.776561439037323,0.9747222065925598,0.8823151588439941,0.9519872665405273,0.805610716342926,0.7612163424491882,1.0831313133239746,1,5,train,0.0005
6.482965469360352,6.340120315551758,0.01785973459482193,0.12498519569635391,0.8249027132987976,1.0015252828598022,0.9435721635818481,0.957862377166748,0.8018864393234253,0.7766913175582886,1.0336802005767822,1,5,train,0.0005
6.10491418838501,5.969866752624512,0.013781043700873852,0.12126624584197998,0.7836063504219055,0.9242058396339417,0.8514226078987122,0.9410003423690796,0.6459653377532959,0.713866114616394,1.1098005771636963,1,5,val,0.0005
6.273575305938721,6.1392998695373535,0.010110071860253811,0.12416572123765945,0.7521334886550903,0.971939742565155,0.8461126685142517,0.9695174694061279,0.8175045251846313,0.7312492728233337,1.0508428812026978,1,6,train,0.0005
6.183138847351074,6.042201995849609,0.014341950416564941,0.12659518420696259,0.7765935063362122,0.9682452082633972,0.9265993237495422,0.9050305485725403,0.695823609828949,0.7279475927352905,1.0419622659683228,1,6,train,0.0005
6.013686656951904,5.87628173828125,0.01156676933169365,0.12583844363689423,0.8410578966140747,0.8929335474967957,0.8124701380729675,0.871121346950531,0.680269718170166,0.7404100298881531,1.038019061088562,1,6,train,0.0005
5.941473484039307,5.79941463470459,0.016282623633742332,0.12577621638774872,0.7719677090644836,0.9083423614501953,0.8056303262710571,0.9203236103057861,0.6527128219604492,0.6903530955314636,1.0500844717025757,1,6,val,0.0005
6.002368927001953,5.852443695068359,0.018217120319604874,0.1317080706357956,0.7351659536361694,0.9849172234535217,0.8024031519889832,0.977268397808075,0.6464357972145081,0.7078512907028198,0.9984017610549927,1,7,train,0.0005
5.93297004699707,5.790777206420898,0.011834288947284222,0.13035893440246582,0.8379274606704712,0.905964732170105,0.7948172688484192,0.8895471096038818,0.6562402844429016,0.7001302242279053,1.006150484085083,1,7,train,0.0005
5.737873077392578,5.595809459686279,0.017113449051976204,0.12495006620883942,0.7362760305404663,0.8988576531410217,0.7922038435935974,0.9085648059844971,0.6339974999427795,0.6909918189048767,0.9349178075790405,1,7,train,0.0005
5.75001335144043,5.610365390777588,0.014475892297923565,0.12517216801643372,0.7515013813972473,0.9078150391578674,0.7564467787742615,0.9068032503128052,0.5879458785057068,0.673409104347229,1.0264440774917603,1,7,val,0.0005
6.6496052742004395,6.514591217041016,0.005754654761403799,0.12925967574119568,0.7572054862976074,0.959847092628479,0.8159206509590149,1.054192304611206,0.6493852138519287,0.9411224126815796,1.3369176387786865,1,8,train,0.0005
6.612123489379883,6.470071315765381,0.0058316076174378395,0.136220321059227,0.7512463927268982,0.9623473286628723,0.899360716342926,0.9978036880493164,0.5922244191169739,0.9265025854110718,1.3405863046646118,1,8,train,0.0005
5.831293106079102,5.680734634399414,0.01697952300310135,0.133578822016716,0.8111448884010315,0.9760608077049255,0.7373909950256348,0.8655491471290588,0.6327551603317261,0.7088063955307007,0.9490269422531128,1,8,train,0.0005
6.026785373687744,5.880547523498535,0.020095691084861755,0.12614212930202484,0.804512619972229,0.9005373120307922,0.8123631477355957,0.9081775546073914,0.5958077907562256,0.6833692193031311,1.1757800579071045,1,8,val,0.0005
5.762447357177734,5.615550518035889,0.016321947798132896,0.13057471811771393,0.7989449501037598,0.9327235817909241,0.7445108890533447,0.8954677581787109,0.5973265767097473,0.6849948763847351,0.9615821838378906,1,9,train,0.0005
6.077681064605713,5.923947811126709,0.02118554897606373,0.13254790008068085,0.8480032086372375,0.928350031375885,0.8967288732528687,0.8900500535964966,0.5798487067222595,0.681117832660675,1.099848747253418,1,9,train,0.0005
5.622203350067139,5.466533660888672,0.016991086304187775,0.1386784464120865,0.6851433515548706,0.9107037782669067,0.8183596730232239,0.857875406742096,0.5761131048202515,0.6827437281608582,0.935594916343689,1,9,train,0.0005
5.752723693847656,5.602756500244141,0.013624758459627628,0.13634268939495087,0.7564794421195984,0.8928228616714478,0.7199472784996033,0.9018417000770569,0.5939628481864929,0.6748403310775757,1.062861680984497,1,9,val,0.0005
6.469841480255127,6.327442646026611,0.006195963826030493,0.13620303571224213,0.8556970953941345,0.9932910799980164,0.7643921375274658,0.9382649660110474,0.6515445113182068,0.8954856395721436,1.2287667989730835,1,10,train,0.0005
