total,mse,kl,covariate,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,kl_methylation,kl_transcriptomics,kl_proteomics,kl_metabolomics,kl_drugresponse,kl_crisprcas9,cv,epoch,type
6.092817783355713,5.926939964294434,0.005801505409181118,0.1600763201713562,1.0352742671966553,0.9655436873435974,1.0208035707473755,1.0645396709442139,0.9268413186073303,0.9139373302459717,0.4817535877227783,0.483394980430603,0.47914132475852966,0.4847109615802765,0.4892790913581848,0.48247259855270386,1,1,train
6.258739948272705,6.110280990600586,0.005940887611359358,0.14251786470413208,0.9425727128982544,0.9432647228240967,0.9805841445922852,1.1424964666366577,1.1498744487762451,0.9514883160591125,0.48960739374160767,0.49647578597068787,0.501000165939331,0.4933287799358368,0.49665871262550354,0.4933728277683258,1,1,train
6.242969989776611,6.105870246887207,0.006189826410263777,0.13090983033180237,0.963591456413269,0.9983214735984802,1.0165393352508545,1.1189745664596558,0.9762259125709534,1.032217264175415,0.5166701078414917,0.5157950520515442,0.5191013813018799,0.513852059841156,0.5331748127937317,0.4963197708129883,1,1,train
6.0201263427734375,5.863167762756348,0.006385690998286009,0.1505727916955948,1.0162633657455444,1.0267618894577026,0.9553219079971313,0.8874824047088623,0.9446572065353394,1.0326807498931885,0.5445468425750732,0.5130447149276733,0.5324633121490479,0.5289822816848755,0.5526190996170044,0.5211892127990723,1,1,train
6.001869201660156,5.852561950683594,0.00640898710116744,0.14289794862270355,0.9528555870056152,0.9247673749923706,1.0537352561950684,1.0146540403366089,0.98252272605896,0.9240265488624573,0.5509877800941467,0.5352516770362854,0.5177963972091675,0.5199503898620605,0.5222456455230713,0.5582619309425354,1,1,train
5.905982971191406,5.789660453796387,0.006920402403920889,0.10940223187208176,0.9640067219734192,0.9703332185745239,1.036237359046936,0.9154046773910522,0.9431123733520508,0.9605658650398254,0.5597492456436157,0.6337292194366455,0.5625178813934326,0.5779449939727783,0.5507837533950806,0.5754762887954712,1,1,train
6.176259994506836,6.071208953857422,0.008556414395570755,0.09649482369422913,0.910979151725769,1.0721187591552734,1.0419179201126099,1.09552800655365,0.9268350601196289,1.0238298177719116,0.5951442718505859,0.6303157210350037,0.7191690802574158,0.6099056005477905,1.2143305540084839,0.5093417763710022,1,1,train
5.796164035797119,5.682527542114258,0.007097040768712759,0.10653948038816452,0.9062264561653137,1.0035667419433594,0.9394921660423279,0.9842753410339355,0.9045212268829346,0.944445788860321,0.560361385345459,0.6053723692893982,0.603358268737793,0.562031090259552,0.6273456811904907,0.5900513529777527,1,1,train
6.460765838623047,6.334681987762451,0.008176197297871113,0.11790747940540314,1.0127065181732178,1.06683349609375,1.0508394241333008,1.0715579986572266,1.0945844650268555,1.038159966468811,0.5899173617362976,0.7119006514549255,0.5400867462158203,0.7016236782073975,0.9508881568908691,0.5936816930770874,1,1,train
5.90973424911499,5.8013715744018555,0.008433531038463116,0.09992954879999161,0.7926340699195862,0.9927613139152527,0.9793105125427246,0.9113292098045349,1.1216762065887451,1.0036602020263672,0.6007140874862671,0.6252388954162598,1.1303560733795166,0.6195198893547058,0.6625213623046875,0.5784153938293457,1,1,train
5.9078369140625,5.772212982177734,0.016200214624404907,0.11942391842603683,1.010567307472229,0.9756312370300293,0.855129063129425,0.9540339112281799,1.0297043323516846,0.9471472501754761,5.113217353820801,0.6219100952148438,0.6117297410964966,0.7037947177886963,0.5474461317062378,0.5020096302032471,1,1,train
6.350856781005859,6.200533390045166,0.013325603678822517,0.13699783384799957,0.9930316805839539,1.1795371770858765,1.0015265941619873,1.1085028648376465,0.9864441752433777,0.9314908385276794,2.681835651397705,0.7349568009376526,0.6621742248535156,0.7424924373626709,1.1488866806030273,0.6924561858177185,1,1,train
6.072842121124268,5.9094648361206055,0.008349742740392685,0.1550273597240448,0.9163848161697388,0.9924818873405457,0.9105094075202942,1.1148113012313843,0.8978181481361389,1.0774593353271484,0.847653865814209,0.6275602579116821,0.5807919502258301,0.8115352392196655,0.6981365084648132,0.6091935634613037,1,1,train
6.340487003326416,6.194009304046631,0.009010570123791695,0.13746687769889832,0.9625956416130066,1.0239715576171875,1.1514993906021118,1.0951424837112427,0.9547597169876099,1.0060406923294067,0.6288797855377197,0.8567039370536804,0.6287471652030945,0.6082110404968262,1.1804322004318237,0.6023104786872864,1,1,train
5.975119590759277,5.8641581535339355,0.012432599440217018,0.0985288918018341,0.8480340242385864,0.9645940065383911,0.9649432301521301,0.9828045964241028,1.0793180465698242,1.0244640111923218,0.7494543194770813,0.536726713180542,0.7267913222312927,0.8363157510757446,0.813565731048584,2.553445816040039,1,1,train
6.232481956481934,6.11696195602417,0.015052186325192451,0.10046786814928055,0.8998779058456421,1.0538069009780884,0.975661039352417,1.042512059211731,1.0326943397521973,1.1124094724655151,0.8135468363761902,0.6405503153800964,1.0670033693313599,0.6782251000404358,0.8283889889717102,3.498378276824951,1,1,train
5.961986064910889,5.755273818969727,0.01442596036940813,0.1922866702079773,0.8511793613433838,0.9944700002670288,1.1083950996398926,0.8737943768501282,0.9385506510734558,0.9888843297958374,0.735679030418396,0.6493682861328125,1.7658636569976807,2.1223087310791016,1.3226325511932373,0.6171278357505798,1,1,train
5.666959285736084,5.502289295196533,0.01516860630363226,0.1495014727115631,0.7630624175071716,0.9039091467857361,0.9925453066825867,0.8707692623138428,0.9886752963066101,0.9833278059959412,0.9690052270889282,0.9107221961021423,1.1749024391174316,2.739189386367798,1.0127848386764526,0.7776983380317688,1,1,train
5.994681358337402,5.835297107696533,0.01159200444817543,0.14779214560985565,0.9650812149047852,0.9379152655601501,1.0022870302200317,1.0165408849716187,0.9298232197761536,0.9836491346359253,0.6473022699356079,1.8688627481460571,0.6112220287322998,1.4062954187393188,0.6860517263412476,0.5762683153152466,1,1,train
5.759990692138672,5.606696605682373,0.011786198243498802,0.14150802791118622,0.849866509437561,0.902384340763092,0.9753175377845764,0.9884771108627319,0.9655017852783203,0.9251496195793152,0.6815834045410156,0.9491345882415771,1.2989901304244995,0.6340363621711731,0.7484337687492371,1.5809205770492554,1,1,train
6.096718788146973,5.97054386138916,0.01854761131107807,0.10762755572795868,0.8250277042388916,0.9272407293319702,1.0107845067977905,1.0975545644760132,1.0765061378479004,1.0334303379058838,2.452906608581543,2.207935333251953,2.2052533626556396,0.8634382486343384,0.5776656270027161,0.9666064977645874,1,1,train
5.961175918579102,5.77679443359375,0.013495511375367641,0.17088590562343597,0.8519925475120544,0.9201884865760803,1.0147165060043335,1.0502957105636597,1.0254870653152466,0.9141139388084412,1.3950904607772827,1.8002536296844482,1.3271386623382568,0.5420435667037964,0.7401430010795593,0.9430859088897705,1,1,train
5.983605861663818,5.874973297119141,0.010147473774850368,0.09848498553037643,0.8668432831764221,0.9419349431991577,0.9899159073829651,0.985702395439148,1.0223047733306885,1.0682717561721802,0.9195602536201477,1.052559733390808,0.8366401195526123,1.0333529710769653,0.5338134765625,0.6978108286857605,1,1,train
6.059061527252197,5.859750747680664,0.016152391210198402,0.18315820395946503,0.8021925687789917,0.8952738046646118,0.9654144048690796,0.9016554951667786,1.1518959999084473,1.1433184146881104,1.3382307291030884,1.056748867034912,0.6576401591300964,1.0510050058364868,0.8859050869941711,3.086665630340576,1,1,train
