feature,importance
EFR3A,0.7132427921647718
SCAP,0.6955265788108468
CCND1,0.6788713939279699
MBTPS1,0.6513730890012236
NHLRC2,0.6372651220370184
RAB6A,0.6358437312279388
TAPT1,0.6334165582418355
NFE2L2,0.6298191331534257
RICTOR,0.6252786108195832
NAPG,0.6201721687453293
EIF4A1,0.6181639429080732
SCD,0.6149735983568904
MCL1,0.6145189122145017
UBIAD1,0.613912230464945
ARF4,0.6131508337692071
GRB2,0.612870484483617
SLC3A2,0.6099598315967037
SLC33A1,0.6098536047649353
HNRNPH1,0.6064617035568651
KIF4A,0.6031768975085876
FBXW11,0.5984005074186151
IPO13,0.5922640179145896
MYH9,0.5914691162758019
KIF11,0.5862377157318013
TYMS,0.5851305526114055
BCAN,0.5843404820657305
THAP1,0.584231789814353
VMA21,0.583243844995399
USP37,0.5823921682096131
SETD1B,0.5821277005247818
THAP11,0.5812736053788503
SETD1A,0.5809939865055488
TRPM7,0.5808453287409164
PABPC1,0.5807072868106292
TRA2A,0.5802128512534048
FURIN,0.5791100302477203
PTAR1,0.5790224942762765
TUBB,0.5772303283149951
NUP62,0.5762553401830983
VPS45,0.5756261133891817
LMNB1,0.5750663894225821
DOLPP1,0.5747727910610958
KCTD10,0.5742775773210416
GMNN,0.5734179454283469
GPI,0.5721549611207795
YAP1,0.5719085334425078
PRKRA,0.5717252191368009
NAA10,0.5715473389098908
MLST8,0.5713083665307568
EAF1,0.5708373579153869
MED1,0.5707923034102255
CSNK1D,0.5703845529406866
AHRR,0.5703457503143632
FAM104B,0.5696954265785322
SPACDR,0.5694823148864475
RAE1,0.568153849421348
NOL8,0.5678632754943589
SMCHD1,0.5665142798142667
IARS2,0.566206061499563
SPICE1,0.565841760441624
FCHO2,0.5657135451730584
TARS1,0.5647200904997962
UBL5,0.5643690111922051
SLC7A1,0.5636864336487336
NXT1,0.5636096521488622
BDP1,0.5626090659097457
RRAGA,0.5623287740068641
TRIP13,0.5619798575871318
PPP6C,0.561640907277945
LRRC45,0.5611760065263336
KNTC1,0.5606656000023937
KIF18A,0.5603239511598728
C2CD3,0.5597486988393082
ACTG1,0.5588285612676407
WBP11,0.5582942455295387
PSMG2,0.5582302222899641
USP9X,0.5580811237803561
ZC3H18,0.5580445043960683
CTNNA1,0.5579303117547548
IRS2,0.5577553863127243
ZBED6,0.5568671174701544
MAPKAP1,0.5565816276403603
CEP55,0.5565238589042202
WDR24,0.5561887465744421
ANAPC13,0.5561570043948872
RRAGC,0.5560850749266464
ZNF574,0.555876041787782
FAM50A,0.5557167119581805
FEN1,0.5556421817911172
PPP2R1A,0.5548916917016682
TBCE,0.554866539586782
AHCYL1,0.5538058622101173
TEAD1,0.5536681176633813
RAD1,0.5535827059110277
RPP25L,0.553553690517014
SNAP23,0.5534344828868131
INSR,0.5532777782935485
NOPCHAP1,0.5529945996105389
CUL1,0.5529828741889306
CSNK2A1,0.5526706348291266
MED9,0.5526458133848108
RAF1,0.5521168139463489
CTDNEP1,0.5519586040661542
TUBB4B,0.5517458401130546
HAUS8,0.551225220041241
ACTR1A,0.5511956199755307
EIF2S3,0.5502800538227984
PSMB5,0.5494908254094604
U2AF2,0.549323005828125
NUP43,0.54926003780121
SPTSSA,0.5492577312018666
MON2,0.548694361842375
KLF5,0.5485190570595154
TRIT1,0.5483360324900182
ACSL3,0.5483065140254648
