feature,importance
MTDH,0.7418558114808875
LYPLA1,0.7165654556452865
PSIP1,0.7037358624437382
C7orf50,0.6930731778439255
TOP1,0.6895632192759694
POP1,0.6738100868474798
AK3,0.6656870334697006
CAPZA2,0.6636623980932004
BAZ1B,0.642826086149258
HSPB1,0.6427271965965535
GCDH,0.6410367208807514
PRKDC,0.6389989813690491
VDAC3,0.6380759260900738
PDIA4,0.6379904654980834
FIS1,0.6359616990483351
CYB5B,0.6351365414837045
CAPZA1,0.63162445904048
RAB21,0.6295282465704903
DIDO1,0.6256115672280822
USP7,0.6219115276632369
PURB,0.6205531437368111
HNRNPAB,0.618158621572327
ADAR,0.6156530949058979
MTHFD2,0.6153765375752165
ACAT1,0.614573825431952
SSBP1,0.6125317550225665
DLAT,0.6112616279384859
KARS1,0.6105845477629944
PDHB,0.6091546440625417
TXNDC12,0.6063593161004702
LBR,0.6011559844271123
STAU1,0.6010924940596377
ACADM,0.5986907280129394
ALB,0.5985564249583885
PRPF3,0.5971320911684956
GTF2I,0.5942624695621999
FH,0.593206953440609
ATAD3A,0.5918945269844691
IGF2R,0.5911267712879242
SARS2,0.5910102836382831
HP1BP3,0.5895571109328172
SMARCC2,0.5886791646992767
SMARCC1,0.5885515691565242
AARS2,0.5883117952631514
AKAP8,0.5871936115845577
CMAS,0.583992744983207
PDS5B,0.5839260445877087
HTRA2,0.5827729322263148
G6PD,0.5820754530201041
SCRIB,0.5817527573799469
RPRD1B,0.5814468495128389
MPST,0.5794595489020402
TMEM109,0.5791676900032791
CLPP,0.5787952698277116
EZR,0.5786763445314979
MACF1,0.5751888810431436
KPNA4,0.5746403113571211
TXNRD1,0.5740099925160341
FOXK1,0.5738688457356057
VAPA,0.5733456150030368
SFXN1,0.5723958908699721
FXR1,0.5720471452553254
RIDA,0.5716789823561832
SCAMP3,0.5703001391766813
RAE1,0.569773074026739
ME2,0.5690407815606829
DNAJB11,0.5676589175410732
GOT2,0.5658977821913591
LONP1,0.5653812748258857
TIMM44,0.5646569854491341
ECH1,0.5639548720962665
SNAP23,0.5626281224489127
UGDH,0.5624809328504067
RAB7A,0.5595091802852412
MDH2,0.558931848299948
PDLIM1,0.5579069717265696
HNRNPUL1,0.5572655200113769
CAPZB,0.5567055967773916
CDC42,0.5561398179956402
CLTB,0.5558278199251621
PSPC1,0.5556778452753801
PML,0.5550241832022021
SDHB,0.5539475491159912
TPP1,0.5534421451283643
NUP153,0.5516313385946733
MESD,0.5503181909962798
STX7,0.5503175783930148
PPP1CA,0.5484102768298252
SHMT2,0.5474928863461473
ACTL6A,0.5467762519300967
XRN2,0.5455418718680636
PDHA1,0.5443067703863804
ERP44,0.5442435832006143
PTPN1,0.543753834383923
ADD1,0.5430766621453317
FDXR,0.5427604466080396
HSD17B10,0.5426522559536334
CTSC,0.5425288400694063
NENF,0.5423268976732566
LNPK,0.5420091890752827
GLS,0.5415899650290187
LAMP2,0.5415784784249132
RNF2,0.54117192219297
CALR,0.5410494492297042
FUBP3,0.5408879213883782
SSR1,0.5407044158778983
DNASE2,0.5405203673086567
ANXA7,0.5403917574433769
DDX17,0.5398741108669717
RACGAP1,0.5394768866225998
TPD52L2,0.5391148783383931
PTBP3,0.5387532278533976
MAN2B1,0.5385904926822235
NUP62,0.5384788646664934
POGLUT3,0.5381876857119092
ATP6V0A1,0.5378045368589885
RALA,0.537305532266512
