total,reconstruction,gaussian,categorical,cv,epoch,type
15.7772216796875,4.7760748863220215,9.796228408813477,1.204918384552002,1,1,train
13.30444049835205,4.800967693328857,7.291241645812988,1.2122312784194946,1,1,train
12.764333724975586,4.762131214141846,6.782583236694336,1.2196197509765625,1,1,train
10.119413375854492,4.722899913787842,4.1725311279296875,1.2239822149276733,1,1,train
8.797593116760254,4.269622325897217,3.29736590385437,1.2306052446365356,1,1,train
9.42479133605957,4.3644795417785645,3.825937032699585,1.234374761581421,1,1,train
9.102166175842285,4.656537055969238,3.203577995300293,1.2420508861541748,1,1,train
8.078243255615234,4.310544967651367,2.521862745285034,1.2458354234695435,1,1,train
8.007552146911621,4.427628040313721,2.3283188343048096,1.2516052722930908,1,1,train
7.830440044403076,4.534933567047119,2.0229294300079346,1.2725768089294434,1,1,train
8.537900924682617,4.606924057006836,2.624690532684326,1.306286334991455,1,1,train
7.149181842803955,4.513860702514648,1.342411756515503,1.2929091453552246,1,1,train
8.63357925415039,4.425405025482178,2.9198524951934814,1.2883213758468628,1,1,train
6.784795761108398,4.3673553466796875,1.1387583017349243,1.278681993484497,1,1,train
7.38761043548584,4.317705154418945,1.8215950727462769,1.2483102083206177,1,1,train
7.839289665222168,4.21168851852417,2.388072967529297,1.2395284175872803,1,1,train
7.1061296463012695,4.464747428894043,1.4138240814208984,1.2275580167770386,1,1,train
7.045444011688232,3.942141056060791,1.8808673620224,1.2224353551864624,1,1,train
7.179274559020996,4.3153791427612305,1.6510483026504517,1.2128469944000244,1,1,train
6.997501850128174,4.188263893127441,1.5991737842559814,1.2100642919540405,1,1,train
7.975252151489258,4.351083755493164,2.4150843620300293,1.2090842723846436,1,1,train
6.963498115539551,4.1862921714782715,1.5698492527008057,1.2073566913604736,1,1,train
6.382955551147461,3.8899753093719482,1.2840831279754639,1.2088968753814697,1,1,train
6.99970817565918,4.232340335845947,1.556262731552124,1.2111051082611084,1,1,train
6.865022659301758,4.2911248207092285,1.3636268377304077,1.2102707624435425,1,1,train
6.89450216293335,4.217989921569824,1.467214584350586,1.20929753780365,1,1,train
6.943910121917725,4.012563705444336,1.7213070392608643,1.2100396156311035,1,1,train
6.559981346130371,4.340587139129639,1.010459065437317,1.2089353799819946,1,1,train
6.844850540161133,4.223202705383301,1.4139513969421387,1.2076966762542725,1,1,val
6.495115756988525,4.236266136169434,1.050358533859253,1.2084907293319702,1,2,train
6.534727096557617,4.097585678100586,1.227097749710083,1.2100437879562378,1,2,train
6.497396469116211,4.382632732391357,0.9043364524841309,1.2104272842407227,1,2,train
6.347874641418457,3.9218626022338867,1.2150242328643799,1.2109880447387695,1,2,train
7.05137825012207,4.4191789627075195,1.4185608625411987,1.213638424873352,1,2,train
7.404458045959473,4.559720039367676,1.626452922821045,1.2182848453521729,1,2,train
7.067143440246582,4.263668537139893,1.586757779121399,1.2167173624038696,1,2,train
6.233643531799316,3.8000550270080566,1.213881254196167,1.2197073698043823,1,2,train
6.752288818359375,4.123623847961426,1.4063323736190796,1.2223327159881592,1,2,train
