feature,importance
RSPH10B2,5.0708379036612135
CDKN2A,2.5204315469122736
ZMYM2,2.140038630205235
NBEA,2.073504885169444
PCM1,1.929588482966436
PMS2,1.81753537185982
DROSHA,1.7714900473163455
PTPN13,1.6863492615954288
NFIB,1.574672581911799
ETV1,1.5615068731548396
NPEPPS,1.5546155203087804
MITF,1.4928068886033272
UGT2B17,1.4857080789502597
MGA,1.463361690503903
MYC,1.3786114570502284
NRK,1.3728111308793984
TBL1XR1,1.3381646531959486
PTPRD,1.2134475911985012
RAC1,1.2099897117550753
PDCD1LG2,1.1771268174771672
CD274,1.164174092109682
RB1,1.1579194528255297
SDHA,1.1367451366268018
APOBEC3B,1.1033284633045322
TOP2A,1.102736108383576
JAK2,1.0932689126521202
MYB,1.07967887688241
MLLT3,1.0734301252408136
NDRG1,1.0694159889137278
LIFR,1.0386115545896932
EXT1,1.0254586433793071
SMAD4,1.019075281761061
TERT,1.0178652955308134
CR1,1.0130599658463335
PTPRB,1.0072087803488106
RAD21,1.0055526593804538
CYSLTR2,1.0009285944119397
CDH10,0.9921672644129924
CUX1,0.9768654843655942
CDK6,0.9571754207759928
TCF4,0.9565827982644882
GNAS,0.946614674544094
CARD11,0.9402620361374386
ASXL1,0.9272727797324206
GMPS,0.9238514407739986
FAM135B,0.9183762789013764
FAT1,0.9069582027599136
NBN,0.9031934592702168
BCL2,0.8989589961440526
IL7R,0.8908568148493287
NIPBL,0.889063263481158
RECQL4,0.8884479061684417
FOXP1,0.8867902821339247
SS18L1,0.8824962106435726
KDSR,0.8816690734278458
ABCB1,0.8682112008864429
DEK,0.8669963490939389
PTK6,0.8668680542713133
NFATC2,0.8667606842387391
RBM38,0.862710812178122
DDX6,0.8596508187454851
LZTR1,0.8584008494267584
H3C2,0.8541250164296559
TGIF1,0.8420255681346681
SALL4,0.83883811208559
BIRC6,0.8346530784691158
TRRAP,0.8243735393462989
AXIN2,0.8197326089254303
SDC4,0.8187967282663178
SFRP4,0.8186449435400323
PSIP1,0.8174338901243814
ZBTB7B,0.8168425474477076
TCEA1,0.8127173786547864
RUNX1T1,0.8091649974753685
MET,0.8060375559512669
TPM3,0.8030319450294151
KMT2C,0.7995405450825883
HOXA9,0.791764990660579
HOXA11,0.7899909749749923
MB21D2,0.7880148171858045
LMNA,0.7874221911001466
NT5C3A,0.7848629511038158
EIF3E,0.7776703597015486
FOXO1,0.7746944230120476
KLF5,0.7746165990942034
MUC1,0.7705866370537834
ARNT,0.755403636690205
RSPO2,0.754894075303002
MALT1,0.7496812904973029
BCL6,0.7454677363898752
PTPRK,0.7405122872163856
RIPK1,0.7389055818076672
LPP,0.7383541302556494
HNRNPA2B1,0.7376776764951706
