total,reconstruction,gaussian,categorical,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
7.119203567504883,7.113806247711182,0.5376681089401245,0.0020475387573242188,1.052582859992981,1.0410946607589722,1.0529690980911255,1.0789618492126465,0.9942415356636047,1.0220117568969727,0.4456353187561035,1,1,train,0.0005
7.4567155838012695,7.448086738586426,0.8599708676338196,0.0028982162475585938,1.0645275115966797,1.0965707302093506,1.1464016437530518,1.065634846687317,1.1425076723098755,1.1154851913452148,0.39092639088630676,1,1,train,0.0005
7.137480735778809,7.1156511306762695,2.1784846782684326,0.004483699798583984,1.016703486442566,1.1170202493667603,1.0272464752197266,1.036452054977417,1.0369583368301392,1.0571869611740112,0.4134523868560791,1,1,train,0.0005
7.135096549987793,7.107065200805664,2.7973108291625977,0.005793571472167969,1.0662118196487427,1.0410640239715576,1.051927924156189,1.0487086772918701,1.071338415145874,1.0480657815933228,0.3567640781402588,1,1,train,0.0005
6.942909240722656,6.892918586730957,4.991997241973877,0.007068634033203125,1.0646928548812866,1.0122215747833252,1.0471183061599731,0.980015218257904,0.9950571656227112,0.9911555647850037,0.39371657371520996,1,1,train,0.0005
7.090915679931641,6.958493232727051,13.23105525970459,0.011185646057128906,0.9962694644927979,1.0386756658554077,1.0373449325561523,1.0616856813430786,0.9731992483139038,1.0473929643630981,0.3923344016075134,1,1,train,0.0005
6.982386589050293,6.822843551635742,15.944260597229004,0.010060310363769531,0.9445138573646545,1.0850250720977783,1.0022917985916138,1.1070983409881592,0.9571955800056458,0.9596874117851257,0.3567090928554535,1,1,train,0.0005
6.747878074645996,6.320346355438232,42.7441291809082,0.009047508239746094,0.9716131091117859,0.9328714609146118,0.9727073907852173,0.9910288453102112,0.8059529066085815,0.9106735587120056,0.34297022223472595,1,1,val,0.0005
6.794483184814453,6.410070896148682,38.43313980102539,0.008084297180175781,0.9224974513053894,1.026439905166626,1.0032750368118286,1.0101276636123657,0.7917922735214233,0.9892739057540894,0.28013893961906433,1,1,val,0.0005
6.944950580596924,6.501623630523682,44.32292175292969,0.00976419448852539,0.9233640432357788,1.01065993309021,0.9984790682792664,0.9926693439483643,0.9160546660423279,0.9438565373420715,0.33333316445350647,1,1,val,0.0005
6.525740623474121,6.133970260620117,39.16899108886719,0.008044719696044922,0.9229305982589722,0.8725799918174744,0.8244693279266357,0.9754685759544373,0.8611607551574707,0.9513592720031738,0.3463217616081238,1,1,val,0.0005
6.9830851554870605,6.744833946228027,23.81448745727539,0.010631084442138672,0.9874908924102783,1.0172361135482788,1.1400707960128784,0.9803066849708557,0.9153910875320435,0.9308288097381592,0.3799496293067932,1,2,train,0.0005
6.691329479217529,6.468530178070068,22.27028465270996,0.009641170501708984,0.8858041167259216,1.11178719997406,1.0413076877593994,0.9534716010093689,0.8058969378471375,0.9616917371749878,0.3407157361507416,1,2,train,0.0005
6.649681568145752,6.431626796722412,21.79698371887207,0.008469581604003906,0.8774954676628113,1.0067769289016724,1.0132979154586792,1.0785658359527588,0.765954852104187,0.9534595608711243,0.3448634445667267,1,2,train,0.0005
6.472323894500732,6.319092273712158,15.316688537597656,0.006504058837890625,0.8358091115951538,1.0678683519363403,0.9216973185539246,1.0757482051849365,0.750800609588623,0.9332072138786316,0.3516499102115631,1,2,train,0.0005
6.5506510734558105,6.4092116355896,14.138204574584961,0.0057239532470703125,0.9303940534591675,1.013291835784912,1.0076382160186768,0.9950272440910339,0.7625758051872253,0.9432323575019836,0.3719679117202759,1,2,train,0.0005
6.434001445770264,6.30064058303833,13.330554962158203,0.005513191223144531,0.8549065589904785,1.0130106210708618,0.9478117227554321,1.0590811967849731,0.7732518315315247,0.9066115617752075,0.36316946148872375,1,2,train,0.0005
6.31817102432251,6.205521583557129,11.259498596191406,0.005450248718261719,0.8678110241889954,1.0266462564468384,0.9338712096214294,0.9408490061759949,0.7781482338905334,0.9168916344642639,0.37957239151000977,1,2,train,0.0005
6.216493129730225,5.948212146759033,26.82258415222168,0.005517005920410156,0.8450859785079956,0.9213595986366272,0.9315700531005859,0.9806104302406311,0.7155212759971619,0.8585491180419922,0.330376535654068,1,2,val,0.0005
6.312307834625244,6.07266902923584,23.958816528320312,0.005069732666015625,0.821374237537384,1.0168886184692383,0.9521077275276184,1.0033913850784302,0.7046124339103699,0.9376276731491089,0.2717137634754181,1,2,val,0.0005
6.376208305358887,6.106393337249756,26.975065231323242,0.006456851959228516,0.8288353681564331,0.9982090592384338,0.950256884098053,0.9845995306968689,0.7831597924232483,0.8773618340492249,0.3212840259075165,1,2,val,0.0005
6.034115791320801,5.798681259155273,23.53864097595215,0.0048198699951171875,0.8139275908470154,0.8618883490562439,0.7874648571014404,0.9697766900062561,0.7669662237167358,0.9059982895851135,0.3359185755252838,1,2,val,0.0005
6.439065456390381,6.300020694732666,13.898053169250488,0.006413936614990234,0.8381625413894653,1.1585477590560913,0.9839646220207214,0.9094040393829346,0.8014035224914551,0.922349750995636,0.33667463064193726,1,3,train,0.0005
6.3306169509887695,6.223803520202637,10.676746368408203,0.0045604705810546875,0.8556273579597473,1.0038797855377197,0.9238760471343994,1.0188697576522827,0.7510694861412048,0.9198774695396423,0.37570449709892273,1,3,train,0.0005
6.234850883483887,6.105654716491699,12.913299560546875,0.006287574768066406,0.8358352184295654,1.00236177444458,0.9511362314224243,0.9806835055351257,0.7556146383285522,0.8769804835319519,0.3397391140460968,1,3,train,0.0005
6.179349422454834,6.0283284187316895,15.095324516296387,0.006750583648681641,0.8139072060585022,1.0208860635757446,0.9702647924423218,0.9823417067527771,0.6781627535820007,0.8616387248039246,0.34187760949134827,1,3,train,0.0005
6.293402671813965,6.1206955909729,17.262466430664062,0.008272171020507812,0.8237988948822021,1.0348469018936157,0.9417145848274231,1.0061581134796143,0.7443203330039978,0.8563917279243469,0.3474730849266052,1,3,train,0.0005
6.099918842315674,5.9386467933654785,16.12099838256836,0.006196498870849609,0.8290638327598572,0.9100317358970642,0.9301889538764954,0.9857686758041382,0.6982765793800354,0.8536431193351746,0.3687075674533844,1,3,train,0.0005
6.536738395690918,6.332502841949463,20.41522216796875,0.008331775665283203,0.7910702228546143,1.0321204662322998,0.960508406162262,1.1994708776474,0.7860482931137085,0.8249900937080383,0.34018632769584656,1,3,train,0.0005
6.062975883483887,5.703383922576904,35.95222854614258,0.006985664367675781,0.7884500622749329,0.911498486995697,0.8756663203239441,0.9729549884796143,0.6805002689361572,0.7984802722930908,0.3235526382923126,1,3,val,0.0005
6.136950969696045,5.8025288581848145,33.43592071533203,0.006295204162597656,0.764273464679718,1.004780888557434,0.877055823802948,0.9962792992591858,0.6693748235702515,0.8719059824943542,0.26674774289131165,1,3,val,0.0005
6.208981513977051,5.834836959838867,37.40627670288086,0.008177757263183594,0.7690507769584656,0.9820566773414612,0.8760828971862793,0.9792818427085876,0.7411355376243591,0.8238007426261902,0.3137620687484741,1,3,val,0.0005
5.903622150421143,5.590370178222656,31.319276809692383,0.005931854248046875,0.7626309394836426,0.8554399013519287,0.7346469163894653,0.9630470275878906,0.7414170503616333,0.8580102920532227,0.3300429880619049,1,3,val,0.0005
6.116206645965576,5.90448522567749,21.164037704467773,0.008117198944091797,0.7730021476745605,1.0095824003219604,0.9408971071243286,0.9383111000061035,0.7039327621459961,0.8343794941902161,0.36211735010147095,1,4,train,0.0005
6.065835952758789,5.872974872589111,19.278276443481445,0.007832050323486328,0.7823764681816101,0.9530108571052551,0.8477064371109009,1.038472294807434,0.7267210483551025,0.8218435049057007,0.3386746942996979,1,4,train,0.0005
6.168923854827881,5.979023456573486,18.980993270874023,0.009059906005859375,0.7781580686569214,1.095587968826294,0.8555464744567871,0.9791685938835144,0.7392515540122986,0.8601340651512146,0.319711297750473,1,4,train,0.0005
6.0279154777526855,5.824544429779053,20.328746795654297,0.00834512710571289,0.7751237154006958,0.9850350618362427,0.8200585246086121,0.9810446500778198,0.7041628956794739,0.8462031483650208,0.36168235540390015,1,4,train,0.0005
6.157132148742676,5.939235210418701,21.7795352935791,0.01014566421508789,0.7568665146827698,1.0999280214309692,0.8662027716636658,1.037355899810791,0.6787236332893372,0.8319608569145203,0.3093530535697937,1,4,train,0.0005
5.846261024475098,5.673964977264404,17.222320556640625,0.007297992706298828,0.7582900524139404,0.9304070472717285,0.7970544695854187,0.9587131142616272,0.7004970908164978,0.8405221700668335,0.34508001804351807,1,4,train,0.0005
5.992694854736328,5.773979663848877,21.86156463623047,0.00996255874633789,0.7949848771095276,0.8970122933387756,0.863437831401825,0.985802412033081,0.7100100517272949,0.8177589774131775,0.3488158881664276,1,4,train,0.0005
5.9095845222473145,5.544831275939941,36.46650314331055,0.008814334869384766,0.7691585421562195,0.8932134509086609,0.7866054177284241,0.9685405492782593,0.667570173740387,0.7907012701034546,0.3215016722679138,1,4,val,0.0005
5.948799133300781,5.605449676513672,34.327003479003906,0.007947921752929688,0.747471272945404,0.9824995994567871,0.7529655694961548,0.9930577874183655,0.6540241241455078,0.8617540597915649,0.26557156443595886,1,4,val,0.0005
6.034289360046387,5.654478073120117,37.97074508666992,0.010396003723144531,0.7514485120773315,0.9610505104064941,0.7632693648338318,0.9756152033805847,0.7275090217590332,0.8180933594703674,0.3120793402194977,1,4,val,0.0005
5.772486686706543,5.468775272369385,30.363908767700195,0.007239341735839844,0.7504144310951233,0.8429239392280579,0.671042263507843,0.9603902101516724,0.7214838862419128,0.8531385660171509,0.3272213339805603,1,4,val,0.0005
6.042905807495117,5.854691505432129,18.811655044555664,0.00978708267211914,0.7287203669548035,1.0278005599975586,0.7780433893203735,1.014107346534729,0.749008059501648,0.8606176972389221,0.3478285074234009,1,5,train,0.0005
