total,mse,kl,covariate,mse_methylation,mse_transcriptomics,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,kl_methylation,kl_transcriptomics,kl_proteomics,kl_metabolomics,kl_drugresponse,kl_crisprcas9,cv,epoch,type
6.423655033111572,6.231418132781982,0.005927438847720623,0.18630927801132202,1.1852396726608276,1.0595645904541016,1.0213009119033813,0.9339794516563416,0.9555898308753967,1.0757436752319336,0.49700549244880676,0.4888917803764343,0.49177083373069763,0.49708038568496704,0.4841299057006836,0.5048407912254333,1,1,train
6.9019622802734375,6.758946418762207,0.006751209497451782,0.13626456260681152,1.0832374095916748,1.3378751277923584,1.1780534982681274,1.0101290941238403,1.143614649772644,1.0060367584228516,0.5273926258087158,0.5258415341377258,0.6448979377746582,0.6430386900901794,0.49212855100631714,0.5423052906990051,1,1,train
6.110517978668213,5.992976188659668,0.006627137307077646,0.11091489344835281,0.8278025388717651,0.981724739074707,1.0240087509155273,1.1591334342956543,0.9208997488021851,1.079406499862671,0.5573111176490784,0.5618462562561035,0.5324221849441528,0.5792266726493835,0.5657365918159485,0.5170258283615112,1,1,train
6.325055122375488,6.213225364685059,0.007172639947384596,0.10465735197067261,0.9745328426361084,1.1051651239395142,0.9639961123466492,1.1719506978988647,0.8829331994056702,1.114647388458252,0.5928910374641418,0.6186150908470154,0.5530831813812256,0.553853452205658,0.6726769804954529,0.5952000617980957,1,1,train
5.977668285369873,5.762020111083984,0.0069702803157269955,0.20867764949798584,0.976518988609314,0.9404327273368835,0.9177900552749634,0.9188693761825562,0.9593437314033508,1.049065351486206,0.5516956448554993,0.6866624355316162,0.6452476978302002,0.5061693787574768,0.5555533170700073,0.5398121476173401,1,1,train
6.360183238983154,6.174018859863281,0.007386073470115662,0.17877830564975739,1.157859206199646,1.0114662647247314,1.0248100757598877,1.0168462991714478,0.9724447131156921,0.9905924201011658,0.5871097445487976,0.5405827164649963,0.7707083225250244,0.5654265880584717,0.6407957673072815,0.5884137749671936,1,1,train
6.256965637207031,6.080311298370361,0.007159664761275053,0.1694948524236679,1.095270037651062,0.9699996709823608,0.9811586141586304,1.020810604095459,1.075790286064148,0.9372820854187012,0.5500917434692383,0.5818968415260315,0.6409275531768799,0.6500663757324219,0.5900315642356873,0.5668181777000427,1,1,train
6.43190336227417,6.241654396057129,0.010380219668149948,0.17986872792243958,1.0764970779418945,0.9714164137840271,1.0093426704406738,1.0747063159942627,0.9879477620124817,1.1217437982559204,0.6195366382598877,1.5529518127441406,0.6263558864593506,1.1370769739151,0.6185498833656311,0.6356387138366699,1,1,train
5.823452949523926,5.676387310028076,0.009459703229367733,0.1376059502363205,0.8413445353507996,0.9373074173927307,0.9987794756889343,0.8854389190673828,1.006003737449646,1.0075129270553589,0.9963362216949463,0.7666571140289307,0.6604868173599243,0.9695696830749512,0.7478237748146057,0.5889779925346375,1,1,train
6.342570781707764,6.205971717834473,0.008691814728081226,0.1279071569442749,1.0407012701034546,1.0050604343414307,1.0027071237564087,1.017751693725586,1.1057965755462646,1.0339546203613281,0.9406718611717224,0.6676502227783203,0.6542230248451233,0.6975843906402588,0.7613294720649719,0.6244480609893799,1,1,train
5.701833724975586,5.572381496429443,0.008047540672123432,0.12140488624572754,0.7196462154388428,0.959600031375885,0.9768654704093933,0.9669362306594849,0.9492729902267456,1.0000605583190918,0.5927600264549255,0.5961299538612366,0.7139415144920349,0.7173963189125061,0.6531236171722412,0.7504191398620605,1,1,train
5.794370651245117,5.657487869262695,0.00930679589509964,0.1275758594274521,0.8836294412612915,0.8502572774887085,1.0446465015411377,0.9964175820350647,0.9091550707817078,0.9733818173408508,0.6462956070899963,0.6522983312606812,0.6499284505844116,0.6286457777023315,0.8773465156555176,1.1988834142684937,1,1,train
6.239156723022461,6.017212867736816,0.008322304114699364,0.2136218249797821,0.8487629294395447,0.8902738690376282,1.1253483295440674,0.9892500042915344,1.2379924058914185,0.9255853891372681,0.7127770781517029,0.7907361388206482,0.5642231106758118,0.7819201946258545,0.610047459602356,0.7014478445053101,1,1,train
5.76246452331543,5.6010847091674805,0.011579734273254871,0.14980027079582214,0.7016034126281738,0.8581963181495667,1.0807650089263916,0.9987894296646118,0.9431538581848145,1.018576741218567,0.8143346905708313,0.8437805771827698,1.3980393409729004,0.9264656901359558,0.7784159779548645,1.0288305282592773,1,1,train
6.246036052703857,6.080368995666504,0.009578472934663296,0.15608835220336914,0.9170394539833069,0.9352442622184753,0.9989373683929443,1.0083569288253784,1.0989084243774414,1.121882438659668,0.6486800909042358,0.6788358092308044,0.9161189198493958,0.5686665773391724,0.9050502181053162,1.0718849897384644,1,1,train
5.9972920417785645,5.871569633483887,0.012343579903244972,0.11337906867265701,0.8596907258033752,0.9188875555992126,0.9957870841026306,1.044416904449463,1.0265710353851318,1.0262162685394287,1.2139654159545898,1.2534822225570679,0.7267235517501831,1.0335590839385986,0.8749125599861145,1.0691461563110352,1,1,train
6.058173179626465,5.929255485534668,0.013539391569793224,0.1153782457113266,0.8220495581626892,0.9159524440765381,0.9322284460067749,1.0981647968292236,1.0701243877410889,1.090735673904419,0.8537724018096924,1.0257190465927124,0.6290149688720703,1.1263175010681152,2.092191696166992,1.0426809787750244,1,1,train
5.951087474822998,5.8236517906188965,0.009455856867134571,0.11797989904880524,0.7535513639450073,0.8914449214935303,0.9714979529380798,1.0513867139816284,1.0270757675170898,1.128695011138916,0.8032599091529846,1.0134565830230713,0.748930811882019,0.5959572792053223,0.8318185210227966,0.7345054149627686,1,1,train
6.043365478515625,5.932697296142578,0.01139342412352562,0.09927468001842499,0.8223553895950317,0.9679444432258606,0.9140944480895996,1.1008766889572144,1.0551940202713013,1.0722321271896362,1.1010099649429321,0.8212699294090271,0.8731223344802856,0.7269373536109924,1.0237114429473877,1.1506609916687012,1,1,train
6.165335655212402,6.012273788452148,0.012299265712499619,0.1407625675201416,0.8002530932426453,0.8822882175445557,1.0109214782714844,1.110319972038269,1.1557472944259644,1.0527435541152954,0.9635963439941406,0.694153368473053,0.8743440508842468,0.8881164789199829,1.731198787689209,0.9982239007949829,1,1,train
5.416767120361328,5.172738552093506,0.009862150065600872,0.23416641354560852,0.7366935014724731,0.8441020846366882,0.9215770959854126,0.8869327902793884,0.8914946913719177,0.8919380307197571,0.6303229331970215,0.8387619853019714,0.8014087677001953,0.9314563274383545,0.9098479747772217,0.8192770481109619,1,1,train
6.0238356590271,5.9057393074035645,0.009423213079571724,0.10867288708686829,0.8203685283660889,0.906366229057312,1.0758246183395386,0.9778371453285217,1.034378170967102,1.090964674949646,0.8286769390106201,0.6244816780090332,1.0440704822540283,0.632857084274292,0.5749157667160034,1.006604552268982,1,1,train
5.70517110824585,5.570829391479492,0.01489161979407072,0.11945026367902756,0.8123775720596313,0.8300819396972656,0.9155867099761963,0.9961920380592346,1.0251306295394897,0.9914601445198059,0.8335188031196594,1.5235193967819214,0.9313435554504395,1.3996684551239014,2.0219924449920654,0.7357670068740845,1,1,train
