total,reconstruction,kl,cv,epoch,type
8.505704879760742,5.137991905212402,33.6771240234375,1,1,train
7.6885223388671875,4.744894981384277,29.43627166748047,1,1,train
7.41986083984375,4.802487373352051,26.173736572265625,1,1,train
6.666187286376953,4.325655937194824,23.40531349182129,1,1,train
6.552813529968262,4.315985202789307,22.368282318115234,1,1,train
6.625899314880371,4.584290027618408,20.416095733642578,1,1,train
6.122305393218994,4.30440616607666,18.178991317749023,1,1,train
6.2691802978515625,4.632698059082031,16.36482048034668,1,1,train
5.799091815948486,4.257350921630859,15.41740894317627,1,1,train
5.796969413757324,4.334324836730957,14.626444816589355,1,1,train
5.269353866577148,3.899217367172241,13.701362609863281,1,1,train
5.149737358093262,3.881399154663086,12.683381080627441,1,1,train
5.591959476470947,4.33500337600708,12.569559097290039,1,1,train
5.393251895904541,4.270418643951416,11.228333473205566,1,1,train
6.134943962097168,5.078645706176758,10.562982559204102,1,1,train
5.555704116821289,4.548952102661133,10.067520141601562,1,1,train
5.183716773986816,4.217318534851074,9.663981437683105,1,1,train
5.146247386932373,4.214366436004639,9.318808555603027,1,1,train
5.190163612365723,4.325129985809326,8.650335311889648,1,1,train
5.0586113929748535,4.212841987609863,8.457694053649902,1,1,train
5.231583118438721,4.428353309631348,8.032299041748047,1,1,train
4.624612331390381,3.852637529373169,7.7197489738464355,1,1,train
4.975500106811523,4.237320899963379,7.381793022155762,1,1,train
4.649907112121582,3.954378128051758,6.955292224884033,1,1,train
5.0780510902404785,4.392160892486572,6.858903408050537,1,1,train
4.856822967529297,4.197944164276123,6.58878755569458,1,1,train
4.794739246368408,4.190785884857178,6.039532661437988,1,1,train
4.709754467010498,4.085237503051758,6.245171546936035,1,1,train
4.8222575187683105,4.259177207946777,5.630801200866699,1,1,val
4.804405212402344,4.206039905548096,5.983651161193848,1,2,train
4.7286834716796875,4.150179386138916,5.785042762756348,1,2,train
4.640189170837402,4.071903705596924,5.682852268218994,1,2,train
4.536656856536865,3.9948134422302246,5.418432712554932,1,2,train
4.504898548126221,4.011636734008789,4.932616233825684,1,2,train
4.345936298370361,3.7986583709716797,5.472779750823975,1,2,train
4.19460391998291,3.711578130722046,4.830257415771484,1,2,train
4.588472366333008,4.128559112548828,4.599134922027588,1,2,train
4.966073036193848,4.5037360191345215,4.623372554779053,1,2,train
4.248787879943848,3.7777538299560547,4.710338115692139,1,2,train
4.236344337463379,3.8018434047698975,4.345010757446289,1,2,train
4.530039310455322,4.124875068664551,4.051643371582031,1,2,train
4.514842987060547,4.081335544586182,4.335074424743652,1,2,train
4.574916839599609,4.173074245452881,4.018425941467285,1,2,train
4.129001617431641,3.7569708824157715,3.7203097343444824,1,2,train
4.369565963745117,3.9848592281341553,3.8470654487609863,1,2,train
4.249350070953369,3.86442494392395,3.8492519855499268,1,2,train
4.497048854827881,4.084959983825684,4.120889663696289,1,2,train
4.527115345001221,4.171361923217773,3.5575344562530518,1,2,train
4.21441125869751,3.897620677947998,3.1679043769836426,1,2,train
4.4622368812561035,4.09459114074707,3.6764557361602783,1,2,train
4.400186538696289,4.040657997131348,3.5952842235565186,1,2,train
4.598132610321045,4.259942531585693,3.3819003105163574,1,2,train
4.518221855163574,4.16547966003418,3.5274224281311035,1,2,train
4.390863418579102,4.071787357330322,3.190761089324951,1,2,train
4.284511566162109,3.9642550945281982,3.202566385269165,1,2,train
4.324561595916748,4.02574348449707,2.988182544708252,1,2,train
4.441469669342041,4.127434253692627,3.1403539180755615,1,2,train
4.267313003540039,4.0217604637146,2.4555234909057617,1,2,val
4.069324016571045,3.752086877822876,3.172372341156006,1,3,train
4.293859481811523,4.002342700958252,2.915168285369873,1,3,train
3.9633593559265137,3.6648614406585693,2.9849791526794434,1,3,train
4.4535722732543945,4.165433406829834,2.881387233734131,1,3,train
4.413077354431152,4.115046977996826,2.9803054332733154,1,3,train
4.064459800720215,3.804934501647949,2.5952539443969727,1,3,train
4.3251848220825195,4.039391994476318,2.857929229736328,1,3,train
4.1071271896362305,3.8421857357025146,2.6494157314300537,1,3,train
3.9596450328826904,3.680025339126587,2.796196937561035,1,3,train
4.466611862182617,4.179315567016602,2.8729653358459473,1,3,train
4.283480167388916,4.014744281768799,2.687357187271118,1,3,train
4.165511608123779,3.905005931854248,2.60505747795105,1,3,train
4.3594441413879395,4.100775241851807,2.586688756942749,1,3,train
4.329928874969482,4.065238952636719,2.646900177001953,1,3,train
4.685384273529053,4.410566329956055,2.7481801509857178,1,3,train
4.121047019958496,3.8689382076263428,2.521087646484375,1,3,train
4.025735378265381,3.768157482147217,2.5757789611816406,1,3,train
4.020692825317383,3.7857933044433594,2.348996639251709,1,3,train
3.8865489959716797,3.6270415782928467,2.595073938369751,1,3,train
4.108643054962158,3.870757818222046,2.378854513168335,1,3,train
3.866743803024292,3.6369807720184326,2.2976300716400146,1,3,train
3.9250290393829346,3.674212694168091,2.5081632137298584,1,3,train
4.14032506942749,3.9226632118225098,2.1766176223754883,1,3,train
4.075989723205566,3.86055850982666,2.1543097496032715,1,3,train
4.204154968261719,3.9722752571105957,2.3187971115112305,1,3,train
4.062357425689697,3.8289175033569336,2.3344011306762695,1,3,train
3.8149545192718506,3.5938711166381836,2.21083402633667,1,3,train
4.281210422515869,4.070808410644531,2.1040198802948,1,3,train
4.069007396697998,3.911897897720337,1.5710958242416382,1,3,val
4.188345432281494,3.9865164756774902,2.018289566040039,1,4,train
4.349125385284424,4.12493896484375,2.241865396499634,1,4,train
4.208321571350098,3.996502161026001,2.1181962490081787,1,4,train
4.072116851806641,3.871253728866577,2.0086300373077393,1,4,train
3.7126119136810303,3.502243757247925,2.103681802749634,1,4,train
3.840581178665161,3.630466938018799,2.1011428833007812,1,4,train
4.2077226638793945,3.9960861206054688,2.116363763809204,1,4,train
4.29522705078125,4.084055423736572,2.1117141246795654,1,4,train
3.866196870803833,3.676443576812744,1.8975324630737305,1,4,train
3.881206750869751,3.689530372619629,1.9167640209197998,1,4,train
4.05928373336792,3.866755485534668,1.9252814054489136,1,4,train
4.1130805015563965,3.904448986053467,2.0863163471221924,1,4,train
4.180230140686035,3.9981343746185303,1.820958137512207,1,4,train
3.654576063156128,3.462731122970581,1.9184504747390747,1,4,train
3.9474399089813232,3.761106491088867,1.8633348941802979,1,4,train
4.046406269073486,3.8602280616760254,1.8617819547653198,1,4,train
3.705873727798462,3.5068421363830566,1.9903150796890259,1,4,train
3.908313512802124,3.727513313293457,1.80800199508667,1,4,train
3.991861581802368,3.8065733909606934,1.8528820276260376,1,4,train
4.176180839538574,4.002093315124512,1.7408744096755981,1,4,train
3.888869285583496,3.7127184867858887,1.7615079879760742,1,4,train
4.1735029220581055,4.000497341156006,1.7300549745559692,1,4,train
3.89345645904541,3.7303218841552734,1.631346583366394,1,4,train
3.9829580783843994,3.8192660808563232,1.6369199752807617,1,4,train
3.7649245262145996,3.5728201866149902,1.9210443496704102,1,4,train
4.056851863861084,3.8747825622558594,1.8206945657730103,1,4,train
3.8651890754699707,3.701782464981079,1.6340672969818115,1,4,train
3.9970061779022217,3.8257389068603516,1.7126716375350952,1,4,train
3.9555177688598633,3.842540979385376,1.1297688484191895,1,4,val
4.182946681976318,4.019876480102539,1.6306997537612915,1,5,train
3.671473503112793,3.512430191040039,1.590433120727539,1,5,train
3.546015501022339,3.3954458236694336,1.5056965351104736,1,5,train
3.903977870941162,3.745002508163452,1.5897525548934937,1,5,train
3.8549418449401855,3.690505027770996,1.6443676948547363,1,5,train
4.012234687805176,3.8526976108551025,1.5953720808029175,1,5,train
3.802004814147949,3.6507010459899902,1.5130376815795898,1,5,train
3.529024362564087,3.353222608566284,1.7580186128616333,1,5,train
3.774714469909668,3.6154861450195312,1.5922822952270508,1,5,train
3.9077868461608887,3.750947952270508,1.5683895349502563,1,5,train
3.897808790206909,3.7483701705932617,1.4943853616714478,1,5,train
3.97587513923645,3.824802875518799,1.5107216835021973,1,5,train
3.9305830001831055,3.786890983581543,1.436919093132019,1,5,train
4.075814247131348,3.92063045501709,1.5518380403518677,1,5,train
4.50521183013916,4.362659454345703,1.4255250692367554,1,5,train
3.9322564601898193,3.778257369995117,1.5399917364120483,1,5,train
3.3717806339263916,3.2287325859069824,1.4304802417755127,1,5,train
3.754115581512451,3.6127805709838867,1.413349986076355,1,5,train
3.906771183013916,3.759779214859009,1.4699206352233887,1,5,train
4.014651775360107,3.873772144317627,1.4087952375411987,1,5,train
4.031826019287109,3.9023895263671875,1.2943648099899292,1,5,train
4.153868198394775,4.0075602531433105,1.4630790948867798,1,5,train
3.7271206378936768,3.5858824253082275,1.4123815298080444,1,5,train
3.8055436611175537,3.664547920227051,1.4099576473236084,1,5,train
4.282869815826416,4.152264595031738,1.3060541152954102,1,5,train
3.8545517921447754,3.7166402339935303,1.3791148662567139,1,5,train
3.9922733306884766,3.866804838180542,1.2546844482421875,1,5,train
3.9455583095550537,3.811786651611328,1.3377165794372559,1,5,train
3.870847225189209,3.783935308456421,0.8691198229789734,1,5,val
3.749500274658203,3.6227352619171143,1.2676513195037842,1,6,train
3.733699083328247,3.59367036819458,1.400286078453064,1,6,train
4.16538667678833,4.035653114318848,1.2973368167877197,1,6,train
3.7400641441345215,3.6124820709228516,1.2758197784423828,1,6,train
3.6867423057556152,3.5505638122558594,1.361786127090454,1,6,train
3.6511905193328857,3.522653579711914,1.285368800163269,1,6,train
3.7978692054748535,3.675899028778076,1.219702124595642,1,6,train
3.952707290649414,3.829775810241699,1.2293148040771484,1,6,train
3.768434762954712,3.641695499420166,1.2673929929733276,1,6,train
4.1792473793029785,4.0520524978637695,1.2719507217407227,1,6,train
3.786940813064575,3.6685943603515625,1.183463454246521,1,6,train
3.976991653442383,3.8519020080566406,1.2508955001831055,1,6,train
4.0111918449401855,3.891921043395996,1.1927086114883423,1,6,train
3.623483657836914,3.509793996810913,1.1368954181671143,1,6,train
3.5625531673431396,3.4455738067626953,1.1697934865951538,1,6,train
3.655491828918457,3.5418694019317627,1.1362245082855225,1,6,train
4.038640975952148,3.9253315925598145,1.1330920457839966,1,6,train
3.7660393714904785,3.6413826942443848,1.2465664148330688,1,6,train
3.9528801441192627,3.8381307125091553,1.1474934816360474,1,6,train
4.077866554260254,3.963907241821289,1.139590859413147,1,6,train
3.6158432960510254,3.5075559616088867,1.0828726291656494,1,6,train
3.8362982273101807,3.7329206466674805,1.0337755680084229,1,6,train
3.5769762992858887,3.462954521179199,1.1402169466018677,1,6,train
3.7091012001037598,3.6066641807556152,1.024369716644287,1,6,train
3.7716338634490967,3.6652090549468994,1.0642483234405518,1,6,train
3.726274251937866,3.613219738006592,1.130544662475586,1,6,train
3.7818655967712402,3.676203727722168,1.056619644165039,1,6,train
4.123935222625732,4.001805305480957,1.2212986946105957,1,6,train
3.8151512145996094,3.7419557571411133,0.7319551110267639,1,6,val
3.7096614837646484,3.604870319366455,1.0479106903076172,1,7,train
4.066370964050293,3.960319995880127,1.0605099201202393,1,7,train
3.7693278789520264,3.660703659057617,1.0862417221069336,1,7,train
3.6764423847198486,3.566073417663574,1.1036900281906128,1,7,train
3.780978202819824,3.6743407249450684,1.066375494003296,1,7,train
3.3924005031585693,3.2924580574035645,0.999424934387207,1,7,train
4.1888628005981445,4.084291458129883,1.0457135438919067,1,7,train
3.6334996223449707,3.5327396392822266,1.0075987577438354,1,7,train
3.7375078201293945,3.637441873550415,1.0006598234176636,1,7,train
3.8155617713928223,3.7128515243530273,1.0271025896072388,1,7,train
3.6489179134368896,3.544950008392334,1.039678692817688,1,7,train
4.110523223876953,4.010973930358887,0.995491623878479,1,7,train
3.7412235736846924,3.6430749893188477,0.9814867973327637,1,7,train
3.57533860206604,3.471200704574585,1.0413793325424194,1,7,train
3.7282676696777344,3.6319727897644043,0.9629495143890381,1,7,train
3.987395763397217,3.887706756591797,0.9968910217285156,1,7,train
3.571505308151245,3.4790115356445312,0.9249375462532043,1,7,train
3.9837419986724854,3.8773484230041504,1.0639357566833496,1,7,train
3.6721866130828857,3.5768558979034424,0.953306257724762,1,7,train
3.4341700077056885,3.337702751159668,0.9646728038787842,1,7,train
3.8270087242126465,3.7351267337799072,0.9188190698623657,1,7,train
3.4376776218414307,3.346086263656616,0.9159125089645386,1,7,train
3.6462128162384033,3.5532355308532715,0.9297727346420288,1,7,train
3.811234712600708,3.7162280082702637,0.9500662088394165,1,7,train
3.734799861907959,3.6461148262023926,0.8868499994277954,1,7,train
3.8329949378967285,3.7401230335235596,0.9287192821502686,1,7,train
3.9552080631256104,3.8631913661956787,0.9201671481132507,1,7,train
3.6826651096343994,3.5846328735351562,0.9803230166435242,1,7,train
3.7741525173187256,3.7115719318389893,0.6258058547973633,1,7,val
3.7879886627197266,3.6908907890319824,0.9709780216217041,1,8,train
4.0565505027771,3.9671411514282227,0.8940955400466919,1,8,train
3.7582690715789795,3.665189743041992,0.9307922720909119,1,8,train
3.5273396968841553,3.4392004013061523,0.8813939094543457,1,8,train
3.4846065044403076,3.396655559539795,0.879508376121521,1,8,train
3.787121295928955,3.6934919357299805,0.9362934231758118,1,8,train
3.620863914489746,3.532863140106201,0.8800076842308044,1,8,train
3.9565086364746094,3.871783494949341,0.847252368927002,1,8,train
3.874112844467163,3.7878472805023193,0.8626565337181091,1,8,train
3.816392421722412,3.7309608459472656,0.8543165326118469,1,8,train
3.7035861015319824,3.6183066368103027,0.8527951240539551,1,8,train
3.4745001792907715,3.3893661499023438,0.851341187953949,1,8,train
4.106700897216797,4.028389930725098,0.7831095457077026,1,8,train
3.5369327068328857,3.460832357406616,0.7610039114952087,1,8,train
3.7318859100341797,3.65165638923645,0.8022962212562561,1,8,train
3.668210506439209,3.5828604698181152,0.8535008430480957,1,8,train
3.922488212585449,3.840439796447754,0.8204852938652039,1,8,train
3.786867141723633,3.7058043479919434,0.8106275200843811,1,8,train
3.8170289993286133,3.7362124919891357,0.8081639409065247,1,8,train
3.8156442642211914,3.7308270931243896,0.848171055316925,1,8,train
3.552659034729004,3.4757325649261475,0.7692636847496033,1,8,train
3.548536539077759,3.471956729888916,0.76579749584198,1,8,train
3.3972511291503906,3.3152899742126465,0.8196125030517578,1,8,train
3.743759870529175,3.6605873107910156,0.8317252993583679,1,8,train
3.6220650672912598,3.5431833267211914,0.7888181805610657,1,8,train
3.7423439025878906,3.660217523574829,0.8212642669677734,1,8,train
3.5315206050872803,3.4528820514678955,0.7863857746124268,1,8,train
3.5935678482055664,3.517054557800293,0.7651337385177612,1,8,train
3.74416446685791,3.6893739700317383,0.5479050278663635,1,8,val
3.766129493713379,3.6907668113708496,0.7536269426345825,1,9,train
3.7846429347991943,3.69881010055542,0.8583277463912964,1,9,train
3.5792906284332275,3.4992916584014893,0.7999895215034485,1,9,train
3.7653260231018066,3.6909430027008057,0.7438313961029053,1,9,train
3.8476059436798096,3.770151138305664,0.7745488882064819,1,9,train
3.611928939819336,3.5288944244384766,0.8303440809249878,1,9,train
3.3755249977111816,3.292008399963379,0.8351665139198303,1,9,train
3.630586862564087,3.5557546615600586,0.7483213543891907,1,9,train
3.518659830093384,3.4438281059265137,0.7483183145523071,1,9,train
3.7257189750671387,3.653346300125122,0.7237263321876526,1,9,train
3.960829257965088,3.887131452560425,0.7369768619537354,1,9,train
3.971698760986328,3.907533645629883,0.6416506767272949,1,9,train
3.81811261177063,3.749424457550049,0.6868811249732971,1,9,train
3.5668838024139404,3.494844913482666,0.7203900218009949,1,9,train
3.984312057495117,3.9170594215393066,0.6725253462791443,1,9,train
3.420841693878174,3.3510448932647705,0.6979674100875854,1,9,train
3.746500015258789,3.675036668777466,0.714634120464325,1,9,train
3.631566047668457,3.560023307800293,0.7154274582862854,1,9,train
3.4119274616241455,3.340846538543701,0.7108087539672852,1,9,train
3.870957136154175,3.8038651943206787,0.670918881893158,1,9,train
3.420192003250122,3.3481087684631348,0.7208312153816223,1,9,train
3.710847854614258,3.6411190032958984,0.6972893476486206,1,9,train
3.5225634574890137,3.4582159519195557,0.6434747576713562,1,9,train
3.426445960998535,3.3572776317596436,0.6916834115982056,1,9,train
3.8104054927825928,3.7491824626922607,0.6122309565544128,1,9,train
3.6462161540985107,3.5821533203125,0.6406278610229492,1,9,train
3.6393115520477295,3.568377733230591,0.7093386650085449,1,9,train
3.658949375152588,3.594973087310791,0.6397632956504822,1,9,train
3.7172739505767822,3.671590566635132,0.4568343460559845,1,9,val
3.3780155181884766,3.312809467315674,0.6520597338676453,1,10,train
3.9914090633392334,3.9289016723632812,0.6250743865966797,1,10,train
3.6462888717651367,3.582620143890381,0.6366884708404541,1,10,train
3.869379997253418,3.8011505603790283,0.6822935938835144,1,10,train
3.4760682582855225,3.4105443954467773,0.6552391648292542,1,10,train
3.5523033142089844,3.488616943359375,0.6368626952171326,1,10,train
3.821916103363037,3.7554407119750977,0.6647538542747498,1,10,train
3.7800164222717285,3.7072904109954834,0.727260172367096,1,10,train
