total,reconstruction,kl,mse_proteomics,mse_metabolomics,mse_drugresponse,mse_crisprcas9,mse_methylation,mse_transcriptomics,mse_copynumber,cv,epoch,type,lr
6.4674224853515625,6.4594573974609375,0.007964970543980598,0.9985135793685913,0.983895480632782,1.0711082220077515,1.0244401693344116,1.0211631059646606,0.9734192490577698,0.3869177997112274,1,1,train,0.0004
6.533335208892822,6.51616907119751,0.01716616377234459,1.0888352394104004,1.0384408235549927,0.9563815593719482,1.0700089931488037,0.9954586625099182,0.9887252449989319,0.37831857800483704,1,1,train,0.0004
6.644835472106934,6.6297125816345215,0.015122955664992332,1.029384732246399,1.0347274541854858,1.0913832187652588,1.0242043733596802,0.973441481590271,1.071889877319336,0.40468108654022217,1,1,train,0.0004
6.461316108703613,6.44905424118042,0.012261916883289814,1.0665717124938965,1.0466911792755127,0.9629961848258972,1.0452545881271362,0.929465115070343,1.0533337593078613,0.34474116563796997,1,1,train,0.0004
6.306342124938965,6.289299011230469,0.017043273895978928,1.0271795988082886,0.9720349907875061,1.1209808588027954,0.9571447968482971,0.8971389532089233,1.00218665599823,0.3126329779624939,1,1,train,0.0004
6.032211780548096,6.00703763961792,0.02517414279282093,0.935380756855011,0.9375566840171814,1.0384206771850586,1.0376147031784058,0.771316647529602,0.9309354424476624,0.3558131456375122,1,1,train,0.0004
5.939770698547363,5.9073638916015625,0.032406825572252274,0.990654706954956,1.0254231691360474,0.9279230833053589,0.992933988571167,0.7371520400047302,0.8836342692375183,0.34964269399642944,1,1,train,0.0004
5.924755096435547,5.896665573120117,0.02808934636414051,0.9098541140556335,1.0166943073272705,0.9131845831871033,0.9548398852348328,0.8598334789276123,0.8662785887718201,0.37598052620887756,1,1,train,0.0004
5.758569717407227,5.723809242248535,0.03476034104824066,0.8787508010864258,0.9438570737838745,0.8817413449287415,1.0411220788955688,0.7915330529212952,0.8352195620536804,0.35158517956733704,1,1,train,0.0004
6.223479270935059,6.181719779968262,0.041759390383958817,0.8922389149665833,1.0679330825805664,1.0911731719970703,0.928823709487915,0.9937712550163269,0.8751832246780396,0.3325969874858856,1,1,train,0.0004
