total,reconstruction,gaussian,categorical,cv,epoch,type
7.261672496795654,7.284398555755615,0.29159897565841675,-2.3017897605895996,1,1,train
7.1331868171691895,7.155946731567383,0.2562081515789032,-2.301591396331787,1,1,train
7.2582783699035645,7.280854225158691,0.43639448285102844,-2.3012309074401855,1,1,train
7.042851448059082,7.065258502960205,0.6009429693222046,-2.3007898330688477,1,1,train
6.980319976806641,7.002351760864258,0.9727908968925476,-2.300436019897461,1,1,train
7.205410957336426,7.226606845855713,1.7904036045074463,-2.2986183166503906,1,1,train
6.678600311279297,6.697636604309082,3.945260763168335,-2.2981529235839844,1,1,train
7.281639099121094,7.296011447906494,8.57947826385498,-2.295159339904785,1,1,train
6.844518661499023,6.855310440063477,12.194229125976562,-2.298581600189209,1,1,val
6.849583625793457,6.85654878616333,15.970678329467773,-2.2936015129089355,1,2,train
6.487428665161133,6.485397815704346,24.966577529907227,-2.293600559234619,1,2,train
6.274894714355469,6.2581963539123535,39.62548065185547,-2.2927379608154297,1,2,train
6.553265571594238,6.4990129470825195,77.14195251464844,-2.2889065742492676,1,2,train
6.50977087020874,6.425364971160889,107.26609802246094,-2.2859878540039062,1,2,train
6.60924768447876,6.485875129699707,146.19000244140625,-2.2817511558532715,1,2,train
6.684899806976318,6.584647178649902,123.11859130859375,-2.286588191986084,1,2,train
6.822384834289551,6.730222702026367,114.9995346069336,-2.28377628326416,1,2,train
6.559103012084961,6.507599830627441,74.46759796142578,-2.296445846557617,1,2,val
6.441839218139648,6.368634223937988,96.06613159179688,-2.286123752593994,1,3,train
6.419017314910889,6.381720066070557,60.21989059448242,-2.29225492477417,1,3,train
6.62399435043335,6.586374759674072,60.53451919555664,-2.291501998901367,1,3,train
5.9938483238220215,5.9771728515625,39.61703872680664,-2.2941651344299316,1,3,train
6.599708080291748,6.58642053604126,36.23027420043945,-2.294236660003662,1,3,train
6.230819225311279,6.21325159072876,40.51761245727539,-2.294997215270996,1,3,train
6.473845481872559,6.461338996887207,35.45291519165039,-2.294633388519287,1,3,train
6.319964408874512,6.314105033874512,28.81193733215332,-2.2952795028686523,1,3,train
6.4636335372924805,6.453258514404297,33.37007522583008,-2.299497127532959,1,3,val
