,MOSA_outofsample,method,corr
1238,In-sample,MOFA_corr,0.6624895859116562
1239,In-sample,MOFA_corr,0.7044277537935173
1240,In-sample,MOFA_corr,0.6383120692958169
1241,Out-of-sample,MOFA_corr,0.6091168904773234
1242,Out-of-sample,MOFA_corr,0.5900133783696324
1243,In-sample,MOFA_corr,0.758617082551533
1244,In-sample,MOFA_corr,0.626964647092994
1245,In-sample,MOFA_corr,0.7209271044477166
1246,In-sample,MOFA_corr,0.6289659094418683
1247,Out-of-sample,MOFA_corr,0.4706234628689551
1248,In-sample,MOFA_corr,0.8000418398073121
1249,In-sample,MOFA_corr,0.815718651269943
1250,Out-of-sample,MOFA_corr,0.4019748347913042
1251,Out-of-sample,MOFA_corr,0.6595021354444037
1252,In-sample,MOFA_corr,0.7120339877447425
1253,In-sample,MOFA_corr,0.46282615157840934
1254,In-sample,MOFA_corr,0.6176577052837207
1255,In-sample,MOFA_corr,0.6743825164704407
1256,In-sample,MOFA_corr,0.6049575009241752
1257,In-sample,MOFA_corr,0.5183928872894051
1258,In-sample,MOFA_corr,0.3967656719738887
1259,In-sample,MOFA_corr,0.6620060296838719
1260,In-sample,MOFA_corr,0.608607773382035
1261,In-sample,MOFA_corr,0.6791903389977727
1262,In-sample,MOFA_corr,0.6583284911484034
1263,In-sample,MOFA_corr,0.6702631137952708
1264,In-sample,MOFA_corr,0.72564596076333
1265,In-sample,MOFA_corr,0.7597792030439798
1266,In-sample,MOFA_corr,0.8117144811475079
1267,In-sample,MOFA_corr,0.6924921867247074
1268,In-sample,MOFA_corr,0.4373526395608336
1269,In-sample,MOFA_corr,0.4848781139523892
1270,In-sample,MOFA_corr,0.49710854999139165
1271,In-sample,MOFA_corr,0.7819243044031245
1272,In-sample,MOFA_corr,0.4024764783260656
1273,In-sample,MOFA_corr,0.6532394989676149
1274,In-sample,MOFA_corr,0.7478451607276024
1275,In-sample,MOFA_corr,0.6602541539008964
1276,In-sample,MOFA_corr,0.7989107632983041
1277,In-sample,MOFA_corr,0.7526313733117973
1278,In-sample,MOFA_corr,0.6427029396832974
1279,In-sample,MOFA_corr,0.5120777016702605
1280,In-sample,MOFA_corr,0.736685610956939
1281,In-sample,MOFA_corr,0.7492660087151701
1282,In-sample,MOFA_corr,0.8284371155993018
1283,In-sample,MOFA_corr,0.5029243765056116
1284,In-sample,MOFA_corr,0.7159913786872556
1285,In-sample,MOFA_corr,0.502135101871308
1286,In-sample,MOFA_corr,0.7297688616506827
1287,Out-of-sample,MOFA_corr,0.6896395538808419
1288,In-sample,MOFA_corr,0.6756889462321476
1289,In-sample,MOFA_corr,0.6440609525410008
1290,In-sample,MOFA_corr,0.6985000189388016
1291,In-sample,MOFA_corr,0.742254260484616
1292,In-sample,MOFA_corr,0.40969566823921116
1293,In-sample,MOFA_corr,0.6585057999962516
1294,In-sample,MOFA_corr,0.6339504635325026
1295,In-sample,MOFA_corr,0.5854247923171753
1296,In-sample,MOFA_corr,0.6853651229576263
1297,In-sample,MOFA_corr,0.11770085520817722
1298,Out-of-sample,MOFA_corr,0.7015011890013871
1299,In-sample,MOFA_corr,0.6589226943906109
1300,In-sample,MOFA_corr,0.7438335040450608
1301,In-sample,MOFA_corr,0.7875255722338246
1302,In-sample,MOFA_corr,0.7134219455206285
1303,In-sample,MOFA_corr,0.5804955049118787
1304,In-sample,MOFA_corr,0.7586303786848937
1305,In-sample,MOFA_corr,0.7444664435325891
1306,In-sample,MOFA_corr,0.6959985950072848
1307,In-sample,MOFA_corr,0.8445748147956514
1308,In-sample,MOFA_corr,0.6589549352392259
1309,In-sample,MOFA_corr,0.8306115390324331
1310,In-sample,MOFA_corr,0.7678015474310226
1311,In-sample,MOFA_corr,0.6166990258242094
1312,In-sample,MOFA_corr,-0.11774040704692176
1313,In-sample,MOFA_corr,0.7564098458316089
1314,In-sample,MOFA_corr,0.7536859812202713
1315,In-sample,MOFA_corr,0.808980935221522
1316,In-sample,MOFA_corr,0.6193944000684313
1317,In-sample,MOFA_corr,0.29533593073594555
1318,In-sample,MOFA_corr,0.7307531570022787
1319,In-sample,MOFA_corr,0.6737156733597174
1320,In-sample,MOFA_corr,0.7135961080984874
1321,In-sample,MOFA_corr,0.835942739629325
1322,Out-of-sample,MOFA_corr,0.6218503315331148
1323,In-sample,MOFA_corr,0.6421209389685734
1324,In-sample,MOFA_corr,0.6102675388277452
1325,In-sample,MOFA_corr,0.6433972432299019
1326,In-sample,MOFA_corr,0.7712929344536011
1327,In-sample,MOFA_corr,0.6361215978703394
1328,In-sample,MOFA_corr,0.5931524838556919
1329,In-sample,MOFA_corr,0.6693904165913938
1330,In-sample,MOFA_corr,0.6308799059393025
1331,In-sample,MOFA_corr,0.3420074644674075
1332,In-sample,MOFA_corr,0.6274065254911503
1333,In-sample,MOFA_corr,0.7528465515927278
1334,In-sample,MOFA_corr,0.6321250024262763
1335,In-sample,MOFA_corr,0.8073466888619781
1336,In-sample,MOFA_corr,0.4606653266623768
1337,In-sample,MOFA_corr,0.8259434507521323
1338,In-sample,MOFA_corr,0.7037723765551482
1339,In-sample,MOFA_corr,0.578008317765142
1340,In-sample,MOFA_corr,0.8102530344863474
1341,In-sample,MOFA_corr,0.7245026283426139
1342,In-sample,MOFA_corr,0.6671796967215933
1343,In-sample,MOFA_corr,0.616734608569796
1344,In-sample,MOFA_corr,0.6816444355653286
1345,In-sample,MOFA_corr,0.686574999988129
1346,In-sample,MOFA_corr,0.4872254979728524
1347,In-sample,MOFA_corr,0.6976166294568321
1348,In-sample,MOFA_corr,0.6403718730483534
1349,In-sample,MOFA_corr,0.6238934066421148
1350,In-sample,MOFA_corr,0.5087108097512321
1351,In-sample,MOFA_corr,0.7137733771706916
1352,In-sample,MOFA_corr,0.6794977734866785
1353,Out-of-sample,MOFA_corr,0.6466007870207289
1354,In-sample,MOFA_corr,0.7060254704895919
1355,In-sample,MOFA_corr,0.5481633829391699
1356,In-sample,MOFA_corr,0.7047836546344373
1357,In-sample,MOFA_corr,0.5496888879806239
1358,In-sample,MOFA_corr,0.6386291801384
1359,In-sample,MOFA_corr,0.508801618653387
1360,In-sample,MOFA_corr,0.5136396332227281
1361,In-sample,MOFA_corr,0.8834756294423254
1362,In-sample,MOFA_corr,0.7174767862768051
1363,In-sample,MOFA_corr,0.6181481359171861
1364,In-sample,MOFA_corr,0.554561253735963
1365,In-sample,MOFA_corr,0.7413498078317229
1366,In-sample,MOFA_corr,0.6340896832010743
1367,In-sample,MOFA_corr,0.587629143609587
1368,In-sample,MOFA_corr,0.6456526117998628
1369,In-sample,MOFA_corr,0.6383282421000231
1370,In-sample,MOFA_corr,0.777231508364667
1371,In-sample,MOFA_corr,0.6900278695798937
1372,In-sample,MOFA_corr,0.6612118781573996
1373,In-sample,MOFA_corr,0.7133852616369001
1374,In-sample,MOFA_corr,0.7396049005238523
1375,In-sample,MOFA_corr,0.6840278226749421
1376,In-sample,MOFA_corr,0.8087975654592683
1377,In-sample,MOFA_corr,0.6998189890146648
1378,In-sample,MOFA_corr,0.689173140921264
1379,In-sample,MOFA_corr,0.7319745757371654
1380,In-sample,MOFA_corr,0.7577396411496775
1381,In-sample,MOFA_corr,0.5282268587209413
1382,In-sample,MOFA_corr,0.4914730571142038
1383,In-sample,MOFA_corr,0.6931953725290219
1384,In-sample,MOFA_corr,0.4084198418604438
1385,In-sample,MOFA_corr,0.6149462959930901
1386,In-sample,MOFA_corr,0.7548822765150026
1387,In-sample,MOFA_corr,0.6042741281782368
1388,In-sample,MOFA_corr,0.7784194946142158
1389,In-sample,MOFA_corr,0.7069306612550397
1390,In-sample,MOFA_corr,0.6821349468548386
1391,In-sample,MOFA_corr,0.6791492254218866
1392,In-sample,MOFA_corr,0.47880611371764314
1393,In-sample,MOFA_corr,0.7034487350250069
1394,In-sample,MOFA_corr,0.6934108441817186
1395,In-sample,MOFA_corr,0.34500804545127345
1396,In-sample,MOFA_corr,0.524789979085194
1397,In-sample,MOFA_corr,0.6287669916963321
1398,In-sample,MOFA_corr,0.6549760725291033
1399,In-sample,MOFA_corr,0.7887745759256352
1400,In-sample,MOFA_corr,0.8009107080131979
1401,In-sample,MOFA_corr,0.6970097470403491
1402,In-sample,MOFA_corr,0.7471872805274222
1403,In-sample,MOFA_corr,0.6502802187450729
1404,In-sample,MOFA_corr,0.7500836478629216
1405,In-sample,MOFA_corr,0.7882541429505874
1406,In-sample,MOFA_corr,0.6775165661982805
1407,In-sample,MOFA_corr,0.6680653532213542
1408,In-sample,MOFA_corr,0.7013180174064297
1409,In-sample,MOFA_corr,0.7952010999433179
1410,In-sample,MOFA_corr,0.7458656866219757
1411,In-sample,MOFA_corr,0.7005792768675605
1412,In-sample,MOFA_corr,0.7079722459395477
1413,In-sample,MOFA_corr,0.7657812305685218
1414,In-sample,MOFA_corr,0.5480169296946522
1415,In-sample,MOFA_corr,0.6567298207637333
1416,In-sample,MOFA_corr,0.6682155280699134
1417,In-sample,MOFA_corr,0.611898291111467
1418,In-sample,MOFA_corr,0.6821986694713458
1419,In-sample,MOFA_corr,0.49103073456892204
1420,In-sample,MOFA_corr,0.17836074953588674
1421,In-sample,MOFA_corr,0.7019403412515979
1422,Out-of-sample,MOFA_corr,0.6918366015230879
1423,In-sample,MOFA_corr,0.6892958973749588
1424,In-sample,MOFA_corr,0.7973467278784983
1425,In-sample,MOFA_corr,0.5319498165705222
1426,In-sample,MOFA_corr,0.6254654966463464
1427,In-sample,MOFA_corr,0.6677073737463768
1428,In-sample,MOFA_corr,0.7859402583307218
1429,In-sample,MOFA_corr,0.5051071495242968
1430,In-sample,MOFA_corr,0.49808441261741226
1431,In-sample,MOFA_corr,0.7093182407434637
1432,In-sample,MOFA_corr,0.7072792485292204
1433,In-sample,MOFA_corr,0.5543172208589477
1434,In-sample,MOFA_corr,0.6085681293885903
1435,In-sample,MOFA_corr,0.4812087972268322
1436,In-sample,MOFA_corr,0.6109047686002147
1437,In-sample,MOFA_corr,0.47243840437948903
1438,In-sample,MOFA_corr,0.6771252060889026
1439,In-sample,MOFA_corr,0.6035831618990087
1440,Out-of-sample,MOFA_corr,0.6744483414168685
1441,In-sample,MOFA_corr,0.3864224429242258
1442,In-sample,MOFA_corr,0.7229189226307555
1443,In-sample,MOFA_corr,0.7043228220755855
1444,In-sample,MOFA_corr,0.7224702418101906
1445,Out-of-sample,MOFA_corr,0.6766489330086469
1446,Out-of-sample,MOFA_corr,0.48045508436241113
1447,In-sample,MOFA_corr,0.6217073557863915
1448,Out-of-sample,MOFA_corr,0.48705578035660213
1449,In-sample,MOFA_corr,0.7140892362171323
1450,Out-of-sample,MOFA_corr,0.5931725057376985
1451,In-sample,MOFA_corr,0.7742793376258994
1452,Out-of-sample,MOFA_corr,0.5837834676501179
1453,Out-of-sample,MOFA_corr,0.4449077540638419
1454,Out-of-sample,MOFA_corr,0.6161207484086072
1455,Out-of-sample,MOFA_corr,0.7664418066063993
1456,Out-of-sample,MOFA_corr,0.4496951420684266
1457,Out-of-sample,MOFA_corr,0.7752070448386619
1458,Out-of-sample,MOFA_corr,0.31173568056046697
1459,Out-of-sample,MOFA_corr,0.5371732045466748
1460,Out-of-sample,MOFA_corr,0.3508730491504642
1461,Out-of-sample,MOFA_corr,0.39637634124157983
1462,Out-of-sample,MOFA_corr,0.5630984051237101
1463,Out-of-sample,MOFA_corr,0.6282578327148411
1464,Out-of-sample,MOFA_corr,0.6156377888530666
1465,Out-of-sample,MOFA_corr,0.3071743966563882
1466,Out-of-sample,MOFA_corr,0.37788910168236645
1467,Out-of-sample,MOFA_corr,0.7820895980776248
1468,Out-of-sample,MOFA_corr,0.7003009019353279
1469,Out-of-sample,MOFA_corr,0.4923952773617883
1470,Out-of-sample,MOFA_corr,0.5232421349721263
1471,Out-of-sample,MOFA_corr,0.5304422840456806
1472,Out-of-sample,MOFA_corr,0.4602798729417417
1473,Out-of-sample,MOFA_corr,0.48184010304675035
1474,Out-of-sample,MOFA_corr,0.6246977567180456
1475,Out-of-sample,MOFA_corr,0.5678705917339548
1476,Out-of-sample,MOFA_corr,0.657910513038114
1477,Out-of-sample,MOFA_corr,0.7416386579589107
1478,Out-of-sample,MOFA_corr,0.6306539924078323
1479,Out-of-sample,MOFA_corr,0.16193167423026128
1480,Out-of-sample,MOFA_corr,0.3625915977909592
1481,Out-of-sample,MOFA_corr,0.5345451922955962
1482,Out-of-sample,MOFA_corr,0.42943874376441304
1483,Out-of-sample,MOFA_corr,0.66153293273358
1484,Out-of-sample,MOFA_corr,0.52413248942289
1485,Out-of-sample,MOFA_corr,0.6081559655362601
1486,Out-of-sample,MOFA_corr,0.5607812988458281
1487,Out-of-sample,MOFA_corr,0.6620519462082163
1488,Out-of-sample,MOFA_corr,0.7662163225201861
1489,Out-of-sample,MOFA_corr,0.5821573103885316
1490,Out-of-sample,MOFA_corr,0.32804332902268457
1491,Out-of-sample,MOFA_corr,0.525938317947515
1492,Out-of-sample,MOFA_corr,0.1659041026132314
1493,Out-of-sample,MOFA_corr,0.42080004370162527
1494,Out-of-sample,MOFA_corr,0.6773873300668207
1495,Out-of-sample,MOFA_corr,0.3596408847156878
1496,Out-of-sample,MOFA_corr,0.7057644070607857
1497,Out-of-sample,MOFA_corr,0.5650857837849768
1498,Out-of-sample,MOFA_corr,0.5250164476015045
1499,Out-of-sample,MOFA_corr,0.6796874382242944
1500,Out-of-sample,MOFA_corr,0.6686605131964274
1501,Out-of-sample,MOFA_corr,0.5740436407354075
1502,Out-of-sample,MOFA_corr,0.7327956956505928
1503,Out-of-sample,MOFA_corr,0.5568236730464797
1504,Out-of-sample,MOFA_corr,0.739029600892371
1505,Out-of-sample,MOFA_corr,0.6508193137702019
1506,Out-of-sample,MOFA_corr,0.6315838730520426
1507,Out-of-sample,MOFA_corr,0.47875588925935697
1508,Out-of-sample,MOFA_corr,0.636313416367807
1509,Out-of-sample,MOFA_corr,0.6526351144121685
1510,Out-of-sample,MOFA_corr,0.5037539175214418
1511,Out-of-sample,MOFA_corr,0.44276563387879997
1512,Out-of-sample,MOFA_corr,0.7517813248793783
1513,Out-of-sample,MOFA_corr,0.7614218178525283
1514,Out-of-sample,MOFA_corr,0.5386433596102085
1515,Out-of-sample,MOFA_corr,0.6141064465385637
1516,Out-of-sample,MOFA_corr,0.626723816187906
1517,Out-of-sample,MOFA_corr,0.6032584623944648
1518,Out-of-sample,MOFA_corr,0.567283179960085
1519,Out-of-sample,MOFA_corr,0.7108137381739902
1520,Out-of-sample,MOFA_corr,0.7926211859873956
1521,Out-of-sample,MOFA_corr,0.6206605026339089
1522,Out-of-sample,MOFA_corr,0.6475266546578581
1523,Out-of-sample,MOFA_corr,0.46568482026370556
1524,Out-of-sample,MOFA_corr,0.6038435212570376
1525,Out-of-sample,MOFA_corr,0.4601815846776641
1526,Out-of-sample,MOFA_corr,0.664014010539845
1527,Out-of-sample,MOFA_corr,0.3940274736432685
1528,Out-of-sample,MOFA_corr,0.4253917565490943
1529,Out-of-sample,MOFA_corr,0.4339462391777958
1530,Out-of-sample,MOFA_corr,0.28684913641920456
1531,Out-of-sample,MOFA_corr,0.7952821694747465
1532,Out-of-sample,MOFA_corr,0.48344712456169225
1533,Out-of-sample,MOFA_corr,0.6730679965379351
1534,Out-of-sample,MOFA_corr,0.7489038887409983
1535,Out-of-sample,MOFA_corr,0.4684271230147338
1536,Out-of-sample,MOFA_corr,0.620332687977172
1537,Out-of-sample,MOFA_corr,0.5339225324979633
1538,Out-of-sample,MOFA_corr,0.8284603090076148
1539,Out-of-sample,MOFA_corr,0.6453640119961634
1540,Out-of-sample,MOFA_corr,0.6601658611628288
1541,Out-of-sample,MOFA_corr,0.2544039713220688
1542,Out-of-sample,MOFA_corr,0.5605372450085018
1543,Out-of-sample,MOFA_corr,0.5922738131197686
1544,Out-of-sample,MOFA_corr,0.28595973299379573
1545,Out-of-sample,MOFA_corr,0.6142659086335107
1546,Out-of-sample,MOFA_corr,0.7484208036332031
1547,Out-of-sample,MOFA_corr,0.6630229813368234
1548,Out-of-sample,MOFA_corr,0.5979444049503637
1549,Out-of-sample,MOFA_corr,0.3767947327556231
1550,Out-of-sample,MOFA_corr,0.3349348412275714
1551,Out-of-sample,MOFA_corr,0.46923964792787315
1552,Out-of-sample,MOFA_corr,0.4759482389062152
1553,Out-of-sample,MOFA_corr,0.29965933753379337
1554,Out-of-sample,MOFA_corr,0.7845803142697194
1555,Out-of-sample,MOFA_corr,0.47394232567418615
1556,Out-of-sample,MOFA_corr,0.593024308792015
1557,Out-of-sample,MOFA_corr,0.6406318844882527
1558,Out-of-sample,MOFA_corr,0.48294035710476063
1559,Out-of-sample,MOFA_corr,0.4300073188413843
1560,Out-of-sample,MOFA_corr,0.5862887836405155
1561,Out-of-sample,MOFA_corr,0.5371913531338584
1562,Out-of-sample,MOFA_corr,0.6307223591887255
1563,Out-of-sample,MOFA_corr,0.5693643051114903
1564,Out-of-sample,MOFA_corr,0.6418060000038048
1565,Out-of-sample,MOFA_corr,0.5990601342772144
1566,Out-of-sample,MOFA_corr,0.6271943478721633
1567,Out-of-sample,MOFA_corr,0.7112761932118785
1568,Out-of-sample,MOFA_corr,0.6914270676612844
1569,Out-of-sample,MOFA_corr,0.7395803070545466
1570,Out-of-sample,MOFA_corr,0.5253930019971597
1571,Out-of-sample,MOFA_corr,0.651328357735272
1572,Out-of-sample,MOFA_corr,0.6167556693337679
1573,Out-of-sample,MOFA_corr,0.5190343209005321
1574,Out-of-sample,MOFA_corr,0.5378904407293033
1575,Out-of-sample,MOFA_corr,0.6616540038635448
1576,Out-of-sample,MOFA_corr,0.5681083567979843
1577,Out-of-sample,MOFA_corr,0.24784657744115335
1578,Out-of-sample,MOFA_corr,0.6159517850069027
1579,Out-of-sample,MOFA_corr,0.6582850225663435
1580,Out-of-sample,MOFA_corr,0.6250343403065806
1581,Out-of-sample,MOFA_corr,0.6061069417753209
1582,Out-of-sample,MOFA_corr,0.6103965422410824
1583,Out-of-sample,MOFA_corr,0.7300965997379147
1584,Out-of-sample,MOFA_corr,0.496454677436038
1585,Out-of-sample,MOFA_corr,0.709002870310377
1586,Out-of-sample,MOFA_corr,0.388753273468988
1587,Out-of-sample,MOFA_corr,0.3681022977099763
1588,Out-of-sample,MOFA_corr,0.5968802828203918
1589,Out-of-sample,MOFA_corr,0.680352613167897
1590,Out-of-sample,MOFA_corr,0.6444172522344312
1591,Out-of-sample,MOFA_corr,0.467319603796408
1592,Out-of-sample,MOFA_corr,0.645910113207809
1593,Out-of-sample,MOFA_corr,0.5134125133524885
1594,Out-of-sample,MOFA_corr,0.417288280613884
1595,Out-of-sample,MOFA_corr,0.5793551142718263
1596,Out-of-sample,MOFA_corr,0.5161451642422585
1597,Out-of-sample,MOFA_corr,0.6836306530658421
1598,Out-of-sample,MOFA_corr,0.6447872502225527
1599,Out-of-sample,MOFA_corr,0.4017220344256476
1600,Out-of-sample,MOFA_corr,0.2696302949983858
1601,Out-of-sample,MOFA_corr,0.5866110056230867
1602,Out-of-sample,MOFA_corr,0.7219423633338597
1603,Out-of-sample,MOFA_corr,0.4865300412498709
1604,Out-of-sample,MOFA_corr,0.5599282744830086
1605,Out-of-sample,MOFA_corr,0.5013574753307951
1606,Out-of-sample,MOFA_corr,0.5145815740771413
1607,Out-of-sample,MOFA_corr,0.3934513249930811
1608,Out-of-sample,MOFA_corr,-0.11531953734626432
1609,Out-of-sample,MOFA_corr,0.49777963150327814
1610,Out-of-sample,MOFA_corr,0.6506052186526953
1611,Out-of-sample,MOFA_corr,0.12535679075901807
1612,Out-of-sample,MOFA_corr,0.7549899644347196
1613,Out-of-sample,MOFA_corr,0.3178239867244581
1614,Out-of-sample,MOFA_corr,0.5143545881601193
1615,Out-of-sample,MOFA_corr,0.5365932555228854
1616,Out-of-sample,MOVE_corr,0.169792376213481
1617,Out-of-sample,MOVE_corr,0.41115333420332023
1618,Out-of-sample,MOVE_corr,0.5142160229196628
1619,Out-of-sample,MOVE_corr,0.42756576111548117
1620,Out-of-sample,MOVE_corr,0.0755304211708827
1621,Out-of-sample,MOVE_corr,-0.033019925019419555
1622,Out-of-sample,MOVE_corr,-0.026663021521664575
1623,Out-of-sample,MOVE_corr,0.3326644922887886
1624,Out-of-sample,MOVE_corr,-0.0753606577544953
1625,Out-of-sample,MOVE_corr,-0.09242904113678424
1626,Out-of-sample,MOVE_corr,0.029409971300325514
1627,Out-of-sample,MOVE_corr,-0.0387385044767945
1628,Out-of-sample,MOVE_corr,0.22392438914253726
1629,Out-of-sample,MOVE_corr,0.13899680800715133
1630,In-sample,MOVE_corr,0.5044131078195462
1631,In-sample,MOVE_corr,0.4777371933335807
1632,In-sample,MOVE_corr,0.6241953533022904
1633,In-sample,MOVE_corr,0.43853586446353937
1634,In-sample,MOVE_corr,0.2919652277310953
1635,In-sample,MOVE_corr,0.7016847692085714
1636,In-sample,MOVE_corr,0.5683885550965553
1637,In-sample,MOVE_corr,0.6007956596585428
1638,In-sample,MOVE_corr,0.6173379545573727
1639,In-sample,MOVE_corr,0.4806241155002511
1640,In-sample,MOVE_corr,0.561221026741126
1641,In-sample,MOVE_corr,0.5847191362346078
1642,In-sample,MOVE_corr,0.5531485124101291
1643,Out-of-sample,MOVE_corr,0.33627948551190306
1644,In-sample,MOVE_corr,0.5781030168604755
1645,In-sample,MOVE_corr,0.73533918219464
1646,In-sample,MOVE_corr,0.4387485604084456
1647,In-sample,MOVE_corr,0.455869729252656
1648,In-sample,MOVE_corr,0.5036750402522888
1649,In-sample,MOVE_corr,0.5854301755235629
1650,In-sample,MOVE_corr,0.529453694454025
1651,In-sample,MOVE_corr,0.4591902293868547
1652,In-sample,MOVE_corr,0.48868217829800514
1653,In-sample,MOVE_corr,0.6270927341257058
1654,In-sample,MOVE_corr,0.4143188251433645
1655,In-sample,MOVE_corr,0.6877725108107474
1656,In-sample,MOVE_corr,0.12437647894726939
1657,In-sample,MOVE_corr,0.5408772853770422
1658,In-sample,MOVE_corr,0.537987662534466
1659,In-sample,MOVE_corr,0.5332166586576399
1660,In-sample,MOVE_corr,0.6076717996412451
1661,In-sample,MOVE_corr,0.459521100022601
1662,In-sample,MOVE_corr,0.40562949469122644
1663,In-sample,MOVE_corr,0.5286595154944309
1664,In-sample,MOVE_corr,0.3532177459760337
1665,In-sample,MOVE_corr,0.5910839033388995
1666,In-sample,MOVE_corr,0.34346973633314754
1667,In-sample,MOVE_corr,0.47473739457178654
1668,In-sample,MOVE_corr,0.6524517117753201
1669,In-sample,MOVE_corr,0.6146543361805358
1670,In-sample,MOVE_corr,0.4588452160010794
1671,In-sample,MOVE_corr,0.41374044552897615
1672,Out-of-sample,MOVE_corr,0.007547452020229682
1673,In-sample,MOVE_corr,0.1743409127126092
1674,In-sample,MOVE_corr,0.7016490804196782
1675,In-sample,MOVE_corr,0.5437419430862147
1676,In-sample,MOVE_corr,0.36656216991073853
1677,Out-of-sample,MOVE_corr,0.00793117232928537
1678,Out-of-sample,MOVE_corr,0.1185381352253652
1679,Out-of-sample,MOVE_corr,0.054457800187497046
1680,Out-of-sample,MOVE_corr,0.28962706165389396
1681,Out-of-sample,MOVE_corr,0.20305286762022576
1682,Out-of-sample,MOVE_corr,0.49822330453730057
1683,Out-of-sample,MOVE_corr,0.2485435689915853
1684,Out-of-sample,MOVE_corr,0.33757495763428547
1685,Out-of-sample,MOVE_corr,0.310983171470706
1686,Out-of-sample,MOVE_corr,0.24912869095003926
1687,Out-of-sample,MOVE_corr,0.09006596661818905
1688,Out-of-sample,MOVE_corr,0.5179868431979602
1689,Out-of-sample,MOVE_corr,0.22909676237451507
1690,Out-of-sample,MOVE_corr,0.15356732240474896
1691,Out-of-sample,MOVE_corr,0.253603467400892
1692,Out-of-sample,MOVE_corr,0.051006842971328306
1693,In-sample,MOVE_corr,0.21580815282655835
1694,In-sample,MOVE_corr,0.33792813573749353
1695,In-sample,MOVE_corr,0.6330380557929507
1696,In-sample,MOVE_corr,0.36899641873063505
1697,In-sample,MOVE_corr,0.5127229823324417
1698,In-sample,MOVE_corr,0.4672641825051385
1699,In-sample,MOVE_corr,0.34064833137764516
1700,In-sample,MOVE_corr,0.6699902403252633
1701,In-sample,MOVE_corr,0.60766366073292
1702,In-sample,MOVE_corr,0.5382263774947683
1703,Out-of-sample,MOVE_corr,0.19288681359008397
1704,Out-of-sample,MOVE_corr,0.13371573420119212
1705,In-sample,MOVE_corr,0.3076753890411175
1706,In-sample,MOVE_corr,0.633999507259194
1707,In-sample,MOVE_corr,0.5301144700254234
1708,In-sample,MOVE_corr,0.4598983956284218
1709,In-sample,MOVE_corr,0.37233846260664794
1710,Out-of-sample,MOVE_corr,0.2412559754830837
1711,In-sample,MOVE_corr,0.7249432684865816
1712,In-sample,MOVE_corr,0.4282507452788243
1713,In-sample,MOVE_corr,0.5569629979025081
1714,In-sample,MOVE_corr,0.6209854978622709
1715,In-sample,MOVE_corr,0.6022954206115997
1716,In-sample,MOVE_corr,0.7065220789237834
1717,In-sample,MOVE_corr,0.5508113636834603
1718,In-sample,MOVE_corr,0.28119423652125364
1719,In-sample,MOVE_corr,0.5970196223694102
1720,In-sample,MOVE_corr,0.5069720844259945
1721,In-sample,MOVE_corr,0.5917436538757114
1722,In-sample,MOVE_corr,0.4826063558450383
1723,Out-of-sample,MOVE_corr,0.30787671613480594
1724,In-sample,MOVE_corr,0.6121578926202084
1725,In-sample,MOVE_corr,0.650115652042604
1726,In-sample,MOVE_corr,0.385872474223233
1727,Out-of-sample,MOVE_corr,0.21909276430801544
1728,In-sample,MOVE_corr,0.5427512399312606
1729,In-sample,MOVE_corr,0.7078776945200607
1730,In-sample,MOVE_corr,0.4853285846181823
1731,Out-of-sample,MOVE_corr,-0.05770284352075871
1732,In-sample,MOVE_corr,0.5781175086095489
1733,In-sample,MOVE_corr,0.5956957795304041
1734,In-sample,MOVE_corr,0.4643170103490377
1735,In-sample,MOVE_corr,0.2454853042288768
1736,In-sample,MOVE_corr,0.43046952218335843
1737,In-sample,MOVE_corr,0.4435038997227937
1738,In-sample,MOVE_corr,0.5367817888266104
1739,In-sample,MOVE_corr,0.7028701532299662
1740,In-sample,MOVE_corr,0.5038366652582345
1741,In-sample,MOVE_corr,0.49451218568281546
1742,In-sample,MOVE_corr,0.7098950832719917
1743,In-sample,MOVE_corr,0.45884227907115227
1744,In-sample,MOVE_corr,0.4372054780817288
1745,In-sample,MOVE_corr,0.4117627986897525
1746,In-sample,MOVE_corr,0.4192471836322619
1747,In-sample,MOVE_corr,0.43783837779286927
1748,In-sample,MOVE_corr,0.47403362286860495
1749,In-sample,MOVE_corr,0.6590008807510154
1750,In-sample,MOVE_corr,0.46576539697483677
1751,In-sample,MOVE_corr,0.5353978895545852
1752,In-sample,MOVE_corr,0.4705229284889513
1753,In-sample,MOVE_corr,0.7178140788207035
1754,In-sample,MOVE_corr,0.5674991164936947
1755,In-sample,MOVE_corr,0.7004976645337297
1756,In-sample,MOVE_corr,0.6604733420115643
1757,In-sample,MOVE_corr,0.48430168880527874
1758,In-sample,MOVE_corr,0.42339689357440136
1759,In-sample,MOVE_corr,0.6743151959800961
1760,In-sample,MOVE_corr,0.578362425088987
1761,In-sample,MOVE_corr,0.5367556617766953
1762,In-sample,MOVE_corr,0.599671017775973
1763,In-sample,MOVE_corr,0.45478488447225807
1764,In-sample,MOVE_corr,0.44717132520845826
1765,In-sample,MOVE_corr,0.6404173956060204
1766,In-sample,MOVE_corr,0.4228338749599021
1767,In-sample,MOVE_corr,0.6162437933194862
1768,In-sample,MOVE_corr,0.4142214175444857
1769,In-sample,MOVE_corr,0.43399913391682643
1770,In-sample,MOVE_corr,0.7499069419188873
1771,In-sample,MOVE_corr,0.6852796181045298
1772,In-sample,MOVE_corr,0.6778678299267764
