train_total,train_mse,train_kl,val_total,val_mse,val_kl,epoch
0.32049388,0.2642778,0.05621608,0.31481642,0.2624393,0.052377116,368
0.319957,0.26386383,0.05609318,0.3129698,0.26101413,0.05195566,369
0.31884113,0.26275662,0.05608452,0.31310654,0.2607301,0.05237642,370
0.31808552,0.26209015,0.055995367,0.312065,0.25994307,0.052121975,371
0.31715348,0.2612511,0.055902455,0.31036335,0.25858444,0.05177893,372
0.31575936,0.25988978,0.055869598,0.30933514,0.25751555,0.05181957,373
0.31529206,0.25956815,0.055723894,0.30820185,0.256446,0.05175581,374
0.314778,0.25906155,0.05571649,0.3076999,0.2560516,0.05164828,375
0.3128491,0.2572569,0.05559223,0.30609435,0.25467324,0.051421113,376
0.31267858,0.25703287,0.055645753,0.3059796,0.25429982,0.051679816,377
0.31278816,0.25723436,0.055553827,0.30762523,0.2562644,0.051360846,378
0.31434366,0.25879034,0.05555332,0.3092893,0.2575604,0.051728923,379
0.31471545,0.25927016,0.05544527,0.3083907,0.2568195,0.051571175,380
0.3142766,0.25884813,0.05542848,0.3085382,0.25720403,0.051334135,381
0.3137678,0.258449,0.05531884,0.30739316,0.2559503,0.05144283,382
0.31419876,0.2588464,0.055352326,0.30788597,0.25631392,0.051572062,383
0.31410027,0.2588309,0.055269368,0.30721024,0.2558794,0.051330782,384
0.31152695,0.25633922,0.05518775,0.30479485,0.2536075,0.05118734,385
0.31069747,0.25561,0.05508747,0.304493,0.25313047,0.05136256,386
0.30875194,0.25366822,0.05508366,0.30212718,0.25112656,0.051000617,387
0.30723047,0.2522644,0.054966077,0.30043033,0.2493809,0.051049393,388
0.30572894,0.25079975,0.05492922,0.2994688,0.24835786,0.051110953,389
0.3044625,0.24961625,0.054846182,0.29788333,0.24681428,0.051069066,390
0.3037383,0.24890186,0.05483647,0.29650274,0.24597077,0.050531983,391
0.3030471,0.2483646,0.054682463,0.29586396,0.24495399,0.05090994,392
0.3022258,0.24750873,0.054717094,0.29545504,0.24477993,0.05067512,393
0.301847,0.24726136,0.054585654,0.29526955,0.24441147,0.05085806,394
0.30158114,0.24695091,0.05463024,0.29556566,0.2448316,0.05073406,395
0.30235133,0.24781986,0.05453146,0.29625386,0.24565342,0.050600473,396
0.30325782,0.24885488,0.054402962,0.29752076,0.24685521,0.05066554,397
0.30372423,0.24931386,0.05441036,0.29696703,0.24631007,0.05065701,398
0.30456656,0.2501498,0.054416753,0.29918474,0.24874856,0.050436128,399
0.3054711,0.25107732,0.054393776,0.29872394,0.2480437,0.050680272,400
0.30447885,0.25021437,0.054264467,0.29862455,0.2483009,0.050323658,401
0.3027422,0.24851373,0.054228447,0.2951912,0.24474192,0.050449274,402
0.30054268,0.24634099,0.05420168,0.29370278,0.243418,0.050284818,403
0.2998118,0.24571133,0.054100465,0.29327577,0.24303831,0.050237473,404
0.29990062,0.24587937,0.054021176,0.293053,0.24294308,0.05010995,405
0.29967165,0.24572201,0.053949606,0.29336917,0.2433418,0.050027363,406
0.29997998,0.24597912,0.05400092,0.2928619,0.24265437,0.050207537,407
0.29959318,0.24572025,0.053872935,0.29401538,0.24426392,0.049751475,408
0.29961783,0.24578942,0.053828422,0.29324022,0.24311513,0.050125122,409
0.29926628,0.24547829,0.053787977,0.29405668,0.24403949,0.050017204,410
0.29942387,0.2456778,0.05374604,0.29192582,0.24232942,0.049596407,411
0.29954427,0.24579154,0.05375271,0.29277417,0.24287254,0.04990167,412
0.29872298,0.24506068,0.05366235,0.29206344,0.24240094,0.0496625,413
0.29664233,0.2430742,0.053568125,0.2906154,0.24097924,0.049636204,414
0.29532236,0.2418021,0.053520262,0.28872603,0.23876433,0.04996172,415
0.29585254,0.24236076,0.053491794,0.2898659,0.24042168,0.04944423,416
0.29469466,0.24127316,0.053421497,0.28748307,0.23778269,0.04970034,417
0.29355958,0.2401918,0.053367786,0.2864779,0.2369113,0.049566586,418
0.2921978,0.23887143,0.05332641,0.28660136,0.23682325,0.049778167,419
0.2917266,0.23844749,0.05327913,0.2853252,0.23585856,0.04946665,420
0.2921187,0.2388818,0.05323692,0.28529286,0.23591626,0.04937659,421
0.2916617,0.23856872,0.053092983,0.28528228,0.23600681,0.049275476,422
0.29240626,0.23930652,0.053099737,0.286613,0.23727104,0.04934196,423
0.29316273,0.24004129,0.053121425,0.2869144,0.23788375,0.049030684,424
0.29295692,0.23984322,0.05311365,0.2875208,0.2383458,0.04917499,425
0.29286996,0.23987342,0.052996475,0.28615528,0.23658769,0.049567614,426
0.29161683,0.23867798,0.052938864,0.28518456,0.23589446,0.04929014,427
0.2920616,0.2392672,0.052794363,0.2853185,0.23644799,0.048870478,428
0.2896356,0.23677352,0.05286204,0.2829918,0.23389876,0.049093064,429
0.2892585,0.23650482,0.052753676,0.28358886,0.23488288,0.048706003,430
0.29002833,0.23724827,0.05278004,0.28366497,0.23448962,0.049175326,431
0.29077864,0.2380734,0.052705247,0.28415543,0.23527053,0.04888488,432
0.29014185,0.23747475,0.05266711,0.28396073,0.23548265,0.048478097,433
0.28966832,0.23701167,0.05265667,0.2836485,0.23461421,0.04903429,434
0.28793344,0.23539287,0.05254058,0.28155932,0.23284876,0.048710566,435
0.28769064,0.23515831,0.052532375,0.28153333,0.2327335,0.048799798,436
0.2889702,0.23647758,0.05249266,0.28318438,0.2345839,0.048600502,437
0.28891504,0.23648979,0.05242526,0.28266773,0.23401281,0.048654895,438
0.28740078,0.23500115,0.052399654,0.2811343,0.2326748,0.048459522,439
0.28628698,0.23393787,0.052349083,0.28061604,0.23212819,0.04848784,440
0.2859867,0.23376042,0.05222628,0.2789365,0.23042618,0.048510313,441
0.28563505,0.23339866,0.05223638,0.27991262,0.23143247,0.048480134,442
0.28376114,0.2316248,0.05213638,0.2771316,0.22879823,0.04833336,443
0.2828621,0.23071815,0.052143972,0.27544802,0.22705239,0.048395656,444
0.28133044,0.22930652,0.052023914,0.27422395,0.22596909,0.04825484,445
0.28104022,0.22899303,0.052047186,0.2738906,0.22557119,0.04831946,446
0.27944955,0.22747602,0.051973525,0.27275518,0.22432595,0.04842926,447
0.2789126,0.22694749,0.051965162,0.27233225,0.2240868,0.04824547,448
0.27861243,0.22675727,0.05185519,0.2724505,0.22411074,0.04833977,449
0.2798658,0.22794503,0.051920746,0.27449328,0.22617415,0.04831909,450
0.27962446,0.2278123,0.051812146,0.27285802,0.22476523,0.048092812,451
0.27858502,0.2268,0.051785,0.27235258,0.2242585,0.0480941,452
0.27780846,0.22611491,0.051693544,0.27126497,0.22311245,0.048152547,453
0.2771755,0.2254763,0.051699217,0.27062437,0.22237787,0.04824649,454
0.27712363,0.22545017,0.05167345,0.26991594,0.22182348,0.048092477,455
0.27685022,0.22527297,0.051577292,0.2705538,0.22250831,0.048045475,456
0.2765152,0.2249767,0.05153846,0.26959643,0.22182637,0.047770087,457
0.27660844,0.22504993,0.051558536,0.27037436,0.22243123,0.047943108,458
0.2776394,0.2261065,0.05153289,0.27141386,0.22350979,0.047904056,459
0.2788554,0.22732921,0.051526185,0.27207115,0.22437066,0.047700457,460
0.27786765,0.22647819,0.05138945,0.27098632,0.22325309,0.047733266,461
0.2777341,0.22642623,0.05130787,0.27257863,0.22503012,0.047548495,462
0.27985367,0.22854659,0.05130708,0.27413967,0.22640498,0.047734685,463
0.2790993,0.22776276,0.051336564,0.2730945,0.22554141,0.047553092,464
0.27971718,0.2284395,0.051277697,0.27463192,0.22704,0.04759195,465
0.2792316,0.22798146,0.051250145,0.27287915,0.2251863,0.047692854,466
0.27679005,0.22560641,0.051183634,0.26989937,0.22247753,0.047421854,467
0.27575392,0.22468469,0.051069252,0.26970714,0.22205387,0.04765323,468
0.27622062,0.22511955,0.05110105,0.27043587,0.22296283,0.047473073,469
0.2894709,0.23810047,0.051370442,0.28103846,0.23308738,0.04795111,470
0.30472615,0.25300196,0.051724184,0.30446714,0.2564442,0.048022956,471
0.31517002,0.26301503,0.052154962,0.31028178,0.26150572,0.048776116,472
0.30959222,0.2577166,0.05187562,0.30283946,0.2541928,0.04864666,473
0.30445677,0.25249502,0.051961794,0.2950069,0.2468572,0.048149697,474
0.2907367,0.23920411,0.051532574,0.28274164,0.23492159,0.047820058,475
0.28634766,0.2349673,0.05138034,0.27880183,0.23103845,0.04776337,476
0.2763056,0.2251376,0.051167976,0.2687694,0.22108321,0.04768625,477
0.2692932,0.2181932,0.05109997,0.26120105,0.21398415,0.0472169,478
0.26499635,0.21415485,0.05084148,0.25720417,0.20990837,0.047295786,479
0.2618282,0.21094608,0.05088216,0.25446832,0.20726264,0.047205683,480
0.2602917,0.2094728,0.050818905,0.25301957,0.20573139,0.047288146,481
0.25969264,0.20896809,0.050724573,0.25207743,0.20497687,0.047100537,482
0.25950086,0.20882866,0.050672248,0.25191393,0.20494482,0.04696917,483
0.25938994,0.20874102,0.05064897,0.2523724,0.20529856,0.04707389,484
0.26035896,0.20969968,0.050659288,0.25276184,0.20559874,0.047163088,485
0.2608146,0.21016136,0.050653223,0.2540745,0.20720214,0.04687236,486
0.26210445,0.21148579,0.050618634,0.25513273,0.20818612,0.046946604,487
0.2624113,0.21184914,0.050562125,0.25587955,0.20881353,0.047066,488
0.26236802,0.21193874,0.050429326,0.25526193,0.20834698,0.04691497,489
0.2626259,0.21213172,0.050494183,0.25656727,0.20936462,0.04720269,490
0.26484317,0.21435918,0.050483987,0.25868997,0.21178468,0.04690527,491
0.26579985,0.21536054,0.05043933,0.25958622,0.21276887,0.046817347,492
0.26422483,0.2138807,0.05034414,0.25750825,0.21068661,0.04682164,493
0.26282343,0.212574,0.05024941,0.25677887,0.2101494,0.04662949,494
0.2628881,0.21264096,0.050247144,0.2556722,0.20890644,0.046765737,495
0.2628992,0.21270393,0.05019526,0.2566294,0.21010533,0.046524066,496
0.2636351,0.21349129,0.05014373,0.25657645,0.21014412,0.0464323,497
0.2653556,0.21524845,0.05010714,0.2592952,0.21273959,0.046555575,498
0.26227337,0.2122115,0.05006184,0.25538462,0.20907445,0.046310175,499
