,corr,pval,len,sample,impute
581,0.5970622645012862,0.0,4576,SIDM00401,vae_imputed
869,0.6113871264800025,0.0,4571,SIDM00875,vae_imputed
868,0.7019721974954223,0.0,2899,SIDM00875,original
237,0.5407113853920238,0.0,4560,SIDM00318,vae_imputed
238,0.5326519652447959,0.0,4560,SIDM00318,mofa_imputed
862,0.583692144176381,0.0,4583,SIDM01059,mofa_imputed
861,0.569025450412669,0.0,4583,SIDM01059,vae_imputed
860,0.6359510826662341,0.0,3337,SIDM01059,original
850,0.5756291154416131,0.0,4584,SIDM01090,mofa_imputed
849,0.5757572278445839,0.0,4584,SIDM01090,vae_imputed
848,0.6053836939491636,0.0,3319,SIDM01090,original
513,0.5830832263425169,0.0,4546,SIDM00116,vae_imputed
838,0.5951423868437028,0.0,4568,SIDM00447,mofa_imputed
837,0.6097750217174063,0.0,4568,SIDM00447,vae_imputed
836,0.6698752295043181,0.0,3057,SIDM00447,original
834,0.6129581728725981,0.0,4572,SIDM01197,mofa_imputed
833,0.5966272808166029,0.0,4572,SIDM01197,vae_imputed
832,0.6294729812962516,0.0,3179,SIDM01197,original
822,0.5389291866488117,0.0,4576,SIDM00277,mofa_imputed
798,0.5930653874104739,0.0,4515,SIDM01089,mofa_imputed
797,0.5903042594940784,0.0,4515,SIDM01089,vae_imputed
778,0.5536342742568299,0.0,4575,SIDM00713,mofa_imputed
777,0.5436574925352978,0.0,4575,SIDM00713,vae_imputed
297,0.5390140025663306,0.0,4589,SIDM00522,vae_imputed
298,0.5476537593318769,0.0,4589,SIDM00522,mofa_imputed
774,0.547449072250907,0.0,4504,SIDM00568,mofa_imputed
301,0.5520777802313502,0.0,4515,SIDM00996,vae_imputed
302,0.5627799823319103,0.0,4515,SIDM00996,mofa_imputed
870,0.6239603072980706,0.0,4571,SIDM00875,mofa_imputed
880,0.5762639034646589,0.0,3810,SIDM00107,original
881,0.5531693354642083,0.0,4554,SIDM00107,vae_imputed
882,0.5564830036646776,0.0,4554,SIDM00107,mofa_imputed
136,0.6427293348697198,0.0,3187,SIDM00505,original
137,0.6060933925508005,0.0,4529,SIDM00505,vae_imputed
138,0.6281238811118337,0.0,4529,SIDM00505,mofa_imputed
984,0.5969080840226061,0.0,3473,SIDM00672,original
979,0.5632034442727183,0.0,4554,SIDM00772,mean
148,0.6617939171893192,0.0,3203,SIDM01060,original
149,0.5954308882891775,0.0,4568,SIDM01060,vae_imputed
150,0.6221829811774056,0.0,4568,SIDM01060,mofa_imputed
978,0.6123642927328511,0.0,4554,SIDM00772,mofa_imputed
977,0.6195860564712175,0.0,4554,SIDM00772,vae_imputed
976,0.6666076561317998,0.0,3243,SIDM00772,original
949,0.5353475352292817,0.0,4585,SIDM00046,vae_imputed
948,0.6349554513623169,0.0,3153,SIDM00046,original
773,0.5400872797369805,0.0,4504,SIDM00568,vae_imputed
942,0.5384143428594709,0.0,4559,SIDM00560,mofa_imputed
930,0.5961465647475225,0.0,4514,SIDM01139,mofa_imputed
929,0.5777465503017376,0.0,4514,SIDM01139,vae_imputed
902,0.6474807463468297,0.0,4568,SIDM01076,mofa_imputed
901,0.6417506150304577,0.0,4568,SIDM01076,vae_imputed
900,0.6989363111740632,0.0,3248,SIDM01076,original
898,0.5408770149683761,0.0,4589,SIDM00541,mofa_imputed
897,0.5266701858257183,0.0,4589,SIDM00541,vae_imputed
894,0.6577767614807343,0.0,4589,SIDM00081,mofa_imputed
893,0.6461468390294499,0.0,4589,SIDM00081,vae_imputed
892,0.6862830274563594,0.0,3027,SIDM00081,original
212,0.7238874596245541,0.0,3290,SIDM00407,original
213,0.6688214357496028,0.0,4515,SIDM00407,vae_imputed
214,0.6781185195027545,0.0,4515,SIDM00407,mofa_imputed
178,0.5260552817197132,0.0,4577,SIDM00856,mofa_imputed
328,0.6449396292578021,0.0,2821,SIDM00589,original
329,0.6156325584608482,0.0,4559,SIDM00589,vae_imputed
330,0.617582648422356,0.0,4559,SIDM00589,mofa_imputed
595,0.5322915409276217,0.0,4572,SIDM00761,mean
436,0.6414547438962703,0.0,3121,SIDM00435,original
437,0.572627423675323,0.0,4560,SIDM00435,vae_imputed
438,0.5870027554391194,0.0,4560,SIDM00435,mofa_imputed
594,0.5756485943947314,0.0,4572,SIDM00761,mofa_imputed
593,0.5808851097123943,0.0,4572,SIDM00761,vae_imputed
