,corr,pval,len,sample,impute
718,0.5826436283026599,0.0,4560,SIDM00435,mofa_imputed
654,0.646113394249028,0.0,4589,SIDM00081,mofa_imputed
653,0.6351542259269181,0.0,4589,SIDM00081,vae_imputed
652,0.6862830274563594,0.0,3027,SIDM00081,original
644,0.5782079691800307,0.0,3657,SIDM00783,original
631,0.5618061992492462,0.0,4560,SIDM00898,mean
630,0.5758492498651557,0.0,4560,SIDM00898,mofa_imputed
629,0.5950847650315145,0.0,4560,SIDM00898,vae_imputed
698,0.5306344281219649,0.0,4589,SIDM00522,mofa_imputed
628,0.7103722390913589,0.0,3157,SIDM00898,original
625,0.5540563530312861,0.0,4586,SIDM01033,vae_imputed
622,0.5892937885390627,0.0,4575,SIDM00335,mofa_imputed
621,0.5802286131240497,0.0,4575,SIDM00335,vae_imputed
620,0.6583311319116111,0.0,3314,SIDM00335,original
610,0.547347289528683,0.0,4504,SIDM01038,mofa_imputed
609,0.5894554595581807,0.0,4504,SIDM01038,vae_imputed
605,0.5492999116988155,0.0,4560,SIDM01082,vae_imputed
626,0.5529743851843378,0.0,4586,SIDM01033,mofa_imputed
716,0.6414547438962701,0.0,3121,SIDM00435,original
114,0.6140525089744131,0.0,4529,SIDM00505,mofa_imputed
113,0.5857553860806403,0.0,4529,SIDM00505,vae_imputed
790,0.5263178988675989,0.0,4591,SIDM00749,mofa_imputed
782,0.5684738529845778,0.0,4568,SIDM00548,mofa_imputed
781,0.5403642535981442,0.0,4568,SIDM00548,vae_imputed
92,0.7020830311664444,0.0,3090,SIDM00607,original
93,0.60224183048361,0.0,4504,SIDM00607,vae_imputed
94,0.6098621555493318,0.0,4504,SIDM00607,mofa_imputed
96,0.6617939171893195,0.0,3203,SIDM01060,original
97,0.5973612867297654,0.0,4568,SIDM01060,vae_imputed
98,0.6059450032836147,0.0,4568,SIDM01060,mofa_imputed
771,0.5463690453716828,0.0,4591,SIDM00651,mean
770,0.6039651100827748,0.0,4591,SIDM00651,mofa_imputed
769,0.6150366367533252,0.0,4591,SIDM00651,vae_imputed
768,0.6712423027420451,0.0,3413,SIDM00651,original
225,0.5953135519236622,0.0,4560,SIDM00611,vae_imputed
