,corr,pval,len,sample,impute
581,0.5625508220925005,0.0,4120,SIDM00247,vae_imputed
820,0.6111496301876668,0.0,3241,SIDM01090,original
821,0.5980941810312936,0.0,4138,SIDM01090,vae_imputed
822,0.5771527648452963,0.0,4138,SIDM01090,mofa_imputed
1054,0.5491430692677793,0.0,4135,SIDM00522,mofa_imputed
1053,0.5722565342362652,0.0,4135,SIDM00522,vae_imputed
363,0.5548811111206627,0.0,4097,SIDM00407,mean
362,0.6483182718129421,0.0,4097,SIDM00407,mofa_imputed
1049,0.5916262936400895,0.0,4106,SIDM00107,vae_imputed
1048,0.5937229785947846,0.0,3642,SIDM00107,original
361,0.7256775138658657,0.0,4097,SIDM00407,vae_imputed
360,0.7398788396257203,0.0,3153,SIDM00407,original
350,0.6417953925233951,0.0,4123,SIDM00875,mofa_imputed
349,0.6696740252948439,0.0,4123,SIDM00875,vae_imputed
348,0.7156853895043767,0.0,2836,SIDM00875,original
345,0.5522224503711908,0.0,4136,SIDM01147,vae_imputed
149,0.5624434076361141,0.0,4110,SIDM01056,vae_imputed
326,0.591197124972991,0.0,4133,SIDM01033,mofa_imputed
325,0.582513108661597,0.0,4133,SIDM01033,vae_imputed
322,0.6150501673686786,0.0,4120,SIDM00589,mofa_imputed
806,0.6315671937433655,0.0,4083,SIDM00607,mofa_imputed
805,0.6600799020937647,0.0,4083,SIDM00607,vae_imputed
804,0.7102529781317704,0.0,2993,SIDM00607,original
380,0.6400771289870839,0.0,3100,SIDM01197,original
781,0.5779031828908225,0.0,4083,SIDM00568,vae_imputed
394,0.5841492607922317,0.0,4095,SIDM01139,mofa_imputed
393,0.613823595643489,0.0,4095,SIDM01139,vae_imputed
788,0.6285908181744532,0.0,2975,SIDM00327,original
789,0.5916442858051084,0.0,4091,SIDM00327,vae_imputed
1077,0.5866295731743856,0.0,4097,SIDM00996,vae_imputed
225,0.5880049269891778,0.0,4126,SIDM00548,vae_imputed
382,0.5822987926745685,0.0,4127,SIDM01197,mofa_imputed
1074,0.5595002012499651,0.0,4120,SIDM00837,mofa_imputed
321,0.6420494178731845,0.0,4120,SIDM00589,vae_imputed
1073,0.5809942332414693,0.0,4120,SIDM00837,vae_imputed
1071,0.5798461837624065,0.0,4106,SIDM00772,mean
1070,0.6246583462635142,0.0,4106,SIDM00772,mofa_imputed
381,0.6405926809847879,0.0,4127,SIDM01197,vae_imputed
1069,0.6599948534256418,0.0,4106,SIDM00772,vae_imputed
1068,0.6721580285543955,0.0,3133,SIDM00772,original
1067,0.5622705333432763,0.0,4133,SIDM00401,mean
1066,0.597303542849457,0.0,4133,SIDM00401,mofa_imputed
1065,0.6453377427840754,0.0,4133,SIDM00401,vae_imputed
1064,0.6445973595165558,0.0,3373,SIDM00401,original
1072,0.6206647169034233,0.0,3146,SIDM00837,original
1089,0.6097826909926863,0.0,4097,SIDM01089,vae_imputed
320,0.6528613556442736,0.0,2764,SIDM00589,original
314,0.5975664088726481,0.0,4135,SIDM00676,mofa_imputed
256,0.6105840927863002,0.0,3289,SIDM00272,original
921,0.6665053164944746,0.0,4122,SIDM00447,vae_imputed
922,0.6251244774796231,0.0,4122,SIDM00447,mofa_imputed
250,0.5995656688277026,0.0,4133,SIDM00124,mofa_imputed
249,0.5904574702215877,0.0,4133,SIDM00124,vae_imputed
923,0.562041065425787,0.0,4122,SIDM00447,mean
245,0.5729079587086467,0.0,4135,SIDM01188,vae_imputed
978,0.5828320854954284,0.0,4124,SIDM00762,mofa_imputed
977,0.5817799225723268,0.0,4124,SIDM00762,vae_imputed
976,0.6443991597005753,0.0,2768,SIDM00762,original
242,0.6649554517952322,0.0,4135,SIDM00081,mofa_imputed
241,0.6888084474513827,0.0,4135,SIDM00081,vae_imputed
240,0.6988987468758872,0.0,2935,SIDM00081,original
974,0.6100558547578739,0.0,4122,SIDM01076,mofa_imputed
