,corr,pval,len,sample,impute
910,0.551551840541456,0.0,4150,SIDM00940,mofa_imputed
784,0.6576706831381385,0.0,2935,SIDM00761,original
785,0.6202707845040059,0.0,4127,SIDM00761,vae_imputed
1042,0.6409059280246253,0.0,4129,SIDM00335,mofa_imputed
1041,0.6667056829196597,0.0,4129,SIDM00335,vae_imputed
1040,0.6777432699488862,0.0,3199,SIDM00335,original
786,0.5939858137129811,0.0,4127,SIDM00761,mofa_imputed
510,0.5921949164242769,0.0,4083,SIDM01038,mofa_imputed
509,0.6174825868832623,0.0,4083,SIDM01038,vae_imputed
787,0.5638835981118155,0.0,4127,SIDM00761,mean
801,0.5682815142881016,0.0,4129,SIDM00865,vae_imputed
494,0.5828320854954285,0.0,4124,SIDM00762,mofa_imputed
769,0.5749011405151884,0.0,4138,SIDM01030,vae_imputed
493,0.5888850788883994,0.0,4124,SIDM00762,vae_imputed
489,0.5646948994019029,0.0,4129,SIDM00046,vae_imputed
488,0.6436327426385636,0.0,3072,SIDM00046,original
485,0.5564117885584314,0.0,4134,SIDM00660,vae_imputed
212,0.6362545681411007,0.0,3423,SIDM00239,original
213,0.6370005622515014,0.0,4117,SIDM00239,vae_imputed
214,0.5690768804405915,0.0,4117,SIDM00239,mofa_imputed
215,0.5540396592185889,0.0,4117,SIDM00239,mean
816,0.6874565381535767,0.0,3295,SIDM00651,original
817,0.6643393060928036,0.0,4136,SIDM00651,vae_imputed
818,0.599342354625796,0.0,4136,SIDM00651,mofa_imputed
819,0.5781877832388261,0.0,4136,SIDM00651,mean
492,0.6443991597005752,0.0,2768,SIDM00762,original
430,0.5863260791386101,0.0,4091,SIDM01062,mofa_imputed
177,0.550789183322338,0.0,4135,SIDM00649,vae_imputed
174,0.5595002012499655,0.0,4120,SIDM00837,mofa_imputed
125,0.6009342815400771,0.0,4138,SIDM01090,vae_imputed
126,0.5771527648452964,0.0,4138,SIDM01090,mofa_imputed
129,0.5829281243904855,0.0,4133,SIDM01033,vae_imputed
130,0.5911971249729908,0.0,4133,SIDM01033,mofa_imputed
720,0.6528613556442736,0.0,2764,SIDM00589,original
721,0.6425761885606582,0.0,4120,SIDM00589,vae_imputed
722,0.6150501673686786,0.0,4120,SIDM00589,mofa_imputed
550,0.5585303787537963,0.0,4135,SIDM00749,mofa_imputed
140,0.7560272376077599,0.0,3336,SIDM00698,original
141,0.7122569054529734,0.0,4117,SIDM00698,vae_imputed
142,0.6782129130654055,0.0,4117,SIDM00698,mofa_imputed
349,0.6495436227029571,0.0,4133,SIDM00401,vae_imputed
143,0.6279831688341556,0.0,4117,SIDM00698,mean
545,0.5692592365804368,0.0,4129,SIDM00713,vae_imputed
1077,0.6837913020274031,0.0,4122,SIDM01076,vae_imputed
1076,0.715481662017035,0.0,3130,SIDM01076,original
737,0.5715572481938823,0.0,4129,SIDM00130,vae_imputed
153,0.5742294542923964,0.0,4135,SIDM00522,vae_imputed
154,0.5491430692677793,0.0,4135,SIDM00522,mofa_imputed
532,0.6067683569325677,0.0,3366,SIDM00672,original
1053,0.5779194223485578,0.0,4083,SIDM00568,vae_imputed
165,0.5598313656634961,0.0,4134,SIDM00461,vae_imputed
172,0.6206647169034231,0.0,3146,SIDM00837,original
173,0.5802792962878894,0.0,4120,SIDM00837,vae_imputed
1078,0.610055854757874,0.0,4122,SIDM01076,mofa_imputed
124,0.6111496301876665,0.0,3241,SIDM01090,original
1006,0.641795392523395,0.0,4123,SIDM00875,mofa_imputed
1005,0.6759616845788069,0.0,4123,SIDM00875,vae_imputed
876,0.6497415453725923,0.0,3116,SIDM00505,original
877,0.6279252556656523,0.0,4096,SIDM00505,vae_imputed
402,0.5914500917845819,0.0,4115,SIDM00435,mofa_imputed
401,0.6187801599050115,0.0,4115,SIDM00435,vae_imputed
400,0.6547332825783306,0.0,3016,SIDM00435,original
878,0.6259032713001224,0.0,4096,SIDM00505,mofa_imputed
397,0.5556455657643522,0.0,4135,SIDM00541,vae_imputed
938,0.5583104234777243,0.0,4124,SIDM00828,mofa_imputed
937,0.6048410038284513,0.0,4124,SIDM00828,vae_imputed
393,0.5641369123486877,0.0,4120,SIDM00247,vae_imputed
305,0.5564837008170382,0.0,4136,SIDM01147,vae_imputed
859,0.5786729096908774,0.0,4121,SIDM00453,mean
392,0.5938899306861376,0.0,3442,SIDM00247,original
897,0.5652098228723618,0.0,4136,SIDM01096,vae_imputed
359,0.6015832557025902,0.0,4119,SIDM00898,mean
358,0.5963561953929791,0.0,4119,SIDM00898,mofa_imputed
909,0.608551189516221,0.0,4150,SIDM00940,vae_imputed
908,0.6217578737022162,0.0,3733,SIDM00940,original
357,0.6521179025065352,0.0,4119,SIDM00898,vae_imputed
356,0.7232148823699597,0.0,3080,SIDM00898,original
901,0.6160108478066615,0.0,4095,SIDM01139,vae_imputed
902,0.5841492607922318,0.0,4095,SIDM01139,mofa_imputed
351,0.5622705333432763,0.0,4133,SIDM00401,mean
348,0.6445973595165558,0.0,3373,SIDM00401,original
885,0.5644766255109743,0.0,4095,SIDM01148,vae_imputed
233,0.5783395730354953,0.0,4135,SIDM01188,vae_imputed
858,0.6042212608584109,0.0,4121,SIDM00453,mofa_imputed
952,0.6345253742860005,0.0,3158,SIDM00693,original
236,0.6764218754717601,0.0,2964,SIDM00447,original
237,0.670036739374375,0.0,4122,SIDM00447,vae_imputed
238,0.6251244774796231,0.0,4122,SIDM00447,mofa_imputed
239,0.562041065425787,0.0,4122,SIDM00447,mean
1004,0.7156853895043767,0.0,2836,SIDM00875,original
986,0.5638535477736891,0.0,4122,SIDM01084,mofa_imputed
985,0.5879811321142626,0.0,4122,SIDM01084,vae_imputed
244,0.6285908181744534,0.0,2975,SIDM00327,original
245,0.5933988136705244,0.0,4091,SIDM00327,vae_imputed
249,0.5626065923612413,0.0,4122,SIDM00277,vae_imputed
429,0.5849615381677685,0.0,4091,SIDM01062,vae_imputed
416,0.6714921068497094,0.0,3129,SIDM01060,original
984,0.6552779722388169,0.0,2884,SIDM01084,original
426,0.5822987926745691,0.0,4127,SIDM01197,mofa_imputed
969,0.5684904512326178,0.0,4115,SIDM01184,vae_imputed
425,0.6438193465194681,0.0,4127,SIDM01197,vae_imputed
424,0.6400771289870838,0.0,3100,SIDM01197,original
856,0.6712104951278424,0.0,3535,SIDM00453,original
857,0.6440629177204731,0.0,4121,SIDM00453,vae_imputed
419,0.5520055112585702,0.0,4122,SIDM01060,mean
957,0.5520066541624582,0.0,4129,SIDM01111,vae_imputed
418,0.6261505051035052,0.0,4122,SIDM01060,mofa_imputed
417,0.6382827910056945,0.0,4122,SIDM01060,vae_imputed
953,0.608846791184423,0.0,4097,SIDM00693,vae_imputed
257,0.6073762995130326,0.0,4097,SIDM01089,vae_imputed
573,0.5651747257220059,0.0,4110,SIDM01056,vae_imputed
350,0.5973035428494569,0.0,4133,SIDM00401,mofa_imputed
1132,0.6988987468758868,0.0,2935,SIDM00081,original
9,0.5516249076337852,0.0,4140,SIDM00799,vae_imputed
1133,0.6898095906867766,0.0,4135,SIDM00081,vae_imputed
625,0.635732809087535,0.0,4119,SIDM00611,vae_imputed
93,0.5905682628880118,0.0,4106,SIDM00107,vae_imputed
1148,0.7102529781317704,0.0,2993,SIDM00607,original
92,0.5937229785947847,0.0,3642,SIDM00107,original
32,0.6461687141402077,0.0,3248,SIDM01059,original
33,0.6065211277656197,0.0,4129,SIDM01059,vae_imputed
590,0.585297934136555,0.0,4126,SIDM00548,mofa_imputed
90,0.6230381057992262,0.0,4110,SIDM00116,mofa_imputed
34,0.5788200701051464,0.0,4129,SIDM01059,mofa_imputed
1134,0.6649554517952321,0.0,4135,SIDM00081,mofa_imputed
1113,0.5754885343728368,0.0,4134,SIDM00677,vae_imputed
89,0.6304305520931647,0.0,4110,SIDM00116,vae_imputed
88,0.6669680205110545,0.0,2966,SIDM00116,original
36,0.6105840927863005,0.0,3289,SIDM00272,original
51,0.5798461837624065,0.0,4106,SIDM00772,mean
72,0.6897596111935426,0.0,3136,SIDM00513,original
37,0.5918250129474396,0.0,4127,SIDM00272,vae_imputed
50,0.6246583462635146,0.0,4106,SIDM00772,mofa_imputed
48,0.6721580285543953,0.0,3133,SIDM00772,original
73,0.6097729503937589,0.0,4129,SIDM00513,vae_imputed
649,0.5936263510808807,0.0,4138,SIDM00920,vae_imputed
629,0.5737716033296488,0.0,4136,SIDM00405,vae_imputed
685,0.561566027748417,0.0,4119,SIDM00318,vae_imputed
626,0.5869407392035674,0.0,4119,SIDM00611,mofa_imputed
624,0.6755148493400221,0.0,2891,SIDM00611,original
98,0.5560357012030517,0.0,4097,SIDM01137,mofa_imputed
97,0.5988969789345181,0.0,4097,SIDM01137,vae_imputed
1121,0.564891612759711,0.0,4136,SIDM00572,vae_imputed
58,0.5738838752143222,0.0,4083,SIDM01016,mofa_imputed
57,0.6211575602238768,0.0,4083,SIDM01016,vae_imputed
661,0.5589511637416769,0.0,4115,SIDM01082,vae_imputed
602,0.5975664088726481,0.0,4135,SIDM00676,mofa_imputed
