,corr,pval,len,sample,impute
358,0.6259032713001222,0.0,4096,SIDM00505,mofa_imputed
1096,0.621757873702216,0.0,3733,SIDM00940,original
361,0.55576833321123,0.0,4110,SIDM01056,vae_imputed
733,0.5683081561011241,0.0,4097,SIDM01137,vae_imputed
1087,0.5798461837624065,0.0,4106,SIDM00772,mean
1086,0.6246583462635145,0.0,4106,SIDM00772,mofa_imputed
1085,0.6488371561003602,0.0,4106,SIDM00772,vae_imputed
357,0.6106356931363648,0.0,4096,SIDM00505,vae_imputed
356,0.6497415453725925,0.0,3116,SIDM00505,original
1097,0.5861948750858748,0.0,4150,SIDM00940,vae_imputed
353,0.5547108113075904,0.0,4140,SIDM00799,vae_imputed
342,0.6649554517952322,0.0,4135,SIDM00081,mofa_imputed
1084,0.6721580285543954,0.0,3133,SIDM00772,original
341,0.6693975171888559,0.0,4135,SIDM00081,vae_imputed
340,0.698898746875887,0.0,2935,SIDM00081,original
330,0.5595002012499652,0.0,4120,SIDM00837,mofa_imputed
329,0.5641100169973821,0.0,4120,SIDM00837,vae_imputed
152,0.7154816620170348,0.0,3130,SIDM01076,original
153,0.6808785629763855,0.0,4122,SIDM01076,vae_imputed
929,0.5751585261010391,0.0,4095,SIDM01148,vae_imputed
1098,0.551551840541456,0.0,4150,SIDM00940,mofa_imputed
926,0.5788200701051464,0.0,4129,SIDM01059,mofa_imputed
925,0.6016461689407844,0.0,4129,SIDM01059,vae_imputed
1110,0.5995656688277026,0.0,4133,SIDM00124,mofa_imputed
1109,0.5614906615152729,0.0,4133,SIDM00124,vae_imputed
874,0.6315671937433655,0.0,4083,SIDM00607,mofa_imputed
97,0.5518700923849886,0.0,4135,SIDM00522,vae_imputed
98,0.5491430692677796,0.0,4135,SIDM00522,mofa_imputed
438,0.5869407392035675,0.0,4119,SIDM00611,mofa_imputed
437,0.6144730423616808,0.0,4119,SIDM00611,vae_imputed
436,0.6755148493400224,0.0,2891,SIDM00611,original
430,0.573883875214322,0.0,4083,SIDM01016,mofa_imputed
429,0.6122263501825735,0.0,4083,SIDM01016,vae_imputed
425,0.6066382820060914,0.0,4097,SIDM01089,vae_imputed
409,0.5808657630124078,0.0,4136,SIDM00405,vae_imputed
229,0.7012656514205922,0.0,4117,SIDM00698,vae_imputed
390,0.5841492607922314,0.0,4095,SIDM01139,mofa_imputed
