,corr,pval,len,sample,impute
787,0.5444227074172503,0.0,4557,SIDM00453,mean
1116,0.6503257452346058,0.0,2950,SIDM01084,original
269,0.5950341106578698,0.0,4559,SIDM00239,vae_imputed
104,0.6617939171893195,0.0,3203,SIDM01060,original
105,0.6129445058620974,0.0,4568,SIDM01060,vae_imputed
106,0.6191181608215568,0.0,4196,SIDM01060,mofa_imputed
268,0.6125307848965661,0.0,3543,SIDM00239,original
1053,0.5416596112746452,0.0,4560,SIDM00318,vae_imputed
1117,0.5702533073485778,0.0,4576,SIDM01084,vae_imputed
548,0.5965740100399333,0.0,3907,SIDM00940,original
113,0.5914835132597924,0.0,4515,SIDM01089,vae_imputed
253,0.5292200090682361,0.0,4582,SIDM00660,vae_imputed
709,0.5627697847376372,0.0,4575,SIDM00713,vae_imputed
1069,0.5422345515880127,0.0,4591,SIDM01096,vae_imputed
245,0.5307462372170009,0.0,4575,SIDM01111,vae_imputed
817,0.5597547527313975,0.0,4554,SIDM00107,vae_imputed
1073,0.5746380584058058,0.0,4515,SIDM01137,vae_imputed
549,0.5785706683967315,0.0,4613,SIDM00940,vae_imputed
233,0.5486198455612975,0.0,4582,SIDM01030,vae_imputed
1118,0.561000364997616,0.0,4188,SIDM01084,mofa_imputed
546,0.6260616352561615,0.0,4244,SIDM00335,mofa_imputed
1093,0.6147207996363889,0.0,4559,SIDM00589,vae_imputed
293,0.6130260084588786,0.0,4572,SIDM01197,vae_imputed
1132,0.6698752295043182,0.0,3057,SIDM00447,original
292,0.6294729812962516,0.0,3179,SIDM01197,original
1130,0.5708956850690635,0.0,4178,SIDM01139,mofa_imputed
1129,0.584111379165773,0.0,4514,SIDM01139,vae_imputed
544,0.6583311319116113,0.0,3314,SIDM00335,original
270,0.5468997461080372,0.0,4237,SIDM00239,mofa_imputed
88,0.6282655596728028,0.0,3476,SIDM00401,original
90,0.5824727444897799,0.0,4236,SIDM00401,mofa_imputed
545,0.6043790288950117,0.0,4575,SIDM00335,vae_imputed
816,0.5762639034646588,0.0,3810,SIDM00107,original
278,0.6223010558418802,0.0,4196,SIDM00116,mofa_imputed
277,0.6076677877290032,0.0,4546,SIDM00116,vae_imputed
276,0.6642379357081067,0.0,3052,SIDM00116,original
97,0.5388071879961976,0.0,4560,SIDM01184,vae_imputed
89,0.6075443239656799,0.0,4576,SIDM00401,vae_imputed
917,0.5311444085372602,0.0,4591,SIDM00749,vae_imputed
230,0.5983335619110802,0.0,4181,SIDM00124,mofa_imputed
1074,0.5565703932745223,0.0,4160,SIDM01137,mofa_imputed
188,0.7415818893935291,0.0,3481,SIDM00698,original
640,0.6989363111740632,0.0,3248,SIDM01076,original
641,0.6597949193515027,0.0,4568,SIDM01076,vae_imputed
642,0.5993226741868267,0.0,4240,SIDM01076,mofa_imputed
673,0.5583686852433825,0.0,4507,SIDM00327,vae_imputed
672,0.620385117967108,0.0,3057,SIDM00327,original
152,0.6666076561318,0.0,3243,SIDM00772,original
189,0.6794647268476005,0.0,4559,SIDM00698,vae_imputed
153,0.6327145652763738,0.0,4554,SIDM00772,vae_imputed
155,0.5632034442727182,0.0,4554,SIDM00772,mean
865,0.5765732854238516,0.0,4583,SIDM01059,vae_imputed
178,0.6256817695797431,0.0,4180,SIDM00607,mofa_imputed
177,0.6192535223866633,0.0,4504,SIDM00607,vae_imputed
176,0.7020830311664445,0.0,3090,SIDM00607,original
864,0.6359510826662335,0.0,3337,SIDM01059,original
1092,0.6449396292578022,0.0,2821,SIDM00589,original
154,0.6201075805207291,0.0,4216,SIDM00772,mofa_imputed
229,0.5564822172285502,0.0,4576,SIDM00124,vae_imputed
190,0.6674802534127311,0.0,4262,SIDM00698,mofa_imputed
142,0.5892223018140983,0.0,4152,SIDM01038,mofa_imputed
592,0.7103722390913589,0.0,3157,SIDM00898,original
125,0.5432275114807646,0.0,4589,SIDM00541,vae_imputed
593,0.6047023631949648,0.0,4560,SIDM00898,vae_imputed
222,0.5826001824176309,0.0,4220,SIDM00435,mofa_imputed
221,0.5930501169765474,0.0,4560,SIDM00435,vae_imputed
220,0.6414547438962701,0.0,3121,SIDM00435,original
594,0.5865215636871018,0.0,4196,SIDM00898,mofa_imputed
191,0.5915000133960351,0.0,4559,SIDM00698,mean
595,0.5618061992492462,0.0,4560,SIDM00898,mean
882,0.5462153635468837,0.0,4187,SIDM01056,mofa_imputed
