y_id,x_id,n_orig,beta_orig,lr_orig,covs_orig,pval_orig,fdr_orig,n_vae,beta_vae,lr_vae,covs_vae,pval_vae,fdr_vae,log10p_orig,log10p_vae,diff_log10p
SOX10,NPRL2,706.0,-0.0529797212624985,8.518510789675474,16.0,0.0035155205201572,0.3304589288947847,1523.0,-0.0767160481353024,49.07413409856508,19.0,2.464689744090631e-12,6.530680604379722e-09,2.4540103627364407,11.608237742070228,9.154227379333788
SOX10,TFG,706.0,-0.0460514465673762,8.733744786777152,16.0,0.0031237428046925,0.2561134285209857,1523.0,-0.0719353954595758,49.23277363851412,19.0,2.273208511243537e-12,1.2795890709789869e-08,2.5053247312291402,11.64336072655869,9.138035995329549
GET4,HIF1A,706.0,0.0384587017090209,10.212276614903658,16.0,0.0013950885090197,0.2142706476085506,1523.0,0.0523004893273051,50.49757094777669,19.0,1.1931237632639809e-12,3.3580468317064733e-09,2.855398238440935,11.923314504431273,9.067916265990338
EFR3A,CRLF2,706.0,0.0381316366732369,2.8016513377483534,16.0,0.0941672756428698,0.9745630039588716,1523.0,0.0562286499571262,42.162331515720325,19.0,8.400257008214603e-11,1.1821261674810005e-07,1.0260999939891666,10.075707426373606,9.04960743238444
SOX10,RHOA,706.0,-0.0452918902855996,6.609220758164611,16.0,0.0101452046679027,0.4356274482516406,1523.0,-0.0743948662589203,45.98782350993133,19.0,1.1899026713389616e-11,1.339592427393403e-08,1.9937391871477204,10.924488560480656,8.930749373332935
SOX10,MYD88,706.0,-0.0444076990761637,6.816455818952363,16.0,0.009032164149,0.5299125162696267,1523.0,-0.0709748823810269,45.990530725192,19.0,1.1882595026685162e-11,6.68871274052108e-08,2.044208178218041,10.925088703908862,8.880880525690822
MDM2,FUBP1,706.0,0.0553872864175529,8.223285908186199,16.0,0.0041356248916911,0.3020323875818931,1523.0,0.0886958172496015,47.426420658805,19.0,5.710776136695697e-12,1.0715319624486691e-08,2.3834588593861743,11.243304863912151,8.859846004525977
MDM4,APC,706.0,-0.0361742675757232,6.276455652323875,16.0,0.0122352571757011,0.3519924878373072,1523.0,-0.0553218521768777,45.19370604341111,19.0,1.784777611368404e-11,1.1162792415991941e-08,1.9123868976800678,10.748415890572797,8.836028992892729
BRAF,MYD88,706.0,-0.0336908965256854,4.55561903786338,16.0,0.0328109007958993,0.6659864006186976,1523.0,-0.0618498436586204,43.21566136594174,19.0,4.9026679321822223e-11,1.3798558895126865e-07,1.4839818462577148,10.309567521419284,8.82558567516157
MDM4,LOX,706.0,-0.0366396472306496,6.648050973110912,16.0,0.009926434986372,0.3256799439988739,1523.0,-0.054553198657731,45.553154949659984,19.0,1.4855221199875505e-11,5.226252508381201e-09,2.0032066975003877,10.828120877002688,8.8249141795023
SOX10,PBRM1,706.0,-0.0543927549436227,9.317299726061265,16.0,0.0022700028303871,0.2892488050986691,1523.0,-0.0767985196714396,48.43701839479945,19.0,3.4106865311293145e-12,9.599377241863457e-09,2.6439736012999466,11.467158193831143,8.823184592531195
PPM1D,CSF3R,706.0,0.0391554191459542,6.575890675614119,16.0,0.0103369263201237,0.2661913271837855,1523.0,0.0589112053588158,45.43749099710385,19.0,1.575887926049654e-11,2.9568910452445014e-08,1.9856085792936262,10.802474671890199,8.816866092596573
PPM1D,ARID1A,706.0,0.0362167633457213,6.253664643654247,16.0,0.0123936639476141,0.3072912643154408,1523.0,0.0578070131518783,45.065225954043854,19.0,1.9057969748946368e-11,2.6819327929204783e-08,1.9068002838580729,10.719923366750846,8.813123082892773
UBE2D3,SPEN,706.0,0.0581537387277721,9.281199226564697,16.0,0.0023151780558661,0.1914696774856261,1523.0,0.0791780752251221,48.14409093177437,19.0,3.960205933949828e-12,1.8576666001836318e-09,2.635415602613008,11.402282229818772,8.766866627205763
DUSP4,FHIT,706.0,-0.0412297036698237,9.30375857743502,16.0,0.0022868421177363,0.3053088073919928,1523.0,-0.0506199013531074,47.98177343120551,19.0,4.301997596510016e-12,4.0359907451258135e-09,2.6407638177993675,11.366329836585173,8.725566018785806
USP7,PRDM16,706.0,0.046064298281232,6.027326820839789,16.0,0.0140860499430723,0.1924249688441727,1523.0,0.0728175933008046,43.91016234413655,19.0,3.4379917401934025e-11,1.7593141368680602e-08,1.8512107761195886,10.463695171044177,8.61248439492459
CDK6,SPEN,706.0,0.0639364301418758,9.919455971891466,16.0,0.0016354071432865,0.175826710492598,1523.0,0.0846719152801197,47.97588978204203,19.0,4.3149264869755595e-12,1.868363168860417e-09,2.7863741096271233,11.365026598922775,8.578652489295651
ITGAV,TGFBR2,706.0,-0.0610033546389674,10.793689273818927,16.0,0.001018467007867,0.3893259882073007,1523.0,-0.0709839508886118,48.77924948370128,19.0,2.864545179856963e-12,5.3748416058049485e-09,2.992053034934196,11.542944323629822,8.550891288695626
MDM2,EPS15,706.0,0.0272128194166789,1.755179141089684,16.0,0.1852269647161578,0.7561894778754075,1523.0,0.07873377402273,38.49539735637063,19.0,5.488296457897115e-10,1.0297873587167622e-06,0.7322957899273282,9.260562437652714,8.528266647725387
KRTAP4-2,EPHA2,706.0,0.0414253414941858,9.526815819815964,16.0,0.0020249113870556,0.1802109820221717,1523.0,0.0525224706652706,47.243769438003255,19.0,6.268492285704683e-12,4.410667884528958e-09,2.6935939773652757,11.202836904263156,8.50924292689788
SOX10,CACNA1D,706.0,-0.0580269298893192,10.252180999474149,16.0,0.001365230961967,0.249157445500272,1523.0,-0.078794498548824,48.00692788978995,19.0,4.247158266762662e-12,1.1953626941803512e-08,2.864793870950871,11.371901555091023,8.507107684140152
MDM2,CSF3R,706.0,0.0426453210746586,3.451686230589303,16.0,0.0631872751882603,0.4634524358390188,1523.0,0.0881314240206376,40.441793612614674,19.0,2.025614544254276e-10,1.62888346708676e-07,1.199370372222933,9.693443193343871,8.494072821120938
