y_id,x_id,n_orig,beta_orig,lr_orig,covs_orig,pval_orig,fdr_orig,n_vae,beta_vae,lr_vae,covs_vae,pval_vae,fdr_vae,log10p_orig,log10p_vae,diff_log10p
TUBB4B,RALGDS,706.0,-0.0477060659149431,10.05156571375528,16.0,0.0015221851547043,0.3974636263704303,1523.0,-0.0536905467068407,38.37147171619108,19.0,5.848108421297153e-10,1.0973000767827227e-06,2.817532517883683,9.232984584351396,6.415452066467713
CDK6,TAF15,706.0,-0.0459128061321738,4.86048036949137,16.0,0.027478684218796,0.6000287290437387,1523.0,-0.072720862444886,32.62969790654006,19.0,1.1149799556304682e-08,4.184148113495937e-06,1.561004066743394,7.952732940003559,6.391728873260165
CFLAR,FGFR4,706.0,-0.0466459342933909,3.930720338006722,16.0,0.0474116318189964,0.7279452327098859,1523.0,-0.0772206922348024,31.5590414829494,19.0,1.9346747121656993e-08,1.0242107549246874e-05,1.3241150968263804,7.7133920449019815,6.389276948075601
CCND1,AFDN,706.0,0.0780680461375245,5.480805016170052,16.0,0.0192264026581884,0.5991532219676761,1523.0,0.1120730059551184,33.24256290335188,19.0,8.135028472478431e-09,1.2693460944629473e-05,1.7161019665075528,8.089640922700248,6.373538956192695
KRTAP4-2,ARID1A,706.0,0.0459404742471507,10.191885621919027,16.0,0.0014105999659751,0.1706466745841507,1523.0,0.0503733077623976,38.31503943377538,19.0,6.019692196814622e-10,4.0983815540612085e-07,2.850596130966978,9.22042571482897,6.369829583861992
NDUFS5,ID3,706.0,0.0468502352501616,8.99009578922005,16.0,0.002714467712191,0.1929515437401228,1523.0,0.0523150870481661,37.01203342397093,19.0,1.1740245573810532e-09,4.405722822331967e-07,2.566315319784937,8.930322818741269,6.364007498956331
USP7,EPHA2,706.0,0.0367488731001781,3.4345891330090126,16.0,0.0638444635122517,0.525228341146702,1523.0,0.0651021796830788,30.848416244622967,19.0,2.7898971787046264e-08,3.7402676407885618e-06,1.1948767580768522,7.554411802297752,6.3595350442209
HNF1B,LASP1,706.0,-0.052472661167688,8.734216286220317,16.0,0.0031229351506608,0.3795536875806234,1523.0,-0.0642297683567276,36.713605105353054,19.0,1.3682123341688015e-09,8.557408032262427e-07,2.50543703402231,8.863846498813308,6.358409464790998
USP7,CASZ1,706.0,0.0387291422896058,3.4891285887615595,16.0,0.0617730934939598,0.5175941326269348,1523.0,0.0652389103457384,30.89462068328612,19.0,2.7242584707214027e-08,5.679574419144732e-06,1.2092006493711265,7.564751690047521,6.355551040676394
UBE2D3,PAX7,706.0,0.0493428784665077,5.833887681452325,16.0,0.0157203455776626,0.3269907915682627,1523.0,0.0699358255800728,33.547892733442495,19.0,6.953066341271353e-09,1.304627014500548e-06,1.80353791117051,8.157823626861958,6.354285715691448
MRPL33,LOX,706.0,0.0620860164153169,10.165963210667542,16.0,0.0014305715673785,0.1302047201166453,1523.0,0.0694281376630181,38.21672796277835,19.0,6.330737334628707e-10,1.2288179467801726e-07,2.844490410812162,9.198545705194025,6.354055294381864
E2F3,RBFOX1,706.0,0.0434904015274437,10.758610244012289,16.0,0.0010379529489765,0.2514769947647031,1523.0,0.0500829160543914,38.82904746763688,19.0,4.6259266322246174e-10,5.207868202558475e-07,2.98382233286811,9.334801259475618,6.3509789266075085
EIF6,P2RY8,706.0,-0.0345791705336857,1.9906499532630733,16.0,0.1582729376197873,0.9955557399284234,1523.0,-0.0518277084290299,29.01497909237696,19.0,7.182079821963629e-08,2.8877090941309477e-05,0.8005933368567616,7.143749772414388,6.343156435557627
TRPM7,PICALM,706.0,-0.0385599343298266,7.767067102694909,16.0,0.0053207371142297,0.2396003137146071,1523.0,-0.0523938620376803,35.58280157918671,19.0,2.444361286913329e-09,1.146609140336261e-06,2.2740281980682875,8.611834603128065,6.337806405059777
PTK2,WNK4,706.0,-0.0381372755594933,6.441344129369554,16.0,0.011149425241334,0.3008568331001335,1523.0,-0.0544195797987447,34.08164095814664,19.0,5.2847532998507805e-09,1.5656777013084231e-06,1.9527475201450437,8.276975281396137,6.324227761251093
TUBB4B,SYK,706.0,-0.0449747938383328,9.632887611326623,16.0,0.0019112388911981,0.5273947499841399,1523.0,-0.0524598430474846,37.46791199601648,19.0,9.292932673264587e-10,1.7436639339268786e-06,2.718685025846667,9.031847209275897,6.31316218342923
USP7,SFPQ,706.0,0.0300560858867888,1.6741869326760934,16.0,0.1956986665919684,0.7079723370588942,1523.0,0.0671273113112242,28.46577301409616,19.0,9.536962561218837e-08,1.6776113205344008e-05,0.7084121334310284,7.0205899222505375,6.312177788819509
EARS2,LEF1,706.0,0.0412447949249275,4.474065695897934,16.0,0.0344130125770061,0.5374713136586935,1523.0,0.0621603714492353,31.729736955192493,19.0,1.771882948835916e-08,3.836126584229759e-06,1.4632773067949105,7.751564971136159,6.288287664341249
CDIPT,MED12,706.0,-0.0518544949461727,7.230603991301905,16.0,0.0071671090320525,0.6144351474063556,1523.0,-0.0633419436538269,34.777070847613686,19.0,3.6970206698039963e-09,2.6013161687908367e-06,2.1446559886295846,8.432148121307682,6.287492132678097
RPP25L,H3-3B,706.0,-0.0488295498454594,6.4945227742719,16.0,0.0108207338544306,0.5440075611708605,1523.0,-0.0615201441781254,33.96712094565919,19.0,5.60512847546566e-09,1.0517089396132067e-05,1.9657432846895067,8.251414428466628,6.2856711437771216
FERMT2,FLT4,706.0,-0.0551263750764334,9.219115393094173,16.0,0.0023950123908308,0.4459597755141776,1523.0,-0.0663355993067311,36.88904039736917,19.0,1.250468895102297e-09,2.3462964701769435e-06,2.620692235378636,8.902927106695127,6.282234871316492
PTK2,BRCA1,706.0,-0.0390383686100563,6.69278827132166,16.0,0.0096803685367177,0.2481570883616674,1523.0,-0.05385635516948,34.14968099920316,19.0,5.103160632551229e-09,1.324874904705673e-06,2.0141081085577035,8.292160761134229,6.278052652576525
CFLAR,ATRX,706.0,-0.0400787036895753,2.654346565954711,16.0,0.1032671846811854,0.8800281627334798,1523.0,-0.0757049157752909,29.50279962634613,19.0,5.583598995001407e-08,3.492230971429213e-05,0.9860376627591986,7.253085779588279,6.267048116829081
MDM2,PIK3R1,706.0,-0.0382866283580071,3.1930045302460712,16.0,0.0739539727635542,0.6132705991889602,1523.0,-0.07649824726988,30.147303622381514,19.0,4.0044355380531386e-08,2.0491788767001012e-05,1.131038490998444,7.3974586930592725,6.266420202060829
STX4,AFF4,706.0,0.0602325414467559,9.75233838569534,16.0,0.001790947553102,0.1876079524931542,1523.0,0.0682863165378086,37.37776967434911,19.0,9.732517400669446e-10,2.49019729310765e-07,2.7469171320358945,9.011774811138395,6.2648576791025
MIPEP,ENPEP,706.0,0.0433312264331668,7.456483524732448,16.0,0.0063208363429,0.3673345499005656,1523.0,0.0542651812327112,34.89430245571748,19.0,3.480980130985378e-09,3.265739526219449e-06,2.1992254541423493,8.458298455609144,6.2590730014667955
USP7,MTOR,706.0,0.0377353600522405,3.326470211922924,16.0,0.0681730365978512,0.532083745715171,1523.0,0.0645149298051461,30.1874647458244,19.0,3.922364362541059e-08,6.8996059202458906e-06,1.1663873610063953,7.406452065616986,6.240064704610591
MDM2,MAP2K4,706.0,-0.0361513083904743,4.532433939163184,16.0,0.0332582839514073,0.3350916083205169,1523.0,-0.0610339766681522,31.5694406013954,19.0,1.9243418275040965e-08,6.017844526122533e-06,1.4781001631039095,7.715717780212535,6.237617617108626
CDK6,CSF3R,706.0,0.0649078995144647,7.727967992312642,16.0,0.0054371906407736,0.2257209265591664,1523.0,0.0794803706272309,35.07841964074669,19.0,3.166910662467993e-09,9.190999730149964e-07,2.264625439338826,8.49936418776305,6.234738748424224
CCND1,ARID1B,706.0,0.0850300539955419,6.142473291759643,16.0,0.0131972597210428,0.5535304525511932,1523.0,0.1136418982581044,33.27765515664123,19.0,7.989541368708613e-09,2.248656418223039e-05,1.8795162363378148,8.097478150192375,6.21796191385456
RAC1,IRF1,706.0,-0.0512478494989245,8.887941779109951,16.0,0.0028706014789381,0.2119038797831769,1523.0,-0.0575867791551867,36.24677594995956,19.0,1.7384737313683281e-09,3.9143474535489284e-07,2.5420270957345803,8.759831867194109,6.217804771459528
KIF18A,PRKCD,706.0,-0.113459583778388,10.41123200256061,16.0,0.0012525115560423,0.2367659756817629,1523.0,-0.1175280733098267,37.813071803152525,19.0,7.785832009198451e-10,5.478306047472261e-07,2.9022182585128116,9.108694971060343,6.2064767125475315
IRF4,DOT1L,706.0,-0.0355229206248148,4.48470382243022,16.0,0.0341994718047825,0.6096365948040097,1523.0,-0.0573569802597702,31.375369580277948,19.0,2.1266165312693465e-08,2.39414489090303e-05,1.4659806013719279,7.672310814454485,6.206330213082557
SOD2,SSX4,706.0,-0.0509368965635781,2.635565945053713,16.0,0.1044948197847257,0.9301689678817218,1523.0,-0.0864520997154791,29.171746186970267,19.0,6.623810455804719e-08,9.32135726393119e-05,0.9809052386885438,7.1788921036349915,6.197986864946448
ARF4,ETV1,706.0,-0.0429773306194727,8.474483559997907,16.0,0.0036016261890435,0.2018083834004124,1523.0,-0.0543995306101336,35.709302644356285,19.0,2.2906756482044354e-09,4.298071074580923e-06,2.443501364381614,8.640036401062668,6.196535036681054
CDK6,PAX7,706.0,0.054417421937071,6.224745203910516,16.0,0.0125977035501427,0.308385054295091,1523.0,0.0746002240295056,33.26506884873106,19.0,8.041420109728553e-09,1.4601662515374846e-06,1.8997086157076901,8.094667248346433,6.194958632638743
MED30,AJUBA,706.0,-0.0321217599422476,3.813238896886787,16.0,0.0508490335581961,0.5790609442359099,1523.0,-0.0585165330793229,30.55264886216446,19.0,3.249279366859457e-08,1.0758937385912874e-05,1.2937172969070403,7.488212947236247,6.194495650329206
USP7,PAX7,706.0,0.0325185197153752,2.3698493742335813,16.0,0.1236989863941656,0.5925546647678503,1523.0,0.0654270222089029,28.80581239599905,19.0,8.001063449965152e-08,7.901401080676112e-06,0.9076338590226517,7.096852285538408,6.189218426515756
USP7,ARHGEF10L,706.0,0.0313332348811856,2.2109340656691074,16.0,0.1370356766671113,0.657722026133855,1523.0,0.0653740323422152,28.594621750195984,19.0,8.922967553711603e-08,7.972600692038509e-06,0.8631663513650418,7.0494906862216276,6.186324334856586
MRGBP,SPEN,706.0,0.0487022212479693,10.45423320620148,16.0,0.0012236869926077,0.1547784091679265,1523.0,0.0551007752518165,37.73392997096289,19.0,8.108191857833284e-10,1.6904078506571694e-07,2.9123296563469347,9.091075983485135,6.1787463271382
FDPS,FLT3,706.0,-0.0394268165529632,6.527278356385068,16.0,0.0106232382424939,0.1559223073783115,1523.0,-0.0513088626622587,33.50555542631264,19.0,7.106073136555738e-09,1.212123808656735e-06,1.973743078689765,8.14837032701287,6.174627248323105
DCLRE1B,MTOR,706.0,0.0455774343487389,7.241079757048283,16.0,0.0071254116418658,0.2766847202333532,1523.0,0.0580204562784353,34.236548293643864,19.0,4.880372144810679e-09,1.3735807401569657e-06,2.1471900409858704,8.311547060317876,6.164357019332005
UBE2D3,ARHGEF10L,706.0,0.0408500612073137,4.028726957431218,16.0,0.0447316828242438,0.487684857025716,1523.0,0.0670971724101922,30.63739163768787,19.0,3.1104127490126115e-08,3.7252156094025513e-06,1.3493847631835771,7.507181976656572,6.157797213472994
MED30,NSD1,706.0,0.0483570987208441,7.29347472498489,16.0,0.0069205497775053,0.5184975353810113,1523.0,0.0612138079077588,34.206018035331,19.0,4.957540572696066e-09,2.491166824451306e-06,2.1598594032523954,8.304733722825954,6.1448743195735585
GFM1,LEF1,706.0,0.0491979278449727,9.221486548473877,16.0,0.0023919125838915,0.2420334133417764,1523.0,0.0539761063525006,36.26643610891552,19.0,1.7210242147638995e-09,6.919746646361423e-07,2.621254696350548,8.764213019117902,6.142958322767354
TUBB4B,KLF4,706.0,-0.0502293584379738,10.74503945785318,16.0,0.0010455921139783,0.4392511346363819,1523.0,-0.0550159714360947,37.87206901720492,19.0,7.553901376791338e-10,2.1260455424979223e-06,2.980637700933082,9.121828689589895,6.141190988656813
CFLAR,NSD1,706.0,-0.0536798173774255,5.348204835378056,16.0,0.0207436174227072,0.6162752412573618,1523.0,-0.0756087215954508,32.04425059400455,19.0,1.5070043783365298e-08,6.525328958197174e-06,1.6831155059156877,7.821885485917198,6.13876998000151
CFLAR,TLX3,706.0,-0.0646004288770427,6.521242439078151,16.0,0.010659351177495,0.4775217363945543,1523.0,-0.0828872160020139,33.33182050125652,19.0,7.770078656517678e-09,4.2824607066219005e-06,1.9722692295129454,8.109574584813155,6.137305355300209
BRAF,RET,706.0,0.0422037596140776,8.921109096394048,16.0,0.002818932702932,0.5651807574193097,1523.0,0.0549871205910796,35.91599930805842,19.0,2.060101055299016e-09,3.86543628009272e-06,2.5499152920227384,8.686111475416144,6.136196183393405
MDM2,DDX6,706.0,0.0349584965575644,5.504479156214984,16.0,0.0189678284137474,0.4788099793635697,1523.0,0.0555061560448448,32.17973844196513,19.0,1.4054884444449331e-08,7.192267685255025e-06,1.721982387715008,7.852172720696477,6.130190332981469
HNF1B,FAS,706.0,-0.0501007508774642,6.34226550487233,16.0,0.0117894209561319,0.4031841337721323,1523.0,-0.0642824130455391,33.04703033968053,19.0,8.995634133803794e-09,7.233774934168793e-06,1.928507524992466,8.045968216297911,6.117460691305445
DCLRE1B,CSF3R,706.0,0.0340860725246028,3.382306106722353,16.0,0.0658997874984177,0.4701928181568646,1523.0,0.0583561780672878,29.69751574312795,19.0,5.049949549650562e-08,8.314808393727315e-06,1.1811159858371494,7.296712960577936,6.115596974740786
PMPCB,CRLF2,706.0,-0.0642575373114633,7.339053304629488,16.0,0.0067472363874121,0.9745630039588716,1523.0,-0.0512649591894107,34.098025201410564,19.0,5.240442243144113e-09,1.0925351624688228e-06,2.1708740742006736,8.280632061174146,6.109757986973472
MRGBP,JAK1,706.0,0.0425761605276417,7.524738129300204,16.0,0.0060857400620275,0.5257445979852308,1523.0,0.0550002102461281,34.27334404200428,19.0,4.788963870444438e-09,2.3866114119115995e-06,2.215686601441862,8.319758439408803,6.104071837966941
USP7,RRAGC,706.0,0.034866269489179,2.949326443102791,16.0,0.0859133583796519,0.6321632672657169,1523.0,0.0617837124582512,29.12132018412558,19.0,6.798470765462628e-08,2.733470852770652e-05,1.065939303927535,7.167588765648245,6.10164946172071
FARS2,LEF1,706.0,0.0491224251424187,8.129824285736959,16.0,0.0043542966881649,0.2938852621823188,1523.0,0.0565187051715174,34.861331623146725,19.0,3.5404297127480752e-09,1.079320431245668e-06,2.3610819828183414,8.450944023129749,6.089862040311408
CDK6,ARHGEF10L,706.0,0.0499193242252369,5.265462048570953,16.0,0.0217526476693037,0.4152342098595885,1523.0,0.0730883468438842,31.73103306820485,19.0,1.7707008610929968e-08,2.5557115761775584e-06,1.662487874424914,7.751854801514478,6.089366927089563
MRGBP,RPL22,706.0,0.0447407029865178,9.262155654610524,16.0,0.0023393750933064,0.1472485003404103,1523.0,0.0513126051183999,36.03890907204277,19.0,1.9341654252845273e-09,6.377553808626174e-07,2.6309001382195882,8.713506384329623,6.082606246110035
DCLRE1B,CASZ1,706.0,0.0487931698725319,8.253543744782291,16.0,0.0040672522449594,0.228016989540842,1523.0,0.0584168933945017,34.93316345125004,19.0,3.4121921911297443e-09,1.0109068338878591e-06,2.390698892459719,8.466966515254683,6.076267622794964
SOX10,CREB3L1,706.0,0.042932990306159,9.482517936699878,16.0,0.0020743906748557,0.594727806481153,1523.0,0.056152516144998,36.16811015264284,19.0,1.810084829136108e-09,6.695253715700108e-06,2.683109448546753,8.742301071560409,6.059191623013655
SOX10,POLQ,706.0,-0.0393513377536365,5.7499939962795,16.0,0.0164887130785549,0.353740457259272,1523.0,-0.0581577475026842,32.116615697515954,19.0,1.4519024456766896e-08,8.172758866714086e-05,1.7828132391215505,7.838062563200396,6.055249324078845
KIF18A,CACNA1D,706.0,-0.1132366931715882,10.494613291959697,16.0,0.0011972306917393,0.2394739809221038,1523.0,-0.1162507056546138,37.199143457612536,19.0,1.0666061821915795e-09,7.504907749445502e-07,2.9218221582851,8.97199590341715,6.050173745132051
FERMT2,MAML2,706.0,0.0496211012592269,10.31034012610553,16.0,0.0013228689959783,0.1458717465949929,1523.0,0.0602670329292345,36.9854734747023,19.0,1.190126189559579e-09,5.582683600859058e-07,2.8784831619657623,8.924406987747064,6.045923825781301
MDM2,MUTYH,706.0,0.0362906662267423,2.824855635091808,16.0,0.0928152375957021,0.7934764070875195,1523.0,0.0719886420304445,28.71470653874076,19.0,8.386443535493803e-08,4.640923427010865e-05,1.0323807192499854,7.076422172707111,6.044041453457125
CDK4,STAT3,706.0,0.0678986821158493,8.651204894315924,16.0,0.0032684514406193,0.2068930688334403,1523.0,0.0824013923774327,35.204635085080554,19.0,2.9681626102222982e-09,9.828110195847833e-07,2.4856579629629376,8.527512310000915,6.041854347037978
SOX10,CNBP,706.0,-0.0339891549588209,4.373146682068636,16.0,0.0365095128565377,0.4628467277220183,1523.0,-0.0569545009935383,30.48358646453471,19.0,3.36703206219592e-08,8.49835336019128e-05,1.437593961767583,7.472752748070341,6.035158786302757
CFLAR,CRLF2,706.0,0.0460847680596401,1.903625218983052,16.0,0.1676731024050254,0.9745630039588716,1523.0,0.0677105661377417,27.51443412260596,19.0,1.5592645449017576e-07,1.350323095884922e-05,0.775536599969805,6.8070801961361465,6.031543596166341
COX17,CD74,706.0,0.0482614015569211,9.566331436940343,16.0,0.0019817841412724,0.1900297839071893,1523.0,0.0548213451475645,36.11509299225781,19.0,1.8600062819366007e-09,6.979983574014085e-07,2.702943651243059,8.730485589004775,6.0275419377617165
CDK4,ETV4,706.0,0.0584574073391954,6.239030295677821,16.0,0.0124964879745144,0.2689597885762791,1523.0,0.0804203039233635,32.51926527194064,19.0,1.1801681050848314e-08,3.4964032965907976e-06,1.9032120243997819,7.928056126667732,6.02484410226795
PTK2,EFTUD2,706.0,-0.0507388664887766,10.389931758807052,16.0,0.0012670430633598,0.073386110356622,1523.0,-0.0583375711381997,36.933609346216144,19.0,1.222208399258819e-09,3.439905539713946e-07,2.897208624373298,8.912854736048018,6.01564611167472
CDK6,HGF,706.0,-0.0459080298279417,5.589205038256068,16.0,0.0180714958892847,0.5233432193391869,1523.0,-0.0691906849395118,31.71793142569004,19.0,1.7826863451042114e-08,2.006948287318321e-05,1.7430058967155981,7.74892506208166,6.005919165366062
CCND1,HGF,706.0,-0.0487624898851359,2.106967043384202,16.0,0.1466296796637794,0.7428976468475408,1523.0,-0.1066588399795964,27.64115457463868,19.0,1.4603834520006625e-07,8.220498451311729e-05,0.8337781142133275,6.8355330968025045,6.001754982589177
STX4,IRF1,706.0,0.062699263184907,10.294858689846931,16.0,0.0013340136912297,0.1536505791091419,1523.0,0.0678607329322082,36.746220454745526,19.0,1.3455122212751612e-09,3.155786788982451e-07,2.8748397131518564,8.871112353189517,5.9962726400376605
PTPN11,NCOA4,706.0,-0.0382188386125522,5.068809059677278,16.0,0.0243601143646131,0.679161567747285,1523.0,-0.0565370411923051,31.01619071076766,19.0,2.5588496072236723e-08,2.4006274065103416e-05,1.61332067713096,7.591955238408333,5.978634561277373
KIF18A,GNAI2,706.0,-0.1007061424662119,8.281387474516805,16.0,0.0040053511345347,0.3533335908526499,1523.0,-0.1074650054393959,34.4850171331791,19.0,4.295450722617566e-09,1.943531153776443e-06,2.397359404896534,8.366991258823317,5.969631853926783
COX17,PDGFRB,706.0,0.0446446888260467,8.538718585821698,16.0,0.0034767030722247,0.2522613428131349,1523.0,0.0531286798295376,34.75441248030074,19.0,3.740299997848314e-09,1.2384793345816563e-06,2.4588323986468654,8.427093562990699,5.968261164343833
CDC20,RBM15,706.0,0.0487429880668321,9.115314437699,16.0,0.0025347838182182,0.1991020604611424,1523.0,0.0576022891147598,35.364277407249574,19.0,2.734566199083069e-09,1.3993521031489631e-06,2.596059074026274,8.563111558649377,5.967052484623103
CYC1,SFPQ,706.0,0.0392124433490068,4.920213404900551,16.0,0.0265442381292232,0.4386301482218038,1523.0,0.0526873378817823,30.72539970600519,19.0,2.9724848836695477e-08,6.971715587573284e-06,1.5760297352323227,7.52688034527297,5.950850610040646
MICOS10,PAX7,706.0,0.0458743367039433,8.276571925296594,16.0,0.0040159879106509,0.2076685870936619,1523.0,0.0531613256687756,34.33071354326057,19.0,4.649854584761969e-09,9.048253442355892e-07,2.396207603219986,8.332560628620357,5.93635302540037
CDIPT,RBM15,706.0,-0.0411194246960082,5.228072682356242,16.0,0.022225146384437,0.3826996677728586,1523.0,-0.0613723355490654,31.00246353623152,19.0,2.5770112919199795e-08,8.458817268000189e-06,1.6531553698968324,7.5888836784581,5.935728308561268
ATL2,KIF5B,706.0,0.0510999189791556,10.2585002359574,16.0,0.001360562423623,0.3960329216050987,1523.0,0.0578970311896376,36.42838287702671,19.0,1.5837998053889783e-09,4.45760455226728e-06,2.866281527671007,8.800299714734864,5.934018187063857
NXT1,FLT3,706.0,-0.0643308972492642,9.435216585998432,16.0,0.0021285794975561,0.0739713626605276,1523.0,-0.0682358829579936,35.54312320079862,19.0,2.4946619131449413e-09,5.015161396104599e-07,2.671910125282377,8.602988303429193,5.931078178146816
USP7,EPS15,706.0,0.0229732297475786,1.2856415923379243,16.0,0.2568527059483522,0.7938160703779292,1523.0,0.0595241244773325,26.23521752786928,19.0,3.022596836427713e-07,7.73372617829618e-05,0.5903158546145617,6.51961977653749,5.929303921922928
CCND1,MYCL,706.0,0.0616259878603036,3.2258333620379744,16.0,0.0724848937552173,0.6408622934420275,1523.0,0.1002769558139975,28.674283902281783,19.0,8.563337442222005e-08,3.213535097484511e-05,1.1397524933232397,7.067356942068663,5.927604448745424
FDPS,CDX2,706.0,-0.03871185759141,6.211078805919897,16.0,0.0126953239517342,0.1704997700289429,1523.0,-0.050378496728982,32.04267366894146,19.0,1.5082281545978736e-08,2.7386504136230424e-06,1.8963562125802926,7.821532956352222,5.925176743771929
IRF4,FSTL3,706.0,-0.037352451448843,5.714715979543598,16.0,0.0168232859532743,0.53210590552801,1523.0,-0.0545496519467693,31.4948131383544,19.0,1.9997371891286213e-08,1.407065079700626e-05,1.7740891731042945,7.699027076741525,5.924937903637231
EAF1,LOX,706.0,-0.0480137473647466,10.597006486705595,16.0,0.0011327090554515,0.1180900677083454,1523.0,-0.0508242125573402,36.73418050384589,19.0,1.3538477191977663e-09,2.2414143562835965e-07,2.9458816275048663,8.86843018235057,5.922548554845704
CDK6,HSPG2,706.0,0.0677622935823123,8.409646240032771,16.0,0.0037323527994116,0.1933853399261402,1523.0,0.0790117950249986,34.407216249078374,19.0,4.4706266013068304e-09,1.082480804137939e-06,2.428017311443231,8.34963160205414,5.9216142906109095
USP7,ID3,706.0,0.0409993023473056,3.313796954914324,16.0,0.0687005871040408,0.5204679097740059,1523.0,0.0693146402985865,28.741574699047305,19.0,8.270895844951629e-08,8.523072180153247e-06,1.163039551514602,7.082447448192529,5.919407896677926
MDM2,JUN,706.0,0.0282612033623026,1.949454376832364,16.0,0.1626456589509886,0.7928111717979334,1523.0,0.0666559356170758,26.929067573827524,19.0,2.1106063013025677e-07,2.640133971118256e-05,0.7887575236442891,6.67559276959035,5.8868352459460604
USP7,SPEN,706.0,0.0439873089030999,4.948338714322972,16.0,0.0261157520759543,0.4047235740635741,1523.0,0.0636692758949788,30.46224843438813,19.0,3.404271200780596e-08,3.832528517838795e-06,1.5830974629254415,7.467975849201177,5.8848783862757355
KRAS,CRLF2,706.0,0.0332277322850074,0.8156540034901809,16.0,0.3664539050389944,0.9837219284772026,1523.0,0.0670670679047771,25.344100910483576,19.0,4.796168878103602e-07,2.951992758603715e-05,0.4359806459783847,6.319105533342736,5.883124887364351
CDK6,BRCA1,706.0,-0.0599055286514804,8.969860931687663,16.0,0.0027446948746886,0.1566014443307234,1523.0,-0.0733216431758534,34.80028432588824,19.0,3.6532010550891134e-09,1.1424371521720342e-06,2.5615059286654387,8.437326425594556,5.8758204969291175
SOX10,IRS4,706.0,0.0254140970440528,2.94799834752439,16.0,0.0859839954995795,0.7523380928706855,1523.0,0.0513484896515689,28.109009719894857,19.0,1.1467078029150139e-07,0.0001075803037101,1.06558237797799,6.9405472322714905,5.8749648542935
STX4,H3-3B,706.0,0.0289148193997421,2.4667834592810323,16.0,0.1162756566235353,0.8375678347448359,1523.0,0.0541513574106016,27.523891720764368,19.0,1.55165842009272e-07,8.076220234994183e-05,0.9345111992929208,6.809203877534037,5.874692678241116
UBE2D3,EPHA2,706.0,0.0516553734366787,7.231013905537566,16.0,0.0071654727453111,0.2633770559077839,1523.0,0.0666787982591841,32.912526971284024,19.0,9.640008779755848e-09,1.6443518006438083e-06,2.1447551515461796,8.015922570557981,5.871167419011801
BRAF,BMPR1A,706.0,0.0321186365206451,4.633984232753846,16.0,0.0313446940127351,0.5178288002937774,1523.0,0.0519312028933153,29.998537957718327,19.0,4.323721846389241e-08,2.2125663884840943e-05,1.5038359653920763,7.364142252846355,5.860306287454279
UBE2D3,MTOR,706.0,0.0392172740321297,3.850052215633468,16.0,0.0497444420609625,0.4949843068773705,1523.0,0.0628419383882389,29.093519807537632,19.0,6.896728488131169e-08,1.0492347205321714e-05,1.3032554358648987,7.16135687107173,5.858101435206831
CFLAR,LPAR4,706.0,-0.0346495561337172,1.8064438046924352,16.0,0.178935418413254,0.9550696250560756,1523.0,-0.0755438768221856,26.52580095810208,19.0,2.6004174251385414e-07,6.653522584593113e-05,0.7473036868279451,6.5849569324586765,5.837653245630731
FERMT2,DDX10,706.0,0.0493031313120777,9.143129449978916,16.0,0.002496537337908,0.1265392833615109,1523.0,0.060515385779599,34.699703895768835,19.0,3.846900936449564e-09,7.384827627839245e-07,2.602661934304986,8.41488899729268,5.812227062987693
MDM2,TP53,706.0,-0.0391604654906697,5.730063811728087,16.0,0.016676876626597,0.2826065885904582,1523.0,-0.0600069884478822,30.985520026156337,19.0,2.599606496587049e-08,1.0452274978063215e-05,1.7778852840849944,7.585092386373231,5.8072071022882366
RPP25L,BRIP1,706.0,-0.0547932368200023,8.686134917715208,16.0,0.0032063985567123,0.2827629570419481,1523.0,-0.0621705496305261,34.14025524427689,19.0,5.127939283632455e-09,2.4054308522972573e-06,2.4939824956366494,8.290057125638127,5.796074630001478
YAP1,EP300,706.0,0.0476325453481241,10.31225563924363,16.0,0.0013214966340273,0.2392882641951406,1523.0,0.0509353986228951,35.8600726044524,19.0,2.120091408997219e-09,1.030109491982668e-06,2.8789339387185984,8.673645413803671,5.794711475085073
ITGB5,APC,706.0,-0.0453106936701175,8.433780274261153,16.0,0.0036831384963613,0.2314338857431054,1523.0,-0.0513129232441506,33.80521476587546,19.0,6.091536012461387e-09,1.2699724523757465e-06,2.433781950144655,8.215273183947588,5.7814912338029325
STX4,SOX9,706.0,0.0348763086937342,3.652517149432697,16.0,0.0559845399826184,0.6510367621241802,1523.0,0.0561052899286849,28.451659320617186,19.0,9.606739572872023e-08,3.605089137046441e-05,1.251931885979693,7.017423982338583,5.76549209635889
CCND1,CEP43,706.0,0.0603252365591906,3.2439272745318704,16.0,0.0716886043670085,0.792616256792693,1523.0,0.1029996307684286,27.90459332050841,19.0,1.27446859772398e-07,0.0001195663956098,1.1445498743720455,6.894670860864159,5.750120986492114
IRF4,GNA11,706.0,-0.041668990176368,5.963927210461861,16.0,0.0146014817956971,0.528656142559183,1523.0,-0.0575926458137761,30.967833461705595,19.0,2.6234043484676463e-08,3.2185327089126926e-05,1.8356030686649034,7.581134765919611,5.745531697254707
MRPL12,LEF1,706.0,0.0486107951962182,10.110121108251406,16.0,0.0014745727347113,0.2173558914809774,1523.0,0.0510354896026985,35.42528625731211,19.0,2.6502381804823967e-09,8.775406304667889e-07,2.8313338005928976,8.576715093677949,5.745381293085051
